N	2gram	Bakhtin_Pr	Dialekti
526	своей жизни	2	2
527	знает что	2	2
528	к сожалению	2	2
529	и др	7	2
530	в вечность	2	2
531	слово о	11	2
532	лучшем случае	2	2
533	на его	2	2
534	те же	3	2
535	его можно	2	2
536	в узком	2	2
537	однако в	3	2
538	оно должно	2	2
539	идеи в	10	2
540	в образе	2	2
541	в процессе	6	2
542	из возможных	2	2
543	мы ее	2	2
544	ни одного	3	2
545	и самого	4	2
546	в особом	4	2
547	является как	2	2
548	на их	2	2
549	но зато	2	2
550	будет все	2	2
551	слово и	9	2
552	а вера	2	2
553	в духе	4	2
554	в чисто	3	2
555	и души	2	2
556	дело в	2	2
557	воля к	2	2
558	ибо не	3	2
559	в которые	2	2
560	и до	6	2
561	и слово	4	2
562	слова и	8	2
563	он был	2	2
564	в условиях	2	2
565	и имеет	2	2
566	наконец в	4	2
567	со своими	2	2
568	не во	5	2
569	она является	2	2
570	его жизни	2	2
571	всей его	2	2
572	все еще	2	2
573	идеи как	2	2
574	себе но	2	2
575	есть свой	2	2
576	этот вопрос	4	2
577	да что	2	2
578	в сторону	2	2
579	в стиле	4	2
580	находится в	2	2
581	в других	2	2
582	не об	2	2
583	он только	2	2
584	представим себе	2	2
585	в нашем	2	2
586	жизни не	2	2
587	ибо в	2	2
588	вполне понятно	2	2
589	чем в	3	2
590	на одну	2	2
591	такого что	3	2
592	ему не	2	2
593	мира не	2	2
594	вот как	3	2
595	в различных	3	2
596	в каждой	2	2
597	сознания как	2	2
598	на предмет	4	2
599	в человеке	6	2
600	с идеей	4	2
601	и земли	2	2
602	то есть	3	2
603	все то	5	2
604	ибо все	2	2
605	к которому	2	2
606	слово в	10	2
607	самосознания в	5	2
608	друга и	2	2
609	во все	2	2
610	на котором	3	2
611	только он	2	2
612	слово слово	4	2
613	для понимания	4	2
614	от них	3	2
615	самый предмет	2	2
616	на том	2	2
617	с другом	3	2
618	в лучшем	2	2
619	которые были	2	2
620	между ними	6	2
621	в объективном	2	2
622	смысле слова	2	2
623	том или	2	2
624	как образ	3	2
625	там где	12	2
626	вы и	2	2
627	имеет значение	2	2
628	дана как	3	2
629	правда это	2	2
630	мы сказали	3	2
631	мы переходим	2	2
632	самое слово	2	2
633	но при	4	2
634	не становится	6	2
635	в пространстве	3	2
636	существенно и	3	2
637	вывод из	2	2
638	ведь мы	2	2
639	в целом	8	2
640	бы к	2	2
641	перестает быть	4	2
642	что идея	2	2
643	мы увидим	6	2
644	предмет в	2	2
645	ко второму	2	2
646	и всякое	3	2
647	человека в	8	2
648	достоевского в	15	2
649	в изображении	2	2
650	ну так	4	2
651	его и	3	2
652	нечего сказать	2	2
653	мысли в	2	2
654	бы уже	2	2
655	друг с	4	2
656	он является	3	2
657	на этот	4	2
658	объект а	3	2
659	конечно и	3	2
660	идея же	2	2
661	свой предмет	8	2
662	а между	2	2
663	выражения в	2	2
664	в другой	4	2
665	слова о	3	2
666	жизни а	3	2
667	их и	2	2
668	совпадает с	2	2
669	по природе	2	2
670	будет и	2	2
671	быть или	2	2
672	именно на	3	2
673	и сам	6	2
674	самосознания и	4	2
675	как его	4	2
676	мира в	5	2
677	и сами	3	2
