N	2gram	Losev_Dial	StatiiOP
102	как например	2	12
103	хотя бы	6	12
104	что у	3	12
105	ни в	20	12
106	никогда не	18	11
107	вопрос о	3	11
108	и с	10	11
109	в другом	6	11
110	в них	4	11
111	все эти	4	11
112	и по	5	11
113	того как	3	11
114	это было	4	11
115	на то	5	11
116	не было	7	11
117	ясно что	11	11
118	на самом	5	10
119	в каком	10	10
120	так же	6	10
121	в виду	9	10
122	в частности	4	10
123	ничего не	19	10
124	думаю что	4	10
125	речь идет	2	10
126	что и	7	10
127	во всех	3	10
128	кроме того	2	10
129	но не	9	10
130	что такое	13	10
131	же время	9	10
132	но он	3	10
133	в каждом	4	9
134	в чем	9	9
135	что же	5	9
136	несмотря на	12	9
137	во время	2	9
138	можно сказать	10	9
139	мне кажется	2	9
140	в одном	4	9
141	говорит что	3	9
142	не является	3	9
143	с этой	3	9
144	времени и	10	9
145	и для	2	9
146	и к	8	9
147	что мы	3	9
148	говорит о	6	9
149	что эта	5	9
150	и тем	2	9
151	и это	6	9
152	и об	4	8
153	могут быть	6	8
154	отношение к	5	8
155	в их	5	8
156	связано с	2	8
157	к сожалению	2	8
158	и др	2	8
159	в общем	2	8
160	в какой	3	8
161	связи с	3	8
162	к этому	2	8
163	мы имеем	4	8
164	дело не	3	8
165	что она	18	8
166	в результате	2	8
167	тем не	3	8
168	и даже	23	8
169	но ведь	2	8
170	совершенно не	13	8
171	такой же	2	8
172	и о	4	8
173	заключается в	4	8
174	и более	7	8
175	не имеет	15	8
176	еще более	3	8
177	в которых	2	8
178	очень мало	2	7
179	о чем	4	7
180	вплоть до	3	7
181	уже в	5	7
182	что здесь	4	7
183	конце концов	4	7
184	в виде	2	7
185	и очень	2	7
186	что все	2	7
187	гораздо более	3	7
188	и сейчас	3	7
189	точка зрения	3	7
190	что этот	3	7
191	как это	8	7
192	тем более	2	7
193	в ее	3	7
194	при чем	2	7
195	с самого	2	7
196	и то	15	7
197	то в	8	7
198	отличается от	3	7
199	мы находим	7	7
200	еще не	4	7
201	еще и	4	7
202	что для	3	7
203	по себе	39	7
204	из этого	2	7
205	то время	3	7
206	не просто	19	7
207	но с	4	7
208	на почве	2	7
209	даже в	6	6
210	о которых	2	6
211	в себе	23	6
212	в одной	4	6
213	должен быть	2	6
214	говорил что	2	6
215	том смысле	4	6
216	его не	7	6
217	по существу	2	6
218	к нему	12	6
219	и все	11	6
220	по крайней	11	6
221	что на	2	6
222	и я	3	6
223	же как	3	6
224	и вообще	10	6
225	крайней мере	11	6
226	одно из	2	6
227	что с	2	6
228	независимо от	2	6
229	в особенности	6	6
230	д но	2	6
231	же и	11	6
232	что я	5	6
233	время как	7	6
234	в жизни	3	6
235	ни на	8	6
236	этом смысле	4	6
237	но я	4	6
238	только не	2	6
239	говорить о	9	6
240	тем же	3	6
241	не о	5	5
242	в очень	3	5
243	его в	3	5
244	даже не	4	5
245	но если	6	5
246	не был	3	5
247	это и	6	5
248	что именно	3	5
249	как он	5	5
250	точку зрения	3	5
251	нас не	2	5
252	и потому	6	5
253	далее в	2	5
254	одной стороны	3	5
255	что не	13	5
256	отношении к	3	5
257	один из	3	5
258	можно ли	3	5
259	при этом	2	5
260	думать что	3	5
261	в тех	2	5
262	в сущности	2	5
263	никто не	2	5
264	должна быть	5	5
265	что эти	3	5
266	в москве	2	5
267	хотя и	4	5
268	не потому	5	5
269	самого начала	2	5
270	можно найти	2	5
271	утверждать что	3	5
272	то это	6	5
273	всех этих	4	5
274	не как	4	5
275	к ней	4	5
276	как будто	7	5
277	не по	2	5
278	но они	2	5
279	с одной	4	5
280	на нее	2	5
281	нет и	2	5
282	ни с	8	5
283	вообще не	2	5
284	ее в	2	5
285	раз в	2	5
286	и если	5	5
287	уже не	3	5
288	оно не	2	5
289	конечно не	9	5
290	является не	3	5
291	и только	5	5
292	без всякого	3	5
293	находим в	2	4
294	не могут	4	4
295	эти вопросы	3	4
296	на этом	4	4
297	нисколько не	7	4
298	что оно	9	4
299	и у	2	4
300	и эти	2	4
301	по своей	5	4
302	же можно	2	4
303	нет ни	4	4
304	не всегда	2	4
305	как можно	2	4
306	как у	3	4
307	не зная	2	4
308	еще в	2	4
309	что ни	3	4
310	не знает	2	4
311	но как	7	4
312	общего с	6	4
313	мере в	3	4
314	только с	3	4
315	так или	3	4
316	они не	3	4
317	тех пор	2	4
318	которые были	2	4
319	а потому	3	4
320	на сцене	3	4
321	с нею	3	4
322	в поэзии	8	4
323	разница между	2	4
324	поэзии и	4	4
325	мы видим	6	4
326	я имею	2	4
327	ничего общего	4	4
328	и тогда	4	4
329	в связи	3	4
330	е в	3	4
331	это есть	13	4
332	случае не	4	4
333	должны быть	2	4
334	как мы	5	4
335	говорят что	4	4
336	да и	11	4
337	показывает что	2	4
338	относится к	2	4
339	если в	5	4
340	для этого	2	4
341	иметь в	4	4
342	за пределы	4	4
343	в эпоху	2	4
344	что по	3	4
345	сами по	4	4
346	есть в	2	4
347	я уже	2	4
348	и он	6	4
349	же это	6	4
350	бы и	4	4
351	которые не	2	4
352	тем или	2	4
353	на него	2	4
354	только что	5	4
355	что как	2	4
356	все они	2	4
357	как о	2	4
358	и их	5	4
359	а именно	3	4
360	тому же	3	4
361	как известно	3	4
362	и так	2	4
363	все что	2	4
364	связанные с	3	4
365	свою собственную	2	4
366	но для	2	4
367	меньше всего	4	4
368	это время	3	4
369	не существует	8	4
370	с которым	2	4
371	чем он	2	4
372	во внимание	2	4
373	значит что	25	4
374	в смысле	5	4
375	или в	2	4
376	в таком	4	4
377	в основе	4	4
378	или иначе	3	4
379	будто бы	3	4
380	перед нами	3	3
381	в первую	2	3
382	или иной	4	3
383	из того	2	3
384	от него	4	3
385	это за	5	3
386	с той	2	3
387	от того	2	3
388	тогда когда	6	3
389	им самим	2	3
390	в одно	5	3
391	видно что	2	3
392	или менее	5	3
393	быть в	5	3
394	сомневаться в	2	3
395	о котором	2	3
396	как я	3	3
397	для своего	3	3
398	она не	10	3
399	это уже	2	3
400	не очень	2	3
401	заметить что	2	3
402	и как	14	3
403	в голову	2	3
404	даже и	3	3
405	из нее	2	3
406	имеет ничего	3	3
407	почти не	3	3
408	не то	9	3
409	нельзя сказать	4	3
410	не будет	2	3
411	то я	4	3
412	но эта	4	3
413	то не	4	3
414	в каком-то	5	3
415	времени но	2	3
416	принять во	2	3
417	почти все	2	3
418	них и	2	3
419	к его	2	3
420	это еще	2	3
421	бы в	3	3
422	все время	4	3
423	то и	3	3
424	в сознании	3	3
425	и до	2	3
426	тут не	5	3
427	от этого	5	3
428	бы ни	3	3
429	только потому	4	3
430	который не	2	3
431	и уже	4	3
432	которая не	2	3
433	не раз	2	3
434	смысле что	3	3
435	если и	2	3
436	исторической эпохи	2	3
437	не должен	2	3
438	больше всего	2	3
439	со всеми	2	3
440	не значит	6	3
441	если это	3	3
442	их в	2	3
443	я и	3	3
444	когда он	2	3
445	у меня	4	3
446	но что	10	3
447	он и	2	3
448	это можно	2	3
449	бы все	2	3
450	так чтобы	2	3
451	и ему	2	3
452	то или	5	3
453	или иное	5	3
454	в один	3	3
455	более или	5	3
456	отношения к	3	3
457	не к	2	3
458	взгляд на	3	3
459	в системе	2	3
460	ни о	5	2
461	я могу	2	2
462	ни была	2	2
463	и говорить	4	2
464	нуждается в	6	2
465	есть только	9	2
466	еще на	3	2
467	является как	2	2
468	или нет	6	2
469	эти два	4	2
470	что их	2	2
471	бы мы	2	2
472	без всяких	2	2
473	же только	2	2
474	а это	2	2
475	также не	2	2
476	но есть	2	2
477	и вместе	2	2
478	состоит из	3	2
479	ведь это	3	2
480	тех кто	2	2
481	были бы	3	2
482	с тех	2	2
483	проявляется в	2	2
484	света и	3	2
485	не буду	4	2
486	у них	3	2
487	и при	3	2
488	из жизни	2	2
489	убедиться в	2	2
490	не больше	5	2
491	действительности и	4	2
492	и ни	7	2
493	не дают	2	2
494	по своему	4	2
495	даны в	4	2
496	и совершенно	4	2
497	и оно	2	2
498	о мире	2	2
499	научного значения	2	2
500	но только	6	2
501	а только	5	2
502	жизнь в	2	2
503	на себе	3	2
504	все его	3	2
505	иначе и	3	2
506	времени в	2	2
507	на меня	2	2
508	в полной	2	2
509	во мне	5	2
510	он с	2	2
511	жизнь и	5	2
512	точно так	3	2
513	в разных	6	2
514	уже давно	2	2
515	и когда	5	2
516	в зависимости	2	2
517	то как	3	2
518	опять-таки не	2	2
519	с теми	2	2
520	как нечто	5	2
521	той или	11	2
522	и может	7	2
523	это значит	18	2
524	но вот	5	2
525	хотя в	3	2
526	бы только	2	2
527	и они	3	2
528	что если	4	2
529	и можно	3	2
530	только тогда	9	2
531	но уже	3	2
532	в одну	8	2
533	и от	5	2
534	никак не	6	2
535	тут же	2	2
536	когда мы	3	2
537	более и	2	2
538	его с	6	2
539	всю жизнь	2	2
540	то он	2	2
541	не знаю	3	2
542	как более	2	2
543	и эта	3	2
544	это вовсе	2	2
545	чтобы понять	3	2
546	и еще	4	2
547	только к	2	2
548	но нельзя	2	2
549	с ней	2	2
550	но совершенно	2	2
551	на свете	5	2
552	поэтому и	3	2
553	в изображении	2	2
554	них нет	2	2
555	мысль о	2	2
556	зависимости от	2	2
557	превращается в	2	2
558	д и	3	2
559	и вот	10	2
560	ни было	2	2
561	по мере	3	2
562	говорят о	2	2
563	между собою	3	2
564	чем не	2	2
565	чаще всего	2	2
566	и из	6	2
567	что есть	2	2
568	на тот	2	2
569	обоих случаях	2	2
570	далеко не	2	2
571	он может	3	2
572	всего необходимо	2	2
573	хотя это	3	2
574	но к	2	2
575	сразу же	2	2
576	стороны в	2	2
577	на нем	2	2
578	к другу	2	2
579	не могу	9	2
580	мог бы	3	2
581	как она	7	2
582	как не	4	2
583	мы в	2	2
584	с их	2	2
585	сам по	8	2
586	только о	3	2
587	же самое	3	2
588	на точку	2	2
589	иной раз	7	2
590	с какой	5	2
591	на что	3	2
592	быть и	7	2
593	важно что	3	2
594	все в	2	2
595	на все	2	2
596	говорить что	2	2
597	исторического процесса	2	2
598	мы и	3	2
