N	2gram	Vygotskiy_	Mirosoze
236	о чем	2	3
237	приходит к	4	3
238	в состоянии	2	3
239	и поэтому	2	3
240	не остается	3	3
241	должны были	6	3
242	для себя	7	3
243	этот путь	2	3
244	эта мысль	3	3
245	и тем	8	3
246	раньше чем	3	3
247	все же	6	3
248	одной и	2	3
249	мы должны	11	3
250	на том	2	3
251	что же	3	3
252	между тем	10	3
253	в виду	5	3
254	ту же	3	3
255	что оно	6	3
256	же как	8	3
257	когда в	2	3
258	и судьба	2	3
259	и самый	2	3
260	протяжении всего	2	3
261	принадлежит к	2	3
262	с таким	8	3
263	хотя и	2	3
264	и то	3	3
265	идет на	2	3
266	значительной степени	2	3
267	обратиться к	4	3
268	из этой	2	3
269	а к	2	3
270	открывает что	2	3
271	то это	2	3
272	и еще	2	3
273	в противоположность	3	3
274	к этому	7	3
275	об этом	6	3
276	в значительной	2	3
277	находится в	2	3
278	и той	2	3
279	превращается в	3	3
280	от всех	3	3
281	но ведь	2	3
282	ничего кроме	3	3
283	для нас	4	3
284	со всеми	2	3
285	отрывается от	2	3
286	но этот	3	3
287	во всех	4	3
288	в ином	2	3
289	не с	2	3
290	именно потому	2	3
291	на этот	7	3
292	в самых	4	3
293	он может	2	3
294	но для	2	3
295	приводит к	8	3
296	в одном	5	3
297	всякий раз	2	3
298	ко всем	3	3
299	тому как	3	3
300	ближе к	2	3
301	всяком случае	5	3
302	о судьбе	2	3
303	показывает как	2	3
304	сравнению с	9	3
305	но с	3	3
306	и всю	2	3
307	учение о	4	3
308	самому себе	2	2
309	на самом	4	2
310	в каком	3	2
311	все более	4	2
312	к личности	2	2
313	или иной	3	2
314	из всех	3	2
315	его к	3	2
316	тому чтобы	2	2
317	нисколько не	2	2
318	была совершенно	2	2
319	отношений между	4	2
320	не потому	2	2
321	который может	2	2
322	за собой	4	2
323	и отношение	3	2
324	которой не	2	2
325	и других	4	2
326	не надо	2	2
327	к своему	2	2
328	самом деле	8	2
329	но сам	2	2
330	проблемы и	4	2
331	смысле этого	6	2
332	от них	2	2
333	которые в	2	2
334	тем самым	8	2
335	могли бы	10	2
336	личности не	3	2
337	и сам	2	2
338	между ними	2	2
339	не столько	4	2
340	с которой	2	2
341	с такой	4	2
342	когда она	2	2
343	вот почему	5	2
344	своей природе	3	2
345	и нам	2	2
346	и обнаруживает	2	2
347	связи с	7	2
348	связаны с	2	2
349	в сущности	13	2
350	и ее	9	2
351	во всей	8	2
352	столь же	8	2
353	этого слова	7	2
354	мы хотели	5	2
355	бы сказать	3	2
356	их в	6	2
357	между двумя	2	2
358	направленной на	2	2
359	о своих	2	2
360	с которыми	2	2
361	не могли	2	2
362	что если	3	2
363	когда мы	2	2
364	бы он	3	2
365	своей книге	3	2
366	более и	3	2
367	его мысль	3	2
368	потребность в	5	2
369	с их	2	2
370	этом отношении	6	2
371	переход от	5	2
372	потому и	2	2
373	целый ряд	6	2
374	про себя	2	2
375	в новых	3	2
376	и мысли	2	2
377	подобно тому	2	2
378	сознания в	3	2
379	только для	6	2
380	ее в	3	2
381	о мире	3	2
382	в какой	5	2
383	вопрос и	2	2
384	этими двумя	2	2
385	человека с	3	2
386	с другой	16	2
387	в сфере	4	2
388	на одной	2	2
389	потребности в	2	2
390	пути и	2	2
391	в смысле	2	2
392	которой он	2	2
393	если не	3	2
394	что мы	9	2
395	по себе	9	2
396	же что	2	2
397	и который	4	2
398	он на	3	2
399	сам по	3	2
400	что эта	7	2
401	но эта	3	2
402	у самого	2	2
