N	2gram	Vygotskiy_	Stilisti
130	мы называем	2	4
131	не существует	3	4
132	мы видим	13	4
133	той или	2	4
134	не просто	6	4
135	связаны с	2	4
136	все это	8	4
137	в качестве	2	4
138	себя в	4	4
139	как только	5	4
140	заключает в	7	4
141	можно сказать	4	4
142	тем же	3	4
143	сказать что	14	3
144	на самом	9	3
145	связь и	2	3
146	это не	9	3
147	том что	46	3
148	бы мы	7	3
149	содержание и	4	3
150	нуждается в	3	3
151	в тех	3	3
152	и эта	2	3
153	и поэтому	4	3
154	перед нами	5	3
155	об этом	5	3
156	и даже	4	3
157	от того	6	3
158	то мы	2	3
159	и здесь	11	3
160	целый ряд	5	3
161	конце концов	6	3
162	в виду	5	3
163	та же	6	3
164	в том	50	3
165	он должен	8	3
166	в частности	6	3
167	еще не	6	3
168	только на	4	3
169	совершенно не	11	3
170	его и	2	3
171	как в	4	3
172	и вот	7	3
173	не знает	2	3
174	только он	2	3
175	для него	5	3
176	не с	2	3
177	то он	2	3
178	не так	4	3
179	и для	13	3
180	нет и	2	3
181	ни на	3	3
182	что у	7	3
183	что всякое	4	3
184	в котором	5	3
185	их в	4	3
186	мы легко	5	3
187	должно было	2	3
188	ответ на	5	3
189	что оно	12	3
190	если не	2	3
191	между ними	2	3
192	из которых	5	3
193	не будет	3	3
194	главным образом	3	3
195	но что	3	3
196	из них	7	3
197	если он	2	3
198	для нас	9	3
199	представить себе	2	3
200	несмотря на	5	3
201	жизни и	8	3
202	что и	11	3
203	необходимо чтобы	2	3
204	в ее	3	3
205	мы в	3	3
206	и уже	4	3
207	все эти	5	3
208	конечно не	3	3
209	связи с	2	3
210	перед ним	2	3
211	не имеем	2	3
212	отношения к	2	3
213	что эти	4	3
214	этом случае	2	3
215	между тем	4	3
216	связь между	2	3
217	в основе	9	3
218	здесь мы	2	3
219	что иное	2	2
220	мы имели	2	2
221	до конца	7	2
222	в каком	7	2
223	в отношении	2	2
224	для этого	12	2
225	и вообще	2	2
226	вопрос о	6	2
227	все то	6	2
228	очевидно что	3	2
229	и потому	8	2
230	как например	2	2
231	нам придется	4	2
232	которые в	2	2
233	с этим	4	2
234	относится к	2	2
235	в нашей	5	2
236	мы имеем	10	2
237	из этих	4	2
238	но как	3	2
239	своего героя	3	2
240	времени и	5	2
241	должно быть	6	2
242	на одном	5	2
243	каждый из	2	2
244	к этому	5	2
245	эти три	3	2
246	по отношению	3	2
247	иное как	2	2
248	и конечно	3	2
249	мы найдем	5	2
250	ли не	2	2
251	происходит как	2	2
252	есть не	7	2
253	должен быть	3	2
254	которые с	3	2
255	на первый	2	2
256	и эту	3	2
257	тем что	8	2
258	человека в	3	2
259	немедленно же	2	2
260	этом отношении	3	2
261	находятся в	4	2
262	из двух	3	2
263	в их	3	2
264	уяснить себе	2	2
265	и при	3	2
266	в этих	3	2
267	что он	30	2
268	что то	2	2
269	останавливаться на	2	2
270	нас не	2	2
271	выражение лица	2	2
272	и ни	4	2
273	отношению к	2	2
274	себе и	4	2
275	сих пор	9	2
276	его не	2	2
277	в пределах	3	2
278	совершенно иначе	3	2
279	в какой	5	2
280	же самая	2	2
281	увидим что	13	2
282	одной из	2	2
283	в жизни	2	2
284	на этот	7	2
285	но не	9	2
286	в душе	2	2
287	и этот	2	2
288	в него	5	2
289	материал для	2	2
290	тому же	4	2
291	но мы	4	2
292	которое не	2	2
293	видим что	5	2
294	гораздо более	3	2
295	он говорит	5	2
296	бы нам	2	2
297	равно как	2	2
298	не из	2	2
299	в своих	9	2
300	еще более	2	2
301	только одна	2	2
302	одну и	2	2
303	с собой	3	2
304	даже и	2	2
305	ту же	3	2
306	не есть	4	2
307	этот вопрос	6	2
308	о них	2	2
309	в которых	4	2
310	ни один	2	2
311	находит свое	2	2
312	представляет собой	2	2
313	между собой	2	2
314	и он	7	2
315	о чем	4	2
316	не было	2	2
317	и когда	12	2
318	но это	2	2
319	и жизнь	2	2
320	что вся	3	2
321	это же	2	2
322	в своей	8	2
323	в нас	15	2
324	или в	6	2
325	был бы	8	2
326	он не	10	2
327	значение и	2	2
328	с ним	4	2
329	мы говорили	4	2
330	тот же	5	2
331	вовсе не	8	2
332	ясно что	10	2
