N	2gram	Propp_Isto	Formalny
109	мы не	10	10
110	не было	3	10
111	в дальнейшем	3	10
112	по существу	5	10
113	мы видели	17	10
114	другой стороны	17	10
115	и как	3	10
116	главным образом	3	10
117	конечно не	2	10
118	он не	8	10
119	ничего не	7	9
120	здесь не	4	9
121	но это	5	9
122	и до	2	9
123	и даже	3	9
124	у нас	4	9
125	не могло	2	9
126	от всех	2	9
127	мы знаем	4	9
128	отношения к	2	9
129	это не	14	8
130	в других	6	8
131	до сих	4	8
132	одной стороны	12	8
133	и те	2	8
134	в них	4	8
135	с одной	12	8
136	в области	3	8
137	же как	6	8
138	что это	6	8
139	с этим	3	8
140	в данном	8	8
141	всех этих	6	8
142	задачи и	3	8
143	сих пор	5	8
144	из этого	2	8
145	должен быть	2	8
146	для того	2	8
147	ясно что	2	8
148	том что	18	7
149	в себе	3	7
150	в одной	3	7
151	что именно	2	7
152	или менее	3	7
153	стороны и	4	7
154	более или	3	7
155	сказать что	5	7
156	к этому	5	7
157	в особенности	2	7
158	и наконец	6	7
159	и только	4	7
160	и более	2	7
161	но все	5	7
162	ничем не	2	7
163	из них	2	7
164	он и	3	7
165	мы увидим	6	7
166	от этого	2	7
167	данном случае	7	6
168	тем самым	3	6
169	в которой	2	6
170	ее и	2	6
171	в конце	4	6
172	отношение к	6	6
173	и тем	4	6
174	и других	2	6
175	у них	3	6
176	в частности	3	6
177	так в	10	6
178	и это	9	6
179	тому что	2	6
180	в этих	16	6
181	те же	2	6
182	его не	4	6
183	один из	7	6
184	он был	2	6
185	должны быть	4	6
186	ее в	3	6
187	его с	2	6
188	из этих	6	6
189	отличается от	4	6
190	кроме того	6	6
191	от его	2	6
192	но для	3	6
193	такой же	3	6
194	не по	2	6
195	от нее	2	6
196	например в	6	6
197	о том	15	6
198	их в	3	6
199	уже в	4	6
200	если он	5	6
201	именно на	2	6
202	с ним	9	6
203	даже в	2	5
204	должен был	2	5
205	мы должны	7	5
206	случае в	2	5
207	не можем	3	5
208	должно было	2	5
209	и формы	3	5
210	от того	4	5
211	а как	2	5
212	в основном	2	5
213	мы уже	10	5
214	характерно что	2	5
215	одной из	4	5
216	так например	5	5
217	не так	4	5
218	в него	4	5
219	то это	7	5
220	что не	3	5
221	и по	7	5
222	можно сказать	3	5
223	хотя и	3	5
224	и то	3	5
225	если в	3	5
226	не от	3	5
227	не столько	4	5
228	то и	6	5
229	и эта	5	5
230	его как	2	5
231	мы можем	11	5
232	в эту	3	5
233	с этой	7	5
234	для нас	8	5
235	к нему	8	5
236	то он	2	5
237	не имеет	6	5
238	в котором	3	5
239	еще в	3	5
240	он становится	2	5
241	и что	15	5
242	таким же	2	5
243	как на	3	5
244	вопрос о	6	5
245	все дело	2	4
246	или даже	3	4
247	приема в	3	4
248	от него	6	4
249	новые формы	2	4
250	а на	2	4
251	увидим что	2	4
252	должны были	4	4
253	как он	11	4
254	тогда когда	3	4
255	героя в	3	4
256	на котором	3	4
257	себе в	3	4
258	он в	4	4
259	между двумя	2	4
260	к этой	2	4
261	того же	3	4
262	связи со	3	4
263	пришли к	3	4
264	не будет	6	4
265	или в	11	4
266	одна из	7	4
267	нет в	2	4
268	тех же	2	4
269	но при	2	4
270	нам кажется	5	4
271	к ней	3	4
272	формы его	2	4
273	тем не	4	4
274	на него	3	4
275	превращается в	10	4
276	та же	5	4
277	и другие	10	4
278	и о	2	4
279	под влиянием	2	4
280	это положение	2	4
281	в целях	2	4
282	но если	2	4
283	на западе	2	4
284	в ином	18	4
285	сам он	3	4
286	думать что	3	4
287	что такое	2	4
288	такое понимание	2	4
289	знаем что	5	4
290	или иначе	2	4
291	этот вопрос	3	4
292	им в	2	4
293	и этим	7	4
294	и действительно	4	4
295	же что	2	4
296	к самому	2	4
297	эта связь	7	4
298	к другому	2	4
299	в некоторых	2	4
300	но эта	2	4
301	все в	2	4
302	в каких	2	4
303	и если	4	3
304	перед нами	4	3
305	всех других	2	3
306	том как	3	3
307	для нее	2	3
308	из всего	3	3
309	на своем	4	3
310	не всегда	6	3
311	вступает в	4	3
312	и при	2	3
313	в современной	2	3
314	так что	6	3
315	они должны	3	3
316	нас не	2	3
317	связано с	7	3
318	совсем другое	2	3
319	от них	2	3
320	но как	4	3
321	для этой	2	3
322	но конечно	2	3
323	так или	2	3
324	связей с	2	3
325	в различных	3	3
326	из одного	3	3
327	на его	6	3
328	здесь необходимо	2	3
329	и через	2	3
330	мы видим	14	3
331	к своему	4	3
332	не дают	2	3
333	в качестве	5	3
334	это значит	3	3
335	е в	2	3
336	становится и	2	3
337	тот же	2	3
338	кажется что	7	3
339	никак не	2	3
340	если они	4	3
341	лежит в	2	3
342	быть только	2	3
343	тем более	2	3
344	этим самым	3	3
345	в это	3	3
346	своей работе	2	3
347	и тот	3	3
348	дело с	2	3
349	во всем	2	3
350	следующим образом	4	3
351	на первый	6	3
352	и другое	4	3
353	в чем	5	3
354	этот образ	2	3
355	в форме	4	3
356	и из	2	3
357	не с	2	3
358	вытекает из	2	3
359	том чтобы	3	3
360	вообще не	4	3
361	на то	5	3
362	он может	4	3
363	если это	2	3
364	когда он	5	3
365	уже знаем	5	3
366	в которых	2	3
367	или наоборот	2	3
368	в одном	2	3
369	а именно	12	3
370	но что	2	3
371	со своей	2	3
372	ту же	3	3
373	не просто	3	3
374	не происходит	3	3
375	но оно	3	3
376	что при	3	3
377	но они	4	3
378	что собственно	2	3
379	но он	4	3
380	о чем	2	2
381	в тех	8	2
382	или с	2	2
383	их на	2	2
384	в другом	2	2
385	но есть	5	2
386	превращаются в	2	2
387	ни одной	2	2
388	что если	2	2
389	в виде	5	2
390	при помощи	6	2
391	на место	2	2
392	что ни	2	2
393	же мы	6	2
394	не знает	2	2
395	в отдельности	3	2
396	а с	3	2
397	согласиться с	2	2
398	в руках	2	2
399	к ним	3	2
400	происходит в	3	2
401	и эти	5	2
402	только через	3	2
403	но так	4	2
404	ее как	2	2
405	в более	3	2
406	что этот	4	2
407	а если	3	2
408	связь с	7	2
409	мира и	2	2
410	мы имеем	27	2
411	этой точки	3	2
412	однако в	2	2
413	значит что	3	2
414	по этому	3	2
415	же не	2	2
416	здесь же	3	2
417	есть еще	4	2
418	его на	2	2
419	в силу	2	2
420	отметить что	2	2
421	они пришли	2	2
422	с ними	2	2
423	находится в	2	2
424	к другой	2	2
425	сюда же	2	2
426	о ней	2	2
427	и некоторые	2	2
428	никто не	2	2
429	этом случае	4	2
430	из его	2	2
431	также не	3	2
432	представление о	9	2
433	но она	2	2
434	происходит и	3	2
435	совершенно очевидно	2	2
436	и нет	3	2
437	ее к	2	2
438	него самого	2	2
439	это в	3	2
440	можно было	3	2
441	связаны с	4	2
442	что она	6	2
443	дело не	5	2
444	при изучении	2	2
445	и вот	2	2
446	на земле	6	2
447	этой смены	2	2
448	героя и	5	2
449	ее с	2	2
450	как у	2	2
451	нами в	2	2
452	что его	2	2
453	участие в	2	2
454	связан с	5	2
455	на этот	4	2
456	то чтобы	2	2
457	ни с	2	2
458	и так	2	2
459	очень много	2	2
460	мы еще	2	2
461	далеко не	3	2
462	видели что	4	2
463	и достигает	2	2
464	он говорит	4	2
465	их не	3	2
466	мы найдем	2	2
467	только одна	2	2
468	имеем в	8	2
469	в другой	3	2
470	мир не	2	2
471	что между	4	2
472	еще одна	4	2
473	что мы	3	2
474	начинается с	4	2
475	все что	4	2
476	говорит о	2	2
477	из него	3	2
478	и есть	2	2
479	направлен на	2	2
480	но с	2	2
481	и становится	4	2
482	ее так	2	2
