N	2gram	Vygotskiy_	Marksizm
485	должно было	2	2
486	с той	3	2
487	ли не	3	2
488	родной язык	4	2
489	к более	3	2
490	и могут	2	2
491	сравнительно с	2	2
492	всех остальных	2	2
493	существительное но	2	2
494	к выводу	4	2
495	в определенных	4	2
496	здесь как	2	2
497	речи она	4	2
498	в современной	2	2
499	друг от	3	2
500	в частности	4	2
501	речи это	4	2
502	была бы	3	2
503	всего в	2	2
504	речь как	4	2
505	а с	3	2
506	в учении	6	2
507	для данного	3	2
508	об одном	4	2
509	эти три	2	2
510	и речь	3	2
511	к этой	2	2
512	гораздо более	4	2
513	а только	2	2
514	для всех	2	2
515	могли бы	10	2
516	к самому	2	2
517	в лучшем	3	2
518	где они	4	2
519	и всей	3	2
520	возможно только	4	2
521	не могла	2	2
522	совершенно иначе	2	2
523	то о	5	2
524	не умеет	2	2
525	на его	3	2
526	совсем не	2	2
527	его значением	2	2
528	в разных	6	2
529	же как	14	2
530	речи можно	4	2
531	делает слово	2	2
532	одно только	3	2
533	то как	3	2
534	что с	7	2
535	и во	5	2
536	различие в	2	2
537	речи к	6	2
538	себя и	2	2
539	заключается в	14	2
540	впечатления от	2	2
541	которой мы	2	2
542	никто не	2	2
543	известной степени	2	2
544	принадлежит к	2	2
545	от значения	2	2
546	данном случае	5	2
547	мы как	2	2
548	к анализу	4	2
549	что как	2	2
550	например в	5	2
551	мышления и	16	2
552	ее как	2	2
553	слово не	4	2
554	когда мы	2	2
555	эти особенности	4	2
556	в сознании	11	2
557	вся история	2	2
558	для решения	2	2
559	и внутренней	3	2
560	в собственном	4	2
561	речь т.е	4	2
562	в первой	3	2
563	это речь	2	2
564	в последнее	4	2
565	действительности в	3	2
566	словом и	10	2
567	это было	2	2
568	внутренней и	2	2
569	отличается от	6	2
570	этом вопросе	2	2
571	этом и	2	2
572	этого процесса	3	2
573	ее от	2	2
574	может существовать	2	2
575	от друга	3	2
576	во второй	5	2
577	та же	2	2
578	если оно	2	2
579	и наконец	4	2
580	в речи	6	2
581	она в	2	2
582	только по	5	2
583	с этой	5	2
584	во время	2	2
585	в чем	5	2
586	опирается на	2	2
587	исходить из	2	2
588	не по	7	2
589	что его	2	2
590	но только	5	2
591	это положение	4	2
592	себе и	2	2
593	последнее время	5	2
594	эти последние	2	2
595	абстракции от	2	2
596	дело с	3	2
597	всего сказанного	3	2
598	более элементарных	2	2
599	есть в	5	2
600	во всем	4	2
601	родном языке	6	2
602	речи значение	2	2
603	вообще не	6	2
604	что эти	3	2
605	видели что	3	2
606	в самой	3	2
607	поэтому в	2	2
608	самое существительное	2	2
609	это отношение	3	2
610	слова с	5	2
611	своего развития	4	2
612	их в	2	2
613	зависит от	3	2
614	и другой	3	2
615	как они	2	2
616	это одно	2	2
617	оно не	3	2
618	которые он	2	2
619	этом смысле	2	2
620	что мы	14	2
621	мысль и	3	2
622	этого вопроса	3	2
623	это же	2	2
624	и мышление	2	2
625	друг другу	5	2
626	тому же	2	2
627	отношения к	5	2
628	и весь	3	2
629	в совершенно	3	2
630	ту же	4	2
631	но с	4	2
632	собственном смысле	4	2
633	речи являются	2	2
634	своего выражения	2	2
635	мы и	5	2
636	но он	3	2
