N	2gram	Potebnia_M	StatiiOP
195	не мог	3	7
196	о которых	5	6
197	в себе	22	6
198	в одной	2	6
199	по отношению	15	6
200	одном из	3	6
201	должен быть	2	6
202	том смысле	7	6
203	его не	3	6
204	к нему	2	6
205	и все	6	6
206	по крайней	6	6
207	что на	9	6
208	в известном	2	6
209	языка и	20	6
210	и во	6	6
211	и языка	4	6
212	и вообще	5	6
213	с его	3	6
214	крайней мере	6	6
215	одно из	5	6
216	что с	3	6
217	независимо от	15	6
218	мы не	17	6
219	что я	2	6
220	время как	2	6
221	в жизни	5	6
222	этот вопрос	2	6
223	обратить внимание	2	6
224	этом смысле	4	6
225	что за	3	6
226	только не	2	6
227	в некоторых	4	6
228	тем же	4	6
229	не знали	2	5
230	его в	3	5
231	но если	4	5
232	для себя	4	5
233	давно уже	2	5
234	оба эти	2	5
235	что именно	2	5
236	том же	3	5
237	как он	5	5
238	ср с	2	5
239	и потому	7	5
240	не так	6	5
241	одного из	3	5
242	если б	7	5
243	одной стороны	6	5
244	что не	15	5
245	такое же	3	5
246	один из	2	5
247	не была	2	5
248	при этом	17	5
249	думать что	6	5
250	в сущности	2	5
251	не на	3	5
252	до того	2	5
253	никто не	3	5
254	должна быть	4	5
255	хотя и	6	5
256	не потому	2	5
257	самого начала	5	5
258	что ему	2	5
259	во многих	5	5
260	то это	8	5
261	всех этих	2	5
262	на это	2	5
263	не как	4	5
264	к ней	3	5
265	как будто	2	5
266	не по	4	5
267	не могло	3	5
268	с одной	7	5
269	после того	3	5
270	на нее	2	5
271	ни с	2	5
272	столь же	6	5
273	и если	6	5
274	уже не	4	5
275	оно не	4	5
276	на память	2	5
277	если не	5	5
278	по форме	2	5
279	не совсем	3	5
280	и только	6	5
281	о которой	2	5
282	в слове	21	5
283	начиная с	2	4
284	очевидно что	5	4
285	не могут	10	4
286	одна из	4	4
287	на этом	3	4
288	нисколько не	2	4
289	то есть	69	4
290	что оно	5	4
291	и у	3	4
292	по своей	2	4
293	и всегда	3	4
294	не всегда	2	4
295	не зная	3	4
296	в развитии	2	4
297	что ни	2	4
298	смысле этого	3	4
299	в такой	2	4
300	с общим	3	4
301	но как	4	4
302	общего с	3	4
303	они не	5	4
304	тех пор	2	4
305	стремление к	3	4
306	и без	4	4
307	а потому	14	4
308	что его	2	4
309	с нею	6	4
310	разница между	5	4
311	мы видим	5	4
312	ничего общего	3	4
313	и тогда	2	4
314	в связи	2	4
315	в первом	5	4
316	в применении	3	4
317	этого слова	5	4
318	должны быть	11	4
319	на язык	7	4
320	как мы	3	4
321	показывает что	3	4
322	относится к	5	4
323	если в	3	4
324	для этого	2	4
325	не могли	2	4
326	за пределы	4	4
327	что по	3	4
328	значительной степени	3	4
329	сами по	8	4
330	есть в	4	4
331	которые не	5	4
332	на него	6	4
333	только что	4	4
334	известно что	3	4
335	что как	4	4
336	и вполне	2	4
337	все они	3	4
338	и их	6	4
339	в последнем	2	4
340	могло бы	4	4
341	все что	5	4
342	связанные с	3	4
343	языка не	5	4
344	не существует	2	4
345	не для	2	4
346	а на	2	4
347	языка в	6	4
348	во внимание	4	4
349	в смысле	4	4
350	или в	4	4
351	в таком	7	4
352	быть не	7	4
353	применении к	3	4
354	чем в	2	4
355	все более	3	3
356	из того	3	3
357	от него	8	3
358	в полном	2	3
359	отношений между	5	3
360	вопроса о	2	3
361	в других	6	3
362	от того	9	3
363	или же	7	3
364	слово в	2	3
365	тогда когда	15	3
366	и других	6	3
367	он должен	2	3
368	в одно	5	3
369	что нет	2	3
370	относятся к	2	3
371	видно что	2	3
372	или менее	6	3
373	на основании	3	3
374	его от	2	3
375	движения в	3	3
376	себе в	2	3
377	образом в	5	3
378	от них	2	3
379	о котором	4	3
380	на которую	3	3
381	к этим	2	3
382	к первому	3	3
383	она не	3	3
384	к этой	3	3
385	ли в	2	3
386	на том	2	3
387	может служить	2	3
388	заметить что	7	3
389	и как	11	3
390	только при	3	3
391	даже и	4	3
392	из нее	2	3
393	так в	4	3
394	xviii в	2	3
395	не могла	2	3
396	г д	2	3
397	не то	3	3
398	языка но	3	3
399	нельзя сказать	2	3
400	здесь не	2	3
401	не будет	2	3
402	не имел	2	3
403	то не	5	3
404	себя и	3	3
405	не были	2	3
406	многих случаях	2	3
407	бы то	2	3
408	бы в	6	3
409	то и	15	3
410	в сознании	8	3
411	но эти	4	3
412	в нашей	2	3
413	в словах	6	3
414	от этого	2	3
415	бы ни	8	3
416	только потому	4	3
417	при таком	5	3
418	от которого	2	3
419	и уже	6	3
420	бы не	11	3
421	смысле что	2	3
422	бы что	2	3
423	и которые	3	3
424	если и	3	3
425	судя по	5	3
426	слова с	2	3
427	вытекает из	3	3
428	ни для	2	3
429	можно считать	2	3
430	что из	2	3
431	для кого	2	3
432	что во	4	3
433	если это	2	3
434	их в	2	3
435	слова в	7	3
436	в свою	8	3
437	но на	3	3
438	что до	2	3
439	но что	2	3
440	языка к	2	3
441	от нее	6	3
442	столько же	4	3
443	в один	2	3
444	то ни	3	3
445	более или	6	3
446	что так	2	3
447	отношения к	2	3
448	что при	6	3
449	не дает	2	3
450	взгляд на	2	3
451	с чувством	2	2
452	не должно	2	2
453	языка по	2	2
454	в таких	2	2
455	тем самым	6	2
456	таким путем	4	2
457	я могу	2	2
458	для самого	5	2
459	его к	3	2
460	для всех	6	2
461	к новым	2	2
462	в нее	4	2
463	бы они	2	2
464	различие между	2	2
465	не имеют	7	2
466	нуждается в	2	2
467	в движении	2	2
468	например что	3	2
469	без сомнения	6	2
470	есть только	16	2
471	или нет	3	2
472	именно так	2	2
473	мысль в	2	2
474	с известным	2	2
475	о языке	3	2
476	видеть в	3	2
477	и язык	12	2
478	ни были	3	2
479	и вместе	5	2
480	были бы	4	2
481	от себя	2	2
482	проявляется в	2	2
483	от своего	2	2
484	света и	3	2
485	свою очередь	8	2
486	которое он	2	2
487	и при	6	2
488	тем как	3	2
489	не дают	2	2
490	так а	2	2
491	мы знаем	2	2
492	нужно было	3	2
493	мы видели	5	2
494	и совершенно	2	2
495	то она	3	2
496	но только	2	2
497	а только	8	2
498	этом не	2	2
499	с и	3	2
500	на себе	3	2
501	все его	2	2
502	тем в	2	2
503	на такие	2	2
504	что можно	3	2
505	чего не	3	2
506	только тем	2	2
507	видит в	2	2
508	из которого	3	2
509	с языком	2	2
510	точно так	18	2
511	для них	2	2
512	в разных	2	2
513	на которое	2	2
514	но вместе	4	2
515	тогда как	10	2
516	с теми	2	2
517	это чувство	2	2
518	и может	5	2
519	хотя в	3	2
520	бы только	2	2
521	и они	2	2
522	что если	7	2
523	тот же	5	2
524	только тогда	7	2
525	лучше сказать	2	2
526	не представляется	2	2
527	бы быть	7	2
528	но уже	2	2
529	и от	5	2
530	никак не	3	2
531	только по	5	2
532	когда мы	4	2
533	одно целое	3	2
534	более и	2	2
535	его с	3	2
536	то он	2	2
537	так сказать	5	2
538	с каким	2	2
539	но совершенно	2	2
540	из своих	2	2
541	с ее	2	2
542	дело с	2	2
543	за ним	2	2
544	мысль о	8	2
545	сравнении с	4	2
546	и той	4	2
547	таком виде	2	2
548	превращается в	2	2
549	в пример	2	2
550	д и	2	2
551	были и	2	2
552	его словам	2	2
553	ни было	4	2
554	по мере	10	2
555	язык в	8	2
556	где он	2	2
557	между собою	10	2
558	каждый раз	5	2
559	как следствие	2	2
560	указания на	5	2
561	в глазах	4	2
562	что есть	3	2
563	не сразу	2	2
564	к нам	3	2
565	далеко не	4	2
566	язык и	6	2
567	о состоянии	2	2
568	он может	2	2
569	языка с	6	2
570	и кто	2	2
571	приводит в	5	2
572	к одной	3	2
573	нет возможности	2	2
574	доходят до	2	2
575	а между	5	2
576	в одних	2	2
577	допустим что	2	2
578	их и	2	2
579	те же	4	2
580	доказать что	2	2
581	мог бы	5	2
582	как она	3	2
583	связь между	2	2
584	как не	4	2
585	мы в	2	2
586	чтобы показать	2	2
587	сам по	5	2
588	в деятельности	4	2
589	только о	2	2
590	жизни но	2	2
591	на что	3	2
592	связанное с	3	2
593	все в	2	2
594	на все	5	2
595	само собою	4	2
596	указание на	2	2
