N	2gram	Vygotskiy_	EvropaiC
235	одна из	5	2
236	все то	4	2
237	мы все	3	2
238	психологии в	3	2
239	тех же	2	2
240	то в	2	2
241	то и	2	2
242	независимо от	3	2
243	только то	3	2
244	в процессе	7	2
245	но как	4	2
246	к ним	4	2
247	и ее	4	2
248	есть только	7	2
249	не потому	3	2
250	то время	6	2
251	и поэтому	3	2
252	что она	11	2
253	при таком	5	2
254	то есть	44	2
255	свою очередь	3	2
256	но если	2	2
257	до тех	3	2
258	на него	2	2
259	для себя	2	2
260	которые могут	2	2
261	должен быть	2	2
262	зависимости от	7	2
263	как не	2	2
264	всех остальных	3	2
265	входящих в	2	2
266	этих двух	4	2
267	в виду	6	2
268	не было	5	2
269	в частности	6	2
270	что стоит	2	2
271	него в	2	2
272	что они	7	2
273	на долю	2	2
274	от себя	4	2
275	точку зрения	3	2
276	такой же	9	2
277	это может	2	2
278	тем как	2	2
279	одной и	6	2
280	том виде	2	2
281	и из	7	2
282	всех других	2	2
283	показывают что	2	2
284	том и	4	2
285	только тогда	8	2
286	с общим	2	2
287	мы видели	2	2
288	что такие	3	2
289	именно потому	3	2
290	есть в	7	2
291	том чтобы	9	2
292	и так	7	2
293	представления об	2	2
294	не имеет	3	2
295	это обстоятельство	3	2
296	но так	2	2
297	также и	2	2
298	что у	8	2
299	тому что	7	2
300	к нему	3	2
301	она не	6	2
302	на том	2	2
303	в самой	2	2
304	гораздо более	2	2
305	в котором	5	2
306	тех пор	2	2
307	если это	2	2
308	их в	4	2
309	те же	9	2
310	только при	4	2
311	и там	2	2
312	ту же	6	2
313	в своих	12	2
314	в свою	3	2
315	этот вопрос	2	2
316	что на	4	2
317	в которых	5	2
318	одной стороны	7	2
319	к психологии	9	2
320	на этом	3	2
321	и те	5	2
322	между ними	2	2
323	отнюдь не	11	2
324	должны рассматриваться	2	2
325	по этому	3	2
326	на такой	2	2
327	в них	4	2
328	только не	4	2
329	представить себе	5	2
330	можно ли	2	2
331	что же	4	2
332	совершенно ясно	22	2
333	всяком случае	7	2
334	же что	2	2
335	жизни и	5	2
336	знаем и	2	2
337	сводится к	3	2
338	с ними	2	2
339	тем чтобы	2	2
340	во всяком	9	2
341	и уже	2	2
342	во внимание	4	2
343	и дальше	3	2
344	себя и	3	2
345	и его	14	2
346	сходство с	3	2
347	в сущности	15	2
348	же время	2	2
349	и только	5	2
350	с ее	3	2
351	и сам	3	2
352	которой мы	2	2
353	заключает в	3	2
354	и более	3	2
355	в противоречие	3	2
356	что эти	3	2
357	этого слова	5	2
358	в себя	3	2
359	только один	2	2
360	той же	9	2
361	все в	2	2
362	имеет место	2	2
363	принять во	2	2
364	вовсе не	7	2
365	в основе	13	2
366	почти все	3	2
367	тем же	4	2
368	и состоит	2	2
