N	3gram	Bakhtin_Pr	Problemy
733	недопустимо сводить к	2	2
734	себя на фоне	2	2
735	лежит в одной	2	2
736	и всякое иное	2	2
737	чем пойдет рассказ	2	2
738	и в диалоге	2	2
739	мир достоевского глубоко	2	2
740	рядом с его	2	2
741	подчас даже черствый	2	2
742	чужому слову и	2	2
743	рассказа от автора	2	2
744	в целом ряде	2	2
745	одним из героев	2	2
746	идея как предмет	2	2
747	смысл какой был	2	2
748	слова на два	2	2
749	если уж на	2	2
750	слову первого типа	2	2
751	все эти определения	2	2
752	в такие эпохи	2	2
