N	2gram	Vygotskiy_	Literetu
198	не всегда	2	4
199	к своему	2	4
200	только на	7	4
201	в руках	2	4
202	с тем	11	4
203	и все	8	4
204	на том	2	4
205	на его	3	4
206	могли бы	3	4
207	ту же	6	4
208	а потому	5	4
209	могут быть	15	4
210	искусство как	13	4
211	в них	4	4
212	исходя из	4	4
213	аналогии с	2	4
214	хотя и	3	4
215	как мы	2	4
216	во всяком	9	4
217	бы то	3	4
218	мышления и	3	4
219	тех же	2	4
220	то это	3	4
221	но это	3	4
222	за пределы	2	4
223	к этому	5	4
224	сводится к	3	4
225	зависимость от	2	4
226	и вот	5	4
227	художественное произведение	16	4
228	читателя и	2	4
229	для того	12	4
230	совершенно не	7	4
231	такой же	9	4
232	со всеми	5	4
233	что его	5	4
234	можно сказать	2	4
235	на то	17	4
236	приводит к	3	4
237	на этом	3	4
238	вовсе не	7	4
239	из этого	5	4
240	и что	28	4
241	то ни	2	4
242	таким образом	38	4
243	и есть	5	4
244	и нет	2	4
245	на самом	6	3
246	вопрос о	3	3
247	ничего не	4	3
248	в действительности	4	3
249	и потому	2	3
250	так же	29	3
251	различие между	5	3
252	но как	4	3
253	о чем	2	3
254	как таковое	2	3
255	по себе	21	3
256	в полном	3	3
257	тех пор	2	3
258	в отношении	3	3
259	искусства как	6	3
260	на один	2	3
261	отношение к	3	3
262	области искусства	2	3
263	есть не	6	3
264	том же	4	3
265	т п	24	3
266	а на	4	3
267	без остатка	3	3
268	а с	2	3
269	о нем	2	3
270	и о	4	3
271	стороны и	3	3
272	в сознании	6	3
273	но только	6	3
274	что же	4	3
275	речь идет	4	3
276	там где	5	3
277	же как	8	3
278	того чтобы	13	3
279	и до	2	3
280	все эти	7	3
281	и тогда	3	3
282	не на	2	3
283	свою очередь	3	3
284	должна быть	3	3
285	искусство в	4	3
286	из его	4	3
287	и т	36	3
288	который в	3	3
289	тот же	8	3
290	относится к	4	3
291	если в	2	3
292	и от	4	3
293	взгляд на	2	3
294	как например	2	3
295	на два	2	3
296	только то	3	3
297	в эстетической	2	3
298	ту или	2	3
299	можно было	4	3
300	бы и	5	3
301	не так	2	3
302	дело в	2	3
303	мысли и	2	3
304	художественного произведения	22	3
305	которая не	2	3
306	если бы	10	3
307	также и	2	3
308	в особенности	3	3
309	был бы	6	3
310	в этих	6	3
311	себе не	4	3
312	искусства есть	4	3
313	вследствие этого	2	3
314	и состоит	2	3
315	отношении к	3	3
316	в какой	6	3
317	художественного впечатления	2	3
318	что для	5	3
319	за ним	2	3
320	не имеет	3	3
321	целом ряде	2	3
322	он говорит	4	3
323	в чем	5	3
324	что такое	2	3
325	он в	2	3
326	в творчестве	5	3
327	искусства в	14	3
328	когда он	11	3
329	не есть	4	3
330	в сознание	2	3
331	из которых	5	3
332	отдельной личности	2	3
333	будь то	2	3
334	всяком случае	7	3
335	жизни с	4	3
336	все что	4	3
337	мы в	3	3
338	и уже	2	3
339	же самое	8	3
340	же и	2	3
341	с ним	2	3
342	он все	2	2
343	самому себе	2	2
344	как форма	2	2
345	от него	2	2
346	в ход	2	2
347	приходит к	5	2
348	человека и	3	2
349	оно было	2	2
350	у каждого	4	2
351	и у	6	2
352	литературной традиции	3	2
353	он же	3	2
354	должен быть	2	2
355	и вместе	2	2
356	роль в	4	2
357	воздействия на	2	2
358	это и	3	2
359	а как	2	2
360	она как	2	2
361	и всегда	2	2
362	если оно	3	2
363	не остается	2	2
364	у них	2	2
365	на долю	2	2
366	и при	3	2
367	к идее	2	2
368	при таком	5	2
369	была бы	2	2
370	быть в	2	2
371	на вопрос	4	2
372	его не	3	2
373	в такой	2	2
374	всех других	2	2
375	из нас	2	2
376	совершается в	2	2
377	два момента	2	2
378	тем как	2	2
379	для понимания	2	2
380	человека не	3	2
381	и искусство	2	2
382	в него	4	2
383	тому что	7	2
384	к нему	3	2
385	она не	6	2
386	искусство и	5	2
387	в общем	2	2
388	гораздо более	2	2
389	а только	4	2
390	могло бы	5	2
391	для художника	2	2
392	но мы	3	2
393	и об	2	2
394	и без	3	2
395	от сознания	2	2
396	что на	4	2
397	тогда когда	7	2
398	ответ на	2	2
399	в обществе	3	2
400	от других	3	2
401	жизнь и	3	2
402	по этому	3	2
403	произведении искусства	4	2
404	в русском	4	2
405	и художественного	2	2
406	и другого	4	2
407	с ними	2	2
408	то как	4	2
409	о ней	4	2
410	и по	7	2
411	первый раз	2	2
412	в нас	3	2
413	что они	7	2
414	и ее	4	2
415	всю жизнь	2	2
416	и более	3	2
417	только как	3	2
418	и другими	4	2
419	уже и	2	2
420	этом не	2	2
421	сказать что	12	2
422	по поводу	3	2
423	с этого	2	2
424	все то	4	2
425	никак не	7	2
426	и мы	6	2
427	произведения как	3	2
428	бы в	3	2
429	им в	4	2
430	с другими	2	2
431	в нашей	4	2
432	в результате	4	2
433	время в	2	2
434	из этих	6	2
435	искусства от	4	2
436	поэтического творчества	5	2
437	и наоборот	2	2
438	по мнению	2	2
439	на это	2	2
440	для такого	2	2
441	который не	2	2
442	потому не	4	2
443	до тех	3	2
444	значение в	2	2
445	иначе говоря	6	2
446	пор пока	2	2
447	каждого из	3	2
448	в первый	3	2
449	чистом виде	3	2
450	не обладает	2	2
451	та же	4	2
452	могут служить	3	2
453	него в	2	2
454	ничего кроме	2	2
455	произведения с	4	2
456	евгения онегина	4	2
457	на нем	2	2
458	не означает	2	2
459	но даже	4	2
460	что есть	3	2
461	есть по	3	2
462	что по	5	2
463	есть в	7	2
464	что у	8	2
465	от всех	3	2
466	творчества в	2	2
467	искусством и	3	2
468	утверждал что	3	2
469	к более	2	2
470	в котором	5	2
471	при рассмотрении	2	2
472	еще более	2	2
473	если это	2	2
474	слова в	5	2
475	поскольку он	2	2
476	оно не	2	2
477	или иных	2	2
478	на почве	3	2
479	художника и	3	2
480	всякий раз	10	2
481	только не	4	2
482	не можем	3	2
483	которое в	2	2
484	в той	2	2
485	тех или	2	2
486	и теперь	2	2
487	эпохи в	3	2
488	в психологии	13	2
489	в таком	5	2
490	искусства с	6	2
491	во всем	5	2
492	в совершенно	5	2
493	и вновь	2	2
494	имеем дело	2	2
495	мы имеем	7	2
496	на основе	2	2
497	но он	3	2
