N	2gram	Tiupa_Hudo	Problema
400	но от	2	2
401	от всех	2	2
402	жить и	2	2
403	строго говоря	2	2
404	искусства в	6	2
405	вступает в	2	2
406	жизни как	4	2
407	на почве	4	2
408	со своей	4	2
409	роль в	2	2
410	перед лицом	3	2
411	чем это	2	2
412	знаковая система	2	2
413	текст и	3	2
414	однако с	2	2
415	в художественной	3	2
416	не признает	2	2
417	вслед за	2	2
418	по отношению	10	2
419	свою очередь	2	2
420	говоря о	3	2
421	а на	5	2
422	к нашему	2	2
423	право на	2	2
424	для понимания	2	2
425	чем и	3	2
426	что каждый	2	2
427	основе своей	2	2
428	в состав	6	2
429	и некоторые	2	2
430	субъект и	2	2
431	известной степени	3	2
432	полноте и	2	2
433	произведения как	3	2
434	для возникновения	2	2
435	по пути	4	2
436	пушкина что	2	2
437	имеет дело	2	2
438	в войне	2	2
439	при наличии	2	2
440	либо в	2	2
441	войне и	2	2
442	отношению к	10	2
443	человека к	3	2
444	не с	2	2
445	человека с	3	2
446	не случайно	3	2
447	в роли	3	2
448	слова в	3	2
449	весьма существенно	2	2
450	на всех	2	2
451	встречаются в	2	2
452	вопрос что	2	2
453	совпадает с	2	2
454	но их	3	2
455	на основе	2	2
