N	2gram	Bakhtin_Fr	Problema
381	ничем не	3	5
382	во многих	2	5
383	мы видели	7	5
384	о нем	3	5
385	он говорит	2	5
386	том числе	4	5
387	за что	2	5
388	и весьма	2	5
389	и когда	3	5
390	здесь и	5	5
391	вещи в	2	5
392	к этому	5	5
393	и еще	2	5
394	должно быть	4	5
395	себя в	3	5
396	в свете	3	5
397	мира в	6	5
398	человека в	3	5
399	да еще	3	5
400	одним из	3	5
401	они не	2	5
402	раз в	2	5
403	как его	2	5
404	для нашего	2	4
405	от него	3	4
406	в духе	4	4
407	на всю	2	4
408	должен быть	4	4
409	начала и	4	4
410	следовательно и	2	4
411	бы оно	2	4
412	у них	3	4
413	этот последний	2	4
414	одно из	2	4
415	так например	2	4
416	в эту	2	4
417	в ту	3	4
418	переходит в	2	4
419	этот же	2	4
420	числе и	2	4
421	в одну	4	4
422	и времени	2	4
423	конечно и	4	4
424	является и	4	4
425	им в	2	4
426	которых мы	2	4
427	он только	2	4
428	той же	9	4
429	момент в	4	4
430	начиная с	3	4
431	явлений и	2	4
432	в глаза	2	4
433	дается в	2	4
434	xix века	2	4
435	только его	2	4
436	одного из	3	4
437	и те	5	4
438	есть такое	2	4
439	и др	12	4
440	в разных	2	4
441	в сущности	8	4
442	например в	8	4
443	по всему	2	4
444	образов и	4	4
445	очень часто	5	4
446	на одном	7	4
447	он как	2	4
448	там и	3	4
449	но эти	2	4
450	находим и	2	4
451	мы увидим	4	4
452	этот образ	6	4
453	в свою	3	4
454	но они	3	4
455	так чтобы	3	4
456	новое и	2	4
457	в человеческом	3	4
458	ему в	2	4
459	новой жизни	2	4
460	и смерть	3	3
461	в силах	2	3
462	в голове	2	3
463	одного и	2	3
464	в новой	7	3
465	в трех	2	3
466	в каждой	2	3
467	язык и	2	3
468	может и	2	3
469	рассказ о	3	3
470	для этой	3	3
471	есть с	2	3
472	в более	4	3
473	времени в	2	3
474	даже больше	2	3
475	в образе	6	3
476	до наших	2	3
477	должна быть	3	3
478	оказалось что	2	3
479	что значит	3	3
480	всего этого	3	3
481	превращается в	2	3
482	было и	2	3
483	после того	6	3
484	образ в	2	3
485	остановимся на	3	3
486	он может	3	3
487	был в	3	3
488	связанные с	4	3
489	вещей и	2	3
490	как она	2	3
491	весь этот	2	3
492	находится в	2	3
493	земли и	7	3
494	направление в	2	3
495	и других	3	3
496	с помощью	11	3
497	его к	3	3
498	в одной	5	3
499	каждый из	2	3
500	с начала	4	3
501	но есть	3	3
502	что между	2	3
503	проявляется в	3	3
504	оно было	3	3
505	он хочет	6	3
506	в романе	10	3
507	образом в	2	3
508	от них	2	3
509	во времена	2	3
510	борьбу с	2	3
511	время в	3	3
512	которая была	2	3
513	на другой	2	3
514	всех других	2	3
515	с ними	4	3
516	ведь в	2	3
517	мы видим	13	3
518	уже видели	2	3
519	и смерти	4	3
520	в первой	4	3
521	на небе	3	3
522	конечно в	2	3
523	говорит что	2	3
524	представлений о	3	3
525	котором мы	4	3
526	но этот	4	3
527	а для	2	3
528	мысли и	3	3
529	связан с	3	3
530	длинный ряд	4	3
531	на этом	6	3
532	ведь все	3	3
533	в процессе	3	3
534	и сливаются	2	3
535	место в	4	3
536	а следовательно	2	3
537	в совершенно	2	3
538	в системе	2	3
539	в плане	7	2
540	наконец и	2	2
541	все те	2	2
542	в состоянии	2	2
543	момента в	2	2
544	от их	2	2
545	в следующем	3	2
546	и эти	2	2
547	тех кто	2	2
548	эти образы	5	2
549	которое он	2	2
550	огонь в	2	2
551	такое же	2	2
552	такой же	3	2
553	они были	5	2
554	здесь он	3	2
555	были и	2	2
556	пространстве и	3	2
557	вещами и	2	2
558	точка зрения	2	2
559	ту же	3	2
560	у кого	3	2
561	своего рода	3	2
562	также как	2	2
563	власти и	2	2
564	несколько слов	3	2
565	сам он	3	2
566	этот момент	2	2
567	есть такой	2	2
568	и эта	4	2
569	время еще	2	2
570	в новых	3	2
571	и вот	3	2
572	он уже	2	2
573	в самый	2	2
574	как у	3	2
575	космоса в	2	2
576	и со	2	2
577	эти моменты	2	2
578	том и	2	2
579	и самым	2	2
580	в некоторой	2	2
581	почти все	2	2
582	правда не	2	2
583	от всех	3	2
584	мы встречаем	3	2
585	на которой	3	2
586	о тех	2	2
587	роль в	4	2
588	же что	2	2
589	играют здесь	2	2
590	с такою	2	2
591	у меня	2	2
592	здесь это	2	2
593	здесь с	3	2
594	по отношению	3	2
595	свою очередь	3	2
596	в средневековой	2	2
597	духа в	2	2
598	а на	4	2
599	здесь на	3	2
600	на все	2	2
601	есть о	2	2
602	в другое	5	2
603	героя в	2	2
604	в свое	2	2
605	этой книги	2	2
606	может стать	2	2
607	никому не	2	2
608	сливается с	2	2
609	весьма часто	2	2
610	они и	4	2
611	дает ему	2	2
612	и смысл	2	2
613	все его	3	2
614	которые были	2	2
615	никакому сомнению	2	2
616	с одним	2	2
617	большинстве случаев	9	2
618	на них	3	2
619	уже сказали	2	2
620	в предыдущей	2	2
621	новой и	2	2
622	ее как	2	2
623	то ли	2	2
624	всех тех	3	2
625	имеет дело	2	2
626	море и	2	2
627	образов в	4	2
628	по адресу	3	2
629	в изображении	4	2
630	речи в	2	2
631	действующих лиц	2	2
632	отношению к	3	2
633	его за	2	2
634	наших дней	2	2
635	что есть	2	2
636	что по	2	2
637	человека с	2	2
638	говорили о	3	2
639	это движение	2	2
640	не должно	3	2
641	со своими	2	2
642	именно здесь	2	2
643	к новому	2	2
644	они в	3	2
645	в большей	2	2
646	ii гл	10	2
647	и стал	2	2
648	их и	2	2
649	встречаются в	2	2
650	форму и	2	2
651	землю и	4	2
652	нашего анализа	2	2
653	него и	2	2
654	но их	2	2
655	вполне понятно	2	2
656	средневековой литературе	2	2
657	все свои	2	2
658	подчеркнуть что	4	2
