N	2gram	Ircho_Kome	Istorich
574	под тем	2	2
575	и землей	2	2
576	в сознании	4	2
577	соответственно в	2	2
578	вернуться к	2	2
579	по мнению	2	2
580	как по	2	2
581	нет и	2	2
582	в и	3	2
583	говорить о	3	2
584	по всем	2	2
585	нельзя не	2	2
586	чем же	2	2
587	важно что	3	2
588	они с	2	2
