N	2gram	Potebnia_M	KulturaY
134	из этих	8	11
135	должна быть	4	11
136	в нем	26	11
137	что язык	18	11
138	и то	4	11
139	слова в	7	11
140	в какой	2	11
141	и если	6	11
142	уже в	5	11
143	он не	4	11
144	в каком	7	10
145	тем самым	6	10
146	так же	7	10
147	в то	6	10
148	к этому	3	10
149	со стороны	11	10
150	они не	5	10
151	как и	16	10
152	вряд ли	2	10
153	с этим	11	10
154	в нашей	2	10
155	тем более	2	10
156	бы в	6	10
157	несмотря на	5	10
158	от того	9	10
159	в первом	5	10
160	после того	3	10
161	этом смысле	4	10
162	очевидно что	5	9
163	не потому	2	9
164	то мы	4	9
165	в целом	3	9
166	здесь не	2	9
167	что все	4	9
168	и для	8	9
169	в своей	3	9
170	что слово	5	9
171	рядом с	3	9
172	дает нам	2	9
173	но это	7	9
174	в которой	5	9
175	но уже	2	9
176	не имеет	9	9
177	на то	5	9
178	ни в	2	9
179	мы говорим	3	9
180	что мы	11	9
181	и есть	4	9
182	на самом	2	8
183	только тогда	7	8
184	мы видели	5	8
185	в своих	4	8
186	тех пор	2	8
187	а потому	14	8
188	что на	9	8
189	в чем	6	8
190	с одной	7	8
191	и о	3	8
192	что они	6	8
193	слов и	5	8
194	с его	3	8
195	само по	6	8
196	то и	15	8
197	независимо от	15	8
198	и как	11	8
199	в этих	10	8
200	тому что	4	8
201	заключается в	3	8
202	но все	4	8
203	далеко не	4	8
204	что я	2	8
205	не есть	13	8
206	может служить	2	8
207	в таком	7	8
208	же в	7	8
209	в свою	8	7
210	как он	5	7
211	свою очередь	8	7
212	и потому	7	7
213	была бы	3	7
214	смысле этого	3	7
215	как например	4	7
216	она не	3	7
217	на том	2	7
218	нам не	2	7
219	одной стороны	6	7
220	нисколько не	2	7
221	языка но	3	7
222	с ними	2	7
223	например в	4	7
224	никак не	3	7
225	когда мы	4	7
226	так сказать	5	7
227	не все	3	7
228	язык в	8	7
229	в истории	8	7
230	не следует	6	7
231	что касается	2	7
232	и более	3	7
233	в г	2	7
234	в самой	5	7
235	и должно	2	7
236	есть в	4	7
237	на этот	2	7
238	столь же	6	7
239	в котором	5	7
240	история языка	3	7
241	с ним	7	7
242	в одном	13	7
243	внимание на	3	7
244	только как	5	7
245	во внимание	4	7
246	в слове	21	7
247	его к	3	6
248	она есть	3	6
249	в себе	22	6
250	нуждается в	2	6
251	говоря о	3	6
252	вообще и	2	6
253	на этом	3	6
254	были бы	4	6
255	не всегда	2	6
256	этого не	2	6
257	внутренняя форма	2	6
258	мы знаем	2	6
259	от этого	2	6
260	этой точки	2	6
261	мы называем	4	6
262	что оно	5	6
263	не столько	3	6
264	в ее	2	6
265	должны быть	11	6
266	когда в	3	6
267	что с	3	6
268	не на	3	6
269	на язык	7	6
270	как будто	2	6
271	по поводу	7	6
272	что если	7	6
273	только то	3	6
274	то это	8	6
275	истории языка	2	6
276	за пределы	4	6
277	мы не	17	6
278	случаи когда	2	6
279	прежде чем	4	6
280	что как	4	6
281	или в	4	6
282	если и	3	6
283	только для	7	6
284	же время	4	6
285	но только	2	6
286	не с	2	6
287	только что	4	6
288	оно не	4	6
289	языка не	5	6
290	могли бы	4	6
291	если не	5	6
292	главным образом	4	6
293	чтобы не	3	6
294	что именно	2	6
295	тем же	4	6
296	никогда не	7	5
297	язык не	5	5
298	мы должны	4	5
299	относится к	5	5
300	а на	2	5
301	в другом	3	5
302	но если	4	5
303	слово в	2	5
304	и у	3	5
305	в разговоре	2	5
306	и при	6	5
307	или менее	6	5
308	так что	23	5
309	не так	6	5
310	более или	6	5
311	что можно	3	5
312	даже и	4	5
313	на вопрос	3	5
314	так в	4	5
315	также что	2	5
316	но как	4	5
317	не то	3	5
318	то не	5	5
319	и тогда	2	5
320	и от	5	5
321	из того	3	5
322	вопросом о	2	5
323	всех этих	2	5
324	не как	4	5
325	и даже	4	5
326	могло бы	4	5
327	переход от	2	5
328	как не	4	5
329	превращается в	2	5
330	одного и	6	5
331	у него	3	5
332	нас в	2	5
333	то он	2	5
334	язык и	6	5
335	о котором	4	5
336	еще более	2	5
337	есть не	7	5
338	обратить внимание	2	5
339	но что	2	5
340	и их	6	5
341	только не	2	5
342	доказать что	2	5
343	нужно будет	4	5
344	и того	6	5
345	мы в	2	5
346	только о	2	5
347	и только	6	5
348	быть не	7	5
349	но с	3	5
350	мы находим	3	5
351	связь между	2	5
352	чем в	2	5
353	все они	3	4
354	к одному	3	4
355	его в	3	4
356	о которых	5	4
357	для меня	4	4
358	различие между	2	4
359	не имеют	7	4
360	именно так	2	4
361	в каждом	6	4
362	которых мы	3	4
363	или же	7	4
364	к которому	5	4
365	с языком	2	4
366	то она	3	4
367	в такой	2	4
368	увидим что	4	4
369	есть вместе	3	4
370	одно из	5	4
371	так например	5	4
372	и все	6	4
373	к нему	2	4
374	к этой	3	4
375	мог бы	5	4
376	себе и	2	4
377	во втором	6	4
378	и без	4	4
379	одного из	3	4
380	если б	7	4
381	между ними	2	4
382	однако в	4	4
383	что так	2	4
384	в известном	2	4
385	точно так	18	4
386	нужно было	3	4
387	что даже	2	4
388	на все	5	4
389	что вообще	2	4
390	уже и	2	4
391	для обозначения	2	4
392	для самого	5	4
393	себе представить	8	4
394	могла бы	5	4
395	то в	6	4
396	но дело	2	4
397	языка а	3	4
398	на это	2	4
399	и по	8	4
400	мы можем	10	4
401	мы увидим	3	4
402	д и	2	4
403	бы не	11	4
404	на те	2	4
405	такой же	4	4
406	на деле	6	4
407	том и	2	4
408	ли в	2	4
409	отношения к	2	4
410	иначе как	2	4
411	не должно	2	4
412	что для	5	4
413	в смысле	4	4
414	связанные с	3	4
415	и это	3	4
416	но на	3	4
417	из них	2	4
418	что за	3	4
419	не понимает	2	4
420	до того	2	4
421	перед собою	2	4
422	в ряду	6	4
423	языка которое	2	4
424	в стороне	5	4
425	сам по	5	4
426	только после	2	4
427	не более	4	4
428	он есть	3	4
429	если же	5	4
430	языка что	2	4
431	но он	3	4
432	но язык	2	4
433	само собою	4	4
434	не дает	2	4
435	не мог	3	4
436	указание на	2	4
437	есть явление	5	3
438	слово с	2	3
439	следовательно и	2	3
440	слова но	4	3
441	помнить что	6	3
442	и непосредственно	2	3
443	но мы	3	3
444	слова не	2	3
445	и следовательно	4	3
446	что дело	2	3
447	мере того	6	3
448	том как	6	3
449	например что	3	3
450	же есть	2	3
451	во многих	5	3
452	иное как	2	3
453	противном случае	3	3
454	и вместе	5	3
455	а как	3	3
456	от себя	2	3
457	том же	3	3
458	в одно	5	3
459	то тем	2	3
460	с таким	3	3
461	тем как	3	3
462	том смысле	7	3
463	себе в	2	3
464	образом в	5	3
465	с общим	3	3
466	от них	2	3
467	который мы	2	3
468	форма слова	2	3
469	на него	6	3
470	к ним	3	3
471	в более	4	3
472	как именно	3	3
473	от слова	4	3
474	лишь по	2	3
475	а скорее	2	3
476	от языка	5	3
477	представить себе	3	3
478	в начале	2	3
479	не для	2	3
480	о его	2	3
481	в собственном	4	3
482	под влиянием	10	3
483	и может	5	3
484	во время	5	3
485	из одного	3	3
486	значение и	4	3
487	смысле что	2	3
488	вопрос об	3	3
489	показывает что	3	3
490	если в	3	3
491	но она	3	3
492	тогда как	10	3
493	нам и	2	3
494	в основании	3	3
495	то время	3	3
496	из своих	2	3
497	которое мы	5	3
498	мысли и	9	3
499	можно считать	2	3
500	по мере	10	3
501	этого языка	2	3
502	что нет	2	3
503	сама по	4	3
504	со звуками	2	3
505	в других	6	3
506	таком случае	4	3
507	в последнем	2	3
508	одним из	2	3
509	между собою	10	3
510	не по	4	3
511	что его	2	3
512	но даже	2	3
513	она может	3	3
514	быть только	7	3
515	указания на	5	3
516	не могло	3	3
517	что есть	3	3
518	языка с	6	3
519	для него	13	3
520	вкуса и	3	3
521	из всего	2	3
522	этой цели	3	3
523	что у	2	3
524	что речь	2	3
525	если это	2	3
526	что сам	3	3
527	но слово	2	3
528	все что	5	3
529	собственном смысле	2	3
530	есть уже	4	3
531	заметить что	7	3
532	ни были	3	3
533	языка то	4	3
534	же что	2	3
535	давно уже	2	3
536	что дух	2	3
537	и уже	6	3
538	в противном	3	3
539	языка можно	3	3
540	то ни	3	3
541	в некоторых	4	3
542	или даже	3	3
543	таким же	3	3
544	и сами	3	3
545	бы то	2	3
546	со словом	4	3
547	значение слова	2	3
548	при котором	3	3
549	мы будем	3	3
550	все более	3	2
551	начиная с	2	2
552	во все	2	2
553	таким путем	4	2
554	в действительности	6	2
555	языке есть	4	2
556	слова а	3	2
557	понятие о	2	2
558	от него	8	2
559	слово а	2	2
560	явлений в	3	2
561	в одной	2	2
562	для нее	4	2
563	что многие	2	2
564	без сомнения	6	2
565	или нет	3	2
566	в состоянии	5	2
567	звуков и	5	2
568	и той	4	2
569	не что	2	2
570	вместе со	3	2
571	уже по	2	2
572	все слова	2	2
573	есть нечто	7	2
574	об отношении	3	2
575	он должен	2	2
576	доказывает что	3	2
577	себе не	3	2
578	одном из	3	2
579	слова то	2	2
580	и язык	12	2
581	друг от	3	2
582	ничем не	2	2
583	одной и	4	2
584	известным образом	2	2
585	от нас	3	2
586	мысли а	2	2
587	что иное	2	2
588	нами в	2	2
589	что самое	2	2
590	в разных	2	2
591	с которыми	3	2
592	есть наука	4	2
593	то оно	3	2
594	с а	4	2
595	языке и	2	2
596	собственно говоря	2	2
597	говорит он	4	2
598	какое именно	2	2
599	указывает на	2	2
600	не из	3	2
601	язык вообще	3	2
602	языка к	2	2
603	как оно	2	2
604	ответ на	2	2
605	и вопрос	3	2
606	не могла	2	2
607	в обществе	3	2
608	от мысли	2	2
609	и такое	2	2
610	показать в	2	2
611	одно время	3	2
612	по этому	2	2
613	же не	2	2
614	к другому	2	2
615	для них	2	2
616	можно себе	2	2
617	его от	2	2
618	слова мы	3	2
619	слова так	3	2
620	переходит в	2	2
621	разница между	5	2
622	жизни и	3	2
623	думать что	6	2
624	находится в	2	2
625	которой мы	3	2
626	никто не	3	2
627	в применении	3	2
628	только из	3	2
629	внутреннюю форму	3	2
630	вслед за	2	2
631	одна из	4	2
632	отношений между	5	2
633	разве в	2	2
634	но эти	4	2
635	с другими	3	2
636	на такие	2	2
637	же с	8	2
638	в словах	6	2
639	сознания и	2	2
640	дело в	3	2
641	это самое	2	2
642	есть средство	2	2
643	это было	3	2
644	от которого	2	2
645	которые не	5	2
646	от другого	3	2
647	в теории	2	2
648	совершенно справедливо	2	2
649	и слово	2	2
650	применении к	3	2
651	имеет место	4	2
652	дело с	2	2
653	к новым	2	2
654	общего с	3	2
655	известно что	3	2
656	и понимания	10	2
657	по его	7	2
658	язык может	2	2
659	от их	4	2
660	ничего общего	3	2
661	ни было	4	2
662	где он	2	2
663	слова с	2	2
664	смысле в	5	2
665	начнем с	4	2
666	каждый раз	5	2
667	в глазах	4	2
668	бы что	2	2
669	эти последние	3	2
670	что без	2	2
671	время как	2	2
672	сами по	8	2
673	в жизни	5	2
674	слово как	2	2
675	касается до	3	2
676	в самых	2	2
677	не будет	2	2
678	их не	2	2
679	как увидим	4	2
680	зависит от	6	2
681	это определение	2	2
682	от друга	3	2
683	и вообще	5	2
684	перейти к	3	2
685	даже при	3	2
686	речь и	2	2
687	на память	2	2
688	того кто	2	2
689	а вместе	7	2
690	видно что	2	2
691	звуков в	3	2
692	что само	4	2
693	не можем	5	2
694	тому как	8	2
695	не знаем	2	2
696	так язык	2	2
697	явление не	3	2
698	чтобы показать	2	2
699	но тогда	3	2
700	друг другу	4	2
701	само слово	2	2
702	есть дело	2	2
703	во всем	5	2
704	из основных	2	2
705	в себя	2	2
706	но оно	3	2
707	мы легко	2	2
708	все в	2	2
709	а так	4	2
710	языке в	2	2
