N	2gram	Propp_Russ	Morfolog
267	дома в	2	2
268	их в	7	2
269	сделать из	2	2
270	в своих	3	2
271	в различных	3	2
272	ту же	2	2
273	тех случаях	2	2
274	оно не	2	2
275	быть и	3	2
276	но они	4	2
277	в которых	8	2
278	а а	33	2
279	с другими	3	2
280	для нас	12	2
281	очень много	2	2
282	такую же	2	2
283	или вообще	3	2
284	что этот	4	2
285	как они	2	2
286	должны будем	2	2
287	друг к	2	2
288	других случаях	4	2
289	ф и	4	2
290	к другому	2	2
291	вряд ли	2	2
292	тогда как	4	2
293	на другие	2	2
294	себя и	2	2
295	все это	12	2
296	она в	4	2
297	у него	2	2
298	как будто	6	2
299	случаях когда	2	2
300	например в	3	2
301	который в	2	2
302	в одном	4	2
303	по своему	2	2
304	в лесу	9	2
305	тем и	4	2
306	того как	6	2
307	чем в	4	2
