N	2gram	Bakhtin_Pr	VeschiIm
209	или менее	3	4
210	смысле и	3	4
211	еще более	6	4
212	говорит о	2	4
213	реальности и	2	4
214	же время	8	4
215	он не	5	4
216	собственном смысле	3	4
217	а следовательно	2	4
218	перед нами	17	3
219	к одному	2	3
220	но как	2	3
221	человека и	10	3
222	но она	3	3
223	именно тем	2	3
224	казалось бы	4	3
225	но именно	4	3
226	это все	2	3
227	только на	3	3
228	идеи и	5	3
229	на ее	2	3
230	по существу	7	3
231	мы видели	2	3
232	к нему	3	3
233	только с	3	3
234	к тому	2	3
235	а только	2	3
236	быть ни	2	3
237	другой стороны	3	3
238	себя как	2	3
239	нельзя сказать	2	3
240	в целом	3	3
241	или нет?	2	3
242	и во	6	3
243	той или	2	3
244	в истории	4	3
245	из самых	3	3
246	все еще	3	3
247	тем более	2	3
248	в собственном	3	3
249	а я	3	3
250	но уже	2	3
251	и самое	2	3
252	превращается в	5	3
253	жизни в	4	3
254	как в	10	3
255	у него	5	3
256	видели что	2	3
257	в своих	4	3
258	в самой	2	3
259	из которых	2	3
260	и она	2	3
261	на язык	4	3
262	или в	7	3
263	не к	3	3
264	этих двух	5	3
265	мы будем	3	3
266	мы уже	9	3
267	но он	3	3
268	находим в	3	2
269	не о	2	2
270	свое время	4	2
271	тем самым	2	2
272	следовательно и	2	2
273	к действительности	3	2
274	о чем	2	2
275	еще раз	6	2
276	жизнь не	2	2
277	здесь как	3	2
278	не как	5	2
279	то есть	86	2
280	и формы	2	2
281	него как	4	2
282	наряду с	6	2
283	которые мы	3	2
284	не был	3	2
285	и прежде	6	2
286	слово в	5	2
287	в виду	3	2
288	но эта	2	2
289	на все	4	2
290	как он	4	2
291	в свое	4	2
292	человеческой мысли	4	2
293	никак нельзя	2	2
294	но эти	3	2
295	на этой	2	2
296	зрения и	2	2
297	это уже	2	2
298	или по	3	2
299	с другом	6	2
300	уже в	3	2
301	ту же	2	2
302	форме и	2	2
303	знает что	2	2
304	что на	2	2
305	нет ничего	3	2
306	и совершенно	3	2
307	а затем	5	2
308	для ее	3	2
309	при всем	3	2
310	нужно сказать	2	2
311	в связи	2	2
312	того и	3	2
313	тексты и	2	2
314	мы сказали	4	2
315	и они	4	2
316	в первой	2	2
317	к его	2	2
318	все то	4	2
319	а также	4	2
320	истории и	2	2
321	здесь не	5	2
322	в начале	2	2
323	в особом	2	2
324	что мне	2	2
325	проявляется и	2	2
326	его как	3	2
327	к этому	5	2
328	нем нет	3	2
329	с ней	4	2
330	это было	3	2
331	поэтому и	4	2
332	друг с	6	2
333	мы еще	4	2
334	отличен от	2	2
335	человека в	6	2
336	и нужно	2	2
337	говорили что	2	2
338	и понимает	3	2
339	но ведь	3	2
340	и другие	14	2
341	раз в	2	2
342	силы и	2	2
343	себе и	2	2
344	но они	5	2
345	обе эти	3	2
346	жизнь и	3	2
347	самим собою	6	2
348	связан с	2	2
349	возможности и	3	2
350	и так	4	2
351	конечно и	7	2
352	далеко не	4	2
353	или иных	2	2
354	именно в	3	2
355	в слове	2	2
356	и другой	4	2
357	но к	4	2
358	слова в	3	2
359	когда он	2	2
360	и к	13	2
361	но для	2	2
362	но на	2	2
363	о которых	2	2
364	в более	5	2
365	он и	2	2
366	и на	27	2
367	раз и	2	2
368	он сам	5	2
369	и уже	2	2
370	конечно не	11	2
371	как будто	3	2
372	во всем	5	2
373	но с	2	2
374	фантастика и	2	2
375	очень хорошо	3	2
376	этом смысле	5	2
377	той же	6	2
378	мы говорили	2	2
379	с его	4	2
380	на основе	4	2
