N	2gram	Tiupa_Narr	Literetu
189	в культуре	3	6
190	далеко не	6	6
191	подобно тому	4	6
192	в третьем	4	6
193	в ней	5	6
194	и только	2	6
195	у него	13	6
196	как на	2	6
197	как будто	4	6
198	в слове	4	6
199	тем же	3	6
200	в соответствии	8	5
201	или иной	6	5
202	идет о	3	5
203	с собой	2	5
204	вслед за	4	5
205	в литературе	8	5
206	как он	3	5
207	он сам	4	5
208	в романе	3	5
209	не знает	2	5
210	другого сознания	4	5
211	во втором	6	5
212	между тем	5	5
213	что и	3	5
214	в сущности	2	5
215	в связи	3	5
216	обращается к	3	5
217	место в	3	5
218	хотя бы	4	5
219	читателя в	4	5
220	по аналогии	2	5
221	в равной	3	5
222	мы не	5	5
223	следует признать	2	5
224	тем не	7	5
225	ивана иваныча	2	5
226	в силу	5	5
227	как у	6	5
228	но уже	2	5
229	автора и	2	5
230	в себя	3	5
231	в нашем	4	5
232	и к	7	5
233	жизни как	2	5
234	к жизни	3	5
235	быть не	3	5
236	не к	4	5
237	однако не	2	5
238	входит в	2	4
239	в свою	4	4
240	себе и	2	4
241	для нас	2	4
242	не является	7	4
243	каждый из	3	4
244	как к	3	4
245	по сути	3	4
246	все время	2	4
247	не всегда	4	4
248	к своему	2	4
249	только на	4	4
250	в формах	2	4
251	и все	7	4
252	на том	2	4
253	которая в	2	4
254	а потому	2	4
255	человеческого присутствия	2	4
256	исходя из	4	4
257	более не	3	4
258	с позиции	4	4
259	хотя и	8	4
260	как мы	3	4
261	себе самому	5	4
262	во всяком	2	4
263	одной из	2	4
264	но при	5	4
265	но это	2	4
266	к этому	2	4
267	сводится к	10	4
268	во второй	2	4
269	художественного целого	2	4
270	и вот	2	4
271	для того	4	4
272	со всеми	3	4
273	в пределах	2	4
274	можно сказать	11	4
275	на то	4	4
276	а по	2	4
277	приводит к	2	4
278	не могу	2	4
279	не вполне	3	4
280	жизни а	4	4
281	свидетельствует о	4	4
282	более чем	2	4
283	вовсе не	2	4
284	на рубеже	2	4
285	таким образом	5	4
286	не мог	7	4
287	о которой	3	4
288	ничего не	8	3
289	в действительности	2	3
290	и потому	2	3
291	бытия в	2	3
292	в москве	2	3
293	при которой	3	3
294	так же	2	3
295	но как	3	3
296	о чем	6	3
297	по себе	4	3
298	в коммуникативном	2	3
299	коммуникативном событии	2	3
300	отношение к	2	3
301	в первом	4	3
302	в ходе	4	3
303	текста и	3	3
304	этого не	2	3
305	т п	2	3
306	своей жизни	2	3
307	и иных	3	3
308	а во	5	3
309	а на	2	3
310	личность не	3	3
311	а с	2	3
312	о нем	5	3
313	и о	4	3
314	в душе	3	3
315	в сознании	6	3
316	это уже	3	3
317	они не	3	3
318	особое место	4	3
319	той или	7	3
320	времени в	3	3
321	являет собой	5	3
322	речь идет	3	3
323	а к	3	3
324	классического реализма	4	3
325	же как	2	3
326	того чтобы	7	3
327	все эти	3	3
328	и тогда	2	3
329	равной степени	3	3
330	во время	2	3
331	свою очередь	2	3
332	должна быть	2	3
333	по большей	5	3
334	и т	3	3
335	и еще	2	3
336	который в	2	3
337	xix столетия	4	3
338	человеческого я	6	3
339	на нее	2	3
340	да и	5	3
341	если в	2	3
342	и от	3	3
343	можно было	2	3
344	сознания и	2	3
345	текста как	2	3
346	в первой	3	3
347	дело в	2	3
348	о своем	2	3
349	не сводится	8	3
350	которая не	3	3
351	если бы	9	3
352	превращается в	2	3
353	также и	4	3
354	в особенности	2	3
355	большей части	5	3
356	в концовке	3	3
357	где в	3	3
358	героя и	4	3
359	по слову	3	3
360	в этих	3	3
361	все равно	2	3
362	обратим внимание	2	3
363	не по	5	3
364	и состоит	6	3
365	а для	4	3
366	не могло	3	3
367	в какой	2	3
368	в своего	2	3
369	восходит к	2	3
370	из наиболее	6	3
371	а за	2	3
372	не имеет	3	3
373	и является	2	3
374	а то	2	3
375	в роли	2	3
376	в чем	3	3
377	если не	4	3
378	в итоге	4	3
379	со своей	3	3
380	всяком случае	2	3
381	все что	4	3
382	и рецептивного	2	3
383	и того	5	3
384	здесь не	4	3
385	и уже	4	3
386	с появлением	2	3
387	не просто	2	3
388	же самое	3	3
389	мира и	2	3
390	с ним	6	3
391	мы и	2	3
392	человеческого опыта	3	2
393	впоследствии в	2	2
394	перед нами	9	2
395	начиная с	3	2
396	могло быть	2	2
397	и сама	2	2
398	для нее	2	2
399	в воспринимающем	3	2
400	еще раз	3	2
401	такова что	3	2
402	участия в	2	2
403	и притом	3	2
404	того кто	2	2
405	собственной жизни	2	2
406	и у	4	2
407	восприниматься как	2	2
408	в прозе	4	2
409	по словам	2	2
410	роль в	4	2
411	всю свою	2	2
412	в присутствии	2	2
413	и столь	2	2
414	это и	2	2
415	а как	2	2
416	к ее	3	2
417	личного бытия	2	2
418	героя в	6	2
419	быть в	2	2
420	что может	2	2
421	к его	5	2
422	из нас	3	2
423	собственно говоря	3	2
424	в него	2	2
425	что касается	3	2
426	тому что	4	2
427	к нему	5	2
428	она не	2	2
429	чем и	2	2
430	с собачкой	17	2
431	могло бы	3	2
432	очевидным образом	2	2
433	своей собственной	2	2
434	ему в	2	2
435	от сознания	2	2
436	жизненной позиции	2	2
437	что на	4	2
438	ответ на	6	2
439	ключ к	2	2
440	войне и	2	2
441	о жизни	2	2
442	присутствие в	2	2
443	для них	2	2
444	теперь как	5	2
445	героя с	2	2
446	с ними	5	2
447	между двумя	6	2
448	в центре	4	2
449	о ней	5	2
450	и самого	3	2
451	и по	3	2
452	первый раз	2	2
453	своего существования	2	2
454	дело не	3	2
455	например мы	3	2
456	и ее	3	2
457	нами не	2	2
458	человек и	2	2
459	и более	2	2
460	различного рода	3	2
461	одно и	2	2
462	сказать что	5	2
463	по поводу	3	2
464	никак не	5	2
465	бы в	2	2
466	лев толстой	2	2
467	в результате	4	2
468	из этих	6	2
469	так сказать	4	2
470	тем более	2	2
471	однако и	5	2
472	и представляет	2	2
473	по мнению	2	2
474	субъектов жизни	2	2
475	который не	2	2
476	потому не	2	2
477	в зеркале	2	2
478	этом и	5	2
479	автора в	2	2
480	иначе говоря	14	2
481	разговоре с	2	2
482	каждого из	2	2
483	та же	2	2
484	могут служить	2	2
485	и чужого	2	2
486	для друга	2	2
487	исходной ситуации	4	2
488	в финале	3	2
489	на протяжении	12	2
490	как известно	3	2
491	первого лица	4	2
492	с другим	2	2
493	что у	6	2
494	раз в	4	2
495	к адресату	2	2
496	дамы с	7	2
497	из рассказа	2	2
498	мир и	2	2
499	от первого	4	2
500	в обращении	2	2
501	в котором	3	2
502	в художественных	3	2
503	человек в	3	2
504	пока еще	4	2
505	слова в	4	2
506	освободиться от	2	2
507	со своими	3	2
508	своего я	2	2
509	оно не	4	2
510	со своим	2	2
511	как все	2	2
512	как замечает	2	2
513	всякий раз	2	2
514	только не	2	2
515	не можем	2	2
516	внимание на	7	2
517	раз и	2	2
518	в той	4	2
519	можно назвать	2	2
520	в поле	3	2
521	на роль	2	2
522	может оказаться	2	2
523	в таком	4	2
524	нового времени	2	2
525	жизни но	3	2
526	к своей	2	2
527	по терминологии	2	2
528	чем он	3	2
529	текста в	4	2
530	имеем дело	4	2
531	мы имеем	6	2
532	друг для	2	2
533	но он	2	2
534	но зато	4	2
