N	2gram	Losev_Prob	Narrotol
272	и уж	6	3
273	лишь в	4	3
274	бы не	4	3
275	в этих	7	3
276	все равно	7	3
277	было и	2	3
278	сих пор	6	3
279	на этот	3	3
280	входит в	4	3
281	могли бы	2	3
282	он и	8	3
283	что мы	23	3
284	собственно говоря	4	3
285	только не	4	3
286	с точки	3	3
287	говорит о	4	3
288	и что	21	3
289	говорить о	14	3
290	не обязательно	3	3
291	что было	2	3
292	не просто	30	3
293	но еще	2	3
294	по его	3	3
295	и только	7	3
296	как на	3	3
297	же самое	9	3
298	нам в	3	3
299	тем же	2	3
300	но он	3	3
301	до сих	6	3
302	в нее	2	2
303	в каком	7	2
304	в действительности	5	2
305	от всего	4	2
306	взывает к	2	2
307	значении слова	2	2
308	в которых	4	2
309	сливаются в	3	2
310	только от	2	2
311	как именно	5	2
312	для которого	4	2
313	в это	2	2
314	даже не	3	2
315	всеми своими	2	2
316	или менее	7	2
317	является в	3	2
318	что с	2	2
319	оно и	3	2
320	столько же	2	2
321	в их	7	2
322	казалось бы	11	2
323	иным как	2	2
324	к своему	2	2
325	после этого	4	2
326	так что	12	2
327	в момент	2	2
328	что может	4	2
329	внутренняя жизнь	2	2
330	только потому	4	2
331	указывает на	16	2
332	только с	3	2
333	в общем	5	2
334	он говорит	2	2
335	более или	7	2
336	могут быть	2	2
337	язык как	3	2
338	с нею	2	2
339	можно ли	9	2
340	что же	18	2
341	мере в	2	2
342	для них	5	2
343	не имел	2	2
344	ли он	2	2
345	тем или	4	2
346	именно то	4	2
347	и во	4	2
348	они все	3	2
349	в сущности	2	2
350	нами не	4	2
351	никто не	2	2
352	как для	2	2
353	но о	2	2
354	и который	3	2
355	вовсе не	60	2
356	чем иным	2	2
357	если в	2	2
358	не столь	2	2
359	и вообще	13	2
360	только по	2	2
361	тут же	3	2
362	но все	5	2
363	другой стороны	7	2
364	это в	3	2
365	сознания и	4	2
366	хотя в	3	2
367	и еще	3	2
368	нас в	4	2
369	должно быть	3	2
370	его как	2	2
371	бы в	3	2
372	это за	2	2
373	в данной	2	2
374	мы можем	8	2
375	мысль о	3	2
376	тот кто	2	2
377	и ничего	4	2
378	на первый	5	2
379	слова и	5	2
380	все это	11	2
381	тем что	10	2
382	не есть	49	2
383	или точнее	4	2
384	и наконец	3	2
385	как о	4	2
386	одного и	2	2
387	и есть	7	2
388	одним из	2	2
389	себе не	3	2
390	что иное	5	2
391	частности в	2	2
392	смысл и	3	2
393	это всегда	2	2
394	себе и	2	2
395	быть только	3	2
396	во всех	9	2
397	должна быть	2	2
398	и более	4	2
399	на нее	2	2
400	сами по	5	2
401	есть в	9	2
402	и является	9	2
403	но уже	9	2
404	о самом	2	2
405	первый взгляд	2	2
406	себе но	3	2
407	без которого	4	2
408	в последние	3	2
409	того же	3	2
410	или иначе	7	2
411	будто бы	4	2
412	отношения между	2	2
413	это то	4	2
414	из которых	2	2
415	видно что	2	2
416	таком случае	14	2
417	иное как	5	2
418	раз и	13	2
419	не для	3	2
420	в других	5	2
421	значения и	11	2
422	не объективна	2	2
423	с собой	3	2
424	и делает	3	2
425	как только	3	2
426	ни от	2	2
427	если же	4	2
428	но с	2	2
429	этих двух	2	2
430	однако не	3	2
431	мы будем	3	2
432	мы и	8	2
433	не можем	2	2
434	в системе	3	2
435	а потому	2	2
436	ясно что	7	2
