N	2gram	Tiupa_Anal	Komedia
306	на все	2	3
307	а как	4	3
308	казалось бы	2	3
309	том же	2	3
310	в устах	2	3
311	от своего	3	3
312	в любом	4	3
313	ни одно	2	3
314	только на	3	3
315	а с	3	3
316	не являются	2	3
317	в эту	3	3
318	с другом	2	3
319	он в	5	3
320	его и	3	3
321	состоит в	16	3
322	на себе	3	3
323	и за	3	3
324	этой связи	2	3
325	в споре	2	3
326	с ними	2	3
327	одну из	2	3
328	представляют собой	4	3
329	и самого	3	3
330	между двумя	7	3
331	в рамках	5	3
332	этой сцены	2	3
333	могла бы	3	3
334	но при	2	3
335	исходя из	5	3
336	собой в	2	3
337	конечном счете	5	3
338	друг с	2	3
339	стало быть	2	3
340	выходят за	2	3
341	и одновременно	4	3
342	только для	3	3
343	как о	2	3
344	совершенно не	2	3
345	и более	5	3
346	не с	8	3
347	сообщения о	2	3
348	отношения к	4	3
349	за пределами	3	3
350	более или	2	3
351	будто бы	4	3
352	в диалоге	2	3
353	соответствии с	3	3
354	времени не	2	3
355	по себе	6	3
356	в один	4	3
357	не более	4	3
358	ему в	3	3
359	в присутствии	3	3
360	в таком	5	3
361	и есть	3	3
362	не к	3	3
363	в нашем	3	3
364	однако не	4	3
365	же его	4	3
366	отношения между	2	2
367	тем самым	9	2
368	те же	3	2
369	для человека	2	2
370	означает что	3	2
371	случае в	2	2
372	с целью	2	2
373	не как	2	2
374	в конечном	6	2
375	никак не	2	2
376	одному из	2	2
377	теми же	2	2
378	в свое	3	2
379	это только	2	2
380	от себя	4	2
381	обращаясь к	2	2
382	во времени	6	2
383	это как	2	2
384	встреча с	2	2
385	мере в	4	2
386	что даже	2	2
387	того что	5	2
388	о нем	4	2
389	как уже	5	2
390	что все	2	2
391	служит для	2	2
392	мы узнаем	2	2
393	была бы	4	2
394	ли он	3	2
395	нам не	2	2
396	из трех	2	2
397	этой точки	2	2
398	выступает в	2	2
399	и те	2	2
400	и та	2	2
401	в известном	2	2
402	в состав	3	2
403	здесь не	2	2
404	не сам	2	2
405	в полном	2	2
406	к внутреннему	3	2
407	и до	3	2
408	все эти	3	2
409	себя и	5	2
410	этого рода	2	2
411	текста не	3	2
412	в центре	3	2
413	из четырех	2	2
414	этом случае	4	2
415	для обозначения	2	2
416	в которую	2	2
417	если говорить	2	2
418	особенно в	9	2
419	это еще	2	2
420	нашего времени	3	2
421	первом случае	2	2
422	то в	2	2
423	быть не	3	2
424	а напротив	3	2
425	с другими	4	2
426	в литературе	4	2
427	не знаю	2	2
428	при таком	2	2
429	в собственном	3	2
430	не все	3	2
431	в противоположность	4	2
432	только с	2	2
433	дело не	5	2
434	от которого	4	2
435	перед собой	2	2
436	с ее	2	2
437	я и	8	2
438	превращается в	3	2
439	поле зрения	2	2
440	себе не	2	2
441	предстает в	2	2
442	понимать как	3	2
443	с двумя	2	2
444	не означает	2	2
445	не должен	2	2
446	для него	5	2
447	и является	4	2
448	его к	3	2
449	подобно тому	5	2
450	ее в	2	2
451	частности в	2	2
452	не будет	3	2
453	это была	2	2
454	не вполне	2	2
455	аналогичным образом	3	2
456	с людьми	3	2
457	каждом из	2	2
458	этом смысле	3	2
459	слова о	2	2
460	еще одна	3	2
461	ты не	2	2
462	к самому	2	2
463	ко всем	2	2
464	тому как	5	2
465	в случае	7	2
466	сводится к	6	2
467	говорит о	5	2
468	бы ни	2	2
469	на примере	3	2
470	мы уже	2	2
471	основе своей	2	2
472	на фоне	5	2
473	знаю что	2	2
474	как от	2	2
