N	2gram	Trubetskoy	Problemy
158	жизни и	4	6
159	конечно не	5	6
160	как на	8	6
161	отношения к	2	6
162	нисколько не	2	5
163	и то	4	5
164	или иной	5	5
165	есть и	2	5
166	бы его	2	5
167	том же	2	5
168	с тем	6	5
169	тому что	2	5
170	на себя	2	5
171	благодаря этому	2	5
172	что может	3	5
173	ибо в	3	5
174	той или	3	5
175	совершенно не	2	5
176	именно в	3	5
177	а между	5	5
178	быть и	2	5
179	в ней	2	5
180	вместе с	4	5
181	тому чтобы	4	4
182	от того	4	4
183	он должен	5	4
184	из которых	5	4
185	или менее	4	4
186	только с	2	4
187	более или	4	4
188	даже и	2	4
189	остается в	2	4
190	что оно	3	4
191	то это	3	4
192	связи с	3	4
193	то в	3	4
194	что с	2	4
195	это в	2	4
196	всех этих	3	4
197	всем этим	2	4
198	что такое	2	4
199	все что	4	4
200	и если	7	4
201	не есть	3	4
202	а лишь	4	4
203	если не	2	4
204	бы ни	2	4
205	таким же	3	4
206	данном случае	3	3
207	следовательно и	2	3
208	в настоящее	2	3
209	на которой	2	3
210	к чему	2	3
211	этого не	2	3
212	согласиться с	2	3
213	и человек	2	3
214	настоящее время	2	3
215	между собой	5	3
216	того чтобы	8	3
217	и по	3	3
218	этом случае	3	3
219	признать что	6	3
220	в других	2	3
221	ее в	2	3
222	одной из	3	3
223	чтобы в	2	3
224	того или	2	3
225	в сознании	3	3
226	в данном	7	3
227	из этих	3	3
228	говорить о	3	3
229	все они	3	3
230	и при	6	3
231	и есть	2	3
232	мы можем	2	3
233	в мировоззрении	2	3
234	том и	2	3
235	точке зрения	3	3
236	которой он	4	3
237	сводится к	3	3
238	в таком	2	3
239	себя на	2	3
240	именно на	2	3
241	от этой	2	3
242	ее он	2	3
243	из всех	2	2
244	указывает на	2	2
245	самого себя	7	2
246	она может	3	2
247	собой и	3	2
248	но она	2	2
249	том условии	3	2
250	видеть в	2	2
251	мировоззрения в	2	2
252	возможно лишь	4	2
253	в другое	4	2
254	тогда когда	4	2
255	друг от	2	2
256	и ни	3	2
257	мы говорили	3	2
258	не так	2	2
259	другом и	2	2
260	лучшем случае	3	2
261	которой она	2	2
262	на том	3	2
263	в лучшем	3	2
264	при том	4	2
265	в значительной	3	2
266	отнюдь не	7	2
267	с нею	3	2
268	для них	3	2
269	что такой	4	2
270	отметить что	2	2
271	ведь в	2	2
272	в корне	4	2
273	в россии	6	2
274	любовь к	2	2
275	к которой	6	2
276	ли это	4	2
277	но даже	2	2
278	и этот	3	2
279	другом случае	2	2
280	одному из	2	2
281	целый ряд	2	2
282	при условии	3	2
283	зависимость от	2	2
284	от друга	2	2
285	в качестве	3	2
286	а следовательно	3	2
287	для того	6	2
288	для нас	2	2
289	отказаться от	4	2
290	к той	2	2
291	и является	2	2
292	не к	2	2
293	что для	3	2
294	чтобы она	2	2
295	вся эта	2	2
296	во что	3	2
297	из этого	3	2
298	и должно	2	2
299	является не	2	2
300	а потому	5	2
