N	2gram	Vygotskiy_	Freidism
199	свою очередь	3	4
200	только на	7	4
201	у него	4	4
202	может стать	3	4
203	как в	17	4
204	в своем	3	4
205	только с	2	4
206	по своему	2	4
207	бессознательного и	2	4
208	едва ли	5	4
209	а только	4	4
210	в котором	5	4
211	потому что	27	4
212	а потому	5	4
213	этот вопрос	2	4
214	что оно	4	4
215	этой теории	8	4
216	не существует	4	4
217	главным образом	3	4
218	полагают что	4	4
219	мы находим	2	4
220	смысле слова	4	4
221	по себе	21	4
222	из которого	6	4
223	в целом	8	4
224	зависимости от	7	4
225	отметить что	2	4
226	должны быть	6	4
227	только как	3	4
228	в зависимости	6	4
229	сам по	4	4
230	себя и	3	4
231	то ни	2	4
232	это и	3	4
233	человеческой психики	2	4
234	в узком	2	4
235	не дает	3	4
236	сводится к	3	4
237	и то	4	3
238	и от	4	3
239	все то	4	3
240	психологии в	3	3
241	детской сексуальности	3	3
242	психологии и	5	3
243	в сознании	6	3
244	тому чтобы	3	3
245	независимо от	3	3
246	нуждается в	3	3
247	такие же	2	3
248	конечном счете	6	3
249	в результате	4	3
250	и даже	11	3
251	и тот	4	3
252	он дает	3	3
253	психологической теории	5	3
254	тем же	4	3
255	и как	9	3
256	и таким	4	3
257	и содержание	3	3
258	видели что	2	3
259	какой степени	2	3
260	на место	3	3
261	как не	2	3
262	этих двух	4	3
263	на все	6	3
264	а как	2	3
265	не остается	2	3
266	и при	3	3
267	у нас	4	3
268	такой же	9	3
269	одной и	6	3
270	или как	2	3
271	как на	6	3
272	направлений в	2	3
273	в детской	2	3
274	себе и	2	3
275	утверждает что	5	3
276	же мы	2	3
277	и той	5	3
278	сих пор	8	3
279	в какой	6	3
280	и очень	2	3
281	в искусстве	24	3
282	и следовательно	4	3
283	согласиться с	2	3
284	мы в	3	3
285	на этот	2	3
286	не так	2	3
287	ни на	3	3
288	в самых	3	3
289	значение в	2	3
290	от всех	3	3
291	о том	11	3
292	при анализе	3	3
293	один и	2	3
294	в совершенно	5	3
295	если это	2	3
296	того же	3	3
297	мыслей и	3	3
298	на почве	3	3
299	собственном смысле	3	3
300	в конечном	6	3
301	оно не	2	3
302	имеет дело	2	3
303	их в	4	3
304	ранк и	2	3
305	ответ на	2	3
306	приводит к	3	3
307	для всех	5	3
308	в обществе	3	3
309	в одном	4	3
310	в основу	3	3
311	что мы	9	3
312	бессознательное и	2	3
313	в них	4	3
314	только не	4	3
315	можно ли	2	3
316	уже в	3	3
317	формы и	11	3
318	на это	2	3
319	которой он	2	3
320	сейчас же	5	3
321	говорит о	4	3
322	мы видим	8	3
323	когда он	11	3
324	и есть	5	3
325	и сам	3	3
326	есть только	7	3
327	под влиянием	4	3
328	не найдем	2	3
329	случае не	2	3
330	до сих	8	3
331	между тем	6	3
332	учение об	2	3
333	на основе	2	3
334	бы то	3	3
335	во сне	2	3
336	в одну	2	2
337	для самого	2	2
338	в книге	2	2
339	в отношении	3	2
340	вопрос о	3	2
341	моя мысль	2	2
342	в изучении	2	2
343	выводу что	2	2
344	к этой	2	2
345	благодаря тому	2	2
346	когда мы	4	2
347	можем мы	2	2
348	то в	2	2
349	из того	2	2
350	ли это	3	2
351	и об	2	2
352	его с	3	2
353	время в	2	2
354	в одной	3	2
355	по преимуществу	2	2
356	бы и	5	2
357	дело в	2	2
358	в состоянии	4	2
359	должно быть	2	2
360	и процессы	2	2
361	и поэтому	3	2
362	к другим	2	2
363	бы в	3	2
364	не как	3	2
365	в науке	2	2
366	в глаза	2	2
367	его и	4	2
368	отличается от	4	2
369	фактов и	2	2
370	в отличие	4	2
371	применении к	2	2
372	в конце	6	2
373	на один	2	2
374	как к	2	2
375	и часто	2	2
376	для себя	2	2
377	что бы	2	2
378	или же	2	2
379	чисто психологической	2	2
380	мы никогда	5	2
381	должен быть	2	2
382	ее от	4	2
383	теми же	2	2
384	а на	4	2
385	конце концов	6	2
386	но так	2	2
387	при помощи	27	2
388	и тем	5	2
389	в их	4	2
390	по учению	3	2
391	в прошлое	2	2
392	ни было	2	2
393	к своему	2	2
394	и другие	5	2
395	который стал	2	2
396	становится совершенно	3	2
397	для нас	5	2
398	противоречие с	4	2
399	психологическая проблема	2	2
400	произведение искусства	9	2
401	отличие от	6	2
402	его не	3	2
403	нас в	2	2
404	в такой	2	2
405	которые мы	4	2
406	с одной	6	2
407	должна быть	3	2
408	подойти к	2	2
409	а с	2	2
410	образом в	3	2
411	о нем	2	2
412	для понимания	2	2
413	больше и	2	2
414	исторического материализма	3	2
415	и этот	3	2
416	думать что	3	2
417	и так	7	2
418	в него	4	2
419	не имеет	3	2
420	относится к	4	2
421	явлений и	3	2
422	материал для	4	2
423	также и	2	2
424	не есть	4	2
425	же что	2	2
426	этом совершенно	2	2
427	с другой	7	2
428	все остальное	2	2
429	бессознательное в	2	2
430	бессознательного в	2	2
431	они и	2	2
432	он в	2	2
433	к психологии	9	2
434	учения о	2	2
435	заметить что	3	2
436	зависит от	2	2
437	еще более	2	2
438	только при	4	2
439	отказаться от	4	2
440	проявления бессознательного	3	2
441	образы и	2	2
442	речь и	2	2
443	одной стороны	7	2
444	с таким	18	2
445	в применении	2	2
446	этом смысле	3	2
447	показали что	2	2
448	же самых	2	2
449	от других	3	2
450	тогда когда	7	2
451	художественной формы	17	2
452	из которых	5	2
453	представляет собой	2	2
454	такое же	3	2
455	и их	4	2
456	но как	4	2
457	не то	2	2
458	это новое	2	2
459	которых мы	4	2
460	чувства и	4	2
461	на другой	3	2
462	смысл и	2	2
463	и значение	2	2
464	но если	2	2
465	случае в	3	2
466	идеи и	2	2
467	то или	3	2
468	всех других	2	2
469	и теперь	2	2
470	там где	5	2
471	же как	8	2
472	из этого	5	2
473	и уже	2	2
474	что с	5	2
475	объясняется и	2	2
476	и во	3	2
477	это утверждение	2	2
478	в нас	3	2
479	могли бы	3	2
480	в качестве	3	2
481	только о	3	2
482	всю жизнь	2	2
483	это есть	6	2
484	и психология	3	2
485	же самое	8	2
486	этого метода	2	2
487	если же	3	2
488	не к	2	2
489	выходит за	2	2
490	что при	8	2
491	утверждают что	2	2
492	или иное	2	2
493	являются не	2	2
494	в нашей	4	2
495	будто бы	2	2
496	легче всего	6	2
497	к работе	2	2
498	ясно что	22	2
