N	2gram	Vygotskiy_	Komedia
280	все более	4	4
281	чтобы не	2	4
282	к этим	2	4
283	по мнению	2	4
284	в глаза	3	4
285	в трагедии	5	4
286	кто из	2	4
287	к которому	3	4
288	и столь	2	4
289	ничем не	3	4
290	может служить	8	4
291	и там	2	4
292	аналогии с	2	4
293	что же	3	4
294	же как	3	4
295	когда в	4	4
296	что с	4	4
297	здесь мы	6	4
298	например в	5	4
299	в основе	5	4
300	как известно	2	4
301	одна из	6	4
302	из этого	10	4
303	первой половине	3	4
304	одно из	4	4
305	каждый из	3	4
306	и опять	3	4
307	то и	3	4
308	у нее	2	4
309	пьесы и	2	4
310	я не	9	4
311	либо в	6	4
312	и почему	2	4
313	бы не	5	4
314	был бы	4	4
315	и их	2	4
316	у нас	4	4
317	и другие	3	4
318	такой же	2	4
319	следует что	2	4
320	том чтобы	2	4
321	далеко не	3	4
322	их в	4	4
323	из себя	3	4
324	с которым	2	4
325	что мы	6	4
326	в той	8	4
327	что эта	8	4
328	большей частью	4	4
329	по его	3	4
330	не следует	3	4
331	если мы	19	3
332	не могут	2	3
333	больше не	3	3
334	указывает на	8	3
335	действия и	3	3
336	от него	2	3
337	нисколько не	3	3
338	в одной	2	3
339	противоречие между	2	3
340	ней и	2	3
341	трагедии и	4	3
342	с той	8	3
343	как к	6	3
344	должен быть	4	3
345	что именно	3	3
346	на все	2	3
347	казалось бы	7	3
348	от своего	2	3
349	ни одно	2	3
350	сам себя	2	3
351	только на	3	3
352	такое же	3	3
353	самого конца	2	3
354	а с	4	3
355	на две	3	3
356	мы в	4	3
357	бы на	2	3
358	от этого	4	3
359	в эту	2	3
360	она не	10	3
361	к этой	3	3
362	они не	2	3
363	он говорит	9	3
364	с другом	2	3
365	он в	3	3
366	состоит в	4	3
367	к своим	2	3
368	он с	2	3
369	почти не	2	3
370	в виде	5	3
371	и когда	8	3
372	представляют собой	3	3
373	принадлежит к	3	3
374	из своей	2	3
375	всего этого	3	3
376	между двумя	3	3
377	конечно в	3	3
378	на всю	2	3
379	только как	2	3
380	мы видели	7	3
381	могла бы	6	3
382	но при	2	3
383	если она	2	3
384	ли это	3	3
385	ее на	2	3
386	а к	2	3
387	это в	3	3
388	наш поэт	2	3
389	и эта	3	3
390	и уже	5	3
391	друг с	2	3
392	мы помним	2	3
393	переходит к	2	3
394	и одновременно	2	3
395	так называемой	4	3
396	только для	3	3
397	других авторов	2	3
398	совершенно не	8	3
399	жизнь и	2	3
400	за ней	2	3
401	не один	2	3
402	и более	4	3
403	не с	2	3
404	можно найти	2	3
405	отношения к	3	3
406	в самой	9	3
407	сам автор	5	3
408	какой мере	3	3
409	будто бы	3	3
410	если он	5	3
411	по себе	5	3
412	а у	2	3
413	всю свою	2	3
414	относится к	2	3
415	только после	4	3
416	в один	4	3
417	не более	3	3
418	в таком	6	3
419	и есть	3	3
420	как на	9	3
421	нельзя не	2	3
422	во всем	2	3
423	не к	5	3
424	однако не	3	3
425	до самого	2	3
426	образом и	3	2
427	его мнению	2	2
428	еще и	2	2
429	в каком	8	2
430	перед нами	12	2
431	она должна	3	2
432	тем самым	4	2
433	те же	2	2
434	очевидно что	4	2
435	как же	2	2
436	показывают что	2	2
437	ход действия	3	2
438	слишком много	3	2
439	и следовательно	2	2
440	следует отнести	2	2
441	еще раз	3	2
442	поэтому он	2	2
443	внес в	2	2
444	в конечном	2	2
445	что здесь	2	2
446	и формы	2	2
447	с кем	2	2
448	которых мы	6	2
449	остановиться на	3	2
450	никак не	12	2
451	на те	2	2
452	из всего	3	2
453	слово в	2	2
454	слов в	2	2
455	не ясно	2	2
456	всех остальных	2	2
457	бы его	2	2
458	не могли	5	2
459	о браке	2	2
460	это только	4	2
461	у них	2	2
462	не надо	2	2
463	что даже	2	2
464	хронологическом порядке	3	2
465	и очень	3	2
466	того что	9	2
467	со всеми	2	2
468	со всей	3	2
469	на которых	4	2
470	и дает	3	2
471	о нем	2	2
472	что все	10	2
473	общего с	2	2
474	бы по	2	2
475	бросается в	2	2
476	мы узнаем	3	2
477	она была	5	2
478	в общем	4	2
479	гораздо более	2	2
480	ним в	2	2
481	или его	3	2
482	была бы	5	2
483	указывают на	2	2
484	ли он	4	2
485	нам не	2	2
486	этой точки	2	2
487	и те	2	2
488	и та	3	2
489	в основу	2	2
490	точно так	3	2
491	совсем не	3	2
492	здесь не	3	2
493	с такой	7	2
494	в полном	4	2
495	мы видим	15	2
496	и до	4	2
497	все эти	7	2
498	и дальше	3	2
499	почти всегда	3	2
500	и может	5	2
501	не иначе	2	2
502	ее не	3	2
503	должна быть	5	2
504	следовало бы	2	2
505	эти слова	5	2
506	что эти	5	2
507	для анализа	2	2
508	все тот	2	2
509	бы и	2	2
510	в которую	3	2
511	с которыми	2	2
512	имеет в	2	2
513	по одному	2	2
514	быть не	2	2
515	это был	2	2
516	из этой	2	2
517	при таком	4	2
518	но это	6	2
519	однако и	3	2
520	и так	4	2
521	о котором	5	2
522	дело не	3	2
523	на свете	2	2
524	реакции на	2	2
525	перед собой	2	2
526	то чтобы	2	2
527	в порядке	4	2
528	все больше	2	2
529	с ее	5	2
530	как не	3	2
531	слова и	3	2
532	это делает	2	2
533	где он	3	2
534	которой мы	4	2
535	но они	2	2
536	как только	4	2
537	она и	2	2
538	их характера	4	2
539	наше время	2	2
540	для него	4	2
541	я говорю	4	2
542	что только	3	2
543	в жизни	6	2
544	иначе как	3	2
545	из области	4	2
546	этот вопрос	5	2
547	его к	2	2
548	то мы	2	2
549	ее в	7	2
550	не будет	2	2
551	имеем в	3	2
552	я думаю	2	2
553	указывает что	2	2
554	места в	2	2
555	к первой	2	2
556	к самому	4	2
557	и она	4	2
558	как она	8	2
559	в лучшем	2	2
560	она могла	2	2
561	не знаем	2	2
562	начинает с	3	2
563	к каким	2	2
564	своим собственным	2	2
565	говорит о	6	2
566	связь с	5	2
567	на примере	3	2
568	мы уже	12	2
569	и только	8	2
570	именно на	3	2
571	если же	3	2
572	событий в	3	2
573	с такими	2	2
574	рассказывает о	3	2
575	и всякий	2	2
576	согласии с	2	2
