N	2gram	Vygotskiy_	slovoVRo
172	мы не	8	5
173	должен быть	3	5
174	для этого	12	5
175	в данном	4	5
176	и при	3	5
177	по отношению	3	5
178	в результате	6	5
179	и может	3	5
180	этом отношении	3	5
181	не является	3	5
182	для того	45	5
183	его и	2	5
184	должна быть	2	5
185	на протяжении	2	5
186	не с	2	5
187	они не	3	5
188	о том	24	5
189	оно может	2	5
190	к его	2	5
191	той же	6	5
192	уже в	7	5
193	имеет дело	4	5
194	но он	6	5
195	с помощью	3	5
196	вместе с	16	5
197	литературы и	2	4
198	так же	19	4
199	его на	2	4
200	но как	3	4
201	образом в	3	4
202	в эпосе	2	4
203	преимущественно в	2	4
204	в другом	3	4
205	в понимании	2	4
206	что и	11	4
207	в виду	5	4
208	что он	30	4
209	он должен	8	4
210	в виде	3	4
211	в частности	6	4
212	того что	12	4
213	мы видели	2	4
214	до сих	9	4
215	лучшем случае	3	4
216	речи и	2	4
217	с другом	6	4
218	очень легко	6	4
219	те же	3	4
220	даже и	2	4
221	так в	4	4
222	что оно	12	4
223	как вещь	2	4
224	того чтобы	43	4
225	и во	2	4
226	обстоит дело	4	4
227	же как	4	4
228	одно и	3	4
229	одной из	2	4
230	и дальше	3	4
231	но это	2	4
232	в которой	4	4
233	мы найдем	5	4
234	и как	10	4
235	если бы	21	4
236	с этой	5	4
237	и о	5	4
238	сих пор	9	4
239	формы и	4	4
240	к тому	12	4
241	друг с	6	4
242	он может	3	4
243	есть как	2	4
244	и другим	2	4
245	из них	7	4
246	в лучшем	3	4
247	из этого	7	4
248	и уже	4	4
249	в некоторых	2	4
250	как только	5	4
251	именно на	6	4
252	первый план	3	4
253	отношения к	2	4
254	в себя	2	4
255	по существу	4	4
256	в большей	2	4
257	на первый	2	4
258	как раз	19	4
259	данном случае	4	3
260	в нее	3	3
261	и заставляет	2	3
262	вносит в	3	3
263	нисколько не	3	3
264	нуждается в	3	3
265	еще раз	2	3
266	но она	3	3
267	которого он	2	3
268	и вне	2	3
269	следовательно в	2	3
270	изображения в	2	3
271	как это	16	3
272	может и	2	3
273	от нас	2	3
274	и где	2	3
275	они были	3	3
276	тому что	11	3
277	только с	3	3
278	на том	4	3
279	его с	2	3
280	от этой	3	3
281	между собой	2	3
282	в состав	3	3
283	смысле слова	2	3
284	на все	2	3
285	различия между	2	3
286	и до	4	3
287	было бы	15	3
288	входят в	2	3
289	в корне	2	3
290	почти все	3	3
291	и то	12	3
292	и вообще	2	3
293	на которые	2	3
294	даны в	2	3
295	сил в	4	3
296	к этому	5	3
297	в сознании	2	3
298	из этих	4	3
299	в собственном	2	3
300	не все	3	3
301	дело в	4	3
302	должно быть	6	3
303	легко и	2	3
304	это было	4	3
305	отличается от	4	3
306	собственном смысле	2	3
307	на него	4	3
308	два типа	2	3
309	сама по	3	3
310	но уже	2	3
311	тем что	8	3
312	и другие	3	3
313	такой же	2	3
314	нами в	2	3
315	нас в	2	3
316	не могло	2	3
317	которых мы	5	3
318	или на	2	3
319	материала и	6	3
320	не есть	4	3
321	в этой	15	3
322	или наоборот	3	3
323	потому что	48	3
324	целый ряд	5	3
325	если мы	24	3
326	и это	13	3
327	в эту	2	3
328	с таким	2	3
329	в стороне	2	3
330	здесь уже	2	3
331	романа как	2	3
332	в форме	2	3
333	мы говорили	4	3
334	и тем	6	3
335	без всякого	3	3
336	чем в	3	3
337	на самом	9	2
338	во все	4	2
339	ни о	2	2
340	о которых	3	2
341	заставляет его	5	2
342	могло быть	2	2
343	но мы	4	2
344	есть только	3	2
345	вот что	2	2
346	этого романа	2	2
347	как ни	4	2
348	и есть	7	2
349	есть не	7	2
350	во всякой	2	2
351	и эти	3	2
352	это и	7	2
353	факт что	8	2
354	как он	6	2
355	ни одной	2	2
356	это как	2	2
357	и вся	4	2
358	так что	8	2
359	и за	4	2
360	тем как	2	2
361	и ни	4	2
362	самого начала	5	2
363	бы его	3	2
364	а с	7	2
365	то что	69	2
366	от этих	3	2
367	эти три	3	2
368	что все	12	2
369	значение для	2	2
370	только не	5	2
371	есть к	2	2
372	это может	2	2
373	с самого	5	2
374	при анализе	2	2
375	могли бы	6	2
376	не из	2	2
377	в сторону	2	2
378	материал для	2	2
379	этой точки	3	2
380	не могла	2	2
381	к такому	3	2
382	работы и	3	2
383	между ними	2	2
384	и та	5	2
385	в известном	2	2
386	в основу	6	2
387	на них	3	2
388	что не	5	2
389	двух планах	4	2
390	и герой	2	2
391	в ее	3	2
392	когда она	3	2
393	мы видим	13	2
394	и самый	2	2
395	что они	11	2
396	был бы	8	2
397	значение и	2	2
398	в драме	5	2
399	из самых	3	2
400	в двух	9	2
401	и другими	2	2
402	это возможно	2	2
403	возникает из	3	2
404	чем это	4	2
405	это нужно	2	2
406	но во	2	2
407	того как	4	2
408	да и	4	2
409	тот факт	6	2
410	это очень	2	2
411	все то	6	2
412	поэтический язык	2	2
413	из важнейших	2	2
414	время как	5	2
415	и между	4	2
416	как например	2	2
417	к которой	4	2
418	дело и	3	2
419	и что	45	2
420	можно было	6	2
421	и эта	2	2
422	что она	10	2
423	романа которые	2	2
424	при таком	4	2
425	та же	6	2
426	же в	3	2
427	кажется нам	8	2
428	он был	3	2
429	в области	2	2
430	и той	4	2
431	значение имеет	2	2
432	лежащая в	2	2
433	об этом	5	2
434	в жизни	2	2
435	у нас	7	2
436	иметь в	3	2
437	совершенно не	11	2
438	нет никакой	2	2
439	и материала	2	2
440	чем не	2	2
441	в течение	2	2
442	действующих лиц	9	2
443	к ней	3	2
444	но они	2	2
445	речь в	2	2
446	мы можем	8	2
447	в какой	5	2
448	не можем	8	2
449	заключается в	13	2
450	том и	3	2
451	остановимся на	4	2
452	от прямого	2	2
453	за ним	3	2
454	чтобы понять	3	2
455	нет и	2	2
456	в самых	4	2
457	на то	27	2
458	что для	6	2
459	мы увидим	11	2
460	столь же	3	2
461	такое понимание	2	2
462	в котором	5	2
463	из его	4	2
464	нас и	2	2
465	в своих	9	2
466	приводит к	2	2
467	именно эта	2	2
468	главным образом	3	2
469	на язык	2	2
470	несмотря на	5	2
471	не для	4	2
472	ближе к	2	2
473	и затем	2	2
474	мы все	8	2
475	то время	4	2
476	не просто	6	2
477	только о	2	2
478	и только	5	2
479	жизни но	3	2
480	в нашем	3	2
481	к своей	3	2
482	мы и	2	2
