N	2gram	Bakhtin_Pr	VLabPisa
105	и от	4	3
106	например в	8	3
107	и к	13	3
108	с этим	3	3
109	мы имеем	4	3
110	так же	4	3
111	но как	2	3
112	и он	5	3
113	всех этих	2	3
114	бы в	2	3
115	в форме	6	3
116	в конце	5	3
117	др в	3	3
118	его в	4	3
119	как он	4	3
120	и их	6	3
121	у нас	2	3
122	всех других	2	3
123	при всем	3	3
124	образом в	2	3
125	мы видели	2	3
126	нет и	3	3
127	далеко не	4	3
128	этот вопрос	3	3
129	видели что	2	3
130	она не	4	3
131	а в	4	3
132	или меньшей	6	3
133	в котором	8	3
134	в творчестве	8	3
135	именно в	3	3
136	точки зрения	17	3
137	даже и	3	3
138	мира и	3	3
139	в которых	2	3
140	между ними	14	3
141	большей или	6	3
142	человека и	10	3
143	жизни и	13	3
144	что и	4	3
145	и отдельных	2	3
146	и по	5	3
147	или в	7	3
148	этой области	2	3
149	что они	2	3
150	в слове	2	3
151	вовсе не	12	3
152	не о	2	2
153	если в	2	2
154	да и	3	2
155	на время	2	2
156	или иной	2	2
157	меньшей степени	6	2
158	и потому	6	2
159	до нас	3	2
160	которые в	3	2
161	братьев карамазовых	2	2
162	еще и	4	2
163	слова не	2	2
164	с другими	6	2
165	ума и	2	2
166	то это	4	2
167	так сказать	8	2
168	о чем	2	2
169	крайней мере	2	2
170	можно было	2	2
171	вплоть до	5	2
172	в каждом	5	2
173	при всей	3	2
174	должно быть	4	2
175	что она	2	2
176	и через	5	2
177	из своих	3	2
178	начиная с	4	2
179	через это	2	2
180	и формы	2	2
181	отличается от	2	2
182	и даже	5	2
183	и у	8	2
184	в самых	2	2
185	и никогда	2	2
186	единого и	2	2
187	связана с	3	2
188	а как	4	2
189	нет ни	2	2
190	все они	2	2
191	в особенности	2	2
192	его произведений	3	2
193	братьях карамазовых	4	2
194	не всегда	3	2
195	в области	6	2
196	и наконец	4	2
197	его художественного	3	2
198	достоевского и	8	2
199	эти явления	3	2
200	еще не	10	2
201	как у	5	2
202	они должны	3	2
203	в которой	2	2
204	между собою	2	2
205	например у	3	2
206	всех его	3	2
207	а для	2	2
208	по крайней	2	2
209	в известной	3	2
210	сих пор	8	2
211	как особый	2	2
212	формы и	3	2
213	сюжета и	2	2
214	одной из	6	2
215	так например	2	2
216	в жизни	14	2
217	от них	2	2
218	они и	3	2
219	к ним	5	2
220	но не	9	2
221	и для	5	2
222	также и	5	2
223	не менее	4	2
224	на него	2	2
225	только с	3	2
226	но в	12	2
227	они не	5	2
228	на то	2	2
229	он может	2	2
230	в общем	2	2
231	могло бы	3	2
232	он в	2	2
233	мы наблюдаем	4	2
234	все его	3	2
235	в своих	4	2
236	но к	4	2
237	себе и	2	2
238	в ней	8	2
239	например как	2	2
240	и заключается	2	2
241	к его	2	2
242	и социальной	2	2
243	но для	2	2
244	идей в	2	2
245	на этом	4	2
246	из которых	2	2
247	идеи в	2	2
248	в образе	3	2
249	он и	2	2
250	что мы	2	2
251	смысле слова	2	2
252	по себе	3	2
253	для них	2	2
254	человека в	6	2
255	и некоторые	2	2
256	отметить что	3	2
257	а затем	5	2
258	должны быть	2	2
259	он сам	5	2
260	числе и	13	2
261	по одному	2	2
262	говорить о	2	2
263	собою и	2	2
264	он не	5	2
265	во всей	5	2
266	ту же	2	2
267	но с	2	2
268	остановимся на	5	2
269	много и	3	2
270	в большей	5	2
271	на язык	4	2
272	хотя и	10	2
273	том числе	15	2
274	некоторых из	2	2
275	во всяком	2	2
276	подчеркнуть что	4	2
277	до сих	8	2
278	того как	4	2
