N	2gram	Losev_Prob	Formalny
346	а н	3	3
347	нуждается в	2	3
348	с такой	2	3
349	к своему	3	3
350	себе а	3	3
351	в качестве	9	3
352	это значит	3	3
353	тот же	6	3
354	никак не	10	3
355	именно для	4	3
356	в сознании	3	3
357	быть только	6	3
358	тем более	2	3
359	дело в	4	3
360	в новое	3	3
361	в это	3	3
362	это было	2	3
363	поэтому и	4	3
364	борьбы с	2	3
365	но уже	3	3
366	во всем	5	3
367	том числе	2	3
368	мира в	3	3
369	бы не	4	3
370	и другое	6	3
371	в чем	3	3
372	этот образ	3	3
373	том чтобы	3	3
374	на то	2	3
375	когда он	3	3
376	перейти к	3	3
377	в предисловии	2	3
378	и очень	3	3
379	сливаются в	2	3
380	с начала	2	3
381	он пишет	2	3
382	в одном	6	3
383	а именно	12	3
384	и прежде	2	3
385	весь этот	3	3
386	внимание на	4	3
387	можно назвать	2	3
388	что эта	3	3
389	и чисто	2	3
390	не просто	12	3
391	не то	4	3
392	ничего общего	6	3
393	же самое	2	3
394	художественного творчества	10	3
395	является и	2	3
396	но он	5	3
397	человека в	3	2
398	убедимся в	2	2
399	с теорией	2	2
400	кого не	2	2
401	только тогда	3	2
402	в каждой	2	2
403	и сама	4	2
404	о чем	2	2
405	в тех	2	2
406	человека и	4	2
407	мысли в	2	2
408	в другом	6	2
409	не могли	2	2
410	особенно ярко	2	2
411	в виде	25	2
412	что перед	2	2
413	при помощи	12	2
414	тем как	2	2
415	и ни	4	2
416	а с	4	2
417	в м	2	2
418	к ним	3	2
419	на первом	3	2
420	общего с	2	2
421	но так	2	2
422	мере в	4	2
423	это уже	4	2
424	что этот	6	2
425	а если	4	2
426	ему в	3	2
427	мира и	5	2
428	и без	5	2
429	или к	4	2
430	мы имеем	3	2
431	уже о	2	2
432	всю свою	4	2
433	не говоря	2	2
434	этой точки	2	2
435	ее элементы	2	2
436	однако в	4	2
437	значит что	3	2
438	по этому	5	2
439	же не	4	2
440	том или	3	2
441	и просто	3	2
442	его на	3	2
443	в силу	6	2
444	людей в	6	2
445	с теми	3	2
446	к другой	2	2
447	при всем	3	2
448	говоря уже	2	2
449	произведения то	2	2
450	первом плане	3	2
451	который в	10	2
452	в первой	2	2
453	нет никакого	6	2
454	представление о	2	2
455	и нет	4	2
456	он считает	2	2
457	это в	2	2
458	можно было	4	2
459	что она	2	2
460	и жизни	2	2
461	в этот	4	2
462	той или	5	2
463	который как	2	2
464	прежде чем	2	2
465	и самое	2	2
466	и вполне	7	2
467	на земле	11	2
468	за его	2	2
469	что его	4	2
470	но только	5	2
471	ни к	2	2
472	участие в	2	2
473	то чтобы	2	2
474	ни с	4	2
475	и так	3	2
476	очень много	3	2
477	точке зрения	2	2
478	далеко не	6	2
479	он говорит	2	2
480	или иных	2	2
481	какой мере	3	2
482	и другой	2	2
483	как с	2	2
484	только один	2	2
485	имеется еще	2	2
486	в искусство	2	2
487	таком случае	2	2
488	что мы	4	2
489	это можно	2	2
490	и самой	2	2
491	несмотря на	7	2
492	все что	2	2
493	тех или	2	2
494	для искусства	3	2
495	иной раз	4	2
496	и слишком	2	2
497	говорит о	9	2
498	и есть	4	2
499	является по	2	2
500	дело здесь	2	2
501	свое собственное	2	2
502	и всякий	2	2
