N	2gram	Tiupa_Narr	Myslijsy
267	в форме	5	3
268	во времени	8	2
269	в полном	2	2
270	роль в	2	2
271	которого он	2	2
272	времени в	2	2
273	которая в	2	2
274	например как	2	2
275	же не	4	2
276	исходя из	2	2
277	и самого	3	2
278	нами не	2	2
279	этот способ	2	2
280	который в	2	2
281	по выражению	2	2
282	и возможность	2	2
283	во второй	2	2
284	по своей	3	2
285	с человеком	2	2
286	как представляется	2	2
287	рода но	2	2
288	от всех	2	2
289	тому же	5	2
290	когда он	3	2
291	но сама	2	2
292	и после	2	2
293	при всей	4	2
294	каждый из	2	2
295	нуждается в	5	2
296	значении этого	3	2
297	это и	3	2
298	кто говорит	2	2
299	себе самом	2	2
300	о нем	4	2
301	в прошлом	3	2
302	вследствие чего	2	2
303	же как	3	2
304	которых и	2	2
305	истории и	2	2
306	в противоположность	2	2
307	и представляет	2	2
308	себя в	5	2
309	с ее	3	2
310	то или	3	2
311	отличается от	4	2
312	обратимся к	3	2
313	нет и	2	2
314	всей своей	2	2
315	точек зрения	2	2
316	оно может	2	2
317	ключ к	2	2
318	ей не	2	2
319	из которых	4	2
320	жизни но	2	2
321	ни для	7	2
322	имеем дело	2	2
