N	2gram	Tiupa_Narr	Myshleni
300	такого рода	17	9
301	также и	4	9
302	а по	2	9
303	еще в	4	9
304	в ситуации	2	9
305	связано с	2	9
306	хотя и	8	9
307	и он	8	9
308	зависит от	3	9
309	и притом	3	9
310	более или	2	9
311	та же	2	9
312	оно не	4	9
313	место в	3	9
314	той или	7	9
315	в первой	3	9
316	конечном счете	4	9
317	как по	2	9
318	или в	7	9
319	детей в	2	8
320	что не	2	8
321	которая не	3	8
322	во время	2	8
323	себе и	2	8
324	со стороны	14	8
325	в современной	4	8
326	дело с	4	8
327	мы его	2	8
328	на одном	2	8
329	как правило	8	8
330	и внутренней	2	8
331	в направлении	2	8
332	не являются	2	8
333	все равно	2	8
334	что я	4	8
335	не мог	7	8
336	том как	3	8
337	где они	2	8
338	обратиться к	2	8
339	в равной	3	8
340	и тогда	2	8
341	о котором	4	8
342	позволяет нам	3	7
343	которая в	2	7
344	должна быть	2	7
345	с ними	5	7
346	первом случае	3	7
347	а также	11	7
348	которой он	4	7
349	же в	6	7
350	ситуации в	3	7
351	его и	2	7
352	не существует	3	7
353	он сам	4	7
354	в таком	4	7
355	и сам	4	7
356	для одного	2	7
357	во втором	6	7
358	в жизни	9	7
359	сознания и	2	7
360	на него	4	7
361	сознания в	3	7
362	но они	4	7
363	в ряде	2	7
364	в обоих	4	7
365	этом и	5	7
366	заключает в	2	6
367	это было	3	6
368	с другим	2	6
369	роль в	4	6
370	начиная с	3	6
371	на ее	2	6
372	на другой	6	6
373	в двух	2	6
374	это означает	2	6
375	для обозначения	2	6
376	говорит о	3	6
377	или даже	3	6
378	которые могут	2	6
379	точек зрения	2	6
380	могло бы	3	6
381	уже не	11	6
382	свести к	2	6
383	как к	3	6
384	слов в	2	6
385	дело в	2	6
386	ли не	3	6
387	и о	4	6
388	раз и	2	6
389	одна из	5	6
390	что может	2	6
391	не говорит	4	6
392	к ней	3	6
393	к чему	3	6
394	имеем дело	4	6
395	для другого	2	5
396	своей собственной	2	5
397	видит в	3	5
398	и состоит	6	5
399	по аналогии	2	5
400	у нее	8	5
401	как у	6	5
402	о которой	3	5
403	эти два	2	5
404	идет по	2	5
405	ситуации и	2	5
406	так называемая	2	5
407	в него	2	5
408	только с	2	5
409	все его	4	5
410	выступает в	2	5
411	для них	2	5
412	себя в	4	5
413	к ним	2	5
414	который не	2	5
415	как если	2	5
416	ведет к	3	5
417	в памяти	2	5
418	он является	4	5
419	сами по	2	5
420	в данной	2	5
421	говоря о	2	5
422	быть в	2	5
423	об одном	2	5
424	а потому	2	5
425	человеческого сознания	2	5
426	и столь	2	5
427	на две	2	5
428	утверждает что	2	5
429	может служить	5	5
430	когда в	4	5
431	по мнению	2	5
432	дело не	3	5
433	на протяжении	12	5
434	не просто	2	5
435	в форме	7	5
436	однако не	2	5
437	и вот	2	4
438	а потом	2	4
439	а как	2	4
440	к ее	3	4
441	детская речь	2	4
442	мы узнаем	2	4
443	всю свою	2	4
444	однако в	4	4
445	исходя из	4	4
446	смысле можно	2	4
447	или не	5	4
448	на нее	2	4
449	так сказать	4	4
450	к двум	2	4
451	в центре	4	4
452	что одно	2	4
453	строго говоря	2	4
454	зрения на	2	4
455	вступает в	2	4
456	и после	3	4
457	не происходит	3	4
458	не подлежит	3	4
459	когда она	2	4
460	и когда	3	4
461	но при	5	4
462	также в	2	4
463	она в	3	4
464	может оказаться	2	4
465	не к	4	4
466	и сама	2	4
467	она может	2	4
468	для нее	2	4
469	как о	2	4
470	не могу	2	4
471	а именно	2	4
472	ни одного	2	4
473	необходимо должна	2	4
474	в пределе	2	4
475	как для	2	4
476	того или	3	4
477	однако и	5	4
478	превращается в	2	4
479	в роли	2	4
480	в следующей	3	4
481	как будто	4	4
482	в ответ	4	4
483	иным как	2	4
484	от этих	3	4
485	в наиболее	2	4
486	ему в	2	4
487	здесь не	4	4
488	жизни и	7	4
489	о его	3	4
490	также не	2	4
491	слово но	2	4
492	не было	3	4
493	и сами	2	4
494	ней в	2	3
495	к своему	2	3
496	могут служить	2	3
497	интерес к	3	3
498	чем иным	2	3
499	часто не	3	3
500	нет оснований	2	3
501	не объясняет	2	3
502	только от	2	3
503	каждый из	3	3
504	соответствии с	7	3
505	со словами	3	3
506	другому человеку	2	3
507	тогда как	23	3
508	они могут	2	3
509	а к	3	3
510	и еще	2	3
511	если она	3	3
512	от которого	3	3
513	его внутренней	3	3
514	речь которая	2	3
515	и лишь	2	3
516	что касается	3	3
517	на фоне	2	3
518	но уже	2	3
519	даже если	2	3
520	он и	2	3
521	новое и	2	3
522	по его	3	3
523	в соответствии	8	3
524	как можно	2	3
525	внешняя сторона	3	3
526	а для	4	3
527	за которым	2	3
528	самим собой	3	3
529	как именно	2	3
530	не могла	2	3
531	ли он	2	3
532	при отсутствии	2	3
533	и чужого	2	3
534	далеко не	6	3
535	возникает и	2	3
536	сводится к	10	3
537	если же	2	3
538	эта фраза	2	3
539	о нем	5	3
540	нам как	2	3
541	форма речи	2	3
542	да и	5	3
543	себя но	2	3
544	или иного	3	3
545	ее из	2	3
546	от второго	2	3
547	но именно	3	3
548	сути дела	2	3
549	или иначе	2	3
550	по своим	2	3
551	внутренняя сторона	2	3
552	стало быть	4	3
553	же время	7	3
554	быть не	3	3
555	мира и	2	3
556	при такой	3	2
557	своей жизни	2	2
558	а во	5	2
559	зрения как	2	2
560	сомневаться в	2	2
561	этом последнем	2	2
562	и самого	3	2
563	детьми и	2	2
564	между детьми	2	2
565	о своем	2	2
566	границы между	2	2
567	случае он	2	2
568	частности в	2	2
569	на стороне	3	2
570	в присутствии	2	2
571	вплоть до	5	2
572	более чем	2	2
573	является его	2	2
574	по сути	3	2
575	не всегда	4	2
576	сам себя	2	2
577	этого не	2	2
578	а то	2	2
579	и конец	3	2
580	в состав	5	2
581	с нею	2	2
582	исключительно в	3	2
583	особенно в	3	2
584	приобретает в	2	2
585	и действия	2	2
586	детей это	2	2
587	не следует	3	2
588	в мире	8	2
589	автора и	2	2
590	которое не	2	2
591	от первого	4	2
592	во времени	9	2
593	личного опыта	2	2
594	столько же	2	2
595	могло быть	2	2
596	не будет	2	2
597	тем или	2	2
598	и т	3	2
599	но зато	4	2
600	характер и	3	2
601	состоят в	2	2
602	происходит и	2	2
603	его как	2	2
604	каждого из	2	2
605	всех его	2	2
606	когда же	2	2
607	и через	2	2
608	к себе	11	2
609	в принципе	6	2
610	мыслится как	2	2
611	они и	2	2
612	при которой	3	2
613	на себя	5	2
614	думал он	2	2
615	с языком	2	2
616	существенную роль	3	2
617	в специальном	2	2
618	и уже	4	2
619	тот самый	2	2
620	личности в	2	2
621	говоря это	2	2
622	или иным	2	2
623	того кто	2	2
624	жизни а	4	2
625	можно назвать	2	2
