N	2gram	Vinokur_Ku	Istorich
275	то не	2	10
276	в которой	7	10
277	ни в	3	10
278	его к	5	10
279	о чем	2	10
280	в это	3	10
281	а на	3	10
282	не было	6	10
283	еще один	3	10
284	социальной жизни	3	9
285	он должен	2	9
286	сюда же	3	9
287	в истории	3	9
288	тот же	7	9
289	в свою	4	9
290	это так	2	9
291	что за	3	9
292	в себя	2	9
293	не могут	5	9
294	это и	6	9
295	тогда когда	7	9
296	зависимости от	9	9
297	на этот	4	9
298	более или	3	9
299	но для	4	9
300	в первую	5	9
301	что на	2	9
302	таких случаях	3	9
303	стоит в	5	9
304	том чтобы	9	9
305	или же	3	9
306	или менее	3	9
307	в чем	2	9
308	себе в	3	9
309	но здесь	2	9
310	с его	4	9
311	целый ряд	8	9
312	приводит к	3	9
313	тем самым	5	8
314	не имеют	3	8
315	должен быть	8	8
316	роль в	6	8
317	доказывает что	2	8
318	только тогда	4	8
319	одно из	3	8
320	для этого	6	8
321	только что	2	8
322	вообще не	2	8
323	именно в	7	8
324	что такое	8	8
325	во всяком	8	8
326	или даже	2	8
327	мере того	3	8
328	в современной	3	8
329	смысле этого	5	8
330	на это	3	8
331	это положение	2	8
332	большинстве случаев	3	8
333	и потому	6	8
334	также что	2	8
335	что его	2	8
336	не так	2	8
337	ту же	6	8
338	в зависимости	7	8
339	в целях	2	8
340	но с	2	8
341	которые в	2	8
342	от того	5	8
343	можно сказать	6	8
344	не с	4	8
345	конечно не	3	8
346	на самом	3	7
347	в конце	5	7
348	и о	3	7
349	а только	10	7
350	состоит в	4	7
351	большую роль	2	7
352	однако в	2	7
353	того чтобы	25	7
354	поставить вопрос	2	7
355	под влиянием	3	7
356	если в	2	7
357	тех же	2	7
358	как у	2	7
359	себе и	3	7
360	о которых	2	7
361	в европе	2	7
362	есть не	2	7
363	когда мы	3	7
364	тому что	3	7
365	а то	2	7
366	и когда	2	7
367	нет в	2	7
368	в какой	7	7
369	что я	4	7
370	того же	6	7
371	если мы	5	7
372	будто бы	3	7
373	всяком случае	8	7
374	как на	4	7
375	между тем	11	7
376	совершенно не	4	7
377	и при	3	7
378	всякого рода	2	7
379	был бы	4	7
380	этого слова	8	7
381	уже и	3	7
382	во многих	3	7
383	ли это	4	7
384	же относится	2	7
385	не есть	4	7
386	в области	15	7
387	самом деле	17	7
388	образом в	3	7
389	что оно	6	7
390	не столько	2	7
391	указать на	5	7
392	для него	2	7
393	в большинстве	3	7
394	в каких	2	7
395	здесь совершенно	2	7
396	именно так	2	6
397	с той	2	6
398	для того	23	6
399	отличие от	3	6
400	можно ли	6	6
401	на ту	3	6
402	как можно	2	6
403	борьбы с	2	6
404	где нет	2	6
405	были бы	2	6
406	не потому	6	6
407	дело с	2	6
408	этой точки	4	6
409	между ними	2	6
410	но дело	2	6
411	что все	6	6
412	с большим	4	6
413	в русском	14	6
414	и уже	2	6
415	на эту	2	6
416	уже на	3	6
417	от себя	3	6
418	той же	5	6
419	к сожалению	2	6
420	до того	2	6
421	не на	4	6
422	также и	7	6
423	но что	3	6
424	сводится к	3	6
425	и становится	3	6
426	этого вопроса	3	6
427	не знают	2	6
428	меня и	3	6
429	к жизни	2	6
430	еще одно	3	6
431	только о	3	6
432	он иногда	2	6
433	и тогда	4	6
434	такие случаи	2	6
435	тому же	2	6
436	это конечно	2	6
437	не случайно	7	6
438	же и	4	6
439	отношения к	2	6
440	в область	2	5
441	в каком	6	5
442	это только	5	5
443	и социальной	2	5
444	только как	3	5
445	никак не	5	5
446	это было	2	5
447	только для	3	5
448	в своих	2	5
449	соответствии с	5	5
450	как таковой	2	5
451	или иное	2	5
452	всего что	2	5
453	в одно	2	5
454	в свое	4	5
455	xix века	5	5
456	для них	2	5
457	что если	4	5
458	показать что	2	5
459	бы в	8	5
460	чтобы быть	2	5
461	о котором	4	5
462	несмотря на	6	5
463	мы в	3	5
464	в совершенно	2	5
465	но даже	3	5
466	не хочет	2	5
467	в виду	7	5
468	может иметь	3	5
469	переходит в	2	5
470	в нашей	4	5
471	отличается от	2	5
472	д и	3	5
473	самый факт	2	5
474	оно не	5	5
475	что между	2	5
476	в сторону	2	5
477	или иначе	4	5
478	без всякого	2	5
479	во все	2	5
480	подобного рода	4	5
481	на все	3	5
482	и может	3	5
483	да и	5	5
484	и мы	2	5
485	могла бы	2	5
486	как о	2	5
487	в таком	3	5
488	в отличие	3	5
489	однако не	9	5
490	действия и	2	4
491	здесь как	3	4
492	нисколько не	6	4
493	и под	3	4
494	из одного	3	4
495	следовало бы	2	4
496	время в	2	4
497	тем более	2	4
498	быть только	3	4
499	формы в	2	4
500	столь же	2	4
501	действительно ли	2	4
502	чем в	3	4
503	так называемая	2	4
504	вопрос этот	3	4
505	в разных	2	4
506	в результате	8	4
507	нельзя было	2	4
508	для этой	2	4
509	в греческой	2	4
510	что касается	4	4
511	сами по	2	4
512	слова в	7	4
513	как раз	10	4
514	что было	2	4
515	очевидно что	4	4
516	на месте	2	4
517	так или	3	4
518	но вот	3	4
519	и должно	2	4
520	в наше	3	4
521	по сравнению	3	4
522	как не	4	4
523	вместе со	2	4
524	на почве	2	4
525	здесь только	2	4
526	и сейчас	3	4
527	отнюдь не	5	4
528	с точки	16	4
529	в стороне	2	4
530	что их	2	4
531	в действительности	2	4
532	не раз	3	4
533	а это	5	4
534	еще и	7	4
535	мне не	2	4
536	когда в	4	4
537	в числе	2	4
538	дело в	2	4
539	под этим	2	4
540	только то	2	4
541	указывает что	3	4
542	есть в	6	4
543	исходит из	2	4
544	с большой	2	4
545	в самом	20	4
546	чтобы получить	2	4
547	здесь дело	2	4
548	быть не	2	4
549	по своим	2	4
550	что именно	2	4
551	хотелось бы	2	3
552	это как	2	3
553	точку зрения	2	3
554	которые можно	3	3
555	в такой	2	3
556	речь идет	4	3
557	и дело	2	3
558	именно с	3	3
559	так сказать	5	3
560	который уже	2	3
561	наоборот в	2	3
562	переход от	4	3
563	или чтобы	2	3
564	понимать как	2	3
565	идет речь	3	3
566	мы могли	2	3
567	вряд ли	5	3
568	казалось бы	5	3
569	том смысле	2	3
570	была бы	5	3
571	и было	3	3
572	мы находим	2	3
573	что даже	2	3
574	так называемых	3	3
575	чтобы дать	2	3
576	должно быть	6	3
577	как они	2	3
578	тем же	2	3
579	в системе	3	3
580	мы также	2	3
581	все дело	3	3
582	в соответствии	6	3
583	все те	3	3
584	в иных	3	3
585	как к	2	3
586	доказать что	3	3
587	всего в	2	3
588	могли бы	4	3
589	что можно	4	3
590	то ни	2	3
591	что нужно	2	3
592	но зато	2	3
593	где не	2	3
594	в наши	2	3
595	в которые	2	3
596	можно считать	2	3
597	в языке	16	3
598	все равно	4	3
599	кто в	5	3
600	внимание на	5	3
601	но еще	4	3
602	и именно	3	3
603	но можно	2	3
604	в науке	4	3
605	строится на	2	3
606	смысл этого	2	3
607	это все	2	3
608	подойти к	3	3
609	а все	2	3
610	даже и	5	3
611	бы привести	3	3
612	что так	3	3
613	что когда	3	3
614	иных случаях	3	3
615	бы на	4	3
616	само по	6	3
617	тех пор	2	3
618	за этим	2	2
619	дело что	2	2
620	например что	2	2
621	все более	2	2
622	в каждом	3	2
623	свою очередь	4	2
624	к вопросу	4	2
625	свидетельствует о	3	2
626	видеть что	3	2
627	или меньшей	2	2
628	его так	2	2
629	значение и	2	2
630	за время	4	2
631	лишь в	6	2
632	прямой связи	2	2
633	по пути	2	2
634	можно говорить	4	2
635	в день	2	2
636	свое место	2	2
637	в нашем	8	2
638	был в	2	2
639	с помощью	12	2
640	этого рода	6	2
641	а во-вторых	2	2
642	обе эти	4	2
643	в определенных	2	2
644	объяснение в	2	2
645	т п	39	2
646	жизнь в	2	2
647	на себе	10	2
648	быть в	2	2
649	в прямом	2	2
650	в сущности	11	2
651	как то	2	2
652	то оно	2	2
653	как например	3	2
654	с такими	2	2
655	же это	2	2
656	и еще	4	2
657	мало того	2	2
658	то или	3	2
659	один пример	3	2
660	для каждой	2	2
661	как с	2	2
662	в конечном	3	2
663	же из	2	2
664	разве не	2	2
665	он есть	3	2
666	в том-то	2	2
667	к одному	2	2
668	и следовательно	2	2
669	тому чтобы	2	2
670	явлений в	2	2
671	ставит себе	2	2
672	в известных	3	2
673	и далее	3	2
674	если его	2	2
675	может и	2	2
676	то она	2	2
677	такие же	2	2
678	общего с	2	2
679	вопросу о	4	2
680	ли в	3	2
681	и прочие	2	2
682	именно это	2	2
683	обстоятельство что	15	2
684	во избежание	2	2
685	к формам	3	2
686	несколько слов	3	2
687	оно также	2	2
688	е не	2	2
689	меньшей степени	2	2
690	характер и	2	2
691	д это	2	2
692	это дает	2	2
693	конечном итоге	2	2
694	которого не	2	2
695	на своего	2	2
696	можно встретить	2	2
697	этой цели	2	2
698	в самой	6	2
699	мы получаем	2	2
700	в ряде	2	2
701	то обстоятельство	15	2
702	мы с	3	2
703	на примере	3	2
704	не следует	6	2
705	ниже но	2	2
706	сколько угодно	2	2
707	на который	2	2
708	в последнем	2	2
709	которых мы	2	2
710	в рамках	5	2
711	что для	3	2
712	за счет	2	2
713	есть нечто	2	2
714	или о	2	2
715	с полным	2	2
716	и где	2	2
717	нужно было	3	2
718	того или	6	2
719	только потому	13	2
720	что с	2	2
721	тогда в	2	2
722	себе представить	2	2
723	силу того	2	2
724	не трудно	8	2
725	например не	2	2
726	случае если	3	2
727	как я	2	2
728	в прямой	2	2
729	форм в	2	2
730	ничего общего	2	2
731	традиции в	3	2
732	же образом	2	2
733	не должно	2	2
734	одно время	2	2
735	во многом	2	2
736	большей или	2	2
737	не для	2	2
738	смысле и	2	2
739	говорить о	5	2
740	не значит	2	2
741	в большей	2	2
742	учение о	4	2
743	утверждение что	2	2
