N	2gram	Trubetskoy	Marksizm
185	тогда когда	4	3
186	и при	6	3
187	в виде	3	3
188	главным образом	3	3
189	или менее	4	3
190	мы говорили	3	3
191	ко всем	3	3
192	с тем	6	3
193	не так	2	3
194	более или	4	3
195	потому что	5	3
196	даже и	2	3
197	благодаря этому	2	3
198	что оно	3	3
199	между собой	5	3
200	себя от	3	3
201	и по	3	3
202	и тогда	2	3
203	там и	2	3
204	того или	2	3
205	ли это	4	3
206	но это	2	3
207	можно было	4	3
208	и этот	3	3
209	друг с	14	3
210	его и	2	3
211	и о	2	3
212	всем этим	2	3
213	ни к	7	3
214	чтобы понять	2	3
215	с другом	14	3
216	со стороны	4	3
217	в своих	6	3
218	приводит к	4	3
219	из которых	5	3
220	говорить о	3	3
221	и есть	2	3
222	и только	5	3
223	а следовательно	3	3
224	с ним	2	3
225	он должен	5	2
226	тем самым	2	2
227	из всех	2	2
228	указывает на	2	2
229	которой она	2	2
230	остается в	2	2
231	стремиться к	2	2
232	для нее	2	2
233	их к	2	2
234	исторической роли	2	2
235	есть и	2	2
236	друг от	2	2
237	в частности	2	2
238	эта работа	2	2
239	а с	2	2
240	согласиться с	2	2
241	в роде	2	2
242	вопросу о	3	2
243	и ни	3	2
244	к этой	4	2
245	политической жизни	2	2
246	для всех	6	2
247	в лучшем	3	2
248	т.е к	2	2
249	а потому	5	2
250	для них	3	2
251	лишь при	5	2
252	что с	2	2
253	и во	3	2
254	себя и	5	2
255	касается до	2	2
256	данном случае	3	2
257	будет ли	2	2
258	собой и	3	2
259	или иного	2	2
260	возможно лишь	4	2
261	в сознании	3	2
262	всех этих	3	2
263	даже не	2	2
264	отличается от	2	2
265	к данному	2	2
266	этом и	2	2
267	сама по	2	2
268	не просто	2	2
269	от друга	2	2
270	другом и	2	2
271	этом направлении	2	2
272	и наконец	2	2
273	во время	2	2
274	себе и	4	2
275	последнее время	2	2
276	культуры и	2	2
277	во всем	4	2
278	их в	2	2
279	зависит от	2	2
280	и если	7	2
281	а между	5	2
282	разумеется что	2	2
283	всю эту	2	2
284	друг другу	2	2
285	отношения к	2	2
286	в совершенно	4	2
