N	2gram	Vygotskiy_	Freidism
120	можно сказать	7	6
121	в свою	5	6
122	как раз	5	6
123	и что	18	6
124	высшей степени	3	6
125	учение о	3	6
126	в основе	12	6
127	по поводу	3	5
128	ничего не	6	5
129	со стороны	3	5
130	современной психологии	4	5
131	что она	3	5
132	с их	4	5
133	в которой	8	5
134	и по	5	5
135	от того	8	5
136	потому и	4	5
137	во второй	4	5
138	со всеми	2	5
139	на первый	2	5
140	и те	2	5
141	между ними	5	5
142	в этих	7	5
143	на основании	2	5
144	как это	11	5
145	не знает	6	5
146	самого начала	8	5
147	внутренней речи	7	5
148	что и	11	5
149	ее в	3	5
150	тому что	14	5
151	в более	2	5
152	в своих	5	5
153	сознание и	2	5
154	только то	4	5
155	это не	8	5
156	той же	7	5
157	в процессе	37	5
158	отнюдь не	2	5
159	процесс образования	9	5
160	старой психологии	2	5
161	в следующей	4	5
162	того чтобы	26	5
163	с ними	4	5
164	он сам	2	5
165	говорить о	3	5
166	заключается в	15	5
167	во внутреннем	2	5
168	в себя	4	5
169	вместе с	9	5
170	данном случае	3	4
171	с которыми	2	4
172	на которые	3	4
173	все время	3	4
174	его к	2	4
175	так же	22	4
176	нисколько не	2	4
177	в систему	2	4
178	но это	4	4
179	в развитии	45	4
180	в области	19	4
181	этот процесс	5	4
182	в собственном	2	4
183	мысли и	7	4
184	в другом	7	4
185	в этот	4	4
186	внутренняя речь	7	4
187	речи мы	3	4
188	этом отношении	7	4
189	если бы	13	4
190	и может	4	4
191	мы увидим	3	4
192	в виду	4	4
193	в основном	2	4
194	нигде не	2	4
195	на всех	2	4
196	ничего общего	6	4
197	этой области	3	4
198	свою очередь	4	4
199	только на	3	4
200	у него	8	4
201	может стать	2	4
202	как в	7	4
203	между собой	17	4
204	в своем	11	4
205	влияние на	2	4
206	по своему	4	4
207	едва ли	2	4
208	а только	8	4
209	в котором	2	4
210	связанные с	6	4
211	потому что	40	4
212	именно в	8	4
213	как с	5	4
214	а потому	3	4
215	этот вопрос	8	4
216	все основные	7	4
217	что оно	9	4
218	и т.п	2	4
219	этой теории	9	4
220	по себе	8	4
221	в целом	8	4
222	зависимости от	3	4
223	должны быть	2	4
224	в зависимости	2	4
225	мы и	6	4
226	себя и	2	4
227	это и	3	4
228	в истории	3	4
229	первый план	2	4
230	в данном	4	4
231	слова и	3	4
232	я не	6	4
233	не дает	2	4
234	и то	9	3
235	и от	2	3
236	и притом	2	3
237	не делает	2	3
238	в сознании	5	3
239	тому чтобы	4	3
240	независимо от	3	3
241	нуждается в	3	3
242	в результате	9	3
243	на всем	5	3
244	и даже	3	3
245	и тот	5	3
246	связанное с	2	3
247	и как	7	3
248	видели что	2	3
249	какой степени	2	3
250	на место	2	3
251	этих двух	4	3
252	на все	7	3
253	одним из	4	3
254	и при	4	3
255	у нас	4	3
256	представления и	2	3
257	в настоящей	4	3
258	такой же	4	3
259	одной и	3	3
260	в центре	2	3
261	как на	4	3
262	в детской	2	3
263	же мы	2	3
264	и той	3	3
265	сих пор	3	3
266	является по	2	3
267	в какой	8	3
268	и следовательно	7	3
269	мы в	2	3
270	на этот	9	3
271	ни на	3	3
272	в самых	4	3
273	значение в	3	3
274	и является	6	3
275	нам в	2	3
276	о том	13	3
277	они не	7	3
278	при анализе	4	3
279	один и	5	3
280	в совершенно	2	3
281	развития как	6	3
282	оно может	2	3
283	того же	13	3
284	собственном смысле	2	3
285	оно не	2	3
286	к его	4	3
287	их в	3	3
288	но для	3	3
289	ответ на	3	3
290	приводит к	10	3
291	для всех	2	3
292	в одном	3	3
293	ребенка в	11	3
294	что мы	11	3
295	в них	3	3
296	только не	7	3
297	уже в	4	3
298	следующей главе	2	3
299	себя в	4	3
300	сознания в	3	3
301	возможно только	2	3
302	действительно ли	3	3
303	раз и	3	3
304	находится в	2	3
305	сейчас же	2	3
306	между двумя	4	3
307	говорит о	4	3
308	мы видим	6	3
309	для образования	3	3
310	этот период	4	3
311	из него	3	3
312	на другие	2	3
313	не совсем	2	3
314	когда он	3	3
315	в условиях	3	3
316	и есть	8	3
317	под влиянием	4	3
318	во всей	3	3
319	случае не	2	3
320	из основных	7	3
321	в нашем	5	3
322	ребенка к	6	3
323	до сих	3	3
324	во втором	2	3
325	между тем	5	3
326	представляется нам	4	3
327	на основе	6	3
328	бы то	2	3
329	психических процессов	2	2
330	на всю	2	2
331	лежат в	3	2
332	в отношении	18	2
333	роли в	2	2
334	вопрос о	15	2
335	выводу что	3	2
336	к этой	3	2
337	о которых	2	2
338	когда мы	4	2
339	в различных	3	2
340	с первого	2	2
341	и между	7	2
342	нас к	6	2
343	точками зрения	2	2
344	то в	7	2
345	из того	12	2
346	к этим	2	2
347	эти понятия	2	2
348	в ссср	2	2
349	другом месте	4	2
350	его отношение	3	2
351	в одной	2	2
352	в состоянии	6	2
353	должно быть	10	2
354	и поэтому	2	2
355	к другим	2	2
356	бы в	6	2
357	дело не	2	2
358	не как	3	2
359	на образование	2	2
360	его и	4	2
361	отличается от	2	2
362	является его	2	2
363	этом вопросе	4	2
364	в отличие	3	2
365	в конце	3	2
366	является чем-то	3	2
367	конце концов	2	2
368	связана с	2	2
369	и тем	5	2
370	никаких оснований	2	2
371	он должен	9	2
372	находятся в	3	2
373	помощью которого	3	2
374	в их	4	2
375	только для	2	2
376	может оказаться	2	2
377	и другие	13	2
378	нами выше	2	2
379	опирается на	4	2
380	в момент	4	2
381	что значит	3	2
382	этого процесса	2	2
383	отличие от	3	2
384	мы говорили	5	2
385	в такой	5	2
386	которые мы	2	2
387	с одной	10	2
388	для ребенка	6	2
389	должна быть	7	2
390	к объекту	8	2
391	а с	3	2
392	образом в	2	2
393	эти три	2	2
394	в прошлом	2	2
395	не имеет	7	2
396	относится к	3	2
397	значение для	4	2
398	вообще не	5	2
399	также и	2	2
400	не есть	4	2
401	как совокупность	2	2
402	с другой	11	2
403	только его	2	2
404	речи и	8	2
405	предмета и	2	2
406	он в	3	2
407	учения о	2	2
408	зависит от	4	2
409	еще более	5	2
410	старая психология	3	2
411	при которой	2	2
412	у ребенка	18	2
413	но все	2	2
414	то обстоятельство	5	2
415	речь и	4	2
416	одной стороны	10	2
417	с таким	4	2
418	что между	5	2
419	является для	2	2
420	этом смысле	5	2
421	показали что	11	2
422	обратное влияние	3	2
423	тогда когда	10	2
424	из которых	3	2
425	представляет собой	11	2
426	такое же	2	2
427	и их	4	2
428	но как	6	2
429	не то	5	2
430	теории и	4	2
431	обстоятельство что	5	2
432	но если	7	2
433	настоящей главе	2	2
434	но когда	2	2
435	там где	2	2
436	же как	9	2
437	для развития	9	2
438	но вместе	3	2
439	из этого	3	2
440	что с	7	2
441	и во	2	2
442	могли бы	15	2
443	в качестве	13	2
444	это есть	5	2
445	в первом	4	2
446	же самое	7	2
447	отношения к	2	2
448	представлений и	3	2
449	как его	2	2
450	совершенно иной	3	2
451	что при	4	2
452	приходит в	2	2
453	оказывается не	2	2
454	чем он	5	2
455	мы могли	16	2
456	мы показали	3	2
457	ясно что	2	2
458	ли мы	2	2
