N	2gram	Bakhtin_Fr	Psycholo
427	но эта	3	4
428	не остается	4	4
429	в свете	3	4
430	один раз	2	4
431	с которой	2	4
432	искусстве и	2	4
433	здесь не	7	4
434	ней и	2	4
435	и смерти	2	4
436	в связи	5	4
437	в первой	5	4
438	литературы и	3	4
439	все остальные	3	4
440	одной из	6	4
441	к концу	2	4
442	кто не	3	4
443	в несколько	2	4
444	где он	2	4
445	в пределах	2	4
446	что такие	2	4
447	всех трех	2	4
448	в корне	2	4
449	же время	14	4
450	происходит как	2	3
451	эпизод с	2	3
452	ни о	2	3
453	одним из	7	3
454	он знает	2	3
455	нам о	2	3
456	сильнее и	2	3
457	состоит из	2	3
458	они были	2	3
459	применяется к	2	3
460	хотя он	2	3
461	же не	2	3
462	в большей	2	3
463	со всем	2	3
464	связаны с	8	3
465	уже и	3	3
466	а также	4	3
467	на котором	2	3
468	мы слышим	2	3
469	его как	4	3
470	всего этого	3	3
471	из важнейших	2	3
472	у нее	3	3
473	этих слов	2	3
474	которая не	2	3
475	на первый	4	3
476	кроме того	11	3
477	превращается в	5	3
478	в заключение	3	3
479	сцены в	2	3
480	или на	2	3
481	то он	2	3
482	мы еще	2	3
483	еще в	3	3
484	животных и	3	3
485	дело здесь	3	3
486	он начинает	2	3
487	с это	2	3
488	зрения на	5	3
489	и прежде	4	3
490	своего героя	2	3
491	за счет	2	3
492	как известно	2	3
493	оно было	2	3
494	связано с	3	3
495	удовольствия и	2	3
496	здесь нет	4	3
497	в разных	2	3
498	дело идет	3	3
499	образы и	4	3
500	часто в	4	3
501	здесь же	4	3
502	их с	4	3
503	на них	2	3
504	и др	11	3
505	тем более	3	3
506	было в	2	3
507	здесь как	4	3
508	с другими	3	3
509	образами и	2	3
510	что человек	2	3
511	в этот	3	3
512	связана с	5	3
513	на земле	2	3
514	не столько	5	3
515	не могло	3	3
516	это конечно	4	3
517	первый план	3	3
518	на нем	2	3
519	романа в	2	3
520	это время	2	3
521	там же	3	3
522	он и	6	3
523	сложнее и	2	3
524	же и	2	3
525	в форме	2	3
526	в игре	3	3
527	для этой	2	2
528	находим в	3	2
529	в книге	2	2
530	от его	4	2
531	и мысли	2	2
532	другими словами	3	2
533	на время	5	2
534	во времени	2	2
535	жизни в	3	2
536	и слова	2	2
537	как ее	2	2
538	все три	2	2
539	это явление	2	2
540	которыми она	2	2
541	не хочет	3	2
542	живописи и	2	2
543	следовательно и	2	2
544	о браке	2	2
545	но именно	2	2
546	своей жизни	2	2
547	в какой-то	2	2
548	два раза	2	2
549	явление то	3	2
550	ведь и	3	2
551	чем на	2	2
552	на этой	3	2
553	этом он	2	2
554	времени в	2	2
555	которая в	2	2
556	во втором	3	2
557	играет на	2	2
558	произведение в	2	2
559	для них	2	2
560	в образах	9	2
561	всего романа	2	2
562	переходит в	3	2
563	убийства и	2	2
564	отметить что	3	2
565	что многие	2	2
566	выходит за	3	2
567	первом случае	3	2
568	и целый	2	2
569	бы он	2	2
570	и времени	2	2
571	в значительной	2	2
572	вовсе нет	2	2
573	жизни они	2	2
574	в условиях	3	2
575	между собою	6	2
576	чем не	3	2
577	этих образов	11	2
578	свидетельствуют о	2	2
579	эти последние	3	2
580	в сферу	2	2
581	вообще не	3	2
582	в городе	3	2
583	к самым	2	2
584	вводит в	2	2
585	выйти из	3	2
586	это был	2	2
587	этой же	2	2
588	и жизни	2	2
589	самый характер	2	2
590	но его	3	2
591	и вовсе	3	2
592	чтобы не	2	2
593	словами он	2	2
594	смерти и	2	2
595	он это	2	2
596	оттого что	2	2
597	и т.д	2	2
598	ведь это	3	2
599	тут же	2	2
600	игры и	2	2
601	норм и	3	2
602	вино и	3	2
603	они и	3	2
604	тенденция к	4	2
605	ко всему	3	2
606	к природе	2	2
607	тело и	2	2
608	тела и	14	2
609	между этими	3	2
610	чем мы	2	2
611	у этого	2	2
612	мы сказали	2	2
613	этот процесс	3	2
614	еще один	2	2
615	в начале	2	2
616	ряд других	2	2
617	поэтому и	8	2
618	из своих	2	2
619	и возможности	3	2
620	образов в	12	2
621	и одновременно	5	2
622	его так	2	2
623	нельзя было	2	2
624	здесь он	2	2
625	здесь все	4	2
626	о мире	2	2
627	на протяжении	2	2
628	в литературе	4	2
629	него не	2	2
630	время и	2	2
631	труда и	3	2
632	с миром	10	2
633	роль играет	4	2
634	образа и	2	2
635	чем же	5	2
636	первой части	4	2
637	утверждение что	2	2
