N	2gram	Vygotskiy_	Myshleni
166	в зависимости	6	22
167	не могут	6	22
168	столь же	6	22
169	то время	6	22
170	отношение к	3	21
171	на основании	7	21
172	все время	6	21
173	как говорит	5	21
174	и более	3	21
175	его в	3	21
176	представление о	6	21
177	там где	5	21
178	показать что	12	21
179	к этому	5	21
180	и все	8	21
181	между ними	2	21
182	и следовательно	4	21
183	и ее	4	21
184	не имеет	3	21
185	с таким	18	21
186	в сознании	6	21
187	в свете	3	21
188	же точно	13	21
189	к выводу	2	20
190	в такой	2	20
191	в котором	5	20
192	в виду	6	20
193	и других	4	20
194	речь и	2	20
195	по существу	6	20
196	а в	10	20
197	должно быть	2	20
198	время как	6	20
199	из них	4	20
200	как раз	4	20
201	и их	4	20
202	на вопрос	4	20
203	едва ли	5	20
204	на этом	3	20
205	не менее	9	20
206	говорит что	10	20
207	из этих	6	20
208	но мы	3	19
209	в себя	3	19
210	с ним	2	19
211	из которых	5	19
212	в той	2	19
213	как на	6	19
214	но если	2	19
215	а с	2	19
216	и по	7	19
217	во всех	4	19
218	один из	6	19
219	в связи	3	19
220	независимо от	3	19
221	приходит к	5	18
222	отличие от	6	18
223	во всем	5	18
224	одного и	2	18
225	чем в	2	18
226	в психологии	13	18
227	всяком случае	7	18
228	но это	3	18
229	в отличие	4	18
230	этом смысле	3	18
231	к другим	2	17
232	мы находим	2	17
233	на деле	11	17
234	сих пор	8	17
235	и для	9	17
236	все что	4	17
237	в своих	12	17
238	в свою	3	17
239	в одном	4	17
240	и от	4	17
241	показал что	3	17
242	казалось бы	4	17
243	этой точки	7	17
244	совпадает с	4	17
245	то и	2	17
246	и есть	5	17
247	и только	5	17
248	ту же	6	17
249	не есть	4	17
250	в этих	6	17
251	иначе как	3	17
252	их в	4	17
253	тем же	4	17
254	до конца	9	17
255	и той	5	17
256	в совершенно	5	17
257	у него	4	17
258	до сих	8	17
259	вовсе не	7	16
260	выводу что	2	16
261	значение в	2	16
262	тому как	10	16
263	одной и	6	16
264	по поводу	3	16
265	и другие	5	16
266	для нас	5	16
267	исследования и	4	16
268	к одному	5	16
269	которые в	3	16
270	такой же	9	16
271	то в	2	16
272	и даже	11	16
273	видели что	2	16
274	мысль что	5	16
275	в которых	5	16
276	мы имеем	7	16
277	которые не	3	16
278	когда он	11	15
279	те же	9	15
280	но как	4	15
281	том же	4	15
282	по этому	3	15
283	что если	7	15
284	со всеми	5	15
285	подобно тому	7	15
286	что при	8	15
287	представить себе	5	15
288	хотя бы	4	15
289	отличается от	4	15
290	как она	4	15
291	ничего не	4	15
292	психологической природы	2	15
293	на все	6	15
294	и это	6	15
295	в них	4	15
296	которое мы	2	15
297	точку зрения	3	14
298	только тогда	8	14
299	точка зрения	6	14
300	и во	3	14
301	что для	5	14
302	что эти	3	14
303	что у	8	14
304	учения о	2	14
305	из этого	5	14
306	это есть	6	14
307	когда мы	4	14
308	последнее время	2	14
309	очевидно что	7	14
310	показывают что	2	14
311	сущности говоря	6	14
312	который в	3	14
313	и отношений	4	14
314	но что	3	14
315	один и	2	14
316	о чем	2	14
317	свою очередь	3	14
318	об этом	3	14
319	переходе от	2	14
320	с его	3	14
321	думается что	3	14
322	к которым	4	14
323	и здесь	3	14
324	не можем	3	14
325	в исследовании	3	14
326	этих двух	4	14
327	совершается в	2	13
328	она не	6	13
329	на его	3	13
330	и тот	4	13
331	точно так	6	13
332	имеет место	2	13
333	как они	2	13
334	человека и	3	13
335	в состоянии	4	13
336	для объяснения	3	13
337	отнюдь не	11	13
338	в действительности	4	13
339	его к	2	13
340	для всех	5	13
341	если в	2	13
342	этой теории	8	13
343	стороны и	3	13
344	этой проблемы	2	13
345	по самой	3	13
346	смысле слова	4	13
347	с другими	2	13
348	в уме	2	13
349	были бы	2	12
350	и потому	2	12
351	и составляет	3	12
352	в ее	7	12
353	никак не	7	12
354	тем не	6	12
355	но только	6	12
356	тем и	2	12
357	даже в	2	12
358	это и	3	12
359	в самых	3	12
360	несмотря на	8	12
361	это мы	2	12
362	в ней	3	12
363	которые мы	4	12
364	должны были	2	12
365	том чтобы	9	12
366	еще более	2	12
367	полагает что	2	12
368	ясно что	22	12
369	в одной	3	12
370	которых мы	4	12
371	так точно	3	12
372	только на	7	12
373	к нему	3	12
374	за пределы	2	12
375	с но	3	12
376	тому же	4	12
377	но он	3	12
378	на самом	6	11
379	в каком	3	11
380	в конце	6	11
381	одно из	2	11
382	остановиться на	2	11
383	идет о	2	11
384	а только	4	11
385	действия и	4	11
386	что этот	3	11
387	иначе говоря	6	11
388	моментов в	2	11
389	и другой	6	11
390	мы будем	2	11
391	есть не	6	11
392	и при	3	11
393	на котором	2	11
394	на том	2	11
395	ответ на	2	11
396	например в	5	11
397	в других	3	11
398	в последнее	4	11
399	с ее	3	11
400	не означает	2	11
401	мы увидим	4	11
402	наряду с	3	11
403	гораздо более	2	11
404	что на	4	11
405	нуждается в	3	11
406	не могли	4	11
407	лежит в	2	11
408	и наконец	2	11
409	нас в	2	11
410	на примере	5	11
411	или менее	3	11
412	он в	2	11
413	есть в	7	11
414	из всех	4	10
415	относится к	4	10
416	с той	2	10
417	у нас	4	10
418	что такое	2	10
419	в другой	3	10
420	каким образом	3	10
421	вслед за	10	10
422	что внутренняя	2	10
423	речь идет	4	10
424	в основу	3	10
425	что его	5	10
426	между обоими	2	10
427	в конечном	6	10
428	всякий раз	10	10
429	в одинаковой	2	10
430	указывает на	6	10
431	в нашей	4	10
432	бы что	2	10
433	чем это	2	10
434	и у	6	10
435	к жизни	2	10
436	по выражению	2	10
437	и может	3	10
438	и которые	2	10
439	и значение	2	10
440	что именно	4	10
441	в новой	2	9
442	и заключается	4	9
443	под влиянием	4	9
444	же самые	2	9
445	и поэтому	3	9
446	само по	8	9
447	также и	2	9
448	с психологической	3	9
449	мы говорим	2	9
450	к этой	2	9
451	мы хотели	2	9
452	хотя и	3	9
453	как оно	2	9
454	сама по	2	9
455	совершенно не	7	9
456	зависит от	2	9
457	мы в	3	9
458	как только	3	9
459	в тех	2	9
460	оно есть	3	9
461	не то	2	9
462	более или	3	9
463	должны быть	6	9
464	то как	4	9
465	та же	4	9
466	понятно что	3	9
467	в самой	2	9
468	оно не	2	9
469	этого вопроса	2	9
470	и до	2	9
471	что же	4	9
472	силу того	3	9
473	конечном счете	6	9
474	в центр	2	9
475	должен быть	2	9
476	или в	2	9
477	различие между	5	8
478	же самую	2	8
479	всех остальных	3	8
480	форм и	3	8
481	что не	2	8
482	которая не	2	8
483	себе и	2	8
484	что только	3	8
485	со стороны	5	8
486	главным образом	3	8
487	тенденция к	2	8
488	дело с	10	8
489	мы его	2	8
490	почти всегда	3	8
491	увидим что	3	8
492	мысли но	2	8
493	а другой	3	8
494	факта что	2	8
495	тому чтобы	3	8
496	не как	3	8
497	стоит только	4	8
498	какой степени	2	8
499	не на	2	8
500	уже и	2	8
501	обоих этих	3	8
502	отношений и	2	8
503	и из	7	8
504	рассматриваться как	4	8
505	сам по	4	8
506	во внимание	4	8
507	этой области	4	8
508	что я	4	8
509	том как	2	8
510	одному и	2	8
511	убедиться в	2	8
512	образом в	3	8
513	этого факта	2	8
514	и те	5	8
515	обратиться к	3	8
516	только то	3	8
517	и тогда	3	8
518	в психологическом	2	8
519	отношении к	3	8
520	при помощи	27	7
521	и вместе	2	7
522	у них	2	7
523	представления о	2	7
524	это обстоятельство	3	7
525	этому поводу	3	7
526	должна быть	3	7
527	с ними	2	7
528	именно потому	3	7
529	образом и	4	7
530	самое что	2	7
531	понятие о	2	7
532	случае в	3	7
533	на один	2	7
534	том виде	2	7
535	на место	3	7
536	эта теория	7	7
537	в общем	2	7
538	он говорит	4	7
539	которой он	2	7
540	с теми	2	7
541	психологии в	3	7
542	имеет в	3	7
543	это в	4	7
544	благодаря тому	2	7
545	все больше	2	7
546	его и	4	7
547	одинаковой мере	2	7
548	не существует	4	7
549	в таком	5	7
550	и сам	3	7
551	что следовательно	3	7
552	два момента	2	7
553	больше и	2	7
554	психологического исследования	2	7
555	при анализе	3	7
556	как совершенно	5	7
557	которой мы	2	7
558	исследования мы	2	7
559	в жизни	5	7
560	на него	2	7
561	за ним	2	7
562	что речь	2	7
563	с понятием	2	7
564	и делает	2	7
565	без всякого	2	7
566	совершенно понятно	2	7
567	вывод что	2	7
568	в ход	2	7
569	мере в	2	7
570	его с	3	7
571	случае не	2	7
572	ничего кроме	2	7
573	новой психологии	2	7
574	знаем что	4	7
575	этого метода	2	7
576	бы мы	3	6
577	в каждом	5	6
578	что здесь	2	6
579	наконец в	2	6
580	на нет	2	6
581	с и	17	6
582	значение и	3	6
583	заключает в	3	6
584	только один	2	6
585	и вообще	3	6
586	что иное	2	6
587	роль в	4	6
588	она должна	2	6
589	как например	2	6
590	на другой	3	6
591	и больше	2	6
592	это означает	2	6
593	говорит о	4	6
594	бы и	5	6
595	задачи и	3	6
596	которые могут	2	6
597	точек зрения	3	6
598	же мысль	3	6
599	могло бы	5	6
600	целым рядом	2	6
601	уже не	3	6
602	с в	4	6
603	нашего сознания	3	6
604	указывают на	2	6
605	иное как	2	6
606	как к	2	6
607	и таким	4	6
608	слов в	2	6
609	и эти	2	6
610	по самому	7	6
611	но так	2	6
612	из которого	6	6
613	всеми остальными	2	6
614	совпадают с	3	6
615	дело в	2	6
616	фактов и	2	6
617	ни на	3	6
618	ли не	2	6
619	том и	4	6
620	и о	4	6
621	что всякое	7	6
622	которого мы	2	6
623	одна из	5	6
624	не остается	2	6
625	в детской	2	6
626	тех же	2	6
627	может стать	3	6
628	только потому	2	6
629	процесса как	2	6
630	и там	2	6
631	смысл слова	3	6
632	равным образом	3	6
633	и другими	4	6
634	очень часто	4	6
635	и мы	6	6
636	не что	2	6
637	что то	2	6
638	эту мысль	2	6
639	для психологии	3	6
640	чем к	2	6
641	к чему	2	6
642	допустить что	2	6
643	имеем дело	2	6
644	когда оно	2	5
645	от него	2	5
646	в полном	3	5
647	мы никогда	5	5
648	когда они	2	5
649	своего исследования	2	5
650	и состоит	2	5
651	совершенно очевидно	3	5
652	от всех	3	5
653	после того	2	5
654	формы в	6	5
655	если это	2	5
656	совершенно ясно	22	5
657	же что	2	5
658	не дает	3	5
659	в изучении	2	5
660	есть только	7	5
661	не потому	3	5
662	заключается только	2	5
663	в область	3	5
664	при определении	2	5
665	в него	4	5
666	только с	2	5
667	часто в	2	5
668	и другого	4	5
669	содержания и	3	5
670	что каждая	2	5
671	ее на	2	5
672	к ним	4	5
673	который не	2	5
674	сходство с	3	5
675	говорит толстой	2	5
676	сами по	4	5
677	это отношение	2	5
678	говоря о	2	5
679	заметить что	3	5
680	возможны только	3	5
681	нигде не	2	5
682	мы пытаемся	2	5
683	оказывается что	5	5
684	но даже	4	5
685	вообще и	2	5
686	конце концов	6	5
687	быть в	2	5
688	этот метод	2	5
689	видим что	5	5
690	а потому	5	5
691	аналогии с	2	5
692	был бы	6	5
693	того и	3	5
694	на эти	2	5
695	каждой из	3	5
696	им в	4	5
697	какой мере	3	5
698	принять во	2	5
699	ничего другого	2	5
700	есть нечто	4	5
701	утверждает что	5	5
702	их с	2	5
703	может служить	3	5
704	и ту	2	5
705	всегда и	2	5
706	по мнению	2	5
707	что по	5	5
708	мысли которая	2	5
709	сейчас же	5	5
710	только как	3	5
711	к решению	2	5
712	и вот	5	4
713	к более	2	4
714	точно как	3	4
715	а как	2	4
716	психологической точки	4	4
717	от других	3	4
718	с того	2	4
719	только при	4	4
720	однако в	2	4
721	такое же	3	4
722	исходя из	4	4
723	из виду	2	4
724	в одну	2	4
725	другого как	2	4
726	или не	2	4
727	время в	2	4
728	но совершенно	4	4
729	прямо говорит	3	4
730	думать что	3	4
731	исходит из	5	4
732	чистом виде	3	4
733	если оно	3	4
734	целом ряде	2	4
735	к области	3	4
736	что те	3	4
737	этой формы	2	4
738	зрения на	2	4
739	который он	3	4
740	и если	4	4
741	означает что	2	4
742	как таковое	2	4
743	и характер	3	4
744	быть совершенно	2	4
745	его не	3	4
746	оказывается совершенно	4	4
747	мы вынуждены	2	4
748	в применении	2	4
749	быть может	2	4
750	должны будем	2	4
751	можно ли	2	4
752	совсем не	3	4
753	чтобы понять	4	4
754	когда она	6	4
755	и когда	5	4
756	из его	4	4
757	бы то	3	4
758	можно с	2	4
759	одни и	3	4
760	она в	2	4
761	ни было	2	4
762	что есть	3	4
763	совершенно другим	2	4
764	совершенно прав	2	4
765	не к	2	4
766	все дело	3	4
767	ее от	4	4
768	выражения и	2	4
769	с достаточной	3	4
770	слова то	2	4
771	связи со	2	4
772	формы и	11	4
773	себя и	3	4
774	того или	2	4
775	что вся	2	4
776	в игре	2	4
777	в объяснении	2	4
778	при объяснении	2	4
779	или как	2	4
780	существу дела	2	4
781	и самым	2	4
782	с совершенно	3	4
783	из отдельных	2	4
784	разница между	3	4
785	имеет дело	2	4
786	как будто	10	4
787	самому себе	2	4
788	употребление слова	2	4
789	в очень	2	4
790	во все	2	4
791	вот что	2	4
792	в известных	3	4
793	для построения	2	4
794	нас не	2	4
795	тем как	2	4
796	была бы	2	4
797	жизни и	5	4
798	о его	2	4
799	то это	3	4
800	указывает что	4	4
801	не было	5	4
802	чтобы показать	4	4
803	конечно не	2	4
804	чем же	2	4
805	в голове	2	3
806	точно и	4	3
807	которое он	2	3
808	к своему	2	3
809	противоречие с	4	3
810	настоящей работы	2	3
811	же мы	2	3
812	легче всего	6	3
813	которые должны	2	3
814	легко убедиться	2	3
815	она есть	2	3
816	материал и	2	3
817	зависят от	2	3
818	могут служить	3	3
819	интерес к	2	3
820	самое понятие	2	3
821	хотел сказать	2	3
822	ту или	2	3
823	при таком	5	3
824	и часто	2	3
825	она является	3	3
826	эта форма	2	3
827	тех или	2	3
828	при рассмотрении	2	3
829	остается ничего	2	3
830	поскольку она	2	3
831	и теперь	2	3
832	всей этой	2	3
833	но к	3	3
834	в языке	3	3
835	основных и	2	3
836	для выражения	7	3
837	образом все	2	3
838	есть ли	2	3
839	два основных	2	3
840	между процессами	2	3
841	что самое	4	3
842	же самая	2	3
843	философии и	2	3
844	должна была	3	3
845	из которой	2	3
846	очень легко	2	3
847	и совершенно	7	3
848	самой психологической	2	3
849	такие же	2	3
850	на это	2	3
851	если она	2	3
852	психологии и	5	3
853	является прямым	2	3
854	психологической теории	5	3
855	в первый	3	3
856	как нечто	3	3
857	раннего детства	2	3
858	надо сказать	3	3
859	без которого	2	3
860	внимание что	2	3
861	внешних условий	2	3
862	чтобы убедиться	2	3
863	и без	3	3
864	взгляд на	2	3
865	в книге	2	3
866	как можно	3	3
867	как одна	2	3
868	и процессы	2	3
869	новая психология	2	3
870	и всегда	2	3
871	одном из	2	3
872	всех других	2	3
873	что даже	3	3
874	даны в	2	3
875	не так	2	3
876	и этот	3	3
877	зрения и	2	3
878	и сейчас	4	3
879	что тот	3	3
880	и дальше	3	3
881	это все	3	3
882	именно к	2	3
883	слова есть	2	3
884	применении к	2	3
885	что самый	2	3
886	для нашей	2	3
887	далеко не	7	3
888	только из	9	3
889	или иных	2	3
890	возникает как	3	3
891	не знаем	2	3
892	сводится к	3	3
893	в противоречие	3	3
894	если же	3	3
895	области психологии	2	3
896	с однако	3	3
897	в глаза	2	3
898	в настоящее	2	3
899	с двумя	2	3
900	социальной психологии	17	3
901	оно было	2	3
902	становится совершенно	3	3
903	его от	2	3
904	подойти к	2	3
905	о нем	2	3
906	настоящее время	2	3
907	живет в	2	3
908	иметь возможность	2	3
909	это утверждение	2	3
910	и наоборот	2	3
911	мы примем	2	3
912	своей задачей	2	3
913	указывая на	2	3
914	это исследование	4	3
915	для понимания	2	3
916	то ни	2	3
917	мы найдем	2	3
918	близкое к	2	3
919	стало быть	3	3
920	смысле и	2	3
921	же время	2	3
922	только о	3	3
923	показать как	2	2
924	при такой	2	2
925	состоит из	2	2
926	что различие	2	2
927	существенно иная	2	2
928	исходной точкой	3	2
929	это имеет	3	2
930	как результат	2	2
931	направлений в	2	2
932	никак нельзя	2	2
933	к психологии	9	2
934	нам казалось	2	2
935	то совершенно	2	2
936	же самому	2	2
937	вот это	2	2
938	поэзии и	8	2
939	тем чтобы	2	2
940	фантазии и	2	2
941	а есть	2	2
942	мы различаем	4	2
943	для самого	2	2
944	на два	2	2
945	учение об	2	2
946	предметом своего	3	2
947	к значению	2	2
948	этих слов	2	2
949	только они	2	2
950	себе не	4	2
951	этих вопросов	2	2
952	есть как	3	2
953	в психологической	3	2
954	зрения есть	2	2
955	этим сказать	2	2
956	за основу	2	2
957	это можно	3	2
958	начинает с	3	2
959	которые пытаются	2	2
960	к числу	3	2
961	другую сторону	2	2
962	вещи как	2	2
963	имеем все	2	2
964	не быть	2	2
965	в таких	2	2
966	с так	3	2
967	совершенно правильно	7	2
968	легко заметить	4	2
969	имеет свой	3	2
970	что всякая	2	2
971	только мы	2	2
972	вплоть до	3	2
973	этими словами	2	2
974	то все	2	2
975	не всегда	2	2
976	же самом	2	2
977	таком понимании	3	2
978	об изменении	2	2
979	развития языка	2	2
980	которое в	2	2
981	убедиться что	3	2
982	они сами	2	2
983	все то	4	2
984	человека не	3	2
985	подход к	3	2
986	показывает как	3	2
987	значение внутренней	2	2
988	от социального	2	2
989	из анализа	3	2
990	него в	2	2
991	вследствие этого	2	2
992	этом он	2	2
993	что такие	3	2
994	явлений и	3	2
995	при всем	3	2
996	основу этого	2	2
997	это совершенно	3	2
998	действительной жизни	3	2
999	критики и	3	2
1000	из самых	2	2
1001	объективных данных	2	2
1002	исследователи как	2	2
1003	точкой зрения	2	2
1004	что следует	2	2
1005	нам придется	2	2
1006	эта тенденция	2	2
1007	художественное произведение	16	2
1008	совершенно другой	3	2
1009	подходит к	2	2
1010	столько же	4	2
1011	тот и	2	2
1012	что ни	2	2
1013	процесс в	4	2
1014	в руках	2	2
1015	мышление может	2	2
1016	не будет	4	2
1017	тем или	2	2
1018	указанием на	2	2
1019	и т	36	2
1020	в сознание	2	2
1021	и понятия	2	2
1022	я хочу	2	2
1023	себе а	4	2
1024	сам собой	3	2
1025	о влиянии	2	2
1026	совершенно другую	2	2
1027	им с	2	2
1028	как не	2	2
1029	каждого из	3	2
1030	способ мышления	2	2
1031	выходит за	2	2
1032	мы получаем	4	2
1033	и предполагает	2	2
1034	напротив того	2	2
1035	для уяснения	2	2
1036	и объяснить	3	2
1037	согласии с	5	2
1038	являются не	2	2
1039	и фрейд	2	2
1040	для установления	2	2
1041	это может	2	2
1042	он дает	3	2
1043	идет не	3	2
1044	пришел к	2	2
1045	работу мысли	2	2
1046	теми же	2	2
1047	этого материала	4	2
1048	мысли а	2	2
1049	полном согласии	2	2
1050	и очень	2	2
1051	они и	2	2
1052	людей с	2	2
1053	слов все	2	2
1054	исследования для	2	2
1055	и многие	3	2
1056	увидеть что	2	2
1057	приводит и	2	2
1058	может показаться	2	2
1059	теорий в	2	2
1060	работа мысли	4	2
1061	мыслей и	3	2
1062	восприятии и	2	2
1063	с этого	2	2
1064	себе представить	2	2
1065	что само	2	2
1066	с здесь	4	2
1067	эти психологи	2	2
1068	том случае	3	2
1069	с на	7	2
1070	случае если	2	2
1071	и уже	2	2
1072	в прежней	2	2
1073	тот самый	3	2
1074	следует различать	2	2
1075	не обладает	2	2
1076	впадает в	2	2
1077	легко показать	3	2
1078	с совершенной	2	2
1079	и так	7	2
1080	бы если	2	2
1081	я хотел	2	2
1082	этом совершенно	2	2
1083	зрения социальной	3	2
1084	на нем	2	2
1085	или иным	2	2
1086	ни у	2	2
1087	должны рассматриваться	2	2
1088	которых каждая	2	2
1089	независимое от	2	2
1090	даже для	2	2
1091	может дать	2	2
1092	которой оно	2	2
1093	бы ни	2	2
1094	же и	2	2
1095	по необходимости	2	2
1096	все решительно	7	2
