N	2gram	Vygotskiy_	Myslijsy
309	о котором	2	7
310	которое мы	2	7
311	в животном	7	7
312	в жизни	3	7
313	этом смысле	7	7
314	с но	3	7
315	но если	2	6
316	связанное с	2	6
317	в виду	4	6
318	как он	8	6
319	друг от	2	6
320	в один	4	6
321	увидим что	5	6
322	в стороне	2	6
323	на его	5	6
324	могло бы	4	6
325	указывают на	4	6
326	слова то	3	6
327	в своей	9	6
328	в этой	7	6
329	вопрос об	2	6
330	в мире	2	6
331	в речи	4	6
332	эти последние	2	6
333	от друга	2	6
334	с таким	4	6
335	главным образом	3	6
336	заставляет нас	2	6
337	языка мы	2	6
338	все более	2	6
339	и к	9	6
340	понятия и	8	6
341	к которому	6	6
342	в их	12	6
343	в виде	4	6
344	может стать	2	6
345	человеческой речи	9	6
346	между двумя	3	6
347	что с	8	6
348	в сущности	3	6
349	нас в	4	6
350	показывает что	9	6
351	как например	2	6
352	как оно	5	6
353	об этом	2	6
354	от другого	2	6
355	которые могут	3	6
356	ни было	2	6
357	же самое	9	6
358	заключается в	22	6
359	но на	3	6
360	мог бы	5	6
361	ничего общего	4	6
362	же и	2	6
363	у него	3	6
364	мы уже	8	6
365	из того	4	5
366	в процессе	33	5
367	без слов	2	5
368	или нет	2	5
369	уже по	2	5
370	вообще и	2	5
371	всех остальных	2	5
372	были бы	3	5
373	оба эти	5	5
374	а с	4	5
375	можно было	10	5
376	общего с	3	5
377	они не	4	5
378	состоит в	4	5
379	однако в	2	5
380	и другим	2	5
381	уже и	5	5
382	если в	3	5
383	одна из	2	5
384	переход от	5	5
385	что одно	2	5
386	но только	3	5
387	вытекает из	2	5
388	том чтобы	2	5
389	формы в	3	5
390	если это	2	5
391	с понятием	4	5
392	входит в	7	5
393	на которой	2	5
394	этот вопрос	5	5
395	этих последних	2	5
396	полагает что	2	5
397	во внимание	2	5
398	в нашем	2	5
399	чем в	4	5
400	даже в	5	5
401	перед нами	15	5
402	отношения между	6	5
403	на предмет	3	5
404	не подлежит	2	5
405	и у	7	5
406	в области	9	5
407	на том	3	5
408	мы его	2	5
409	не столько	4	5
410	есть еще	2	5
411	признаков в	3	5
412	когда в	3	5
413	что эти	4	5
414	слов и	5	5
415	мы имеем	6	5
416	в начале	5	5
417	том случае	2	5
418	не обнаруживает	4	5
419	одним из	6	5
420	не по	2	5
421	в течение	2	5
422	в какой	5	5
423	и значение	2	5
424	время как	5	5
425	на этот	5	5
426	только при	2	5
427	и здесь	5	5
428	со значением	2	5
429	в той	2	5
430	к другому	2	5
431	образом что	6	5
432	виде в	4	4
433	бы мы	2	4
434	в образовании	9	4
435	в понятии	6	4
436	начиная с	2	4
437	иное как	2	4
438	у человека	2	4
439	не что	2	4
440	в другом	3	4
441	когда оно	2	4
442	от слова	2	4
443	относятся к	4	4
444	в такой	3	4
445	том виде	4	4
446	от этого	6	4
447	но так	2	4
448	на который	2	4
449	слова от	2	4
450	ту же	2	4
451	всеми остальными	3	4
452	же словом	4	4
453	становится для	2	4
454	не на	2	4
455	был бы	2	4
456	многих других	3	4
457	иначе как	2	4
458	можно считать	3	4
459	та же	3	4
460	все они	2	4
461	в наших	2	4
462	что иное	2	4
463	же мало	3	4
464	не мог	4	4
465	видели что	4	4
466	ни в	12	4
467	это так	2	4
468	только после	2	4
469	или даже	2	4
470	одним и	5	4
471	не дает	2	4
472	бы они	2	4
473	между этими	2	4
474	не во	2	4
475	есть и	2	4
476	по своему	14	4
477	говорит он	8	4
478	или по	2	4
479	все его	2	4
480	к общему	2	4
481	одного из	3	4
482	этой точки	4	4
483	мы находим	3	4
484	по этому	6	4
485	на другой	2	4
486	в значении	2	4
487	в связи	9	4
488	имеет место	4	4
489	с его	3	4
490	некоторое время	2	4
491	имеет в	2	4
492	и между	4	4
493	из нее	2	4
494	смысле что	2	4
495	этом отношении	9	4
496	такой же	4	4
497	к которым	8	4
498	без которого	2	4
499	этот предмет	2	4
500	предметов и	6	4
501	на этом	3	4
502	мы могли	14	4
503	собственном смысле	12	4
504	бы с	3	3
505	с первого	3	3
506	всем этом	2	3
507	к этим	2	3
508	различие между	2	3
509	нисколько не	3	3
510	что уже	3	3
511	в отношении	14	3
512	и поэтому	4	3
513	а потом	2	3
514	что здесь	2	3
515	мы и	4	3
516	ни были	2	3
517	жизни ребенка	7	3
518	признаков и	3	3
519	самый процесс	2	3
520	в другую	3	3
521	они имеют	3	3
522	отличие от	8	3
523	каждом языке	2	3
524	мы знаем	10	3
525	между его	2	3
526	здесь мы	4	3
527	что этот	2	3
528	для них	3	3
529	в известном	6	3
530	вообще как	2	3
531	слова мы	5	3
532	для развития	5	3
533	ни малейшего	2	3
534	каждом шагу	4	3
535	речи есть	3	3
536	в связь	3	3
537	взаимного понимания	8	3
538	для этого	3	3
539	нашего языка	2	3
540	в нашей	4	3
541	в развитии	46	3
542	словом или	2	3
543	которая не	5	3
544	на каждом	4	3
545	что понятие	4	3
546	от его	2	3
547	но всегда	2	3
548	или как	2	3
549	себе и	2	3
550	для ребенка	12	3
551	развития в	4	3
552	по которым	2	3
553	что речь	4	3
554	с психологической	2	3
555	связанные с	3	3
556	значением слова	5	3
557	речь и	4	3
558	значения и	6	3
559	которую мы	5	3
560	выражается в	2	3
561	что эта	2	3
562	сходство с	4	3
563	не идет	2	3
564	в себя	3	3
565	мы будем	4	3
566	ясно что	4	3
567	которые в	5	3
568	и том	3	3
569	но для	2	3
570	которых мы	2	3
571	видеть в	4	3
572	в сложном	2	3
573	в свое	2	3
574	ничем не	2	3
575	как это	16	3
576	весь процесс	6	3
577	понятий в	10	3
578	который мы	2	3
579	не встречает	2	3
580	дело с	3	3
581	развития как	2	3
582	значит что	6	3
583	и совершенно	2	3
584	здесь не	2	3
585	и когда	3	3
586	это значит	6	3
587	и отношения	4	3
588	для обозначения	4	3
589	невозможно без	4	3
590	с которыми	4	3
591	одном и	3	3
592	указывая на	2	3
593	это значение	2	3
594	на одном	2	3
595	в результате	6	3
596	случае если	2	3
597	мы увидим	4	3
598	в первый	2	3
599	должен был	2	3
600	и которые	5	3
601	которым мы	2	3
602	и связь	2	3
603	ее в	2	3
604	лежащие в	2	3
605	важную роль	4	3
606	для образования	3	3
607	или иначе	2	3
608	нам остается	2	3
609	с которым	2	3
610	принять за	3	3
611	связи между	6	3
612	в человеческом	2	3
613	на первый	5	3
614	в форме	2	3
615	бы что	4	3
616	однако не	3	3
617	и развития	3	2
618	еще и	2	2
619	свое время	2	2
620	наших глазах	2	2
621	предмета к	2	2
622	другого рода	2	2
623	что понятия	2	2
624	значении слова	3	2
625	образов и	2	2
626	по форме	2	2
627	в следующем	4	2
628	роль в	5	2
629	на пути	2	2
630	и эти	2	2
631	факт что	7	2
632	же слово	3	2
633	которого он	2	2
634	на друга	3	2
635	словом как	2	2
636	понятий но	6	2
637	значение для	4	2
638	следующим образом	4	2
639	это обстоятельство	4	2
640	которые должны	2	2
641	нужно чтобы	2	2
642	тому чтобы	2	2
643	относительно поздно	3	2
644	утверждения что	2	2
645	отличаются от	5	2
646	же не	3	2
647	формы и	3	2
648	нам известно	2	2
649	с внутренней	2	2
650	один ряд	2	2
651	по одному	3	2
652	того и	2	2
653	не иметь	3	2
654	эти формы	2	2
655	от тех	2	2
656	который в	4	2
657	понятием но	2	2
658	не могли	3	2
659	тех же	2	2
660	по выражению	5	2
661	лежит в	3	2
662	речи то	2	2
663	указать на	2	2
664	и эта	4	2
665	только к	2	2
666	с их	3	2
667	речи в	7	2
668	целый ряд	4	2
669	заключенное в	2	2
670	могут иметь	3	2
671	понятно что	3	2
672	этих признаков	2	2
673	по своей	12	2
674	как у	2	2
675	образом как	2	2
676	нами в	4	2
677	других признаков	2	2
678	эти предметы	2	2
679	рода но	2	2
680	слова которые	2	2
681	от всех	2	2
682	тому же	6	2
683	говорит не	3	2
684	им в	3	2
685	понятия мы	2	2
686	и понятие	3	2
687	когда он	5	2
688	первые слова	2	2
689	между различными	3	2
690	другого в	2	2
691	и могут	2	2
692	свое место	2	2
693	не имеющие	2	2
694	и другой	4	2
695	животных и	5	2
696	имеет дело	2	2
697	именно с	2	2
698	от общего	2	2
699	не хотим	2	2
700	целом и	2	2
701	в сфере	3	2
702	связь и	2	2
703	что слова	5	2
704	каждый из	2	2
705	иначе чем	2	2
706	в глаза	2	2
707	это к	2	2
708	едва ли	6	2
709	является в	4	2
710	той степени	2	2
711	на которые	3	2
712	для других	2	2
713	понятия но	3	2
714	мышление есть	2	2
715	нас не	2	2
716	на две	2	2
717	может ли	2	2
718	становится возможным	5	2
719	о нем	2	2
720	при определении	4	2
721	их с	3	2
722	связано с	2	2
723	проникать в	2	2
724	что каждый	2	2
725	выше что	3	2
726	может служить	2	2
727	не создает	3	2
728	значению слова	3	2
729	вообще в	2	2
730	которым оно	2	2
731	и другого	2	2
732	с теми	2	2
733	не представляет	4	2
734	же как	10	2
735	приходим к	2	2
736	на более	3	2
737	причинной связи	2	2
738	свое значение	2	2
739	своего развития	9	2
740	своем развитии	3	2
741	от той	2	2
742	мышление как	3	2
743	под этим	3	2
744	по признаку	3	2
745	основное положение	2	2
746	они могут	3	2
747	силу того	2	2
748	этот процесс	4	2
749	всех этих	2	2
750	с ее	5	2
751	и отношение	2	2
752	но этот	2	2
753	отличается от	5	2
754	понятие как	2	2
755	и сам	4	2
756	видит в	2	2
757	это положение	6	2
758	пути развития	3	2
759	слова необходимо	2	2
760	обратимся к	4	2
761	друг на	3	2
762	из ряда	3	2
763	же образом	2	2
764	признаков но	3	2
765	не приводит	2	2
766	оно может	2	2
767	той и	2	2
768	без этого	2	2
769	как с	4	2
770	ключ к	5	2
771	внимание что	2	2
772	в одних	2	2
773	из которых	6	2
774	всякий раз	2	2
775	зависимости от	7	2
776	смысле и	2	2
777	этот признак	3	2
778	наблюдений над	2	2
779	указывать на	2	2
780	взрослый человек	3	2
781	из основных	3	2
782	имеем дело	2	2
