N	2gram	Ircho_Kome	FransuaR
271	протяжении всего	3	8
272	если бы	4	8
273	после того	3	8
274	в эти	2	8
275	нуждается в	2	8
276	его современников	4	8
277	в это	3	8
278	по поводу	7	8
279	одном из	4	8
280	всего в	5	8
281	того времени	3	8
282	или менее	2	8
283	не менее	6	8
284	всего этого	2	8
285	тому же	14	8
286	и вовсе	3	8
287	ко всему	2	8
288	то время	8	8
289	к этим	3	7
290	времени в	2	7
291	интерес к	2	7
292	на всю	3	7
293	что у	6	7
294	в свою	2	7
295	правда в	3	7
296	и за	3	7
297	одного из	7	7
298	в виде	3	7
299	во всяком	4	7
300	себя в	2	7
301	к концу	3	7
302	где он	2	7
303	по всему	3	7
304	из области	2	7
305	из которых	5	7
306	в состоянии	3	7
307	по адресу	18	7
308	в развитии	2	7
309	на него	4	7
310	новое время	3	7
311	и если	2	7
312	от них	3	7
313	его творчество	3	7
314	а на	2	7
315	нас не	2	7
316	и очень	2	7
317	в наиболее	4	7
318	которые были	2	7
319	представление о	3	7
320	в новое	2	7
321	мы найдем	4	7
322	что по	3	7
323	нет и	2	7
324	возможно что	4	6
325	такого рода	6	6
326	в какой-то	3	6
327	мы знаем	5	6
328	это время	5	6
329	ее в	2	6
330	казалось бы	3	6
331	во времена	2	6
332	могут быть	3	6
333	для них	2	6
334	что она	3	6
335	в противоположность	2	6
336	к его	3	6
337	представления о	2	6
338	в лице	2	6
339	в народном	7	6
340	и следовательно	2	6
341	друг друга	2	6
342	в один	2	6
343	самого начала	2	6
344	в руках	4	6
345	для своего	2	6
346	между прочим	2	6
347	не могли	2	6
348	хотя бы	2	6
349	от того	3	6
350	принадлежит к	2	6
351	находится в	2	6
352	как будто	3	6
353	за то	4	6
354	тем же	2	6
355	которые в	3	6
356	за счет	3	6
357	тех же	4	6
358	говорить о	3	6
359	женщин и	2	5
360	в г	28	5
361	почти не	2	5
362	и самого	3	5
363	в первом	2	5
364	которую он	3	5
365	из его	6	5
366	нашей эры	2	5
367	не вполне	2	5
368	с собой	2	5
369	не является	2	5
370	находим в	2	5
371	каждый из	3	5
372	ему и	2	5
373	и дает	2	5
374	совсем не	2	5
375	почти всегда	2	5
376	имеет в	2	5
377	ни было	4	5
378	всяком случае	4	5
379	по его	2	5
380	же самое	2	5
381	многие из	3	5
382	не могла	2	5
383	тут же	2	5
384	и из	2	5
385	видеть в	2	5
386	же как	3	5
387	независимо от	5	5
388	больше чем	5	5
389	человека в	2	5
390	перед лицом	5	5
391	не к	2	5
392	на то	3	5
393	но там	2	5
394	выступает с	2	5
395	ему в	2	5
396	одну из	2	4
397	в каждом	2	4
398	золотого века	5	4
399	в известном	2	4
400	у нее	2	4
401	но если	4	4
402	г в	5	4
403	которой он	2	4
404	друг другу	2	4
405	что из	3	4
406	самом начале	3	4
407	дело с	3	4
408	в античном	2	4
409	меньше чем	2	4
410	на это	3	4
411	также в	3	4
412	дошедших до	5	4
413	да еще	2	4
414	что касается	5	4
415	при всем	3	4
416	точек зрения	2	4
417	со своим	6	4
418	и притом	2	4
419	отрицательные явления	2	4
420	можно судить	4	4
421	о которых	6	4
422	также что	2	4
423	же не	2	4
424	ни одного	2	4
425	который в	2	4
426	второй половине	3	4
427	которых мы	2	4
428	из своей	2	4
429	в период	5	4
430	в действительности	4	4
431	если в	3	4
432	не раз	3	4
433	и тем	2	4
434	отрывок из	2	4
435	их было	2	4
436	когда в	3	4
437	о его	5	4
438	к ней	2	4
439	не по	5	4
440	чем на	2	4
441	у других	4	4
442	можно найти	2	4
443	на нем	2	4
444	время и	3	4
445	по себе	2	4
446	женщины в	2	3
447	играли в	2	3
448	само собой	2	3
449	друг от	2	3
450	его творчестве	2	3
451	времени а	2	3
452	переходит к	2	3
453	известно что	4	3
454	в iv	7	3
455	же она	2	3
456	не дали	2	3
457	должны были	9	3
458	к людям	2	3
459	именно потому	2	3
460	от друга	2	3
461	и после	3	3
462	это слово	4	3
463	указывает на	2	3
464	ни одной	3	3
465	этого рода	2	3
466	собой и	2	3
467	которые он	3	3
468	в большом	2	3
469	европейской культуры	2	3
470	со стороны	3	3
471	не всегда	2	3
472	после этого	3	3
473	тому что	4	3
474	из которой	2	3
475	его творчества	4	3
476	и мир	2	3
477	человеку и	2	3
478	бы то	4	3
479	к человеку	2	3
480	в разной	2	3
481	источником для	2	3
482	время как	6	3
483	из того	2	3
484	и формы	2	3
485	в силу	4	3
486	наряду с	7	3
487	в следующем	4	3
488	действующих лиц	8	3
489	участие в	4	3
490	войны и	7	3
491	то ни	4	3
492	пародией на	3	3
493	за ним	2	3
494	или на	2	3
495	войны в	4	3
496	этой цели	3	3
497	в городе	2	3
498	v в	27	3
499	со своей	3	3
500	является не	2	3
501	в уже	4	3
502	и хотя	4	3
503	ясно что	9	3
504	будто бы	2	3
505	все более	4	3
506	этом смысле	2	3
507	когда же	5	3
508	для характеристики	3	3
509	г и	8	3
510	либо как	2	3
511	что именно	3	3
512	на две	3	3
513	тем как	2	3
514	на войну	2	3
515	могла бы	2	3
516	и уже	2	3
517	то это	3	3
518	к году	2	3
519	указывает что	2	3
520	больше всего	2	3
521	не удалось	5	3
522	после смерти	6	3
523	к их	2	3
524	и поэтому	2	2
525	за свое	2	2
526	в комедии	36	2
527	должна была	3	2
528	значительное место	2	2
529	время когда	2	2
530	материал для	2	2
531	время от	4	2
532	этом же	2	2
533	внешней и	3	2
534	в споре	2	2
535	из четырех	2	2
536	только один	2	2
537	его с	2	2
538	в средней	3	2
539	античной литературы	5	2
540	и я	2	2
541	так называемой	3	2
542	фрагмент из	4	2
543	соответствии с	2	2
544	в настоящем	2	2
545	и новая	2	2
546	к числу	2	2
547	то ли	2	2
548	в vii	4	2
549	от которой	2	2
550	временем с	2	2
551	античного мира	2	2
552	вслед за	4	2
553	за исключением	3	2
554	за собой	3	2
555	и новой	4	2
556	речь идет	6	2
557	к сожалению	2	2
558	на сцене	5	2
559	в состав	2	2
560	под видом	3	2
561	в двух	6	2
562	власть в	3	2
563	том насколько	2	2
564	изображен в	3	2
565	затем и	2	2
566	собой в	2	2
567	в середине	5	2
568	можно привести	2	2
569	и внутренней	3	2
570	в жизнь	2	2
571	в какой	2	2
572	лет спустя	2	2
573	мог бы	3	2
574	главным источником	2	2
575	поводом для	2	2
576	комедии в	12	2
577	получили в	2	2
578	ли можно	3	2
579	в первую	5	2
580	или к	2	2
581	одному из	2	2
582	и таким	2	2
583	общественной жизни	2	2
584	наиболее ярких	2	2
585	можем судить	2	2
586	не являются	2	2
587	гораздо более	2	2
588	с такой	2	2
589	комедии и	7	2
590	на чем	2	2
591	в честь	3	2
592	в традиционных	2	2
593	в обоих	3	2
594	при жизни	2	2
595	в любовных	2	2
596	ко времени	3	2
597	достаточно назвать	2	2
598	в v	7	2
599	пародии в	2	2
600	не более	2	2
601	не обходится	2	2
602	в комедиях	13	2
603	в маске	2	2
604	на которые	3	2
605	и столь	3	2
606	была уже	2	2
607	теперь в	2	2
608	больше того	4	2
609	а из	2	2
610	становится в	3	2
611	не все	2	2
612	более поздние	2	2
613	поэтому мы	2	2
614	этой комедии	5	2
615	не столь	2	2
616	первой половине	2	2
617	вернуться к	2	2
618	на сцену	3	2
619	этом что	2	2
620	с участием	5	2
621	что к	2	2
622	для постановки	2	2
623	как по	2	2
624	на те	2	2
625	политики и	2	2
626	несколько раз	2	2
627	из наиболее	2	2
628	в последних	3	2
629	и богатство	4	2
630	ii в	4	2
631	в так	2	2
632	по содержанию	5	2
633	однако не	2	2
