N	2gram	Voloshinov	Istorich
185	должно было	2	11
186	же мы	2	11
187	от этого	3	11
188	и более	6	11
189	если он	2	11
190	относится к	4	11
191	главным образом	2	11
192	только с	3	11
193	точки зрения	48	11
194	но уже	2	11
195	уже в	3	11
196	человека в	3	11
197	иное как	2	11
198	на нее	2	11
199	далеко не	5	11
200	ясно что	6	11
201	не что	2	11
202	по мере	6	11
203	должны быть	4	11
204	пока не	2	10
205	на этой	6	10
206	что же	5	10
207	в ее	9	10
208	и тот	4	10
209	но если	2	10
210	он может	3	10
211	вступает в	2	10
212	но как	3	10
213	он и	2	10
214	на основе	4	10
215	не как	5	10
216	и других	3	10
217	связаны с	3	10
218	в которой	4	10
219	ни в	7	10
220	его к	4	10
221	не было	6	10
222	себя в	2	10
223	друг с	2	10
224	и к	3	10
225	социальной жизни	3	9
226	а как	7	9
227	в истории	5	9
228	тот же	4	9
229	в основе	10	9
230	в свою	6	9
231	это так	2	9
232	из этого	2	9
233	из него	4	9
234	не могут	4	9
235	это и	3	9
236	здесь нет	2	9
237	тогда когда	2	9
238	зависимости от	4	9
239	следующим образом	2	9
240	на этот	3	9
241	более или	3	9
242	зависит от	2	9
243	но для	4	9
244	жизни и	4	9
245	с другом	2	9
246	но по	2	9
247	не будет	7	9
248	на первый	2	9
249	или же	2	9
250	или менее	3	9
251	же не	2	9
252	только на	7	9
253	в чем	2	9
254	стороны и	2	9
255	с его	6	9
256	и так	2	9
257	целый ряд	3	9
258	приводит к	3	9
259	не имеют	5	8
260	должен быть	2	8
261	у них	2	8
262	здесь в	5	8
263	только что	2	8
264	вообще не	2	8
265	именно в	6	8
266	что такое	3	8
267	входит в	5	8
268	во всяком	8	8
269	или даже	2	8
270	именно на	3	8
271	не дает	4	8
272	смысле этого	7	8
273	здесь же	2	8
274	это положение	2	8
275	в жизни	2	8
276	большинстве случаев	7	8
277	же самое	9	8
278	и потому	7	8
279	ни одной	2	8
280	не так	2	8
281	ту же	2	8
282	в зависимости	2	8
283	в целях	3	8
284	с целью	2	8
285	от того	4	8
286	он был	2	8
287	и эта	5	8
288	можно сказать	4	8
289	независимо от	3	8
290	с другими	6	8
291	не с	2	8
292	конечно не	9	8
293	на самом	10	7
294	в конце	5	7
295	иногда и	3	7
296	с самого	9	7
297	а только	2	7
298	того чтобы	9	7
299	этот момент	2	7
300	формы этого	2	7
301	себе и	2	7
302	еще в	2	7
303	в работе	3	7
304	эти два	2	7
305	тому что	6	7
306	как она	2	7
307	одного из	3	7
308	нет в	2	7
309	в начале	7	7
310	в какой	5	7
311	того же	11	7
312	если мы	17	7
313	всяком случае	4	7
314	как на	2	7
315	между тем	8	7
316	совершенно не	6	7
317	и при	3	7
318	те же	5	7
319	между собой	3	7
320	этого слова	7	7
321	можно только	2	7
322	эти формы	3	7
323	не есть	6	7
324	мы пока	2	7
325	в области	3	7
326	превращаются в	2	7
327	самом деле	18	7
328	что оно	3	7
329	не столько	5	7
330	для него	18	7
331	к которым	3	7
332	в большинстве	7	7
333	одну из	2	6
334	для того	8	6
335	а иногда	2	6
336	отличие от	7	6
337	почти не	2	6
338	нет ничего	4	6
339	нам важно	3	6
340	были бы	2	6
341	характерно что	3	6
342	между ними	6	6
343	этой связи	4	6
344	фигурирует в	2	6
345	что все	3	6
346	формы и	4	6
347	он является	4	6
348	от его	2	6
349	самого начала	9	6
350	той же	5	6
351	имеет свою	4	6
352	не могла	2	6
353	быть и	9	6
354	то в	3	6
355	его как	2	6
356	не на	2	6
357	или как	3	6
358	но что	2	6
359	сводится к	5	6
360	связь и	2	6
361	этого вопроса	2	6
362	из всего	3	6
363	они и	3	6
364	мог бы	2	6
365	к жизни	2	6
366	со всех	2	6
367	и тогда	2	6
368	тому же	2	6
369	оно может	6	6
370	же и	3	6
371	отношения к	2	6
372	в каком	6	5
373	уже с	2	5
374	это было	2	5
375	в своих	2	5
376	исторические корни	2	5
377	друг другу	2	5
378	xix века	4	5
379	говорит он	2	5
380	том числе	3	5
381	мира и	2	5
382	для них	2	5
383	вступить в	3	5
384	но при	3	5
385	это же	2	5
386	бы в	4	5
387	с ее	2	5
388	связи со	2	5
389	что во	2	5
390	в совершенно	2	5
391	она может	3	5
392	в виду	2	5
393	от своего	2	5
394	не могло	3	5
395	лежит в	2	5
396	это делает	2	5
397	или иначе	3	5
398	во все	2	5
399	одним словом	2	5
400	на все	2	5
401	нас не	3	5
402	мы это	2	5
403	могла бы	2	5
404	к другой	3	5
405	всех сторон	2	5
406	как о	2	5
407	в таком	8	5
408	нами в	4	5
409	в отличие	7	5
410	можно назвать	2	5
411	однако не	3	5
412	к этим	3	4
413	здесь как	2	4
414	и во	2	4
415	из одного	4	4
416	и вообще	3	4
417	тем более	3	4
418	находятся в	2	4
419	в тот	2	4
420	к пониманию	4	4
421	формы этой	2	4
422	формы в	3	4
423	о происхождении	2	4
424	столь же	2	4
425	себя и	2	4
426	действительно ли	2	4
427	так называемая	4	4
428	в разных	2	4
429	или вообще	2	4
430	во всей	2	4
431	в результате	9	4
432	на стадии	2	4
433	теперь мы	4	4
434	если же	2	4
435	слова в	8	4
436	это одно	2	4
437	не существует	6	4
438	как раз	5	4
439	что было	2	4
440	и формы	5	4
441	и пытается	3	4
442	и этот	2	4
443	так или	2	4
444	но вот	2	4
445	принадлежит к	2	4
446	в литературе	2	4
447	важна не	2	4
448	на почве	14	4
449	отнюдь не	14	4
450	с точки	31	4
451	от нее	2	4
452	все в	2	4
453	в действительности	3	4
454	еще и	2	4
455	войти в	3	4
456	и те	7	4
457	из форм	2	4
458	и между	5	4
459	там и	3	4
460	уже у	2	4
461	ни к	3	4
462	исходит из	4	4
463	в самом	14	4
464	быть не	2	4
465	как же	5	3
466	в знак	2	3
467	как из	2	3
468	точку зрения	4	3
469	только при	4	3
470	точка зрения	8	3
471	в голове	2	3
472	к каким	2	3
473	бы он	3	3
474	так сказать	19	3
475	переход от	4	3
476	и та	2	3
477	нет ни	2	3
478	чтобы понять	3	3
479	к одной	2	3
480	в эти	2	3
481	эта мысль	2	3
482	оно и	2	3
483	вот в	2	3
484	является в	5	3
485	совсем не	2	3
486	всех других	3	3
487	бы то	11	3
488	как оно	2	3
489	должно быть	4	3
490	как если	6	3
491	как они	2	3
492	они все	2	3
493	ни было	15	3
494	всего сказанного	2	3
495	поэтому в	2	3
496	к самому	2	3
497	к другому	7	3
498	тем же	4	3
499	слагается из	3	3
500	в системе	3	3
501	все те	4	3
502	об одном	2	3
503	как к	2	3
504	его из	3	3
505	не делает	2	3
506	и вне	3	3
507	вопрос мы	3	3
508	без всякой	2	3
509	могли бы	2	3
510	выражения как	2	3
511	то ни	12	3
512	неотделим от	3	3
513	и другую	2	3
514	в языке	8	3
515	один момент	2	3
516	которые он	2	3
517	является не	9	3
518	один и	3	3
519	к его	4	3
520	мы постараемся	3	3
521	для всех	2	3
522	такая же	2	3
523	в науке	6	3
524	подойти к	3	3
525	где они	2	3
526	даже и	2	3
527	все основные	3	3
528	и до	4	3
529	и той	2	3
530	бы на	2	3
531	бы не	2	3
532	само по	2	3
533	лучше всего	2	3
534	этими двумя	2	3
535	язык и	2	3
536	тех пор	2	3
537	нет еще	2	3
538	момент в	3	3
539	как ее	6	2
540	для всего	3	2
541	все более	2	2
542	в каждом	8	2
543	к более	2	2
544	свою очередь	5	2
545	этой системы	2	2
546	быть именно	2	2
547	совершается в	5	2
548	этот круг	2	2
549	к нашему	2	2
550	числе и	3	2
551	значение и	3	2
552	почти все	2	2
553	делают его	2	2
554	оно уже	2	2
555	к двум	2	2
556	самом же	5	2
557	правда и	3	2
558	превращаясь в	2	2
559	лишь в	17	2
560	она является	4	2
561	они еще	3	2
562	по которым	2	2
563	стороны оно	2	2
564	первый план	2	2
565	в нашем	4	2
566	с помощью	11	2
567	которой она	2	2
568	и современная	2	2
569	себя от	2	2
570	этих форм	3	2
571	одной и	2	2
572	нее и	2	2
573	быть в	2	2
574	это будет	2	2
575	и самый	2	2
576	в сущности	17	2
577	они являются	3	2
578	все остальные	3	2
579	зрения так	2	2
580	именно здесь	4	2
581	сама по	2	2
582	как процесс	3	2
583	тесно связана	3	2
584	говорили о	2	2
585	как с	2	2
586	мы ни	4	2
587	в достаточной	3	2
588	дано в	2	2
589	совпадает с	3	2
590	далеко за	2	2
591	при более	2	2
592	перестает быть	2	2
593	к целому	4	2
594	не к	3	2
595	к одному	5	2
596	и следовательно	8	2
597	в процессе	31	2
598	здесь происходит	2	2
599	случае это	2	2
600	и прежде	4	2
601	таком случае	5	2
602	конечно эти	2	2
603	как такой	6	2
604	общего с	3	2
605	иные формы	2	2
606	которой мы	2	2
607	к формам	2	2
608	мы возьмем	3	2
609	одно и	3	2
610	из условий	2	2
611	в данной	5	2
612	или точнее	2	2
613	на материале	10	2
614	за пределами	2	2
615	то к	2	2
616	такое понимание	3	2
617	первобытного мышления	2	2
618	не следует	2	2
619	остается в	2	2
620	него как	2	2
621	силой и	2	2
622	между этими	2	2
623	не остается	2	2
624	и вся	2	2
625	того или	2	2
626	уже к	2	2
627	место в	5	2
628	мышления и	2	2
629	в сознании	2	2
630	это значение	2	2
631	глаза и	2	2
632	этот процесс	4	2
633	увидим в	3	2
634	как целое	8	2
635	ничего общего	5	2
636	следовательно не	3	2
637	от одного	5	2
638	нет и	4	2
639	достаточной степени	2	2
640	него не	2	2
641	целое и	2	2
642	же деле	5	2
643	говорить о	2	2
644	по всем	2	2
645	чем же	7	2
646	не значит	2	2
647	внутри этой	3	2
648	учение о	3	2
