N	2gram	Propp_Isto	Myshleni
112	мы знаем	4	24
113	тот же	2	24
114	в нем	12	24
115	того как	5	24
116	зависимости от	4	24
117	на этот	4	24
118	как он	11	23
119	друг друга	2	23
120	ни в	4	23
121	этот вопрос	3	23
122	во всяком	3	22
123	в зависимости	3	22
124	не могут	3	22
125	то время	4	22
126	отношение к	6	21
127	все время	2	21
128	и более	2	21
129	его в	7	21
130	представление о	9	21
131	там где	7	21
132	к этому	5	21
133	и все	6	21
134	ее в	3	21
135	и ее	6	21
136	не имеет	6	21
137	в свете	4	21
138	в котором	3	20
139	и других	2	20
140	по существу	5	20
141	а в	12	20
142	время как	4	20
143	из них	2	20
144	в другом	2	20
145	на вопрос	5	20
146	не менее	5	20
147	из этих	6	20
148	но мы	3	19
149	в данном	8	19
150	с ним	9	19
151	из которых	3	19
152	как на	3	19
153	но если	2	19
154	а с	3	19
155	и по	7	19
156	во всех	8	19
157	один из	7	19
158	в связи	3	19
159	независимо от	3	19
160	приходит к	4	18
161	во всем	2	18
162	и другое	4	18
163	приводит нас	2	18
164	всяком случае	3	18
165	но это	5	18
166	сих пор	5	17
167	все что	4	17
168	в одном	2	17
169	и от	5	17
170	этой точки	3	17
171	то и	6	17
172	это положение	2	17
173	и есть	2	17
174	и только	4	17
175	ту же	3	17
176	в этих	16	17
177	их в	3	17
178	нами в	2	17
179	у него	16	17
180	до сих	4	17
181	раньше чем	4	16
182	вовсе не	6	16
183	которую мы	2	16
184	и другие	10	16
185	для нас	8	16
186	которые в	3	16
187	такой же	3	16
188	между двумя	2	16
189	и даже	3	16
190	видели что	4	16
191	в которых	2	16
192	мы имеем	27	16
193	которые не	2	16
194	таким же	2	16
195	данном случае	7	15
196	тем более	2	15
197	когда он	5	15
198	те же	2	15
199	но как	4	15
200	значит что	3	15
201	по этому	3	15
202	что если	2	15
203	в начале	2	15
204	от этого	2	15
205	что при	3	15
206	отличается от	4	15
207	вообще не	4	15
208	ничего не	7	15
209	и это	9	15
210	в них	4	15
211	что эти	4	14
212	что у	6	14
213	из этого	2	14
214	это значит	3	14
215	когда мы	2	14
216	в первую	8	14
217	показывают что	7	14
218	одной из	4	14
219	но что	2	14
220	связанные с	3	14
221	о чем	2	14
222	об этом	7	14
223	с его	4	14
224	и здесь	13	14
225	не можем	3	14
226	она не	3	13
227	на его	6	13
228	но все	5	13
229	и тот	3	13
230	в виде	5	13
231	точно так	2	13
232	другом месте	2	13
233	с ней	4	13
234	связана с	4	13
235	в состоянии	4	13
236	они не	4	13
237	для объяснения	3	13
238	что между	4	13
239	в действительности	2	13
240	его к	2	13
241	если в	3	13
242	в основном	2	13
243	стороны и	4	13
244	при переходе	3	13
245	в ее	3	12
246	никак не	2	12
247	тем не	4	12
248	даже в	2	12
249	в ней	4	12
250	от его	2	12
251	должны были	4	12
252	том чтобы	3	12
253	на первый	6	12
254	ясно что	2	12
255	в одной	3	12
256	только на	2	12
257	к нему	8	12
258	к другому	2	12
259	но он	4	12
260	в конце	4	11
261	что этот	4	11
262	с собой	7	11
263	и при	2	11
264	на котором	3	11
265	на том	10	11
266	ответ на	6	11
267	находится в	2	11
268	например в	6	11
269	в других	6	11
270	мы увидим	6	11
271	наряду с	2	11
272	в один	2	11
273	лежит в	2	11
274	и наконец	6	11
275	или менее	3	11
276	он в	4	11
277	не знает	2	11
278	не столько	4	11
279	не по	2	11
280	обратимся к	2	11
281	отношения к	2	11
282	нами выше	3	10
283	здесь мы	11	10
284	но вместе	2	10
285	относится к	2	10
286	у нас	4	10
287	что такое	2	10
288	в другой	3	10
289	если не	4	10
290	вслед за	2	10
291	за собой	2	10
292	представляют собой	5	10
293	что его	2	10
294	но для	3	10
295	на друга	2	10
296	бы что	2	10
297	вытекает из	2	10
298	и у	3	10
299	не могло	2	10
300	друг на	2	10
301	что именно	2	10
302	не представляет	5	9
303	под влиянием	2	9
304	он может	4	9
305	а по	2	9
306	еще в	3	9
307	но эта	2	9
308	связано с	7	9
309	к этой	2	9
310	мы хотели	2	9
311	хотя и	3	9
312	и он	8	9
313	как только	5	9
314	в тех	8	9
315	оно есть	2	9
316	более или	3	9
317	приводят к	2	9
318	должны быть	4	9
319	больше чем	2	9
320	та же	5	9
321	оно не	2	9
322	но с	2	9
323	этого вопроса	2	9
324	он имеет	2	9
325	и до	2	9
326	что же	2	9
327	в ином	18	9
328	не с	2	9
329	установить что	2	9
330	должен быть	2	9
331	или в	11	9
332	связь с	7	8
333	этого мы	2	8
334	что не	3	8
335	во время	7	8
336	себе и	3	8
337	со стороны	3	8
338	в современной	2	8
339	главным образом	3	8
340	эти три	3	8
341	дело с	2	8
342	и др	4	8
343	почти всегда	6	8
344	увидим что	2	8
345	должен был	2	8
346	в эту	3	8
347	в более	3	8
348	стоит в	3	8
349	и из	2	8
350	от нее	2	8
351	что я	2	8
352	бы с	2	8
353	том как	3	8
354	и те	2	8
355	еще один	3	8
356	к другой	2	8
357	связан с	5	8
358	известно что	3	8
359	позволяет нам	2	7
360	при помощи	6	7
361	не имеют	3	7
362	и вместе	3	7
363	у них	3	7
364	представления о	13	7
365	это обстоятельство	2	7
366	должна быть	3	7
367	с ними	2	7
368	а также	2	7
369	образом и	3	7
370	случае в	2	7
371	заключить что	2	7
372	на место	2	7
373	он говорит	4	7
374	которой он	3	7
375	это в	3	7
376	всех этих	6	7
377	все больше	2	7
378	которых он	2	7
379	и сам	3	7
380	но по	2	7
381	больше и	3	7
382	следующим образом	4	7
383	связаны с	4	7
384	в жизни	2	7
385	на него	3	7
386	за ним	3	7
387	но они	4	7
388	но тем	2	7
389	и делает	2	7
390	без всякого	2	7
391	ничем не	2	7
392	его с	2	7
393	этом и	2	7
394	знаем что	5	7
395	что здесь	10	6
396	хотели бы	2	6
397	что иное	2	6
398	начиная с	2	6
399	происходит в	3	6
400	на другой	2	6
401	и больше	3	6
402	это означает	3	6
403	говорит о	2	6
404	или даже	3	6
405	задачи и	3	6
406	уже не	8	6
407	перед ним	2	6
408	как его	2	6
409	его на	2	6
410	и эти	5	6
411	знает что	2	6
412	но так	4	6
413	ответить на	2	6
414	предположить что	6	6
415	и о	2	6
416	одна из	7	6
417	образом мы	4	6
418	тех же	2	6
419	себе в	3	6
420	и там	6	6
421	очень часто	3	6
422	он как	3	6
423	к ней	3	6
424	оно может	3	6
425	в различных	3	6
426	от него	6	5
427	он показывает	7	5
428	это как	2	5
429	к самому	2	5
430	видит в	3	5
431	наблюдать как	2	5
432	совершенно очевидно	2	5
433	у нее	3	5
434	как у	2	5
435	от всех	2	5
436	после того	6	5
437	если это	2	5
438	совершенно ясно	8	5
439	же что	2	5
440	это представление	12	5
441	о связи	2	5
442	в свое	3	5
443	в него	4	5
444	все его	3	5
445	ее на	5	5
446	к ним	3	5
447	что во	2	5
448	другими словами	3	5
449	оказывается что	3	5
450	видим что	4	5
451	тех случаях	7	5
452	приходит в	2	5
453	этим самым	3	5
454	если я	2	5
455	на эти	2	5
456	никто не	2	5
457	случаях когда	7	5
458	им в	2	5
459	связь и	2	5
460	видеть в	3	5
461	из всего	3	5
462	когда в	3	5
463	под этим	2	5
464	дело не	5	5
465	самого себя	2	5
466	новые и	3	5
467	что по	2	5
468	не просто	3	5
469	в форме	4	5
470	кроме того	6	5
471	и вот	2	4
472	а потом	4	4
473	а как	2	4
474	выше и	3	4
475	так например	5	4
476	с того	5	4
477	однако в	2	4
478	такое же	3	4
479	в дальнейшем	3	4
480	в одну	3	4
481	такое объяснение	3	4
482	думать что	3	4
483	вступает в	4	4
484	они представляют	2	4
485	если он	5	4
486	из него	3	4
487	и после	2	4
488	не удается	2	4
489	и если	4	4
490	не происходит	3	4
491	способность к	2	4
492	в одно	2	4
493	его не	4	4
494	стороны с	2	4
495	можно ли	2	4
496	когда она	2	4
497	и когда	2	4
498	из его	2	4
499	но при	2	4
500	но эти	3	4
501	в середине	2	4
502	она в	4	4
503	это очевидно	2	4
504	стоят в	2	4
505	ту сторону	2	4
506	все дело	2	4
507	для нее	2	4
508	не могу	2	4
509	а именно	12	4
510	связи со	3	4
511	формы и	2	4
512	к которой	2	4
513	и эта	5	4
514	превращается в	10	4
515	в целях	2	4
516	то он	2	4
517	есть и	6	4
518	что там	2	4
519	выше в	4	4
520	этом мы	2	4
521	только после	3	4
522	как будто	4	4
523	и становится	4	4
524	в очень	3	4
525	в ответ	3	4
526	нас не	2	4
527	по которому	2	4
528	представление об	6	4
529	и говорит	5	4
530	здесь не	4	4
531	жизни и	3	4
532	также не	3	4
533	то это	7	4
534	начинается с	4	4
535	здесь и	3	4
536	не было	3	4
537	в некоторых	2	4
538	конечно не	2	4
539	показывают как	2	3
540	огромное количество	2	3
541	к своему	4	3
542	же мы	6	3
543	такой случай	5	3
544	другой функции	2	3
545	этой связи	2	3
546	этом же	2	3
547	могут служить	2	3
548	на ту	2	3
549	задачи не	4	3
550	и часто	2	3
551	эта форма	4	3
552	мы наблюдали	2	3
553	они же	3	3
554	именно на	2	3
555	на другую	2	3
556	я могу	2	3
557	ее как	2	3
558	после этого	8	3
559	в отдельности	3	3
560	действительно ли	2	3
561	именно что	2	3
562	тогда как	4	3
563	ибо он	2	3
564	этой задачи	3	3
565	ним но	2	3
566	от которого	2	3
567	самое время	2	3
568	может идти	2	3
569	надо сказать	2	3
570	мы легко	2	3
571	он и	3	3
572	что задача	4	3
573	по его	2	3
574	в книге	5	3
575	некоторое время	2	3
576	уже выше	7	3
577	не содержит	2	3
578	что за	3	3
579	всех других	2	3
580	которой они	2	3
581	не так	4	3
582	что тот	2	3
583	же не	2	3
584	и новые	2	3
585	ли он	5	3
586	их на	2	3
587	во многих	2	3
588	это происходит	4	3
589	не стоит	2	3
590	с целью	2	3
591	что из	4	3
592	далеко не	3	3
593	имеем в	8	3
594	от них	2	3
595	эта связь	7	3
596	сводится к	3	3
597	он на	3	3
598	и хотя	3	3
599	прямо не	2	3
600	в это	3	3
601	никогда нет	2	3
602	дальше и	2	3
603	живет в	2	3
604	нам кажется	5	3
605	и наоборот	2	3
606	раз он	2	3
607	выше мы	4	3
608	мы найдем	2	3
609	и оно	2	3
610	об этой	2	3
611	совершенно то	2	3
612	и пр	2	3
613	нами как	2	3
614	или иначе	2	3
615	по своим	3	3
616	только о	2	3
617	мира и	2	3
618	можем установить	2	3
619	этих случаях	18	3
620	более ранних	2	2
621	но здесь	5	2
622	эти задачи	7	2
623	как устанавливает	2	2
624	характер в	2	2
625	и они	2	2
626	на ней	5	2
627	оно только	2	2
628	могли быть	2	2
629	и сл	2	2
630	должно было	2	2
631	себе не	2	2
632	можно сделать	2	2
633	причем в	3	2
634	силу и	3	2
635	за него	4	2
636	стороны не	2	2
637	представляют себе	2	2
638	свое место	2	2
639	уже видели	3	2
640	в таких	3	2
641	вплоть до	2	2
642	вот в	2	2
643	доходит до	3	2
644	не всегда	6	2
645	сам себя	2	2
646	этого не	2	2
647	в руки	2	2
648	в другое	2	2
649	задачи мы	2	2
650	есть еще	4	2
651	переносится в	2	2
652	обе стороны	2	2
653	его за	2	2
654	показывает как	3	2
655	из анализа	2	2
656	развивается и	2	2
657	в прямой	2	2
658	задач в	4	2
659	их не	3	2
660	или наоборот	2	2
661	представлений о	4	2
662	с одного	4	2
663	в достаточной	2	2
664	быть понят	2	2
665	и действительно	4	2
666	из самых	2	2
667	представлением о	2	2
668	в иной	3	2
669	и формы	3	2
670	не дают	2	2
671	или с	2	2
672	где он	3	2
673	они должны	3	2
674	что ни	2	2
675	вопрос не	2	2
676	представление что	5	2
677	все еще	2	2
678	в руках	2	2
679	для этой	2	2
680	могло быть	2	2
681	в точности	2	2
682	только у	2	2
683	вся книга	2	2
684	а если	3	2
685	меня на	3	2
686	также как	2	2
687	такое положение	2	2
688	и она	3	2
689	не будет	6	2
690	задачи в	5	2
691	но вот	2	2
692	и т	29	2
693	дает нам	3	2
694	происходит и	3	2
695	его как	2	2
696	по всей	2	2
697	одинаково и	2	2
698	то этим	2	2
699	становится ясным	2	2
700	из земли	3	2
701	из одного	3	2
702	всех его	2	2
703	в приведенных	3	2
704	здесь нет	4	2
705	не совсем	3	2
706	речь может	2	2
707	это вытекает	2	2
708	на глазах	2	2
709	и через	2	2
710	к себе	4	2
711	он дает	3	2
712	пришел к	2	2
713	на новые	3	2
714	и третий	2	2
715	на той	2	2
716	на себя	3	2
717	здесь же	3	2
718	он был	2	2
719	но она	2	2
720	при изучении	2	2
721	это указание	2	2
722	ли эти	2	2
723	указание что	2	2
724	ее к	2	2
725	и так	2	2
726	стороны он	3	2
727	того кто	3	2
