N	2gram	Propp_Isto	Myslijsy
527	этим объясняется	2	2
528	и там	6	2
529	в картине	2	2
530	некоторых случаях	2	2
531	есть знак	2	2
532	в народе	3	2
533	и говорит	5	2
534	этой связи	2	2
535	не представляет	5	2
536	же как	6	2
537	еще одно	2	2
538	ибо он	2	2
539	из его	2	2
540	обращается к	4	2
541	под этим	2	2
542	он как	3	2
543	и нет	3	2
544	ее на	5	2
545	всех этих	6	2
546	эти представления	7	2
547	дело не	5	2
548	от которого	2	2
549	его за	2	2
550	случаи когда	4	2
551	подобных случаях	2	2
552	отличается от	4	2
553	есть та	2	2
554	от огня	2	2
555	другой и	2	2
556	тут же	2	2
557	где он	3	2
558	и сам	3	2
559	видит в	3	2
560	это положение	2	2
561	обратимся к	2	2
562	друг на	2	2
563	во сне	2	2
564	такая форма	2	2
565	оно может	3	2
566	знаем что	5	2
567	в которое	3	2
568	мы легко	2	2
569	из которых	3	2
570	не могу	2	2
571	то самое	2	2
572	зависимости от	4	2
573	как его	2	2
574	по своим	3	2
575	по содержанию	2	2
576	этих случаях	18	2
