N	2gram	Bakhtin_Pr	DiskursI
104	к этому	5	7
105	в рассказе	2	7
106	в пределах	8	7
107	ни в	4	7
108	той же	6	7
109	и его	13	7
110	таким образом	9	7
111	нового времени	8	7
112	тому же	3	7
113	никогда не	10	6
114	к его	2	6
115	в одной	4	6
116	не как	5	6
117	отношение к	14	6
118	что он	6	6
119	не знает	8	6
120	одновременно и	5	6
121	именно в	3	6
122	здесь не	5	6
123	крайней мере	2	6
124	в сущности	15	6
125	в истории	4	6
126	в ее	3	6
127	и то	2	6
128	одна из	9	6
129	в эпоху	12	6
130	в строгом	3	6
131	дело в	3	6
132	во всех	15	6
133	и одновременно	6	6
134	в особенности	2	6
135	героя и	3	6
136	времени и	4	6
137	по крайней	2	6
138	в которых	2	6
139	с точки	13	6
140	в античной	3	5
141	ничего не	8	5
142	к себе	8	5
143	проявляется в	4	5
144	в виду	3	5
145	в их	7	5
146	не всегда	3	5
147	и потому	6	5
148	о нем	2	5
149	к ним	5	5
150	мира и	3	5
151	жанра и	3	5
152	несмотря на	3	5
153	один из	7	5
154	здесь в	11	5
155	того как	4	5
156	как будто	3	5
157	сказать что	12	5
158	но она	3	5
159	но при	2	5
160	из этих	3	5
161	так сказать	8	5
162	за пределы	7	5
163	с ее	3	5
164	я и	2	5
165	но они	5	5
166	что касается	2	5
167	на протяжении	5	5
168	в литературе	8	5
169	строго говоря	2	5
170	может служить	2	5
171	на этом	4	5
172	в той	2	5
173	как раз	6	5
174	говорить о	2	5
175	не к	3	5
176	по своим	2	5
177	своей природе	4	5
178	в ней	8	5
179	тем что	2	5
180	не о	2	4
181	до конца	3	4
182	свое время	4	4
183	не могут	4	4
184	слова не	2	4
185	а на	2	4
186	и прежде	6	4
187	не знают	2	4
188	и тем	4	4
189	и др	18	4
190	в свое	4	4
191	по своему	6	4
192	в произведении	3	4
193	как это	2	4
194	и это	3	4
195	более того	9	4
196	только на	3	4
197	человеческой жизни	3	4
198	на его	4	4
199	в году	2	4
200	к жизни	2	4
201	между двумя	4	4
202	можно назвать	2	4
203	и до	6	4
204	и во	6	4
205	того и	3	4
206	что они	2	4
207	должны быть	2	4
208	во всяком	2	4
209	мы имеем	4	4
210	с ней	4	4
211	в результате	2	4
212	отличается от	2	4
213	по мере	3	4
214	тем не	2	4
215	я не	6	4
216	одним из	6	4
217	опирается на	2	4
218	или на	3	4
219	есть в	7	4
220	в жизни	14	4
221	но уже	2	4
222	в самом	7	4
223	и к	13	4
224	жизни а	2	4
225	по себе	3	4
226	говорит о	2	4
227	высказывания и	2	4
228	или в	7	4
229	с ним	3	4
230	еще и	4	3
231	жанр и	2	3
232	и притом	2	3
233	указывает на	2	3
234	в тех	2	3
235	вплоть до	5	3
236	речи как	2	3
237	к другим	4	3
238	в форме	6	3
239	в области	6	3
240	здесь как	3	3
241	мире и	2	3
242	в формах	2	3
243	жанры как	2	3
244	в структуре	4	3
245	рассказ о	2	3
246	они и	3	3
247	но как	2	3
248	значение для	5	3
249	она не	4	3
250	они не	5	3
251	более или	3	3
252	об этом	3	3
253	в романе	9	3
254	что на	2	3
255	прозы в	2	3
256	на себя	3	3
257	котором он	2	3
258	рассказ в	3	3
259	но здесь	2	3
260	и он	5	3
261	живет в	3	3
262	них в	3	3
263	для этого	2	3
264	числе и	13	3
265	все эти	9	3
266	было бы	6	3
267	мы не	7	3
268	том числе	15	3
269	как мы	12	3
270	себе самому	7	3
271	в литературу	5	3
272	к миру	2	3
273	да и	3	3
274	событий и	2	3
275	и от	4	3
276	с этим	3	3
277	диалогические отношения	15	3
278	в начале	2	3
279	исторической поэтики	4	3
280	его как	3	3
281	особенно в	7	3
282	с их	3	3
283	хотя бы	6	3
284	в которой	2	3
285	к ней	3	3
286	который не	2	3
287	этих жанров	3	3
288	и по	5	3
289	и наконец	4	3
290	жанров и	2	3
291	как у	5	3
292	при всем	3	3
293	и более	3	3
294	с человеком	3	3
295	или менее	3	3
296	направлен на	2	3
297	всей своей	2	3
298	их в	3	3
299	когда он	2	3
300	в жанре	3	3
301	уже в	3	3
302	своей жанровой	2	3
303	жизни и	13	3
304	слова в	3	3
305	место в	3	3
306	в большинстве	9	3
307	слова и	5	3
308	о себе	2	3
309	и что	3	3
310	жизни не	2	3
311	и без	4	3
312	вместе с	5	3
313	в широком	2	2
314	в отношении	3	2
315	к одному	2	2
316	мы должны	4	2
317	для всех	2	2
318	остается в	2	2
319	такова например	2	2
320	мифа и	2	2
321	в каждом	5	2
322	все то	4	2
323	друг друга	7	2
324	он как	2	2
325	литературы в	4	2
326	быть и	2	2
327	собою не	2	2
328	к области	2	2
329	и вся	4	2
330	и при	2	2
331	о которых	2	2
332	к своему	4	2
333	представления о	3	2
334	и пространства	2	2
335	по существу	7	2
336	мы видели	2	2
337	так например	2	2
338	для понимания	3	2
339	установка на	2	2
340	в него	4	2
341	к нему	3	2
342	только с	3	2
343	с самого	4	2
344	мысли о	3	2
345	а только	2	2
346	или по	3	2
347	жизнь в	4	2
348	полифонического романа	2	2
349	преступления и	3	2
350	углом зрения	4	2
351	на границе	4	2
352	вообще в	2	2
353	до н.э	3	2
354	большинстве случаев	9	2
355	на ее	2	2
356	не то	3	2
357	же не	2	2
358	или меньшей	6	2
359	в особом	2	2
360	и другого	2	2
361	самого начала	5	2
362	в собственном	3	2
363	здесь также	2	2
364	себя и	3	2
365	все это	11	2
366	этого слова	3	2
367	и они	4	2
368	своего развития	3	2
369	главного героя	2	2
370	на язык	4	2
371	вовсе не	12	2
372	и строго	2	2
373	представление о	3	2
374	и вообще	3	2
375	это еще	2	2
376	не могли	2	2
377	хвалы и	2	2
378	до нас	3	2
379	с другими	6	2
380	его с	2	2
381	время в	2	2
382	тем более	2	2
383	бытия и	5	2
384	в первой	2	2
385	должно быть	4	2
386	что она	2	2
387	в новое	4	2
388	что могло	2	2
389	это было	3	2
390	мысли и	2	2
391	установку на	2	2
392	могли быть	2	2
393	мы можем	9	2
394	на него	2	2
395	не одного	2	2
396	себя самого	3	2
397	автора в	2	2
398	этих жанрах	3	2
399	связаны с	3	2
400	и той	4	2
401	в xix	3	2
402	и их	6	2
403	как его	2	2
404	в античности	6	2
405	себе и	2	2
406	отношении к	2	2
407	наших дней	3	2
408	и романа	2	2
409	сюжета и	2	2
410	не был	3	2
411	и брань	2	2
412	речи и	3	2
413	у него	5	2
414	человека с	3	2
415	их взаимоотношения	2	2
416	значение в	4	2
417	ее в	4	2
418	на то	2	2
419	в самой	2	2
420	в роли	2	2
421	романа в	2	2
422	новое время	4	2
423	а между	3	2
424	человек в	2	2
425	еще более	6	2
426	этот жанр	2	2
427	и другой	4	2
428	под углом	3	2
429	время и	3	2
430	и с	10	2
431	жизни как	4	2
432	но для	2	2
433	личности и	2	2
434	героя но	2	2
435	но на	2	2
436	романа и	4	2
437	из которых	2	2
438	большей или	6	2
439	чужой речи	2	2
440	со своей	2	2
441	эти жанры	3	2
442	он сам	5	2
443	мы все	2	2
444	первого и	2	2
445	реальности и	2	2
446	в некоторых	7	2
447	что было	2	2
448	во всем	5	2
449	жанровых традиций	2	2
450	этих двух	5	2
451	а как	4	2
452	на основе	4	2
453	с помощью	4	2
