N	2gram	Propp_Isto	FransuaR
106	что и	13	22
107	там где	7	22
108	и других	2	22
109	тем что	11	22
110	вместе с	17	22
111	не было	3	22
112	именно в	2	21
113	в качестве	5	21
114	что это	6	21
115	и наконец	6	21
116	ни в	4	21
117	и как	3	21
118	уже в	4	21
119	в образе	4	20
120	а также	2	20
121	одной из	4	20
122	и это	9	20
123	в связи	3	20
124	в форме	4	19
125	того же	3	19
126	в дальнейшем	3	19
127	их в	3	19
128	во всем	2	19
129	хотя и	3	19
130	к этому	5	19
131	в эту	3	19
132	было бы	4	19
133	далеко не	3	19
134	с другой	20	19
135	связанные с	3	18
136	это в	3	18
137	здесь не	4	18
138	превращается в	10	18
139	но они	4	18
140	перед нами	4	18
141	одна из	7	18
142	связан с	5	18
143	для того	2	17
144	но все	5	17
145	того что	7	17
146	можно было	3	17
147	связана с	4	17
148	на его	6	17
149	и вот	2	17
150	такой же	3	17
151	конечно не	2	17
152	а не	9	17
153	тот же	2	16
154	ничего не	7	16
155	в свете	4	16
156	в начале	2	16
157	в другом	2	16
158	они не	4	16
159	с одной	12	16
160	он дает	3	16
161	никто не	2	15
162	мы еще	2	15
163	еще в	3	15
164	как на	3	15
165	в которой	2	15
166	от всех	2	15
167	в преисподней	4	15
168	характерно что	2	15
169	из этих	6	15
170	мы не	10	14
171	все что	4	14
172	по существу	5	14
173	в данном	8	14
174	и он	8	14
175	в более	3	14
176	и по	7	14
177	в чем	5	14
178	в котором	3	14
179	земли и	3	14
180	так в	10	13
181	как он	11	13
182	в других	6	13
183	здесь нет	4	13
184	или в	11	13
185	с этим	3	13
186	в жизни	2	13
187	и есть	2	13
188	и сам	3	13
189	в книге	5	13
190	и эта	5	13
191	его к	2	13
192	в одной	3	13
193	о чем	2	13
194	в основном	2	13
195	только на	2	13
196	одной стороны	12	13
197	не знает	2	13
198	у нас	4	12
199	не могут	3	12
200	смерти и	2	12
201	право на	5	12
202	начиная с	2	12
203	другом месте	2	12
204	части тела	2	12
205	и ее	6	12
206	те же	2	12
207	та же	5	12
208	главным образом	3	12
209	он в	4	12
210	но здесь	5	12
211	можно сказать	3	12
212	другой стороны	17	12
213	об этом	7	12
214	так например	5	11
215	все время	2	11
216	и более	2	11
217	ни с	2	11
218	из этого	2	11
219	в свое	3	11
220	он говорит	4	11
221	того как	5	11
222	формы и	2	11
223	уже не	8	11
224	и что	15	11
225	другими словами	3	11
226	отметить что	2	11
227	из самых	2	11
228	в ад	2	11
229	с ними	2	11
230	что они	5	11
231	очень часто	3	11
232	и так	2	11
233	данном случае	7	10
234	мы здесь	3	10
235	и они	2	10
236	образом и	3	10
237	на котором	3	10
238	на земле	6	10
239	на этот	4	10
240	там же	3	10
241	в таких	3	10
242	к тому	4	10
243	ту же	3	10
244	его как	2	10
245	в главе	2	10
246	им в	2	10
247	по отношению	3	10
248	в целом	2	10
249	все его	3	10
250	не просто	3	10
251	но оно	3	10
252	характер в	2	9
253	что не	3	9
254	на землю	4	9
255	был в	2	9
256	говорит о	2	9
257	именно на	2	9
258	относится к	2	9
259	но как	4	9
260	вплоть до	2	9
261	это как	2	9
262	как это	6	9
263	связано с	7	9
264	и то	3	9
265	отношению к	3	9
266	видим что	4	9
267	для нас	8	9
268	в тех	8	9
269	для этой	2	9
270	это место	2	9
271	не имеет	6	9
272	в которых	2	9
273	но конечно	2	9
274	здесь же	3	9
275	представлений о	4	9
276	мы можем	11	9
277	отношения к	2	9
278	от него	6	8
279	с этой	7	8
280	так что	6	8
281	здесь мы	11	8
282	с тем	8	8
283	от этого	2	8
284	под влиянием	2	8
285	если бы	3	8
286	с рождением	2	8
287	после того	6	8
288	но эта	2	8
289	в это	3	8
290	в другое	2	8
291	в него	4	8
292	но эти	3	8
293	мы увидим	6	8
294	и она	3	8
295	и при	2	8
296	более или	3	8
297	смерти в	2	8
298	сам он	3	8
299	на первый	6	8
300	видели что	4	8
301	но с	2	8
302	или менее	3	8
303	превращаются в	2	8
304	не менее	5	8
305	и те	2	8
306	он как	3	8
307	дело не	5	8
308	то время	4	8
309	не будем	2	7
310	а как	2	7
311	в целях	2	7
312	в одну	3	7
313	никак не	2	7
314	и часто	2	7
315	себе и	3	7
316	что у	6	7
317	должен быть	2	7
318	его не	4	7
319	на том	10	7
320	по этому	3	7
321	в виде	5	7
322	во всяком	3	7
323	к ним	3	7
324	к концу	3	7
325	где он	3	7
326	по всему	3	7
327	из которых	3	7
328	как его	2	7
329	в состоянии	4	7
330	том как	3	7
331	на него	3	7
332	всех его	2	7
333	думать что	3	7
334	и если	4	7
335	он стал	2	7
336	от них	2	7
337	эта связь	7	7
338	к себе	4	7
339	а на	2	7
340	нас не	2	7
341	и там	6	7
342	в различных	3	7
343	представление о	9	7
344	но она	2	7
345	в некоторых	2	7
346	мы найдем	2	7
347	это конечно	2	7
348	что по	2	7
349	и этим	7	7
350	книге о	2	7
351	возможно что	4	6
352	что здесь	10	6
353	у них	3	6
354	мы знаем	4	6
355	видит в	3	6
356	и под	3	6
357	и тот	3	6
358	нет ни	2	6
359	как у	2	6
360	он может	4	6
361	или даже	3	6
362	ее в	3	6
363	и такие	3	6
364	могут быть	3	6
365	что она	6	6
366	а именно	12	6
367	здесь еще	3	6
368	представления о	13	6
369	его на	2	6
370	друг друга	2	6
371	и эти	5	6
372	но по	2	6
373	в один	2	6
374	в руках	2	6
375	между прочим	3	6
376	дает нам	3	6
377	от того	4	6
378	то он	2	6
379	очень много	2	6
380	имеем в	8	6
381	он становится	2	6
382	находится в	2	6
383	как будто	4	6
384	за это	2	6
385	которые в	3	6
386	тех же	2	6
387	себе в	3	6
388	видно что	7	6
389	не столько	4	6
390	на небе	7	6
391	еще один	3	6
392	происходит в	3	6
393	и пр	2	6
394	него и	5	6
395	таким же	2	6
396	тем самым	3	5
397	он также	3	5
398	тогда когда	3	5
399	к своему	4	5
400	но мы	3	5
401	к самому	2	5
402	быть только	2	5
403	должна быть	3	5
404	тем более	2	5
405	из его	2	5
406	нами выше	3	5
407	не вполне	5	5
408	с собой	7	5
409	когда он	5	5
410	в другой	3	5
411	что мы	3	5
412	из него	3	5
413	своего отца	4	5
414	ничем не	2	5
415	и когда	2	5
416	почти всегда	6	5
417	приведем еще	2	5
418	в индии	2	5
419	должен был	2	5
420	его за	2	5
421	и стал	4	5
422	которых он	2	5
423	всяком случае	3	5
424	землю и	2	5
425	по его	2	5
426	и только	4	5
427	от его	2	5
428	оказывается что	3	5
429	на эти	2	5
430	на место	2	5
431	всех других	2	5
432	с представлением	2	5
433	тут же	2	5
434	во многих	2	5
435	из одного	3	5
436	и из	2	5
437	вообще не	4	5
438	все в	2	5
439	и новые	2	5
440	жить в	3	5
441	видеть в	3	5
442	стороны и	4	5
443	же как	6	5
444	независимо от	3	5
445	мы имеем	27	5
446	больше чем	2	5
447	об этой	2	5
448	направлен на	2	5
449	на то	5	5
450	же мы	6	4
451	этого мира	2	4
452	рассказ о	2	4
453	что этот	4	4
454	такое же	3	4
455	преисподней в	2	4
456	у нее	3	4
457	но если	2	4
458	в день	2	4
459	что за	3	4
460	которой он	3	4
461	так часто	3	4
462	женщины и	2	4
463	кажется что	7	4
464	что из	4	4
465	в отдельности	3	4
466	дело с	2	4
467	к этой	2	4
468	этой связи	2	4
469	и больше	3	4
470	что эти	4	4
471	ее как	2	4
472	ее на	5	4
473	если кто	2	4
474	строя и	2	4
475	но для	3	4
476	со своим	4	4
477	ту сторону	2	4
478	что во	2	4
479	не так	4	4
480	же не	2	4
481	ли он	5	4
482	в рот	3	4
483	не случайно	3	4
484	имеется в	4	4
485	оно не	2	4
486	этот вопрос	3	4
487	духа в	2	4
488	что между	4	4
489	представлениями о	3	4
490	не совсем	3	4
491	что я	2	4
492	и становится	4	4
493	без всякого	2	4
494	в очень	3	4
495	в действительности	2	4
496	если в	3	4
497	и тем	4	4
498	и некоторые	2	4
499	и свои	2	4
500	когда в	3	4
501	к ней	3	4
502	эти три	3	4
503	вход в	4	4
504	нами в	2	4
505	не по	2	4
506	обратимся к	2	4
507	она и	3	4
508	не могло	2	4
509	не видел	2	4
510	можно найти	3	4
511	знаем что	5	4
512	наконец они	2	4
513	по себе	2	4
514	должно было	2	3
515	можно наблюдать	2	3
516	она не	3	3
517	они играют	2	3
518	с того	5	3
519	много в	2	3
520	когда она	2	3
521	на ней	5	3
522	о смерти	5	3
523	известно что	3	3
524	должны были	4	3
525	что иное	2	3
526	в страну	2	3
527	и после	2	3
528	также не	3	3
529	ни одной	2	3
530	вот в	2	3
531	доходит до	3	3
532	в большом	2	3
533	со стороны	3	3
534	не всегда	6	3
535	в одно	2	3
536	в современной	2	3
537	после этого	8	3
538	не находит	2	3
539	тому что	2	3
540	главе о	3	3
541	этот мотив	8	3
542	на другой	2	3
543	есть еще	4	3
544	этом мы	2	3
545	но при	2	3
546	с ней	4	3
547	в народе	3	3
548	ее с	2	3
549	что его	2	3
550	время как	4	3
551	стороны он	3	3
552	представлением о	2	3
553	для нее	2	3
554	и формы	3	3
555	в силу	2	3
556	наряду с	2	3
557	или с	2	3
558	от своего	2	3
559	начинается с	4	3
560	они должны	3	3
561	этим он	4	3
562	ноги и	2	3
563	а с	3	3
564	участие в	2	3
565	связи со	3	3
566	что тот	2	3
567	не имел	2	3
568	не будет	6	3
569	между двумя	2	3
570	сохраняется и	2	3
571	у народа	2	3
572	по всей	2	3
573	за ним	3	3
574	отца и	2	3
575	по своим	3	3
576	из земли	3	3
577	не видят	2	3
578	том чтобы	3	3
579	видели как	4	3
580	со своей	2	3
581	на своем	4	3
582	которую мы	2	3
583	и хотя	3	3
584	ясно что	2	3
585	на глазах	2	3
586	связь и	2	3
587	и через	2	3
588	но есть	5	3
589	что именно	2	3
590	тому кто	2	3
591	этого он	2	3
592	дает ему	2	3
593	то это	7	3
594	огонь и	3	3
595	которые не	2	3
596	в обряде	3	3
597	после смерти	7	3
598	здесь совершенно	2	3
599	ночь с	2	3
600	при помощи	6	2
601	что мотив	2	2
602	мы должны	7	2
603	он показывает	7	2
604	очень интересный	2	2
605	загробном мире	2	2
606	к месту	2	2
607	на голове	2	2
608	этом же	2	2
609	этим не	2	2
610	у того	2	2
611	более древних	2	2
612	нечто вроде	4	2
613	его с	2	2
614	формы его	2	2
615	некоторые другие	2	2
616	случаев в	3	2
617	на смену	2	2
618	что такое	2	2
619	за него	4	2
620	при которых	2	2
621	все новые	2	2
622	если не	4	2
623	если он	5	2
624	же что	2	2
625	то ли	2	2
626	показывает как	3	2
627	уже знаем	5	2
628	типична для	2	2
629	его самого	2	2
630	выше и	3	2
631	случае в	2	2
632	мир не	2	2
633	вслед за	2	2
634	не дают	2	2
635	за собой	2	2
636	способность к	2	2
637	этого не	2	2
638	мы наблюдали	2	2
639	стороны с	2	2
640	на вопрос	5	2
641	можно ли	2	2
642	уже видели	3	2
643	ибо он	2	2
644	нет в	2	2
645	и действительно	4	2
646	не от	3	2
647	что если	2	2
648	же с	2	2
649	некоторые черты	2	2
650	нам кажется	5	2
651	в середине	2	2
652	где оно	2	2
653	они все	2	2
654	это положение	2	2
655	и другую	2	2
656	или наоборот	2	2
657	после чего	5	2
658	все дело	2	2
659	в первую	8	2
660	ее и	2	2
661	эту задачу	3	2
662	новые формы	2	2
663	солнца и	4	2
664	знает что	2	2
665	а его	3	2
666	что ни	2	2
667	тот кто	5	2
668	вся книга	2	2
669	там на	2	2
670	он взял	2	2
671	но вот	2	2
672	должны быть	4	2
673	их на	2	2
674	к которой	2	2
675	и нет	3	2
676	отличается от	4	2
677	в античности	5	2
678	такое понимание	2	2
679	он на	3	2
680	только после	3	2
681	и делает	2	2
682	в сопровождении	2	2
683	могло быть	2	2
684	мы пока	2	2
685	например на	2	2
686	что под	2	2
687	героя в	3	2
688	здесь уже	2	2
689	также как	2	2
690	с солнцем	5	2
691	что вы	2	2
692	входом в	3	2
693	такое объяснение	3	2
694	только он	2	2
695	не можем	3	2
696	на той	2	2
697	же объясняется	2	2
698	и вместе	3	2
699	ее так	2	2
700	находится на	2	2
701	этом случае	4	2
702	обращается к	4	2
703	не все	4	2
704	более поздние	2	2
705	три раза	2	2
706	некоторое время	2	2
707	раз он	2	2
708	новые и	3	2
709	с представлениями	3	2
710	и оно	2	2
711	на лбу	2	2
712	только о	2	2
713	и по-видимому	2	2
714	как только	5	2
715	в ином	18	2
716	не с	2	2
717	и говорит	5	2
718	оно может	3	2
719	что при	3	2
720	причем как	2	2
721	бы что	2	2
722	по содержанию	2	2
723	растет за	2	2
