N	2gram	Vinokur_Vv	KulturaY
605	был в	2	2
606	том отношении	3	2
607	уже совсем	2	2
608	которой в	2	2
609	он и	2	2
610	тому как	2	2
611	письменного слова	2	2
612	языковедения и	2	2
613	смысле и	2	2
614	традиции и	4	2
615	к числу	2	2
616	и историей	6	2
617	сравнению с	4	2
618	во всем	2	2
619	чем же	3	2
620	для которых	3	2
621	литературы и	2	2
622	связана с	4	2
623	а так	2	2
624	этих случаях	2	2
