N	2gram	Bakhtin_Pr	Vladivir
276	к себе	2	2
277	ни было	3	2
278	теории познания	2	2
279	все и	2	2
280	к чему	2	2
281	не всегда	6	2
282	не путем	2	2
283	объекта и	7	2
284	со всеми	3	2
285	в произведении	4	2
286	может и	4	2
287	без всякой	2	2
288	они не	3	2
289	рядом с	5	2
290	и те	2	2
291	есть единство	2	2
292	где на	2	2
293	содержания и	6	2
294	в ее	4	2
295	той или	2	2
296	должна быть	4	2
297	известной степени	4	2
298	например в	3	2
299	в двух	2	2
300	в основе	5	2
301	этот момент	2	2
302	и должно	3	2
303	с другими	3	2
304	в нашей	2	2
305	его как	3	2
306	менее всего	3	2
307	о котором	2	2
308	дело с	6	2
309	нему и	2	2
310	но лишь	2	2
311	все они	5	2
312	где оно	2	2
313	и которые	2	2
314	чем не	2	2
315	здесь все	2	2
316	и пр	2	2
317	поэтому в	2	2
318	в самой	2	2
319	из которых	2	2
320	у в	3	2
321	должны быть	4	2
322	единство и	2	2
323	не можем	2	2
324	чтобы стать	4	2
325	что эта	2	2
326	говорить о	3	2
327	в некоторых	2	2
328	природы и	3	2
329	в высшей	5	2
330	в себя	2	2
331	относится к	4	2
332	случае мы	2	2
