N	2gram	Propp_Russ	Istorich
554	так на	2	4
555	отнюдь не	3	4
556	с точки	3	4
557	в стороне	2	4
558	все в	2	4
559	и через	2	4
560	вера в	2	4
561	почему именно	2	4
562	и те	3	4
563	считает что	2	4
564	в числе	2	4
565	при рассмотрении	3	4
566	под названием	3	4
567	на которых	2	4
568	с этого	7	4
569	там и	2	4
570	воду и	2	4
571	две формы	2	4
572	есть в	2	4
573	ее к	2	4
574	такое толкование	2	4
575	уже указывалось	5	4
576	так чтобы	2	4
577	к тем	4	4
578	по содержанию	3	4
579	что именно	3	4
580	наши наблюдения	2	3
581	и поэтому	3	3
582	с места	2	3
583	которые можно	2	3
584	относятся к	3	3
585	обычно не	2	3
586	бросается в	3	3
587	приведенные материалы	2	3
588	и дело	2	3
589	и многие	2	3
590	кладут в	4	3
591	именно с	3	3
592	полагали что	2	3
593	еще до	2	3
594	переход от	3	3
595	когда они	2	3
596	в церковь	2	3
597	представления не	2	3
598	о них	2	3
599	в эти	4	3
600	вряд ли	2	3
601	этой же	2	3
602	рассматривается как	3	3
603	и после	2	3
604	или когда	2	3
605	из других	2	3
606	дело так	2	3
607	народа в	2	3
608	собой и	2	3
609	можно будет	3	3
610	нам право	2	3
611	они представляют	2	3
612	или их	2	3
613	если предположить	2	3
614	верхом на	2	3
615	что такие	2	3
616	других местах	11	3
617	должно быть	2	3
618	ряд других	2	3
619	из нее	2	3
620	как они	2	3
621	в землю	8	3
622	из ряда	2	3
623	думает что	2	3
624	здесь говорится	2	3
625	многие другие	2	3
626	к другому	2	3
627	нет но	2	3
628	состояла в	3	3
629	в древнем	4	3
630	воздействовать на	3	3
631	начиная с	4	3
632	в иных	2	3
633	или другие	3	3
634	этому поводу	3	3
635	исходя из	2	3
636	на поле	3	3
637	например на	2	3
638	по всей	4	3
639	на природу	2	3
640	обряды и	3	3
641	на стол	4	3
642	этом обряде	2	3
643	в уже	3	3
644	необходимо указать	2	3
645	к таким	4	3
646	но можно	2	3
647	представления в	2	3
648	их к	2	3
649	путем трения	2	3
650	совершенно очевидно	2	3
651	останавливаться на	2	3
652	подойти к	2	3
653	в сибири	4	3
654	некоторых местах	5	3
655	сделать из	2	3
656	а мы	2	3
657	где они	2	3
658	основаны на	2	3
659	ней в	2	3
660	и до	3	3
661	мнение что	2	3
662	других народов	2	3
663	обычно в	2	3
664	окно и	3	3
665	этого дерева	2	3
666	на другие	2	3
667	на улицу	2	2
668	не были	2	2
669	а и	7	2
670	этой силы	2	2
671	в каждом	2	2
672	представляла собой	2	2
673	свою очередь	2	2
674	ногами и	2	2
675	к вопросу	2	2
676	на западе	2	2
677	травами и	2	2
678	значение и	2	2
679	поле и	6	2
680	них в	2	2
681	и всем	2	2
682	это делалось	10	2
683	и должна	2	2
684	в окно	2	2
685	самом же	2	2
686	целый год	2	2
687	к материалу	2	2
688	представления об	2	2
689	их происхождение	2	2
690	видел в	2	2
691	ее от	2	2
692	и связанные	2	2
693	в лесах	2	2
694	с другим	2	2
695	к нам	2	2
696	можно говорить	2	2
697	и другими	3	2
698	и другой	5	2
699	в день	12	2
700	обряды или	2	2
701	приводят нас	2	2
702	к вечеру	2	2
703	многих случаях	4	2
704	в нашем	2	2
705	на севере	5	2
706	тем и	4	2
707	сообщает о	5	2
708	в избе	2	2
709	это сходство	2	2
710	за столом	2	2
711	под ним	2	2
712	материалы дают	2	2
713	в прошлом	2	2
714	верят что	3	2
715	на новый	3	2
716	по земле	2	2
717	дают нам	2	2
718	не лезет	2	2
719	от земли	2	2
720	интересами и	2	2
721	в пищу	4	2
722	как например	6	2
723	силе огня	2	2
724	эту ночь	3	2
725	и еще	2	2
726	церковь и	2	2
727	обе стороны	2	2
728	в гроб	2	2
729	к другу	2	2
730	лучше понять	2	2
731	к реке	6	2
732	жизнь и	2	2
733	тем это	3	2
734	эту куклу	4	2
735	характер этого	2	2
736	упомянуть что	2	2
737	или ее	3	2
738	он есть	2	2
739	только одно	2	2
740	не к	3	2
741	другие сроки	8	2
742	других животных	2	2
743	с материалами	2	2
744	и следовательно	2	2
745	встречаются и	2	2
746	мыслительная основа	3	2
747	объясняет почему	2	2
748	однако как	3	2
749	отличаются от	2	2
750	такие же	4	2
751	выводы можно	2	2
752	е на	2	2
753	говорилось о	2	2
754	и звезды	2	2
755	много и	3	2
756	многих местах	3	2
757	этом не	2	2
758	живой человек	2	2
759	этому вопросу	2	2
760	приведенных материалах	2	2
761	иные формы	2	2
762	из самых	2	2
763	из своей	2	2
764	по возвращении	2	2
765	совпадают с	3	2
766	в круг	3	2
767	виду что	2	2
768	а за	4	2
769	так называемый	2	2
770	и потом	4	2
771	из девушек	4	2
772	можно встретить	2	2
773	рассматриваться как	2	2
774	за пределами	2	2
775	этой цели	2	2
776	только одну	2	2
777	к новому	2	2
778	по свидетельству	2	2
779	чтобы она	2	2
780	и другим	3	2
781	полагает что	8	2
782	чтобы лучше	2	2
783	в поле	18	2
784	не более	2	2
785	что для	4	2
786	за счет	2	2
787	они их	2	2
788	встречаются в	2	2
789	и иногда	3	2
790	в реках	2	2
791	через каждые	2	2
792	он пишет	2	2
793	он так	2	2
794	место в	2	2
795	и свои	2	2
796	что с	2	2
797	этого момента	3	2
798	по представлению	2	2
799	другой день	2	2
800	ниже при	2	2
801	красно солнышко	2	2
802	от другого	2	2
803	ничего общего	3	2
804	как по	2	2
805	на дворе	3	2
806	от одного	2	2
807	же значение	2	2
808	иногда как	2	2
809	в новый	6	2
810	на кладбище	4	2
811	в и	19	2
812	и сл	4	2
813	другие виды	2	2
814	которые как	2	2
815	же деле	2	2
816	говорить о	2	2
817	земле и	4	2
818	по всем	3	2
819	природы и	3	2
820	не значит	2	2
821	песен и	4	2
