N	2gram	Nazirov_Tv	Psycholo
217	не было	3	11
218	отдельного человека	2	11
219	данном случае	2	10
220	от него	2	10
221	здесь мы	2	10
222	не так	5	10
223	гамлета и	2	10
224	не является	3	10
225	и их	2	10
226	в одной	5	10
227	и у	3	10
228	в их	5	10
229	в данном	2	10
230	по мнению	4	10
231	сами по	2	10
232	ее в	3	10
233	и от	8	10
234	тому же	2	10
235	тем самым	10	9
236	ту же	4	9
237	и та	2	9
238	на его	4	9
239	и по	5	9
240	на него	2	9
241	мысль о	3	9
242	и наконец	3	9
243	не есть	2	9
244	роль в	2	9
245	заставляет нас	2	9
246	в виде	4	9
247	в чем	4	9
248	в него	2	9
249	так сказать	4	9
250	точно так	3	9
251	можно сказать	2	9
252	с ее	3	9
253	героя и	4	9
254	его и	2	9
255	в отличие	3	9
256	не к	2	9
257	в процессе	3	8
258	из всех	5	8
259	гораздо более	2	8
260	в такой	2	8
261	наряду с	6	8
262	и более	2	8
263	жизни с	2	8
264	представление о	9	8
265	же самая	2	8
266	о нем	2	8
267	место в	6	8
268	во время	2	8
269	больше чем	2	8
270	по преимуществу	4	8
271	жизнь и	2	8
272	ни на	3	8
273	приходит к	4	7
274	он видит	3	7
275	себе не	3	7
276	свою очередь	2	7
277	связи с	2	7
278	время в	3	7
279	дело в	4	7
280	отказаться от	4	7
281	представляет собой	4	7
282	если он	4	7
283	фабулы и	2	7
284	рассказывает о	3	7
285	согласии с	2	7
286	а как	2	7
287	в глаза	2	7
288	в качестве	2	7
289	мысли и	5	7
290	времени и	4	7
291	со всеми	3	7
292	на том	2	7
293	не существует	3	7
294	с которым	2	7
295	к жизни	4	7
296	в каждом	4	7
297	в плане	4	6
298	трагедии в	2	6
299	он же	2	6
300	еще более	3	6
301	людей и	2	6
302	и без	2	6
303	в стихах	2	6
304	не все	2	6
305	тем не	2	6
306	что как	2	6
307	в себя	3	6
308	от всех	2	6
309	рядом с	2	6
310	даже в	4	6
311	нуждается в	2	6
312	имеет в	2	6
313	только с	3	6
314	у пушкина	5	6
315	в русской	5	6
316	от других	2	6
317	он был	2	6
318	событий и	2	6
319	х годов	3	6
320	значит что	3	6
321	к ней	3	6
322	мы узнаем	3	6
323	утверждал что	3	6
324	событий в	2	6
325	что я	4	6
326	уже не	6	6
327	приводит к	4	6
328	только как	2	6
329	жизни но	2	6
330	одного из	3	5
331	все более	2	5
332	к одному	2	5
333	в область	4	5
334	видим в	2	5
335	не имеют	4	5
336	на эту	4	5
337	человека и	6	5
338	у читателя	2	5
339	евгения онегина	3	5
340	том же	3	5
341	в один	3	5
342	надо было	2	5
343	в душе	4	5
344	связь с	3	5
345	морали и	2	5
346	между собой	2	5
347	в известном	2	5
348	а затем	5	5
349	для ее	2	5
350	одновременно и	2	5
351	если в	3	5
352	то в	2	5
353	так мы	2	5
354	а я	3	5
355	только для	2	5
356	не мог	3	5
357	сам автор	2	5
358	таком случае	2	5
359	критики и	2	5
360	не знает	2	5
361	его к	2	5
362	к которому	3	5
363	это все	2	5
364	в романе	24	5
365	мы находим	2	5
366	зависит от	4	5
367	и отношений	2	5
368	по выражению	2	5
369	представляют собой	2	5
370	во всей	2	5
371	эти слова	3	5
372	и еще	2	5
373	хотя и	5	5
374	но она	2	5
375	себя в	3	5
376	из этой	3	5
377	дело не	3	5
378	не значит	2	5
379	человека в	9	5
380	нет ни	3	5
381	и сам	5	5
382	в творчестве	10	5
383	и тогда	2	5
384	своих героев	5	5
385	ее и	2	4
386	вплоть до	2	4
387	здравого смысла	2	4
388	этого вопроса	2	4
389	одном из	2	4
390	говорил что	2	4
391	не по	3	4
392	означает что	2	4
393	в ту	4	4
394	однако в	3	4
395	в глазах	2	4
396	в истории	2	4
397	в первом	3	4
398	для анализа	2	4
399	который в	4	4
400	значение в	2	4
401	как у	3	4
402	из себя	2	4
403	если не	4	4
404	и того	2	4
405	уже говорили	2	4
406	за то	2	4
407	и всякий	2	4
408	по отношению	3	4
409	есть основа	3	4
410	то все	2	4
411	ли не	3	4
412	но эта	3	4
413	чтобы вызвать	2	4
414	с офицером	2	4
415	в свете	3	4
416	больше не	5	4
417	по самой	2	4
418	настоящее время	2	4
419	себя как	2	4
420	может не	2	4
421	с ними	3	4
422	вот почему	3	4
423	в связи	2	4
424	в стороне	2	4
425	в первой	4	4
426	это еще	2	4
427	одной из	7	4
428	тот самый	2	4
429	человек и	2	4
430	где он	2	4
431	отношении к	2	4
432	это означало	3	4
433	в мире	8	4
434	не могу	2	4
435	же время	18	4
436	которого он	2	3
437	но ведь	2	3
438	одним из	6	3
439	когда я	2	3
440	сильнее и	2	3
441	по словам	2	3
442	он с	2	3
443	и тут	2	3
444	в комедии	2	3
445	характера а	2	3
446	этой проблемы	2	3
447	стремление к	2	3
448	же не	2	3
449	смерти в	2	3
450	и должно	2	3
451	его как	2	3
452	у нее	4	3
453	превращается в	2	3
454	в дневнике	3	3
455	ни к	2	3
456	узнаем что	2	3
457	от одной	2	3
458	литературной традиции	5	3
459	справедливо указывает	2	3
460	роман и	2	3
461	личности и	2	3
462	еще в	3	3
463	которой он	2	3
464	на стороне	3	3
465	о которой	2	3
466	меня в	2	3
467	пришел к	2	3
468	героя в	4	3
469	как известно	3	3
470	в наше	4	3
471	здесь нет	2	3
472	в руки	2	3
473	чем у	2	3
474	жизнь в	2	3
475	быть может	3	3
476	в сюжете	2	3
477	в прямом	2	3
478	и др	2	3
479	было в	2	3
480	и я	2	3
481	в которую	2	3
482	он сам	8	3
483	мышления и	2	3
484	что герои	2	3
485	души и	2	3
486	же с	10	3
487	собой в	2	3
488	что человек	3	3
489	в этот	3	3
490	в таких	2	3
491	связана с	2	3
492	на земле	4	3
493	него в	2	3
494	героев и	4	3
495	не столько	4	3
496	отношению к	3	3
497	наше время	4	3
498	но уже	2	3
499	во что	2	3
500	это время	2	3
501	там же	11	3
502	действительной жизни	4	3
503	но когда	2	3
504	же и	2	3
505	для этой	2	2
506	в книге	3	2
507	с другим	3	2
508	во времени	3	2
509	для человека	3	2
510	жизни в	9	2
511	с героями	2	2
512	и далее	4	2
513	этот принцип	2	2
514	на эти	2	2
515	просто не	3	2
516	в любви	3	2
517	это как	4	2
518	характеров и	2	2
519	от ее	2	2
520	они имеют	2	2
521	или вот	2	2
522	как уже	2	2
523	в повести	5	2
524	этом он	2	2
525	можно не	2	2
526	ли в	2	2
527	с большим	3	2
528	так вот	2	2
529	времени в	13	2
530	представляет собою	2	2
531	очень важным	2	2
532	для них	2	2
533	в образах	2	2
534	всего романа	2	2
535	переходит в	2	2
536	для автора	4	2
537	следовало бы	2	2
538	других людей	2	2
539	время не	2	2
540	автора в	2	2
541	а может	2	2
542	и со	2	2
543	расходится с	2	2
544	по крайней	4	2
545	раз на	2	2
546	в сферу	2	2
547	который является	2	2
548	когда человек	2	2
549	героев в	2	2
550	за собой	4	2
551	но у	5	2
552	этом романе	2	2
553	романа и	4	2
554	в окончательном	2	2
555	это был	4	2
556	это объясняется	2	2
557	но его	2	2
558	части романа	2	2
559	против этого	2	2
560	когда же	2	2
561	крайней мере	4	2
562	не был	4	2
563	давно уже	2	2
564	так ли	2	2
565	со своим	2	2
566	нам представляется	2	2
567	из жизни	3	2
568	вся история	3	2
569	в пользу	2	2
570	до этого	2	2
571	идей и	2	2
572	живет в	3	2
573	идеи и	2	2
574	воли и	3	2
575	с каким	2	2
576	у этого	2	2
577	в литературном	2	2
578	некоторые из	2	2
579	в россии	5	2
580	в начале	2	2
581	образ и	2	2
582	намек на	2	2
583	на свете	3	2
584	человека как	2	2
585	как по	2	2
586	ведет к	3	2
587	не означает	4	2
588	самой своей	2	2
589	русской литературе	4	2
590	на протяжении	3	2
591	в литературе	4	2
592	говорили о	2	2
593	в трагическом	4	2
594	жизни не	2	2
595	в сфере	2	2
596	жалости и	2	2
597	влечет за	2	2
598	от жизни	2	2
599	друг друга	2	2
600	в изображении	2	2
601	природа человека	2	2
602	вокруг себя	2	2
603	первой части	7	2
