N	2gram	Tiupa_Lite	Istorich
120	друг друга	5	15
121	и даже	9	15
122	как будто	2	15
123	и тем	4	15
124	от него	2	14
125	у нас	5	14
126	должна быть	3	14
127	а также	5	14
128	с этой	6	14
129	на смену	6	14
130	право на	4	14
131	можно было	3	14
132	отношению к	4	14
133	из которых	3	14
134	и есть	3	14
135	одной из	2	14
136	по отношению	6	14
137	и наконец	2	14
138	на себя	4	14
139	к своему	2	13
140	своего рода	22	13
141	все что	3	13
142	тогда как	20	13
143	на этом	3	13
144	в своем	12	13
145	не имеет	2	13
146	в себе	8	13
147	не просто	2	13
148	в их	3	12
149	к этой	2	12
150	одним из	8	12
151	хотя бы	3	12
152	к себе	3	12
153	не знает	3	12
154	что не	3	12
155	и вот	2	11
156	относится к	3	11
157	точки зрения	8	11
158	но уже	2	11
159	уже в	7	11
160	человека в	5	11
161	имеется в	2	11
162	на нее	2	11
163	далеко не	4	11
164	же в	6	11
165	этого не	2	11
166	я не	8	11
167	такой же	3	11
168	восходит к	2	11
169	пока не	2	10
170	но как	3	10
171	за собой	2	10
172	как правило	5	10
173	их не	2	10
174	он и	5	10
175	не мог	3	10
176	на основе	2	10
177	не как	4	10
178	и других	4	10
179	а с	2	10
180	а если	2	10
181	не должен	3	10
182	не было	5	10
183	себя в	7	10
184	не можем	2	10
185	а как	2	9
186	в основе	5	9
187	в свою	2	9
188	из этого	2	9
189	в себя	5	9
190	а по	2	9
191	по этому	2	9
192	следующим образом	2	9
193	жизни и	6	9
194	и вновь	2	9
195	героя и	2	9
196	но по	2	9
197	только на	3	9
198	в чем	2	9
199	себе в	3	9
200	с его	5	9
201	приводит к	4	9
202	ему в	2	9
203	тем самым	8	8
204	он же	2	8
205	должен быть	2	8
206	роль в	2	8
207	одно из	3	8
208	для этого	5	8
209	что такое	2	8
210	тому как	4	8
211	во всяком	3	8
212	он говорит	2	8
213	из его	2	8
214	на это	2	8
215	в жизни	7	8
216	подобно тому	4	8
217	что ты	2	8
218	что его	3	8
219	могло быть	2	8
220	ту же	4	8
221	та же	2	8
222	он на	2	8
223	но с	3	8
224	и сам	6	8
225	не с	2	8
226	в конце	6	7
227	а только	2	7
228	состоит в	18	7
229	однако в	7	7
230	если в	2	7
231	тех же	3	7
232	себе и	2	7
233	еще в	7	7
234	вплоть до	4	7
235	есть не	2	7
236	а то	2	7
237	одного из	4	7
238	нет в	2	7
239	в начале	4	7
240	в какой	2	7
241	что я	4	7
242	того же	5	7
243	со своим	2	7
244	всяком случае	2	7
245	как на	3	7
246	между тем	2	7
247	во многих	3	7
248	то он	3	7
249	не есть	2	7
250	в области	5	7
251	самом деле	2	7
252	не столько	8	7
253	обращается к	5	7
254	не по	2	7
255	для него	6	7
256	одну из	2	6
257	именно так	3	6
258	для того	2	6
259	отличие от	6	6
260	нет ничего	2	6
261	себе не	2	6
262	и за	2	6
263	этой точки	3	6
264	с миром	5	6
265	в роли	3	6
266	от себя	2	6
267	той же	5	6
268	то в	3	6
269	а я	2	6
270	не на	2	6
271	но тем	4	6
272	также и	3	6
273	сводится к	4	6
274	к жизни	2	6
275	тому же	2	6
276	не случайно	5	6
277	же и	3	6
278	такого рода	18	5
279	это уже	2	5
280	героя с	2	5
281	никак не	2	5
282	в своих	5	5
283	соответствии с	3	5
284	пути в	8	5
285	с образом	2	5
286	художественного творчества	3	5
287	не видит	2	5
288	по своей	3	5
289	в путь	3	5
290	со мной	2	5
291	xix века	6	5
292	том числе	2	5
293	для них	2	5
294	из таких	2	5
295	эти слова	2	5
296	особого рода	3	5
297	но при	2	5
298	с ее	3	5
299	несмотря на	3	5
300	мы в	3	5
301	но даже	2	5
302	в виду	4	5
303	от своего	3	5
304	как уже	3	5
305	не могло	3	5
306	в нашей	2	5
307	со своей	3	5
308	или иначе	9	5
309	к своей	2	5
310	на три	2	5
311	не сам	2	5
312	да и	3	5
313	и мы	2	5
314	в отличие	6	5
315	однако не	2	5
316	здесь как	2	4
317	могут служить	2	4
318	тем более	2	4
319	все они	2	4
320	столь же	5	4
321	не исключают	2	4
322	себя и	3	4
323	ты в	4	4
324	во второй	2	4
325	каждый из	4	4
326	с тобой	6	4
327	одном из	3	4
328	в результате	2	4
329	для этой	2	4
330	ведет к	5	4
331	что есть	2	4
332	слова в	2	4
333	как раз	6	4
334	перед ним	2	4
335	он сам	2	4
336	очевидно что	2	4
337	для нее	2	4
338	человека и	2	4
339	на свою	3	4
340	в руках	2	4
341	так или	8	4
342	говорится в	2	4
343	который в	2	4
344	в литературе	2	4
345	мысль о	2	4
346	на почве	2	4
347	путь к	2	4
348	отнюдь не	4	4
349	он становится	2	4
350	с точки	4	4
351	за то	2	4
352	в действительности	2	4
353	не раз	2	4
354	еще и	3	4
355	при рассмотрении	2	4
356	под названием	3	4
357	дело в	3	4
358	только то	3	4
359	исходит из	3	4
360	в самом	4	4
361	того кто	2	4
362	быть не	2	4
363	выше и	2	3
364	это как	3	3
365	которая в	3	3
366	одновременно с	2	3
367	речь идет	3	3
368	дорога в	2	3
369	при всей	5	3
370	эта мысль	2	3
371	о себе	7	3
372	чтобы не	2	3
373	на один	2	3
374	казалось бы	6	3
375	и я	7	3
376	так называемых	2	3
377	все то	2	3
378	в противоположность	2	3
379	него в	2	3
380	ни было	2	3
381	человек в	2	3
382	тем же	5	3
383	в соответствии	2	3
384	из того	3	3
385	как к	4	3
386	воздействия на	2	3
387	в формах	4	3
388	всего в	4	3
389	в тексте	9	3
390	исходя из	3	3
391	но зато	2	3
392	и нет	4	3
393	каждого из	2	3
394	от всех	2	3
395	раз и	2	3
396	при котором	2	3
397	для всех	5	3
398	едва ли	5	3
399	и каждый	2	3
400	как нам	2	3
401	даже и	2	3
402	бы на	2	3
403	не обладает	2	3
404	бы не	3	3
405	и вполне	3	3
406	тех пор	2	3
407	имеем дело	2	3
408	все более	3	2
409	в каждом	2	2
410	наконец в	2	2
411	в ходе	2	2
412	свою очередь	2	2
413	как новый	2	2
414	а во	2	2
415	свидетельствует о	3	2
416	да в	2	2
417	в бою	2	2
418	человека а	2	2
419	превращаясь в	2	2
420	лишь в	4	2
421	отказ от	7	2
422	по которым	2	2
423	в нашем	2	2
424	этого рода	2	2
425	быть это	4	2
426	т п	2	2
427	к смерти	2	2
428	себя как	2	2
429	враг и	2	2
430	в сущности	5	2
431	по земле	3	2
432	самого себя	3	2
433	же это	3	2
434	со всей	2	2
435	при всем	4	2
436	в мире	9	2
437	в конечном	9	2
438	и ты	4	2
439	на войну	2	2
440	более чем	4	2
441	перестает быть	5	2
442	не к	3	2
443	можно и	2	2
444	и прежде	4	2
445	не тот	2	2
446	общего с	3	2
447	во главе	2	2
448	героя как	2	2
449	раньше и	2	2
450	то с	2	2
451	всю жизнь	2	2
452	путь и	3	2
453	я был	2	2
454	а за	3	2
455	обращаясь к	4	2
456	так называемый	3	2
457	пути от	2	2
458	было у	2	2
459	этой цели	2	2
460	я все	3	2
461	или иных	2	2
462	от других	2	2
463	мы с	3	2
464	в поле	2	2
465	не более	2	2
466	и жизни	4	2
467	в пути	3	2
468	в рамках	9	2
469	что для	2	2
470	мыслится как	5	2
471	не остается	2	2
472	в форму	2	2
473	мышления и	3	2
474	в сознании	3	2
475	жизни на	3	2
476	на свете	2	2
477	как я	3	2
478	ничего общего	2	2
479	никем не	2	2
480	а для	3	2
481	не поддается	2	2
482	с сыном	2	2
483	всей своей	2	2
484	на первом	2	2
485	не для	2	2
486	мне в	2	2
