N	2gram	Bakhtin_Pr	EvropaiC
228	него в	2	2
229	что они	3	2
230	от себя	2	2
231	точку зрения	9	2
232	тем как	4	2
233	в один	2	2
234	не знает	5	2
235	разобраться в	2	2
236	в высшей	2	2
237	к той	2	2
238	том и	2	2
239	для него	23	2
240	мы видели	3	2
241	именно потому	3	2
242	есть в	10	2
243	от них	3	2
244	не имеет	2	2
245	что у	5	2
246	тому что	3	2
247	к нему	13	2
248	в точке	5	2
249	она не	9	2
250	со своими	6	2
251	они не	5	2
252	в самой	10	2
253	в котором	6	2
254	их в	8	2
255	на себе	2	2
256	все его	4	2
257	те же	3	2
258	вступают в	3	2
259	только при	3	2
260	в своих	5	2
261	этот вопрос	3	2
262	к другу	4	2
263	о них	2	2
264	в которых	2	2
265	но для	2	2
266	но на	2	2
267	этих черт	2	2
268	между ними	4	2
269	по этому	2	2
270	в них	5	2
271	что же	5	2
272	так чтобы	3	2
273	всяком случае	3	2
274	же что	5	2
275	жизни и	21	2
276	друг к	4	2
277	них в	2	2
278	с ними	3	2
279	во всяком	5	2
280	и уже	3	2
281	говорить о	3	2
282	себя и	4	2
283	и особенно	2	2
284	и его	21	2
285	в сущности	11	2
286	же время	10	2
287	и только	2	2
288	с ее	5	2
289	и сам	5	2
290	из одного	4	2
291	или нескольких	2	2
292	войдя в	2	2
293	во всей	2	2
294	и более	2	2
295	этого слова	3	2
296	в себя	3	2
297	но с	4	2
298	которую он	2	2
299	только один	2	2
300	той же	7	2
301	все в	7	2
302	я не	7	2
303	вовсе не	13	2
304	мы и	2	2
305	в основе	6	2
