N	2gram	Losev_Vesc	Vladivir
155	он и	2	10
156	с точки	6	10
157	здесь не	2	10
158	с ним	8	10
159	это не	9	9
160	для меня	3	9
161	но как	3	9
162	о чем	2	9
163	и притом	4	9
164	оно есть	16	9
165	а с	3	9
166	а только	3	9
167	в целом	3	9
168	и можно	2	9
169	по существу	3	9
170	что если	2	9
171	с этим	4	9
172	и сам	3	9
173	ни с	8	9
174	с другой	8	9
175	не будет	13	9
176	именно в	2	9
177	этом смысле	2	9
178	что мы	17	9
179	из этого	3	9
180	же время	4	9
181	отношения к	3	9
182	мы будем	3	9
183	но он	2	9
184	свое время	2	8
185	никакого отношения	4	8
186	только и	8	8
187	отношение к	4	8
188	не столько	2	8
189	в чем	10	8
190	себя в	11	8
191	как бы	19	8
192	тот же	4	8
193	это учение	4	8
194	должно быть	8	8
195	тем что	7	8
196	это значит	30	8
197	с этой	6	8
198	как в	3	8
199	и для	13	8
200	все существующее	2	8
201	когда он	2	8
202	со стороны	9	8
203	в это	2	8
204	значит что	32	8
205	конечно не	2	8
206	в смысле	22	8
207	в каком	6	7
208	к его	2	7
209	другими словами	9	7
210	но даже	3	7
211	в свое	2	7
212	как он	2	7
213	при помощи	4	7
214	и ни	3	7
215	не имеет	2	7
216	никак нельзя	2	7
217	себе и	2	7
218	а а	2	7
219	нисколько не	7	7
220	того чтобы	4	7
221	е в	7	7
222	из его	2	7
223	бы и	9	7
224	мы видели	3	7
225	и мы	5	7
226	то и	7	7
227	даже не	8	7
228	если бы	8	7
229	и вот	4	7
230	или как	3	7
231	к ней	4	7
232	но если	12	7
233	но все	3	7
234	в одном	6	7
235	с в	3	7
236	и есть	40	7
237	данном случае	2	6
238	его в	8	6
239	на себя	5	6
240	что здесь	2	6
241	а это	5	6
242	от того	7	6
243	есть и	13	6
244	есть не	17	6
245	и тут	7	6
246	в виду	2	6
247	само по	4	6
248	что на	2	6
249	тому что	2	6
250	так или	5	6
251	его на	4	6
252	в в	2	6
253	жизнь и	2	6
254	нельзя сказать	3	6
255	можно говорить	2	6
256	то как	2	6
257	свидетельствует о	3	6
258	время как	4	6
259	другой стороны	3	6
260	тем более	3	6
261	что она	23	6
262	на него	3	6
263	мысли и	5	6
264	для того	3	6
265	же и	2	6
266	но только	4	6
267	мы не	8	6
268	не с	8	6
269	она была	2	6
270	в жизни	5	6
271	или иначе	5	6
272	если мы	12	6
273	знания и	5	6
274	но на	2	6
275	той же	2	6
276	но я	2	6
277	главным образом	3	6
278	по своей	3	6
279	он сам	2	6
280	не говорит	3	6
281	но она	3	5
282	а и	13	5
283	а вот	3	5
284	вопрос о	6	5
285	и прежде	2	5
286	тех кто	2	5
287	на все	2	5
288	и тем	7	5
289	в их	4	5
290	в частности	3	5
291	она не	9	5
292	можно только	6	5
293	и без	4	5
294	не содержит	5	5
295	последние годы	2	5
296	мы находим	5	5
297	один из	5	5
298	и до	6	5
299	как нечто	3	5
300	то ни	13	5
301	бытия и	6	5
302	того и	2	5
303	что они	12	5
304	и больше	13	5
305	сводится к	4	5
306	бы то	12	5
307	только к	2	5
308	все то	2	5
309	мы имеем	8	5
310	только то	4	5
311	нет ничего	2	5
312	и еще	4	5
313	во всех	5	5
314	по преимуществу	2	5
315	со своим	8	5
316	жизни в	3	5
317	в философии	8	5
318	что я	26	5
319	самого же	2	5
320	есть все	2	5
321	и так	2	5
322	но уже	3	5
323	далеко не	2	5
324	что у	5	5
325	учение об	10	5
326	не вполне	2	5
327	еще более	4	5
328	в свою	5	5
329	для его	2	5
330	из них	7	5
331	говорит о	3	5
332	и только	11	5
333	не к	3	5
334	без всякого	7	5
335	не о	2	4
336	в свой	2	4
337	перед нами	3	4
338	тем самым	2	4
339	о которых	2	4
340	для нее	2	4
341	крайней мере	10	4
342	человека и	3	4
343	но для	2	4
344	в науке	3	4
345	ясно что	10	4
346	иное как	12	4
347	не что	12	4
348	наряду с	2	4
349	как к	5	4
350	то мы	3	4
351	это и	12	4
352	есть нечто	12	4
353	только одно	2	4
354	совершенно не	11	4
355	у них	2	4
356	бы на	3	4
357	и т	37	4
358	только с	3	4
359	он говорит	2	4
360	это тоже	2	4
361	мог бы	7	4
362	в более	2	4
363	она есть	12	4
364	одной стороны	3	4
365	не то	4	4
366	с которой	3	4
367	же т	3	4
368	но тут	2	4
369	и во	3	4
370	себя и	8	4
371	нужно сказать	2	4
372	в сущности	7	4
373	раз навсегда	3	4
374	об отношении	4	4
375	но зато	2	4
376	что иное	12	4
377	или не	7	4
378	вообще говоря	2	4
379	есть просто	6	4
380	когда мы	6	4
381	и эта	4	4
382	независимо от	5	4
383	для тех	3	4
384	же это	5	4
385	с ней	2	4
386	это вовсе	2	4
387	не все	3	4
388	не так	2	4
389	мы можем	4	4
390	т д	36	4
391	себе в	5	4
392	только что	2	4
393	должны сказать	2	4
394	и бытия	6	4
395	ни к	3	4
396	в особенности	3	4
397	этом отношении	2	4
398	не на	2	4
399	и нужно	2	4
400	если оно	9	4
401	то следовательно	2	4
402	и другие	2	4
403	по крайней	10	4
404	нас в	3	4
405	с одной	3	4
406	заключается в	3	4
407	и более	4	4
408	вещь и	18	4
409	том чтобы	2	4
410	нет и	4	4
411	их в	6	4
412	я в	3	4
413	в последние	2	4
414	то необходимо	3	4
415	на этом	4	4
416	это можно	2	4
417	только не	5	4
418	сам по	4	4
419	о которой	3	4
420	но с	2	4
421	как с	7	4
422	прочим и	2	3
423	может считаться	3	3
424	что является	6	3
425	следовательно и	2	3
426	как можно	5	3
427	ни о	3	3
428	к этим	2	3
429	указывает на	8	3
430	а что	2	3
431	вещи в	10	3
432	можно и	3	3
433	которого я	2	3
434	ему не	3	3
435	и ее	19	3
436	это будет	4	3
437	именно так	2	3
438	не как	2	3
439	больше того	6	3
440	даже больше	6	3
441	в другом	3	3
442	свою очередь	5	3
443	в силу	4	3
444	остановиться на	3	3
445	к такому	2	3
446	я должен	4	3
447	но тогда	5	3
448	бы его	2	3
449	но эта	2	3
450	между ними	6	3
451	казалось бы	3	3
452	но о	2	3
453	точка зрения	5	3
454	самом деле	7	3
455	я вижу	2	3
456	к бытию	3	3
457	бытие и	6	3
458	теперь же	2	3
459	на вопрос	2	3
460	его от	2	3
461	что философ	2	3
462	ни только	4	3
463	но из	2	3
464	истине и	2	3
465	больше ничего	12	3
466	гораздо более	2	3
467	а если	6	3
468	не нужно	3	3
469	в полной	2	3
470	что не	11	3
471	если это	4	3
472	и она	3	3
473	вот это	3	3
474	имеет никакого	2	3
475	всегда есть	5	3
476	в разных	6	3
477	же как	3	3
478	находится в	4	3
479	при всем	2	3
480	и этот	2	3
481	мы сказали	2	3
482	все еще	3	3
483	и сущностью	2	3
484	самого себя	2	3
485	если есть	5	3
486	одно и	6	3
487	в чисто	5	3
488	с ними	4	3
489	ее на	2	3
490	только как	2	3
491	дело не	4	3
492	бы в	9	3
493	с самим	4	3
494	но то	4	3
495	в абсолютном	2	3
496	отличается от	8	3
497	является не	2	3
498	я и	8	3
499	как о	5	3
500	кто не	3	3
501	во имя	3	3
502	никуда не	2	3
503	себе не	3	3
504	исходить из	2	3
505	отношении к	4	3
506	что есть	8	3
507	ни на	7	3
508	на меня	3	3
509	что такое	20	3
510	на почве	6	3
511	в состоянии	2	3
512	здравого смысла	2	3
513	все что	3	3
514	оно не	6	3
515	у меня	3	3
516	не существует	4	3
517	в настоящем	5	3
518	не понимает	3	3
519	о значении	2	3
520	но когда	3	3
521	и который	2	3
522	от нее	2	3
523	в подлинном	3	3
524	и чисто	4	3
525	только о	2	3
526	как будто	2	3
527	была бы	3	3
528	один и	2	3
529	быть и	5	3
530	она должна	4	2
531	к одному	3	2
532	когда оно	2	2
533	но можно	3	2
534	в действительности	7	2
535	нет никакой	4	2
536	этого нужно	2	2
537	бытия в	2	2
538	утверждать что	2	2
539	будет то	2	2
540	и сама	4	2
541	том как	4	2
542	не является	3	2
543	для всего	2	2
544	всякий кто	2	2
545	те или	5	2
546	не потому	7	2
547	что вы	4	2
548	одна из	6	2
549	чем мы	3	2
550	к себе	4	2
551	ни было	12	2
552	смысла и	8	2
553	что из	3	2
554	и а	3	2
555	ровно никакого	2	2
556	вообще и	5	2
557	но к	2	2
558	к чему	2	2
559	или о	3	2
560	но именно	3	2
561	я имею	3	2
562	в одно	2	2
563	это все	3	2
564	философии вообще	2	2
565	знает что	2	2
566	же мы	2	2
567	если он	3	2
568	идеи и	3	2
569	нужно было	3	2
570	нет ровно	2	2
571	себя я	2	2
572	только тогда	4	2
573	вещи не	11	2
574	даже вообще	2	2
575	и совершенно	2	2
576	рационализма и	7	2
577	для такого	2	2
578	материю и	3	2
579	стороны и	2	2
580	говорить об	2	2
581	может и	3	2
582	не мешает	4	2
583	на этой	2	2
584	или по	2	2
585	но оно	3	2
586	в бытии	2	2
587	на себе	5	2
588	не из	2	2
589	и само	3	2
590	одного из	2	2
591	было ни	2	2
592	навсегда и	2	2
593	ясности и	2	2
594	есть тот	2	2
595	однако в	3	2
596	вот эта	2	2
597	же не	4	2
598	можно ли	7	2
599	меня не	2	2
600	в ее	8	2
601	на более	2	2
602	в собственном	3	2
603	о ней	5	2
604	то не	7	2
605	как я	6	2
606	той или	3	2
607	было в	3	2
608	те кто	3	2
609	и может	3	2
610	религии но	2	2
611	а есть	5	2
612	все равно	6	2
613	должна быть	8	2
614	о каком	2	2
615	что эти	2	2
616	в основе	4	2
617	почти все	2	2
618	на их	2	2
619	вопрос об	2	2
620	еще один	2	2
621	веры в	2	2
622	будучи в	2	2
623	она является	4	2
624	если они	2	2
625	есть она	3	2
626	истории и	2	2
627	но эти	2	2
628	с другими	8	2
629	что только	4	2
630	в первой	2	2
631	его как	2	2
632	на это	5	2
633	если она	11	2
634	о котором	2	2
635	поэтому и	2	2
636	с ее	10	2
637	от этого	3	2
638	этом и	2	2
639	бы даже	2	2
640	но лишь	2	2
641	к делу	2	2
642	как не	2	2
643	но еще	3	2
644	в возможности	2	2
645	со всей	2	2
646	и их	11	2
647	его и	4	2
648	от всякого	4	2
649	чем не	2	2
650	которые мы	2	2
651	и пр	10	2
652	вещей но	5	2
653	точке зрения	4	2
654	говорится о	2	2
655	подлинном смысле	2	2
656	является в	2	2
657	поэтому в	2	2
658	которая тоже	2	2
659	то с	3	2
660	в самой	3	2
661	этом в	2	2
662	из которых	3	2
663	есть уже	4	2
664	стороны не	2	2
665	знание и	3	2
666	же они	3	2
667	вещей и	12	2
668	должны быть	6	2
669	это совершенно	4	2
670	выражение в	3	2
671	тогда когда	5	2
672	этих двух	2	2
673	на такой	2	2
674	не можем	3	2
675	я хочу	5	2
676	которая была	2	2
677	в той	6	2
678	может не	4	2
679	и того	2	2
680	даже просто	2	2
681	есть прежде	4	2
682	и уже	2	2
683	что эта	2	2
684	говорить о	9	2
685	есть для	2	2
686	всего прочего	8	2
687	рационализм и	2	2
688	а тем	3	2
689	в себя	13	2
690	угодно и	2	2
691	с какой	2	2
692	относится к	6	2
693	субстанция как	3	2
694	а так	3	2
695	а следовательно	4	2
