N	2gram	Vygotskiy_	VeschiIm
212	в которой	6	5
213	но совершенно	4	5
214	с а	2	5
215	мысли и	2	5
216	об этом	3	5
217	и здесь	3	5
218	думают что	2	5
219	или как	2	5
220	в жизни	5	5
221	подобно тому	7	5
222	что у	8	5
223	от всех	3	5
224	что для	5	5
225	все что	4	5
226	в свою	3	5
227	вообще и	2	5
228	как можно	3	5
229	только не	4	5
230	или что	4	5
231	как она	4	5
232	тому как	10	5
233	я хочу	2	5
234	то или	3	5
235	если же	3	5
236	чем же	2	5
237	она должна	2	4
238	нет никакой	3	4
239	так же	29	4
240	том как	2	4
241	в силу	4	4
242	в конце	6	4
243	отношение к	3	4
244	и у	6	4
245	что именно	4	4
246	при помощи	27	4
247	в их	4	4
248	так и	6	4
249	только тогда	8	4
250	что все	10	4
251	в этой	5	4
252	более или	3	4
253	то время	6	4
254	этой точки	7	4
255	не то	2	4
256	того чтобы	13	4
257	равным образом	3	4
258	то как	4	4
259	в качестве	3	4
260	не было	5	4
261	тот же	8	4
262	во всяком	9	4
263	когда она	6	4
264	с ними	2	4
265	в основе	13	4
266	что нужно	2	4
267	и от	4	4
268	само по	8	4
269	то в	2	4
270	с этим	7	4
271	есть в	7	4
272	только то	3	4
273	как оно	2	4
274	мы можем	6	4
275	на него	2	4
276	в особенности	3	4
277	и вот	5	4
278	его и	4	4
279	и о	4	4
280	но только	6	4
281	отношении к	3	4
282	и более	3	4
283	что только	3	4
284	она является	3	4
285	время как	6	4
286	метода и	2	4
287	в котором	5	4
288	если это	2	4
289	образом и	4	4
290	точке зрения	2	4
291	это совершенно	3	4
292	на этом	3	4
293	не существует	4	4
294	главным образом	3	4
295	или менее	3	4
296	смысле и	2	4
297	еще более	2	4
298	сводится к	3	4
299	говорит о	4	4
300	сам по	4	4
301	же время	2	4
302	он не	8	4
303	и сам	3	4
304	не быть	2	4
305	собственном смысле	3	4
306	этого метода	2	4
307	может считаться	3	3
308	к одному	5	3
309	этого вопроса	2	3
310	из того	2	3
311	но как	4	3
312	не является	5	3
313	человека и	3	3
314	но даже	4	3
315	в уме	2	3
316	состоит из	2	3
317	и эти	2	3
318	по самому	7	3
319	решительно все	2	3
320	казалось бы	4	3
321	себе не	4	3
322	оба эти	2	3
323	это все	3	3
324	только на	7	3
325	в частности	6	3
326	быть совершенно	2	3
327	идеи и	2	3
328	а с	2	3
329	по существу	6	3
330	мы видели	2	3
331	это может	2	3
332	к нему	3	3
333	только с	2	3
334	к тому	8	3
335	не понимает	2	3
336	а только	4	3
337	была бы	2	3
338	вот это	2	3
339	с в	4	3
340	одной стороны	7	3
341	другой стороны	7	3
342	быть может	2	3
343	различие между	5	3
344	в целом	8	3
345	же как	8	3
346	и во	3	3
347	заключается в	15	3
348	и может	3	3
349	из самых	2	3
350	из его	4	3
351	мы получим	2	3
352	только один	2	3
353	можно с	2	3
354	ту или	2	3
355	в собственном	4	3
356	и нет	2	3
357	говорит что	10	3
358	образ и	2	3
359	в науке	2	3
360	применении к	2	3
361	то чтобы	4	3
362	только что	3	3
363	же самой	3	3
364	для того	12	3
365	что то	2	3
366	как в	17	3
367	этот метод	2	3
368	нас в	2	3
369	с одной	6	3
370	остановиться на	2	3
371	случае не	2	3
372	сами по	4	3
373	у него	4	3
374	не имеет	3	3
375	явлений и	3	3
376	видели что	2	3
377	в своих	12	3
378	в самой	2	3
379	есть как	3	3
380	стало быть	3	3
381	из которых	5	3
382	будь то	2	3
383	не можем	3	3
384	однако в	2	3
385	из этого	5	3
386	у всех	2	3
387	бы ни	2	3
388	или в	2	3
389	на нас	2	3
390	бы что	2	3
391	как нечто	3	3
392	не к	2	3
393	у меня	3	3
394	этих двух	4	3
395	и всякий	2	3
396	мы будем	2	3
397	имеем дело	2	3
398	но он	3	3
399	же тогда	2	2
400	тем самым	2	2
401	когда оно	2	2
402	ее и	2	2
403	тому что	7	2
404	о чем	2	2
405	указанием на	2	2
406	не как	3	2
407	то есть	44	2
408	наряду с	3	2
409	которые мы	4	2
410	едва ли	5	2
411	заключается не	2	2
412	и таким	4	2
413	подходит к	2	2
414	очевидно что	7	2
415	конце концов	6	2
416	в виду	6	2
417	на все	6	2
418	это только	4	2
419	как он	4	2
420	что если	7	2
421	у них	2	2
422	точку зрения	3	2
423	нас не	2	2
424	быть в	2	2
425	на вопрос	4	2
426	же мы	2	2
427	мере в	2	2
428	его от	2	2
429	одно из	2	2
430	не так	2	2
431	никак нельзя	2	2
432	для такого	2	2
433	совсем не	3	2
434	эти а	2	2
435	видим что	5	2
436	зрения и	2	2
437	гораздо более	2	2
438	он говорит	4	2
439	из их	2	2
440	или его	3	2
441	уже в	3	2
442	к природе	2	2
443	ту же	6	2
444	а потому	5	2
445	образы и	2	2
446	что на	4	2
447	всяком случае	7	2
448	от смысла	2	2
449	и совершенно	7	2
450	понятий и	3	2
451	нуждается в	3	2
452	тем или	2	2
453	при всем	3	2
454	и этот	3	2
455	связи с	2	2
456	в связи	3	2
457	не на	2	2
458	того и	3	2
459	же точно	13	2
460	в применении	2	2
461	что эти	3	2
462	себя смысл	2	2
463	в состоянии	4	2
464	в одну	2	2
465	только мы	2	2
466	все то	4	2
467	и слов	2	2
468	утверждать что	9	2
469	переживания и	2	2
470	что эта	4	2
471	ее на	2	2
472	как совершенно	5	2
473	к этому	5	2
474	по преимуществу	2	2
475	исходит из	5	2
476	стороны и	3	2
477	что здесь	2	2
478	как не	2	2
479	этом отношении	7	2
480	и другие	5	2
481	самого же	2	2
482	себе и	2	2
483	жизнь и	3	2
484	моментов в	2	2
485	же и	2	2
486	почти все	3	2
487	именно потому	3	2
488	том чтобы	9	2
489	и так	7	2
490	далеко не	7	2
491	каждой из	3	2
492	учения о	2	2
493	или иных	2	2
494	зависит от	2	2
495	в слове	3	2
496	и другой	6	2
497	но к	3	2
498	слова в	5	2
499	когда он	11	2
500	и к	5	2
501	приводит к	3	2
502	к чему	2	2
503	для нас	5	2
504	это можно	3	2
505	на такой	2	2
506	и на	6	2
507	что образ	2	2
508	не знаем	2	2
509	совершенно ясно	22	2
510	из самого	2	2
511	только как	3	2
512	и уже	2	2
513	конечно не	2	2
514	исходят из	2	2
515	с но	3	2
516	и делает	2	2
517	есть для	2	2
518	только о	3	2
519	как будто	10	2
520	во всем	5	2
521	один и	2	2
522	этом смысле	3	2
523	той же	9	2
524	с его	3	2
525	основе своей	2	2
526	на основе	2	2
527	тем же	4	2
