N	2gram	Losev_Prob	RusskieA
289	как символ	15	3
290	в советской	2	3
291	все что	2	3
292	в русской	4	3
293	когда он	3	3
294	ii в	2	3
295	из которых	2	3
296	можно назвать	2	3
297	с точки	13	3
298	говорит о	9	3
299	здесь не	12	3
300	и его	11	3
301	по его	2	3
302	же и	2	3
303	в период	4	3
304	что именно	2	3
305	тому же	5	3
306	по содержанию	2	3
307	до сих	3	3
308	и притом	8	2
309	во все	3	2
310	ясно и	2	2
311	в заключение	3	2
312	в европе	2	2
313	в себе	7	2
314	на эту	2	2
315	и вообще	11	2
316	перед нами	14	2
317	само собой	3	2
318	в духе	4	2
319	но даже	6	2
320	не как	3	2
321	в силу	6	2
322	iv в	4	2
323	в конце	10	2
324	остановиться на	2	2
325	отношение к	3	2
326	и наконец	4	2
327	должен быть	2	2
328	а он	2	2
329	подобного рода	9	2
330	и тем	4	2
331	а как	2	2
332	он должен	2	2
333	в новой	3	2
334	так называемая	2	2
335	в частности	5	2
336	и за	2	2
337	самом деле	3	2
338	тем как	2	2
339	в ряд	3	2
340	себе в	2	2
341	не так	4	2
342	эти и	2	2
343	тот кто	2	2
344	но так	2	2
345	участие в	2	2
346	они не	3	2
347	он пишет	2	2
348	людей и	13	2
349	и без	5	2
350	одной стороны	5	2
351	между прочим	2	2
352	очень много	3	2
353	дерева и	2	2
354	на кавказе	12	2
355	от своих	3	2
356	здесь в	7	2
357	под влиянием	3	2
358	случае не	2	2
359	в дальнейшем	7	2
360	можно сказать	10	2
361	который в	10	2
362	для него	2	2
363	с его	3	2
364	сказать что	13	2
365	он не	4	2
366	другой стороны	8	2
367	значит что	3	2
368	и он	5	2
369	в начале	6	2
370	тем более	2	2
371	огонь и	5	2
372	дело в	4	2
373	в каждом	2	2
374	его как	2	2
375	в новое	3	2
376	еще до	2	2
377	и даже	24	2
378	мы можем	5	2
379	россии в	2	2
380	общего с	2	2
381	настоящей работе	2	2
382	этом отношении	4	2
383	и которые	3	2
384	не является	2	2
385	с этой	4	2
386	в настоящей	2	2
387	от одного	4	2
388	по всему	2	2
389	быть только	6	2
390	нас в	5	2
391	борьбы с	2	2
392	на тот	2	2
393	к людям	5	2
394	в жизни	4	2
395	но тем	2	2
396	ни с	4	2
397	и так	3	2
398	этого дерева	2	2
399	и является	6	2
400	дело здесь	2	2
401	дерева в	2	2
402	в чем	3	2
403	здесь говорится	4	2
404	был в	3	2
405	и если	2	2
406	на плечи	2	2
407	если он	4	2
408	такую же	2	2
409	по себе	5	2
410	равно как	2	2
411	и всех	2	2
412	раз и	2	2
413	к другому	5	2
414	от нее	2	2
415	из этого	6	2
416	землю и	2	2
417	что эта	3	2
418	но еще	2	2
419	у него	13	2
420	что такой	2	2
421	в нашем	5	2
422	но эта	2	2
423	все в	3	2
424	однако не	2	2
