N	2gram	Vygotskiy_	FransuaR
388	тем же	4	6
389	которые в	3	6
390	не остается	2	6
391	тех же	2	6
392	тем самым	2	5
393	тогда когда	7	5
394	к своему	2	5
395	но мы	3	5
396	должна быть	3	5
397	и была	2	5
398	из его	4	5
399	говорит что	10	5
400	но только	6	5
401	когда он	11	5
402	в другой	3	5
403	не является	5	5
404	что мы	9	5
405	чем в	2	5
406	для выражения	7	5
407	есть не	6	5
408	в произведении	7	5
409	с другими	2	5
410	у всех	2	5
411	совсем не	3	5
412	и когда	5	5
413	почти всегда	3	5
414	имеет в	3	5
415	как например	2	5
416	должно быть	2	5
417	и этот	3	5
418	одного и	2	5
419	ни было	2	5
420	смысл и	2	5
421	сравнению с	3	5
422	слова в	5	5
423	если мы	21	5
424	бы и	5	5
425	всяком случае	7	5
426	форму и	4	5
427	и только	5	5
428	же самое	8	5
429	в слове	3	5
430	на основе	2	5
431	оказывается что	5	5
432	но даже	4	5
433	и всегда	2	5
434	на эти	2	5
435	на место	3	5
436	всех других	2	5
437	в трех	2	5
438	себя и	3	5
439	которой мы	2	5
440	в применении	2	5
441	по сравнению	3	5
442	в собственном	4	5
443	применении к	2	5
444	и из	7	5
445	все в	2	5
446	у шекспира	2	5
447	то в	2	5
448	стороны и	3	5
449	же как	8	5
450	мы в	3	5
451	жизни с	4	5
452	лиц и	3	5
453	независимо от	3	5
454	мы имеем	7	5
455	только то	3	5
456	не к	2	5
457	на то	17	5
458	в область	3	4
459	в каждом	5	4
460	состоит из	2	4
461	же мы	2	4
462	что этот	3	4
463	такое же	3	4
464	в известном	2	4
465	этих слов	2	4
466	ее от	4	4
467	когда они	2	4
468	порядка и	2	4
469	но если	2	4
470	что только	3	4
471	но к	3	4
472	которой он	2	4
473	говоря о	2	4
474	образом все	2	4
475	одной и	6	4
476	в прошлое	2	4
477	говорит он	3	4
478	дело с	10	4
479	к этой	2	4
480	часто в	2	4
481	и больше	2	4
482	при изображении	2	4
483	это есть	6	4
484	что эти	3	4
485	ее на	2	4
486	на это	2	4
487	нигде не	2	4
488	при всем	3	4
489	заключается в	15	4
490	что такие	3	4
491	если же	3	4
492	точек зрения	3	4
493	и сейчас	4	4
494	и далее	2	4
495	что даже	3	4
496	даны в	2	4
497	не так	2	4
498	при анализе	3	4
499	заметить что	3	4
500	который в	3	4
501	в живописи	2	4
502	которых мы	4	4
503	его жизни	3	4
504	или же	2	4
505	оно не	2	4
506	этот вопрос	2	4
507	на такой	2	4
508	только не	4	4
509	выйти из	2	4
510	имеет дело	2	4
511	что я	4	4
512	один и	2	4
513	у меня	3	4
514	без всякого	2	4
515	в очень	2	4
516	в действительности	4	4
517	если в	2	4
518	в игре	2	4
519	есть нечто	4	4
520	и тем	5	4
521	утверждает что	5	4
522	его от	2	4
523	где начинается	3	4
524	о его	2	4
525	считает что	2	4
526	и той	5	4
527	образ и	2	4
528	бы ни	2	4
529	тот самый	3	4
530	и значение	2	4
531	ни на	3	4
532	на тему	2	4
533	на нем	2	4
534	знаем что	4	4
535	в смысле	3	4
536	по себе	21	4
537	то на	2	4
538	собственном смысле	3	4
539	принадлежат к	4	4
540	утверждение что	2	4
541	в каком	3	3
542	сильнее и	2	3
543	это только	4	3
544	смысле этого	2	3
545	она не	6	3
546	с того	2	3
547	в голове	2	3
548	в художественном	9	3
549	же самые	2	3
550	утверждают что	2	3
551	когда она	6	3
552	изобразительных искусств	2	3
553	которая не	2	3
554	не что	2	3
555	должны были	2	3
556	что иное	2	3
557	леонардо да	2	3
558	материал и	2	3
559	именно потому	3	3
560	мы говорим	2	3
561	которое в	2	3
562	идет не	3	3
563	которых они	2	3
564	и всякий	2	3
565	самому существу	4	3
566	совершенно правильно	7	3
567	указывает на	6	3
568	не потому	3	3
569	со стороны	5	3
570	не всегда	2	3
571	тому что	7	3
572	не знаем	2	3
573	из которой	2	3
574	быть в	2	3
575	целом ряде	2	3
576	и совершенно	7	3
577	в поэзии	5	3
578	на другой	3	3
579	научного изучения	2	3
580	бы то	3	3
581	имеет место	2	3
582	с конца	2	3
583	как во	2	3
584	такие же	2	3
585	в первый	3	3
586	именно и	2	3
587	него в	2	3
588	вследствие этого	2	3
589	что его	5	3
590	время как	6	3
591	явлений и	3	3
592	это совершенно	3	3
593	не существует	4	3
594	всякий раз	10	3
595	да винчи	2	3
596	к одному	5	3
597	которое он	2	3
598	нам придется	2	3
599	из того	2	3
600	иное как	2	3
601	в силу	4	3
602	наряду с	3	3
603	как форма	2	3
604	а с	2	3
605	два момента	2	3
606	действующих лиц	3	3
607	и другими	4	3
608	связи со	2	3
609	а потому	5	3
610	что тот	3	3
611	не будет	4	3
612	то ни	2	3
613	на другом	2	3
614	на тех	3	3
615	от этой	2	3
616	свой особый	3	3
617	за ним	2	3
618	нашего исследования	4	3
619	том чтобы	9	3
620	которого мы	2	3
621	или иных	2	3
622	эпохи с	2	3
623	ясно что	22	3
624	будто бы	2	3
625	этом смысле	3	3
626	таким путем	6	3
627	и об	2	3
628	в глаза	2	3
629	что именно	4	3
630	может стать	3	3
631	тем как	2	3
632	подойти к	2	3
633	именно эти	3	3
634	людей с	2	3
635	к природе	2	3
636	всегда и	2	3
637	что с	5	3
638	и может	3	3
639	же точно	13	3
640	тех или	2	3
641	с этого	2	3
642	и мы	6	3
643	и уже	2	3
644	то это	3	3
645	и тогда	3	3
646	их от	3	3
647	которые не	3	3
648	указывает что	4	3
649	не есть	4	3
650	в эстетике	6	3
651	приводит к	3	3
652	чтобы показать	4	3
653	мы все	3	3
654	есть для	2	3
655	этих двух	4	3
656	он все	2	2
657	при помощи	27	2
658	мы должны	4	2
659	действия и	4	2
660	различие между	5	2
661	xviii в	2	2
662	и поэтому	3	2
663	бы мы	3	2
664	которыми она	2	2
665	целом не	2	2
666	должна была	3	2
667	совершается в	2	2
668	только тогда	8	2
669	никак нельзя	2	2
670	материал для	4	2
671	а только	4	2
672	сводить к	2	2
673	этому поводу	3	2
674	у того	2	2
675	по тому	4	2
676	первый раз	2	2
677	только один	2	2
678	для самого	2	2
679	его с	3	2
680	удовольствие от	3	2
681	при таком	5	2
682	формы в	6	2
683	учения о	2	2
684	что такое	2	2
685	этих вопросов	2	2
686	это можно	3	2
687	есть как	3	2
688	же что	2	2
689	к числу	3	2
690	объясняется и	2	2
691	и утверждает	2	2
692	показывает как	3	2
693	тем и	2	2
694	случае в	3	2
695	как таковое	2	2
696	вслед за	10	2
697	то все	2	2
698	произведение и	2	2
699	входящих в	2	2
700	если оно	3	2
701	и характер	3	2
702	удовольствия и	2	2
703	же самом	2	2
704	речь идет	4	2
705	на вопрос	4	2
706	речь и	2	2
707	грань между	2	2
708	быть может	2	2
709	мы его	2	2
710	можно ли	2	2
711	в такой	2	2
712	с теми	2	2
713	что каждая	2	2
714	тайны и	2	2
715	с общим	2	2
716	что если	7	2
717	если она	2	2
718	в науке	2	2
719	совершенно справедливо	5	2
720	сходство с	3	2
721	нет никакой	3	2
722	социальной и	3	2
723	в какой	6	2
724	что есть	3	2
725	в самых	3	2
726	и другую	2	2
727	это отношение	2	2
728	каждая эпоха	4	2
729	с в	4	2
730	совпадает с	4	2
731	точкой для	2	2
732	большим и	2	2
733	чтобы убедиться	2	2
734	все дело	3	2
735	точкой зрения	2	2
736	выражения и	2	2
737	ее и	2	2
738	и таким	4	2
739	вообще и	2	2
740	потому не	4	2
741	что ни	2	2
742	тот кто	2	2
743	этом он	2	2
744	гораздо более	2	2
745	в ход	2	2
746	и дальше	3	2
747	именно к	2	2
748	должны быть	6	2
749	в нашей	4	2
750	что вся	2	2
751	и нет	2	2
752	лиц но	2	2
753	отличается от	4	2
754	фактов и	2	2
755	о влиянии	2	2
756	или как	2	2
757	все остальное	2	2
758	том и	4	2
759	и самым	2	2
760	с совершенно	3	2
761	нас от	2	2
762	на почве	3	2
763	полагает что	2	2
764	оба эти	2	2
765	сам по	4	2
766	и делает	2	2
767	в конечном	6	2
768	в стихотворную	2	2
769	есть ли	2	2
770	для установления	2	2
771	же явления	2	2
772	с двумя	2	2
773	которые мы	4	2
774	теми же	2	2
775	это все	3	2
776	для такого	2	2
777	не можем	3	2
778	что оно	4	2
779	и вместе	2	2
780	он создает	2	2
781	и многие	3	2
782	может показаться	2	2
783	случае не	2	2
784	обращается к	2	2
785	себе представить	2	2
786	же где	2	2
787	мышления и	3	2
788	например когда	2	2
789	конечном счете	6	2
790	которое мы	2	2
791	произведения но	2	2
792	который как	2	2
793	только о	3	2
794	мысли в	3	2
795	как только	3	2
796	с новыми	2	2
797	что при	8	2
798	найти в	2	2
799	сейчас же	5	2
800	смысле и	2	2
801	только как	3	2
802	в разные	2	2
803	бы что	2	2
