N	2gram	Vinokur_Ku	Psycholo
484	чем в	3	5
485	однако он	2	5
486	его к	5	5
487	этой области	3	5
488	к которому	3	5
489	это все	2	5
490	который мы	2	5
491	и было	3	5
492	нам не	5	5
493	мы находим	2	5
494	можно ли	6	5
495	указать на	5	5
496	и еще	4	5
497	хотя и	7	5
498	силу того	2	5
499	дело не	4	5
500	русском языке	14	5
501	то или	3	5
502	но еще	4	5
503	не значит	2	5
504	только о	3	5
505	а то	2	5
506	в смысле	2	5
507	однако не	9	5
508	и тогда	4	5
509	отношения к	2	5
510	быть не	2	5
511	когда оно	2	4
512	этого вопроса	3	4
513	также и	7	4
514	к своему	2	4
515	может и	2	4
516	предположить что	2	4
517	к сожалению	2	4
518	однако в	2	4
519	и под	3	4
520	обстоятельство что	15	4
521	аналогии с	3	4
522	в истории	3	4
523	из одного	3	4
524	в первом	3	4
525	мы с	3	4
526	не с	4	4
527	характер и	2	4
528	к разряду	2	4
529	так называемой	2	4
530	в языке	16	4
531	не на	4	4
532	в речи	5	4
533	этой цели	2	4
534	как у	2	4
535	обе эти	4	4
536	после того	3	4
537	в день	2	4
538	это так	2	4
539	что между	2	4
540	мы говорим	4	4
541	если не	4	4
542	находится в	2	4
543	и того	2	4
544	или иное	2	4
545	что когда	3	4
546	с помощью	12	4
547	в каких	2	4
548	слов в	5	4
549	или иные	2	4
550	в настоящее	2	4
551	но для	4	4
552	те или	2	4
553	по отношению	9	4
554	в это	3	4
555	взглянуть на	2	4
556	ли не	4	4
557	смысл в	2	4
558	и где	2	4
559	подойти к	3	4
560	только потому	13	4
561	бы на	4	4
562	настоящее время	2	4
563	мне кажется	2	4
564	здесь не	5	4
565	не для	2	4
566	с ними	6	4
567	в связи	4	4
568	в стороне	2	4
569	т е	54	4
570	как например	3	4
571	такие же	2	4
572	образом если	2	4
573	в пределах	8	4
574	же время	4	4
575	ничего общего	2	4
576	в слове	3	4
577	материалом для	2	4
578	указывал что	2	3
579	но ведь	3	3
580	одним из	2	3
581	вообще и	2	3
582	доказать что	3	3
583	как можно	2	3
584	с первого	2	3
585	общего с	2	3
586	в более	2	3
587	что можно	4	3
588	как именно	2	3
589	в узком	3	3
590	убедиться что	2	3
591	в большей	2	3
592	следует что	6	3
593	уже и	3	3
594	именно поэтому	2	3
595	что нужно	2	3
596	и должно	2	3
597	а также	3	3
598	потребность в	3	3
599	что так	3	3
600	однако и	2	3
601	в наши	2	3
602	чтобы создать	2	3
603	к себе	4	3
604	кроме того	2	3
605	по своим	2	3
606	превращается в	4	3
607	стоит в	5	3
608	ему нужно	3	3
609	чаще всего	2	3
610	речь в	7	3
611	быть только	3	3
612	очень много	3	3
613	на почве	2	3
614	справедливо указывает	2	3
615	но с	2	3
616	что их	2	3
617	то обстоятельство	15	3
618	на который	2	3
619	это действительно	2	3
620	вопроса о	7	3
621	обратить внимание	4	3
622	за счет	2	3
623	как таковой	2	3
624	слово в	2	3
625	на долю	3	3
626	то для	2	3
627	в наше	3	3
628	связано с	3	3
629	мере в	7	3
630	в разных	2	3
631	что нет	2	3
632	действие в	2	3
633	с такими	2	3
634	речи и	8	3
635	жизнь в	2	3
636	быть в	2	3
637	в прямом	2	3
638	тем более	2	3
639	приходим к	2	3
640	даже для	2	3
641	всегда в	2	3
642	было в	2	3
643	этом случае	4	3
644	на язык	4	3
645	здесь как	3	3
646	под этим	2	3
647	интересно что	2	3
648	не трудно	8	3
649	как я	2	3
650	в таких	7	3
651	смысле что	2	3
652	слова как	5	3
653	не столько	2	3
654	отношению к	9	3
655	это конечно	2	3
656	наше время	3	3
657	но уже	6	3
658	разве не	2	3
659	или иначе	4	3
660	которое было	2	3
661	то ни	2	3
662	же и	4	3
663	в форме	3	3
664	последнее время	3	3
665	на основе	2	3
666	для этой	2	2
667	русский язык	9	2
668	и мысли	2	2
669	хотелось бы	2	2
670	вот например	2	2
671	и далее	3	2
672	с историей	2	2
673	если его	2	2
674	о характере	2	2
675	в следующем	2	2
676	не хочет	2	2
677	следовательно и	2	2
678	доказывает что	2	2
679	не надо	4	2
680	это как	2	2
681	которые можно	3	2
682	п в	3	2
683	всего в	2	2
684	ведь и	2	2
685	мы приходим	2	2
686	в структуре	3	2
687	сторону от	2	2
688	вопросу о	4	2
689	не составляет	2	2
690	наоборот в	2	2
691	на этой	4	2
692	ли в	3	2
693	это положение	2	2
694	другое дело	2	2
695	с большим	4	2
696	а если	5	2
697	во втором	2	2
698	тех случаях	2	2
699	при том	2	2
700	для них	2	2
701	переходит в	2	2
702	в данный	2	2
703	для примера	2	2
704	сюда же	3	2
705	до того	2	2
706	следовало бы	2	2
707	для всякой	2	2
708	выходит за	2	2
709	их как	2	2
710	теряет свою	2	2
711	с гораздо	2	2
712	как такового	2	2
713	во многих	3	2
714	тех же	2	2
715	я уже	2	2
716	не знаю	2	2
717	этого процесса	2	2
718	только к	2	2
719	который уже	2	2
720	фактов и	2	2
721	иной раз	2	2
722	на практике	3	2
723	слово это	11	2
724	д и	3	2
725	что стоит	2	2
726	именно этот	3	2
727	между собою	3	2
728	понимать как	2	2
729	по крайней	11	2
730	поскольку оно	2	2
731	свидетельствуют о	2	2
732	так называемые	5	2
733	в некоторой	2	2
734	раз на	2	2
735	уже на	3	2
736	есть лишь	3	2
737	совершенно ином	2	2
738	вообще не	2	2
739	чтобы мы	2	2
740	за собой	2	2
741	п все	2	2
742	объяснение в	2	2
743	в обычном	3	2
744	именно с	3	2
745	на ту	3	2
746	и становится	3	2
747	и вовсе	7	2
748	эта фраза	2	2
749	или иной	3	2
750	для самого	3	2
751	крайней мере	11	2
752	не раз	3	2
753	не был	2	2
754	давно уже	2	2
755	так ли	2	2
756	нет в	2	2
757	не всегда	4	2
758	в науке	4	2
759	в свое	4	2
760	как история	2	2
761	точно также	2	2
762	мысли а	2	2
763	нужно было	3	2
764	узком смысле	2	2
765	любовь к	2	2
766	всего что	2	2
767	на такие	2	2
768	даже и	5	2
769	как некоторое	3	2
770	мне не	2	2
771	есть продукт	2	2
772	еще одно	3	2
773	смысле и	2	2
774	не приходится	2	2
775	это слово	7	2
776	еще один	3	2
777	себе представить	2	2
778	что ничего	3	2
779	что само	2	2
780	действительно в	2	2
781	проще всего	2	2
782	к вопросу	4	2
783	его так	2	2
784	нельзя было	2	2
785	она стала	2	2
786	он есть	3	2
787	как о	2	2
788	на те	3	2
789	это просто	3	2
790	это по	2	2
791	случаи когда	3	2
792	в сфере	3	2
793	как с	2	2
794	труда и	2	2
795	речи с	2	2
796	данный момент	3	2
797	часто и	2	2
798	что было	2	2
799	так или	3	2
800	является ли	2	2
801	учение о	4	2
802	утверждение что	2	2
803	и сами	2	2
804	а следовательно	2	2
