N	2gram	Voloshinov	slovoVRo
254	всех сторон	2	4
255	дело не	2	4
256	в которой	5	4
257	и как	3	4
258	если бы	4	4
259	вообще не	2	4
260	в условиях	3	4
261	со всеми	5	4
262	и о	6	4
263	или как	3	4
264	сих пор	3	4
265	формы и	3	4
266	к тому	6	4
267	в иные	2	4
268	значение в	3	4
269	о себе	4	4
270	выражение в	4	4
271	из них	7	4
272	художественный образ	2	4
273	из этого	2	4
274	и уже	2	4
275	из него	3	4
276	в некоторых	2	4
277	первый план	4	4
278	отношения к	2	4
279	в себя	5	4
280	и речи	4	4
281	на первый	5	4
282	как раз	6	4
283	чем он	2	4
284	и связанных	2	3
285	данном случае	4	3
286	в широком	2	3
287	речь и	2	3
288	нисколько не	4	3
289	нуждается в	3	3
290	такого рода	2	3
291	как это	5	3
292	в такой	2	3
293	тому что	5	3
294	не приходится	3	3
295	всем этим	3	3
296	только с	4	3
297	в более	5	3
298	его с	2	3
299	притом в	3	3
300	и социальной	3	3
301	и те	5	3
302	между собой	4	3
303	смысле слова	4	3
304	на все	3	3
305	отметить что	4	3
306	и до	5	3
307	не выходит	2	3
308	было бы	8	3
309	в первом	2	3
310	ведь и	3	3
311	выходит за	2	3
312	и они	2	3
313	как для	2	3
314	в корне	6	3
315	свое выражение	2	3
316	них и	2	3
317	не исчерпывается	2	3
318	конечно в	3	3
319	и то	3	3
320	на всю	2	3
321	и вообще	4	3
322	на которые	4	3
323	сил в	3	3
324	к этому	9	3
325	в сознании	3	3
326	из этих	6	3
327	однако и	2	3
328	в собственном	4	3
329	от этого	2	3
330	дело в	2	3
331	этот процесс	4	3
332	должно быть	2	3
333	в составе	2	3
334	это было	2	3
335	отличается от	2	3
336	собственном смысле	3	3
337	борьбы с	4	3
338	на него	4	3
339	во второй	5	3
340	и самое	2	3
341	сознания в	3	3
342	здесь оно	2	3
343	жизни в	3	3
344	и другие	2	3
345	такой же	3	3
346	смысл и	2	3
347	этого процесса	2	3
348	нас в	2	3
349	которых мы	2	3
350	не укладывается	2	3
351	внутренней речи	5	3
352	за пределами	2	3
353	не есть	2	3
354	в этой	7	3
355	предмета и	2	3
356	потому что	4	3
357	все что	10	3
358	если мы	7	3
359	в эту	2	3
360	личности и	4	3
361	с таким	2	3
362	на всех	4	3
363	по ту	4	3
364	ту сторону	4	3
365	мы говорили	2	3
366	связана с	2	3
367	и тем	2	3
368	заложенные в	2	3
369	на самом	6	2
370	или во	2	2
371	в таких	4	2
372	ни о	6	2
373	о которых	2	2
374	но мы	6	2
375	чаще всего	3	2
376	для всего	2	2
377	есть только	3	2
378	поэтому они	2	2
379	в борьбу	2	2
380	к себе	3	2
381	на один	2	2
382	и у	7	2
383	связанное с	3	2
384	и есть	3	2
385	его отношение	2	2
386	это и	4	2
387	не остается	3	2
388	для сознания	2	2
389	это как	4	2
390	и за	4	2
391	или вовсе	2	2
392	и ни	3	2
393	а его	2	2
394	самого начала	5	2
395	а с	2	2
396	то что	17	2
397	по своему	4	2
398	явление в	3	2
399	от этих	2	2
400	он их	2	2
401	эти три	2	2
402	в прошлом	2	2
403	что все	7	2
404	значение для	2	2
405	и оно	4	2
406	только не	3	2
407	с самого	7	2
408	при анализе	3	2
409	вырождается в	2	2
410	могли бы	2	2
411	жизнь в	2	2
412	этого не	3	2
413	и социальных	2	2
414	связь с	7	2
415	материал для	2	2
416	и т.п	4	2
417	работы и	2	2
418	между ними	5	2
419	цели и	2	2
420	и та	2	2
421	же он	2	2
422	в основу	3	2
423	на них	2	2
424	из которого	4	2
425	для них	3	2
426	в ее	5	2
427	для развития	2	2
428	вступить в	2	2
429	мы видим	3	2
430	только как	4	2
431	нужно сказать	2	2
432	войти в	4	2
433	во всей	3	2
434	случае не	3	2
435	без исключения	2	2
436	на языке	2	2
437	но во	3	2
438	до последнего	2	2
439	да и	2	2
440	особого рода	2	2
441	все то	3	2
442	с которыми	4	2
443	конечно совершенно	3	2
444	из важнейших	2	2
445	и между	2	2
446	то в	2	2
447	к которой	2	2
448	независимо от	3	2
449	дело и	2	2
450	и что	6	2
451	социальные и	2	2
452	время в	2	2
453	мировоззрения и	2	2
454	что она	5	2
455	свой смысл	2	2
456	нашего сознания	4	2
457	он был	3	2
458	в последнем	4	2
459	в области	4	2
460	то или	2	2
461	и той	3	2
462	мира в	2	2
463	об этом	7	2
464	человека как	2	2
465	ни было	2	2
466	в жизни	7	2
467	тем не	4	2
468	у нас	3	2
469	совершенно не	9	2
470	а именно	2	2
471	и со	3	2
472	укладывается в	3	2
473	чем не	5	2
474	в течение	2	2
475	к ней	4	2
476	мы можем	20	2
477	наших дней	3	2
478	в какой	3	2
479	не можем	6	2
480	заключается в	5	2
481	нет и	4	2
482	в самых	3	2
483	от всех	3	2
484	мы увидим	4	2
485	века в	2	2
486	в котором	4	2
487	знает только	2	2
488	в своих	5	2
489	как с	4	2
490	и становится	3	2
491	приводит к	3	2
492	главным образом	4	2
493	ее от	2	2
494	и она	3	2
495	на язык	4	2
496	или иное	2	2
497	но их	2	2
498	что как	2	2
499	только о	2	2
500	и только	6	2
501	жизни но	2	2
502	них не	3	2
503	не к	2	2
504	в нашем	3	2
505	не пытается	2	2
506	разложения и	2	2
507	социальной группы	3	2
508	мы и	4	2
509	а следовательно	3	2
