N	2gram	Tiupa_Narr	Marksizm
323	свидетельствует о	4	3
324	к жизни	3	3
325	и только	2	3
326	не следует	3	3
327	один и	2	3
328	с ним	6	3
329	этих двух	2	3
330	в нее	2	2
331	тем самым	9	2
332	также не	2	2
333	ни о	3	2
334	идет о	3	2
335	вступает в	2	2
336	о роли	2	2
337	для нее	2	2
338	каждый из	3	2
339	и притом	3	2
340	при такой	3	2
341	не слышит	2	2
342	с той	2	2
343	ли не	3	2
344	сами по	2	2
345	внутреннюю жизнь	2	2
346	в современной	4	2
347	в частности	23	2
348	а с	2	2
349	не столь	2	2
350	о нем	5	2
351	к ним	2	2
352	об одном	2	2
353	для одного	2	2
354	они могут	2	2
355	где они	2	2
356	мира и	2	2
357	а потому	2	2
358	не могла	2	2
359	быть в	2	2
360	мы его	2	2
361	в романе	3	2
362	для них	2	2
363	же как	2	2
364	у тургенева	2	2
365	что с	2	2
366	содержания сознания	2	2
367	данном случае	12	2
368	глава четвертая	2	2
369	например в	2	2
370	или иного	3	2
371	в сознании	6	2
372	исключительно в	3	2
373	в литературе	8	2
374	и внутренней	2	2
375	по аналогии	2	2
376	в первой	3	2
377	ее из	2	2
378	его как	2	2
379	это было	3	2
380	также в	2	2
381	этом и	5	2
382	но уже	2	2
383	автора в	2	2
384	не просто	2	2
385	во второй	2	2
386	превращается в	2	2
387	и служит	2	2
388	та же	2	2
389	сознания в	3	2
390	и наконец	2	2
391	в речи	5	2
392	как о	2	2
393	она в	3	2
394	где в	3	2
395	героя и	4	2
396	с этой	3	2
397	во время	2	2
398	в чем	3	2
399	опирается на	2	2
400	не по	5	2
401	с установкой	2	2
402	себе и	2	2
403	на него	4	2
404	дело с	4	2
405	в жизни	9	2
406	его жизни	5	2
407	быть не	3	2
408	первого лица	4	2
409	за пределами	3	2
410	их в	4	2
411	зависит от	3	2
412	не вполне	3	2
413	оно не	4	2
414	а именно	2	2
415	что мы	2	2
416	по его	3	2
417	нового времени	2	2
418	тому же	9	2
419	жизни но	3	2
420	своих героев	2	2
421	как хорошо	2	2
422	мы и	2	2
423	первой главы	2	2
424	но он	2	2
