N	2gram	Bakhtin_Pr	Analitik
335	так как	12	3
336	так сказать	8	3
337	в словах	2	3
338	можно было	2	3
339	дело в	3	3
340	должно быть	4	3
341	всех этих	2	3
342	это было	3	3
343	в центре	4	3
344	и тот	4	3
345	себя самого	3	3
346	зависимости от	3	3
347	опираются на	2	3
348	и наконец	4	3
349	в жизни	14	3
350	в рассказе	2	3
351	и романа	2	3
352	сюжета и	2	3
353	двуголосое слово	2	3
354	они не	5	3
355	человека с	3	3
356	всякое высказывание	2	3
357	также и	5	3
358	во сне	7	3
359	на то	2	3
360	человек в	2	3
361	но к	4	3
362	когда он	2	3
363	и с	10	3
364	от своей	2	3
365	а для	2	3
366	раз и	2	3
367	жизни и	13	3
368	он сам	5	3
369	слова в	3	3
370	в сюжете	3	3
371	не к	3	3
372	но с	2	3
373	этих двух	5	3
374	и без	4	3
375	но он	3	3
376	все более	2	2
377	к одному	2	2
378	в большинстве	9	2
379	начиная с	4	2
380	оно и	2	2
381	в диалог	2	2
382	о которых	2	2
383	слова не	2	2
384	смерти и	4	2
385	или к	2	2
386	могло бы	3	2
387	так же	4	2
388	как человек	2	2
389	в процессе	4	2
390	в одной	4	2
391	человек и	2	2
392	еще раз	6	2
393	к себе	8	2
394	смерть в	2	2
395	обе эти	3	2
396	и прежде	6	2
397	он как	2	2
398	а лишь	2	2
399	что именно	2	2
400	и при	2	2
401	мире и	2	2
402	своей жизни	3	2
403	или менее	3	2
404	быть ни	2	2
405	углом зрения	4	2
406	не должна	2	2
407	в разных	4	2
408	жанры как	2	2
409	характерно что	3	2
410	литературе нового	2	2
411	образом в	2	2
412	так например	2	2
413	от них	2	2
414	на этой	2	2
415	только с	3	2
416	с первой	2	2
417	зрения и	2	2
418	а только	2	2
419	с другом	6	2
420	более или	3	2
421	жизнь в	4	2
422	все его	3	2
423	широком смысле	3	2
424	например как	2	2
425	без другого	2	2
426	и ту	2	2
427	всегда и	3	2
428	смысле этого	3	2
429	на все	4	2
430	это своего	2	2
431	вступить в	2	2
432	и др	18	2
433	там где	3	2
434	своей природе	4	2
435	по одному	2	2
436	социальных диалектов	2	2
437	одновременно и	5	2
438	войти в	3	2
439	здесь мы	3	2
440	во всей	5	2
441	по существу	7	2
442	себе самому	7	2
443	в литературу	5	2
444	но эта	2	2
445	мы видим	2	2
446	событий и	2	2
447	это еще	2	2
448	к другим	4	2
449	других людей	2	2
450	что это	2	2
451	этой сцены	3	2
452	чужих слов	2	2
453	во многих	2	2
454	там и	2	2
455	не будем	4	2
456	дело и	2	2
457	они могут	3	2
458	время в	2	2
459	нет ничего	3	2
460	исторической поэтики	4	2
461	бытия и	5	2
462	а на	2	2
463	время и	3	2
464	и конечно	2	2
465	и слово	2	2
466	мы можем	9	2
467	не одного	2	2
468	значение в	4	2
469	выходят за	2	2
470	автора в	2	2
471	прежде чем	2	2
472	да еще	2	2
473	но ведь	3	2
474	у нас	2	2
475	все равно	6	2
476	со всеми	8	2
477	существенное значение	3	2
478	от всех	2	2
479	но они	5	2
480	сих пор	8	2
481	но если	4	2
482	друг с	6	2
483	на протяжении	5	2
484	нет и	3	2
485	связаны с	3	2
486	всей своей	2	2
487	в дальнейшем	8	2
488	в самой	2	2
489	раз в	2	2
490	это была	2	2
491	он может	2	2
492	их в	3	2
493	а между	3	2
494	к ним	5	2
495	еще более	6	2
496	внутреннее пространство	4	2
497	жизни не	2	2
498	этот вопрос	3	2
499	среди других	2	2
500	и стал	2	2
501	ко всем	2	2
502	не могу	3	2
503	мы и	4	2
504	других в	2	2
505	могут оказаться	2	2
506	в форме	6	2
507	как его	2	2
508	до сих	8	2
509	языковых стилей	2	2
510	мы будем	3	2
511	себе самом	2	2
