N	2gram	Voloshinov	Formalny
630	свое выражение	2	2
631	и начинается	2	2
632	связи в	2	2
633	мы остановимся	2	2
634	в самое	2	2
635	при таких	2	2
636	на этот	3	2
637	и так	2	2
638	конечно и	5	2
639	очень много	2	2
640	далеко не	5	2
641	всей его	2	2
642	видели что	3	2
643	их не	2	2
644	жизни но	2	2
645	бы наивно	2	2
646	только одна	2	2
647	собственном смысле	3	2
648	этого метода	2	2
649	как с	4	2
650	во многом	2	2
651	субъективной психики	3	2
652	что между	2	2
653	выражение в	4	2
654	не лучше	4	2
655	таком случае	4	2
656	этих двух	3	2
657	ее от	2	2
658	что мы	3	2
659	все что	10	2
660	этих направлений	2	2
661	распадается на	2	2
662	говорит о	3	2
663	слагается из	2	2
664	все построения	2	2
665	заложенные в	2	2
666	из него	3	2
667	и явления	2	2
668	и есть	3	2
669	является по	3	2
670	переходим к	3	2
671	и становится	3	2
