N	2gram	Bakhtin_sl	Formalny
605	выходит за	3	2
606	новые стороны	2	2
607	последнего времени	2	2
608	до последнего	2	2
609	на всю	3	2
610	но она	2	2
611	социальных групп	3	2
612	все то	2	2
613	мышления и	6	2
614	и мир	9	2
615	из важнейших	2	2
616	и нет	3	2
617	одно и	3	2
618	автор и	3	2
619	с этими	3	2
620	и лингвистика	2	2
621	языке и	3	2
622	х годов	2	2
623	слове в	4	2
624	подход к	2	2
625	в собственном	2	2
626	можно было	2	2
627	оно входит	2	2
628	как особый	2	2
629	себя в	14	2
630	пародии на	3	2
631	дело не	2	2
632	самого слова	2	2
633	идеологического становления	4	2
634	правда и	2	2
635	речи но	2	2
636	этого языка	3	2
637	той или	13	2
638	художественного слова	4	2
639	с определенными	5	2
640	лишь на	3	2
641	переходит в	3	2
642	и самое	3	2
643	в произведение	2	2
644	языка на	3	2
645	воспитания и	2	2
646	языковой системы	4	2
647	романе и	2	2
648	своего исторического	3	2
649	жанров в	2	2
650	героя и	5	2
651	ее с	2	2
652	как у	2	2
653	за его	2	2
654	слова с	3	2
655	нами в	3	2
656	действующих лиц	2	2
657	свое выражение	3	2
658	языком и	6	2
659	лингвистики и	3	2
660	стиль и	2	2
661	связан с	2	2
662	чужой язык	2	2
663	конечно и	3	2
664	точке зрения	2	2
665	далеко не	7	2
666	не должно	3	2
667	и художественно	3	2
668	автора и	6	2
669	правда не	3	2
670	языка с	2	2
671	как увидим	2	2
672	жизни но	2	2
673	мы найдем	3	2
674	на нем	2	2
675	другой язык	2	2
676	самом предмете	3	2
677	самого языка	3	2
678	пределах одной	3	2
679	собственном смысле	2	2
680	как с	2	2
681	языка не	4	2
682	в другой	2	2
683	жанра в	4	2
684	у толстого	5	2
685	выработанные в	2	2
686	выражение в	4	2
687	где нет	2	2
688	они в	2	2
689	игры с	2	2
690	несмотря на	2	2
691	без другого	3	2
692	эти элементы	2	2
693	слово у	2	2
694	его именно	2	2
695	заложенные в	2	2
696	из него	4	2
697	данный момент	4	2
698	и есть	2	2
699	и стилей	3	2
700	и становится	2	2
701	момент в	2	2
702	стилей и	2	2
703	произведения так	2	2
704	чем в	3	2
