N	2gram	Tiupa_Anal	Istorich
230	здесь в	2	8
231	именно в	4	8
232	входит в	4	8
233	тому как	3	8
234	во всяком	6	8
235	в отдельности	2	8
236	в жизни	2	8
237	подобно тому	4	8
238	и потому	3	8
239	не так	2	8
240	но с	3	8
241	он был	3	8
242	и сам	8	8
243	можно сказать	5	8
244	не с	3	8
245	во сне	3	8
246	в конце	6	7
247	состоит в	14	7
248	однако что	4	7
249	однако в	6	7
250	если в	3	7
251	тех же	2	7
252	как у	3	7
253	о которых	2	7
254	вплоть до	5	7
255	есть не	2	7
256	но эта	2	7
257	когда мы	2	7
258	одного из	4	7
259	в начале	10	7
260	где он	2	7
261	того же	7	7
262	ключ к	4	7
263	со своим	2	7
264	всяком случае	6	7
265	по его	4	7
266	между тем	8	7
267	совершенно не	3	7
268	в эту	2	7
269	те же	3	7
270	этого слова	3	7
271	во многих	2	7
272	не есть	6	7
273	самом деле	2	7
274	не столько	4	7
275	здесь и	3	7
276	для него	8	7
277	в большинстве	2	7
278	одну из	3	6
279	с той	3	6
280	отличие от	5	6
281	нам кажется	3	6
282	героя а	2	6
283	как говорит	4	6
284	были бы	3	6
285	характерно что	2	6
286	дело с	3	6
287	между ними	3	6
288	на могиле	2	6
289	его за	2	6
290	но дело	2	6
291	от его	2	6
292	на эту	2	6
293	от себя	3	6
294	той же	7	6
295	имеет свою	2	6
296	не могла	2	6
297	с героем	2	6
298	то в	4	6
299	его как	3	6
300	сводится к	5	6
301	в одну	3	6
302	видеть в	2	6
303	мог бы	3	6
304	к жизни	5	6
305	только по	2	6
306	этих двух	2	6
307	тому же	7	6
308	что по	4	6
309	не случайно	13	6
310	к чему	2	6
311	все его	2	6
312	отношения к	6	6
313	такого рода	11	5
314	бы быть	2	5
315	это было	2	5
316	в своих	3	5
317	соответствии с	3	5
318	по своей	5	5
319	в одно	2	5
320	в свое	4	5
321	по своему	3	5
322	мира и	2	5
323	вступить в	2	5
324	хотя в	2	5
325	с ее	3	5
326	о котором	2	5
327	несмотря на	2	5
328	что во	2	5
329	от своего	3	5
330	как уже	4	5
331	этом он	2	5
332	оно не	2	5
333	что между	2	5
334	со своей	8	5
335	в сторону	2	5
336	чем речь	2	5
337	или иначе	5	5
338	и может	2	5
339	да и	3	5
340	могла бы	3	5
341	до этого	2	5
342	как о	3	5
343	в таком	2	5
344	обратимся к	2	5
345	в отличие	5	5
346	однако не	2	5
347	на пути	2	4
348	здесь как	2	4
349	время в	2	4
350	тем более	3	4
351	чистом виде	3	4
352	все они	2	4
353	легко может	2	4
354	столь же	7	4
355	себя и	2	4
356	в глубине	3	4
357	во второй	8	4
358	каждый из	2	4
359	не от	2	4
360	в результате	6	4
361	ведет к	2	4
362	что касается	5	4
363	слова в	2	4
364	как раз	8	4
365	перед ним	2	4
366	он сам	2	4
367	очевидно что	2	4
368	человека и	2	4
369	на свою	3	4
370	в чистом	2	4
371	на месте	2	4
372	так или	5	4
373	принадлежит к	4	4
374	который в	4	4
375	в литературе	3	4
376	в глаза	2	4
377	мысль о	3	4
378	все три	3	4
379	на почве	3	4
380	путь к	4	4
381	дома и	2	4
382	отнюдь не	7	4
383	с точки	2	4
384	в действительности	2	4
385	в ответ	2	4
386	своей дочери	2	4
387	еще и	4	4
388	из трех	2	4
389	о его	3	4
390	дело в	3	4
391	с этого	2	4
392	миф и	2	4
393	ни к	3	4
394	есть в	2	4
395	человека с	2	4
396	исходит из	2	4
397	в самом	7	4
398	которого он	2	3
399	обратим внимание	2	3
400	своей жизни	2	3
401	противоречие с	2	3
402	которая в	2	3
403	речь идет	3	3
404	на языке	3	3
405	при всей	2	3
406	так сказать	2	3
407	е к	2	3
408	в церковь	2	3
409	бы дать	2	3
410	мы могли	3	3
411	о себе	4	3
412	ему и	2	3
413	казалось бы	4	3
414	отец его	2	3
415	говорит и	3	3
416	и я	3	3
417	в противоположность	3	3
418	подобных случаях	2	3
419	в противоречие	2	3
420	поэтому в	2	3
421	к самому	2	3
422	в соответствии	5	3
423	как к	2	3
424	его из	2	3
425	пока же	2	3
426	при анализе	2	3
427	в тексте	16	3
428	могли бы	2	3
429	но зато	2	3
430	от всех	2	3
431	только не	3	3
432	внимание на	4	3
433	а впоследствии	2	3
434	один и	2	3
435	к его	2	3
436	для всех	5	3
437	едва ли	6	3
438	оказывается в	2	3
439	совершенно очевидно	2	3
440	как нам	6	3
441	в борьбе	2	3
442	и до	2	3
443	и той	2	3
444	о своих	3	3
445	тех пор	2	3
446	как кажется	2	3
447	имеем дело	4	3
448	не о	2	2
449	а и	4	2
450	в полном	2	2
451	в каждом	4	2
452	наконец в	3	2
453	к ее	2	2
454	в ходе	3	2
455	свою очередь	7	2
456	в момент	3	2
457	так возникает	2	2
458	характер в	2	2
459	в полной	3	2
460	однако все	2	2
461	и мотив	2	2
462	представления об	2	2
463	связывается с	3	2
464	лишь в	9	2
465	по пути	4	2
466	ними в	2	2
467	напомним что	6	2
468	то ли	2	2
469	дело здесь	4	2
470	в нашем	4	2
471	обе эти	2	2
472	не путем	2	2
473	уже было	2	2
474	одной и	2	2
475	сюжета и	2	2
476	в прошлом	2	2
477	себя не	2	2
478	жизнь в	2	2
479	в сущности	5	2
480	и конечно	2	2
481	сама по	3	2
482	жизнь и	3	2
483	в мире	17	2
484	с изображением	2	2
485	в конечном	5	2
486	совпадает с	4	2
487	более чем	2	2
488	к одному	2	2
489	способность к	2	2
490	о своей	2	2
491	момент смерти	2	2
492	и далее	2	2
493	и прежде	2	2
494	таком случае	2	2
495	лет после	2	2
496	этого персонажа	3	2
497	не тот	2	2
498	живого и	3	2
499	нами и	2	2
500	отсюда и	2	2
501	не живет	2	2
502	или точнее	2	2
503	и героем	3	2
504	за пределами	2	2
505	пока еще	3	2
506	истории не	2	2
507	сам по	2	2
508	у всех	2	2
509	на примере	2	2
510	не более	2	2
511	не следует	5	2
512	а тем	2	2
513	в состав	2	2
514	в рамках	10	2
515	мыслится как	2	2
516	того или	6	2
517	и тех	2	2
518	место в	4	2
519	этой роли	2	2
520	этого момента	2	2
521	уже говорилось	3	2
522	а о	2	2
523	к миру	2	2
524	а для	3	2
525	не должно	3	2
526	на первом	2	2
527	не для	2	2
528	говорить о	6	2
