N	2gram	Nazirov_Tv	Vladivir
465	чем у	2	2
466	о свободе	3	2
467	не отрицал	2	2
468	известно что	4	2
469	та же	4	2
470	достоевского но	2	2
471	свободе воли	2	2
472	и их	2	2
473	то у	3	2
474	его и	2	2
475	на эти	2	2
476	во всей	2	2
477	в глазах	2	2
478	у этого	2	2
479	же у	2	2
480	не знал	2	2
481	о своих	2	2
482	за то	2	2
483	человека с	2	2
484	он же	2	2
485	в окончательном	2	2
486	в русской	5	2
487	интерес и	2	2
488	личности и	2	2
489	живой жизни	2	2
490	таком случае	2	2
491	к добру	2	2
492	личности в	3	2
493	так вот	2	2
494	и поэтому	2	2
495	может не	2	2
496	и того	2	2
497	уже после	2	2
498	представлений о	2	2
499	однако эти	2	2
500	жизни но	2	2
501	в себя	3	2
502	меня в	2	2
503	жизнь в	2	2
