N	2gram	Tiupa_Anal	Myslijsy
188	между ними	3	8
189	с ними	2	8
190	не так	2	8
191	по его	4	8
192	судя по	2	8
193	что по	4	8
194	как кажется	2	8
195	говорить о	6	8
196	или в	4	8
197	для себя	2	7
198	в искусстве	3	7
199	в эту	2	7
200	она не	3	7
201	связь с	3	7
202	во втором	4	7
203	себя и	2	7
204	место в	4	7
205	все эти	2	7
206	за пределы	3	7
207	превращается в	3	7
208	что у	3	7
209	в своих	3	7
210	не более	2	7
211	один и	2	7
212	в таких	2	7
213	но как	4	7
214	не всегда	4	7
215	могла бы	3	7
216	в данном	12	7
217	бы и	2	7
218	к этому	3	7
219	о котором	2	7
220	сама по	3	7
221	не с	3	7
222	в жизни	2	7
223	несмотря на	2	7
224	на его	3	6
225	состоит не	3	6
226	в ее	5	6
227	в своей	12	6
228	в этой	10	6
229	в мире	17	6
230	с таким	5	6
231	что между	2	6
232	и к	7	6
233	для всех	5	6
234	к которому	2	6
235	в их	7	6
236	его не	3	6
237	и до	2	6
238	в сущности	5	6
239	да и	3	6
240	хотя в	2	6
241	об этом	3	6
242	представляется нам	2	6
243	мог бы	3	6
244	жизни и	2	6
245	у него	2	6
246	лишь в	9	6
247	мы уже	2	6
248	уже по	2	5
249	были бы	3	5
250	от своего	3	5
251	а с	2	5
252	можно было	2	5
253	они не	2	5
254	состоит в	14	5
255	однако в	6	5
256	произведении искусства	2	5
257	если в	3	5
258	одна из	6	5
259	в переносном	2	5
260	отношение к	2	5
261	том чтобы	2	5
262	входит в	4	5
263	на которой	2	5
264	о которых	2	5
265	в нашем	4	5
266	указание на	3	5
267	даже в	6	5
268	перед нами	7	5
269	в произведении	3	5
270	к первому	2	5
271	человеческой жизни	2	5
272	ответ на	3	5
273	не столько	4	5
274	не видно	2	5
275	известной степени	3	5
276	значительной степени	3	5
277	мы имеем	5	5
278	в начале	10	5
279	сравнении с	2	5
280	человека в	3	5
281	и здесь	4	5
282	и б	3	5
283	субъекта и	3	5
284	в той	3	5
285	данном случае	11	4
286	в другом	3	4
287	не могла	2	4
288	здесь как	2	4
289	произведения не	2	4
290	дело в	3	4
291	его как	3	4
292	все они	2	4
293	более чем	2	4
294	не мог	4	4
295	к содержанию	3	4
296	в противном	2	4
297	а тем	2	4
298	но с	3	4
299	ничего не	3	4
300	от всего	2	4
301	произведения и	2	4
302	противном случае	2	4
303	но эта	2	4
304	не знает	2	4
305	по своему	3	4
306	все его	2	4
307	нам не	2	4
308	одного из	4	4
309	имеет место	3	4
310	с его	15	4
311	нашего времени	5	4
312	внешнего мира	3	4
313	этом отношении	3	4
314	имеет свою	2	4
315	но без	2	4
316	такой же	2	4
317	ведет к	2	4
318	что касается	5	4
319	так или	5	4
320	на этом	2	4
321	со своим	2	4
322	что во	2	4
323	я и	6	4
324	мы могли	3	4
325	отношения к	6	4
326	и ее	3	3
327	в отношении	2	3
328	и прежде	2	3
329	к ее	2	3
330	доказывает что	2	3
331	от себя	3	3
332	отличие от	5	3
333	тем в	2	3
334	одной из	6	3
335	к самому	2	3
336	в известном	2	3
337	и каждое	2	3
338	время в	2	3
339	его части	2	3
340	до этого	2	3
341	бы это	2	3
342	от его	2	3
343	но всегда	2	3
344	говоря словами	3	3
345	ними в	2	3
346	на свою	3	3
347	я в	15	3
348	в новом	5	3
349	в себя	6	3
350	о которой	2	3
351	в одной	2	3
352	до известной	3	3
353	видеть в	2	3
354	было сказано	2	3
355	в свое	4	3
356	как это	7	3
357	как нельзя	3	3
358	дело с	3	3
359	к этой	2	3
360	в общем	4	3
361	уже о	2	3
362	его я	2	3
363	здесь не	8	3
364	и я	3	3
365	в результате	6	3
366	из своих	2	3
367	должен был	2	3
368	как о	3	3
369	человека с	2	3
370	не должно	3	3
371	ее в	2	3
372	или иначе	5	3
373	в большинстве	2	3
374	не дано	2	3
375	он сам	2	3
376	переносном смысле	2	3
377	в форме	2	3
378	однако не	2	3
379	еще и	4	2
380	я с	7	2
381	свое время	4	2
382	из трех	2	2
383	в полном	2	2
384	не будем	2	2
385	в следующем	2	2
386	роль в	5	2
387	на пути	2	2
388	которого он	2	2
389	из уст	2	2
390	легко может	2	2
391	любви к	2	2
392	для своего	3	2
393	ни к	3	2
394	времени в	3	2
395	которая в	2	2
396	например как	2	2
397	а а	5	2
398	и самого	7	2
399	принадлежит к	4	2
400	на языке	3	2
401	который в	4	2
402	тогда не	2	2
403	власть над	2	2
404	тех же	2	2
405	у и	3	2
406	в первой	10	2
407	к т	2	2
408	только к	2	2
409	с их	3	2
410	каждом отдельном	2	2
411	во второй	8	2
412	по своей	5	2
413	как у	3	2
414	с не	2	2
415	от всех	2	2
416	тому же	7	2
417	и следует	2	2
418	когда он	2	2
419	со своей	8	2
420	ближе к	2	2
421	то ли	2	2
422	при всей	2	2
423	каждый из	2	2
424	нуждается в	2	2
425	со мною	2	2
426	вопроса о	2	2
427	в глаза	2	2
428	едва ли	6	2
429	уже было	2	2
430	а на	2	2
431	это и	4	2
432	нам представляется	2	2
433	кто говорит	3	2
434	на две	3	2
435	себе самом	2	2
436	в прошлом	2	2
437	может служить	2	2
438	о его	3	2
439	я не	3	2
440	а напротив	3	2
441	с действительностью	3	2
442	в противоположность	3	2
443	себя в	6	2
444	дело не	3	2
445	с ее	3	2
446	его за	2	2
447	на наш	5	2
448	подобных случаях	2	2
449	ко второму	4	2
450	но дело	2	2
451	слова как	2	2
452	где он	2	2
453	и сам	8	2
454	обратимся к	2	2
455	во сне	3	2
456	на меня	3	2
457	ключ к	4	2
458	к его	2	2
459	к чему	2	2
460	из которых	2	2
461	или точнее	2	2
462	не для	2	2
463	о ее	3	2
464	жизни но	4	2
465	и внешней	3	2
466	этих двух	2	2
467	ни для	2	2
468	имеем дело	4	2
