N	2gram	Vinokur_Vv	Psycholo
191	не могли	2	13
192	именно в	8	13
193	этот вопрос	7	13
194	со стороны	16	13
195	говорит он	2	13
196	в той	10	13
197	но если	6	12
198	состоит в	2	12
199	того же	3	12
200	в этих	3	12
201	конце концов	2	12
202	сам по	2	12
203	может служить	3	12
204	в свою	2	12
205	ничего не	2	12
206	не менее	9	12
207	и другие	2	12
208	этой точки	2	12
209	тогда когда	4	12
210	в основу	2	12
211	что не	5	12
212	и до	2	12
213	например в	2	12
214	это в	2	12
215	и уже	3	12
216	об этом	6	12
217	в конечном	3	12
218	и с	2	12
219	как только	2	12
220	отличие от	4	11
221	и из	2	11
222	так например	6	11
223	и сейчас	2	11
224	подобно тому	2	11
225	и заключается	4	11
226	этого слова	2	11
227	по сравнению	4	11
228	существует между	2	11
229	понятно что	3	11
230	искусство и	2	11
231	сравнению с	4	11
232	и других	3	11
233	его в	6	11
234	мы видели	3	11
235	на этот	6	11
236	уже в	5	11
237	не было	2	11
238	данном случае	5	10
239	в тех	2	10
240	в другом	3	10
241	представить себе	7	10
242	во всем	2	10
243	но как	2	10
244	в их	12	10
245	совсем не	3	10
246	с теми	2	10
247	в данном	11	10
248	должно быть	2	10
249	именно на	2	10
250	вопрос о	10	9
251	и ее	4	9
252	в силу	3	9
253	на основании	5	9
254	внимание на	5	9
255	но все	4	9
256	не есть	5	9
257	должен быть	4	9
258	во внимание	3	9
259	если же	2	9
260	и именно	13	9
261	о чем	4	9
262	в виде	4	9
263	но что	3	9
264	в чем	4	9
265	по своему	5	9
266	ответ на	4	9
267	по этому	3	9
268	точно так	2	9
269	что даже	3	9
270	можно сказать	4	9
271	из его	2	9
272	которые не	2	9
273	в отличие	4	9
274	по его	2	9
275	не к	2	9
276	смысле этого	9	8
277	из того	2	8
278	гораздо более	3	8
279	этому поводу	3	8
280	что же	3	8
281	одно и	2	8
282	иметь дело	2	8
283	чтобы понять	4	8
284	стороны и	3	8
285	наряду с	3	8
286	себе и	2	8
287	имеет дело	5	8
288	в собственном	3	8
289	бы и	3	8
290	в общем	14	8
291	исследования и	3	8
292	из двух	4	8
293	со всей	3	8
294	к нему	3	8
295	и вообще	3	8
296	будто бы	2	8
297	этом смысле	11	8
298	она есть	5	7
299	не как	3	7
300	что здесь	2	7
301	свою очередь	2	7
302	от себя	3	7
303	видит в	4	7
304	одно из	5	7
305	от этого	5	7
306	если это	2	7
307	связи с	3	7
308	еще раз	2	7
309	время в	2	7
310	лежит в	2	7
311	дело в	5	7
312	которого мы	2	7
313	что такое	12	7
314	представляет собой	14	7
315	а как	5	7
316	и при	2	7
317	и те	2	7
318	в качестве	8	7
319	мысли и	2	7
320	в особенности	4	7
321	времени и	4	7
322	в течение	5	7
323	на том	3	7
324	на тему	2	7
325	не существует	2	7
326	в каждом	4	7
327	в отношении	3	6
328	находятся в	2	6
329	нисколько не	3	6
330	для нее	2	6
331	отношение к	3	6
332	каким образом	2	6
333	смотреть на	5	6
334	материал для	3	6
335	а только	8	6
336	и без	2	6
337	а потому	5	6
338	тем не	9	6
339	каждой из	6	6
340	иное как	6	6
341	что иное	5	6
342	из него	2	6
343	на нее	3	6
344	рядом с	2	6
345	только после	2	6
346	таким путем	2	6
347	нуждается в	3	6
348	не что	5	6
349	каждый из	2	6
350	или же	3	6
351	после этого	2	6
352	только с	4	6
353	она была	2	6
354	от других	2	6
355	от действительности	2	6
356	смысле слова	7	6
357	да и	4	6
358	независимо от	5	6
359	что следовательно	2	6
360	сама по	3	6
361	одного и	2	6
362	уже не	6	6
363	только как	7	6
364	которая существует	2	6
365	говорить о	5	6
366	еще и	4	5
367	все более	4	5
368	в известных	2	5
369	все равно	2	5
370	между ними	3	5
371	том же	2	5
372	у них	2	5
373	и чем	2	5
374	в каждой	2	5
375	на вопрос	6	5
376	надо было	2	5
377	в известном	3	5
378	которое в	2	5
379	а затем	2	5
380	одновременно и	3	5
381	значение и	2	5
382	что чем	2	5
383	идет речь	3	5
384	ее от	2	5
385	это делает	2	5
386	не мог	2	5
387	и наоборот	3	5
388	том виде	3	5
389	для объяснения	2	5
390	том смысле	2	5
391	критики и	2	5
392	не следует	3	5
393	к таким	2	5
394	чем в	3	5
395	в очень	3	5
396	его к	2	5
397	этой области	3	5
398	именно как	3	5
399	нам не	2	5
400	к действительности	2	5
401	целом ряде	2	5
402	зависит от	3	5
403	следует понимать	2	5
404	представляют собой	9	5
405	хотя и	5	5
406	себя в	2	5
407	с конца	2	5
408	дело не	5	5
409	только о	2	5
410	и сам	3	5
411	находит себе	3	5
412	чтобы он	2	5
413	однако не	4	5
414	так чтобы	3	5
415	и тогда	3	5
416	ни одна	2	5
417	собственном смысле	3	5
418	само собой	2	4
419	к выводу	7	4
420	также и	20	4
421	к своему	2	4
422	должна была	2	4
423	всего того	3	4
424	то о	2	4
425	однако в	3	4
426	самое что	2	4
427	в истории	9	4
428	в первом	5	4
429	в применении	7	4
430	не с	3	4
431	не до	2	4
432	применении к	6	4
433	значение в	2	4
434	так называемой	3	4
435	в языке	2	4
436	себе что	3	4
437	или как	3	4
438	обе эти	3	4
439	после того	2	4
440	чем больше	2	4
441	мы говорим	3	4
442	к числу	2	4
443	и того	3	4
444	самое же	2	4
445	с помощью	2	4
446	по отношению	4	4
447	он мог	3	4
448	принять во	2	4
449	без остатка	2	4
450	что может	3	4
451	это может	2	4
452	по самой	2	4
453	здесь не	3	4
454	вот почему	3	4
455	того не	2	4
456	в связи	2	4
457	литературы и	2	4
458	это еще	2	4
459	с которыми	2	4
460	одной из	4	4
461	т е	40	4
462	как например	6	4
463	с ней	2	4
464	такого же	2	4
465	отношении к	2	4
466	а между	2	4
467	произведения и	2	4
468	мог бы	2	4
469	природы и	2	4
470	же время	6	4
471	из которой	2	4
472	в слове	3	4
473	с чем	2	3
474	но ведь	4	3
475	одним из	5	3
476	вообще и	3	3
477	или ином	2	3
478	это понятие	2	3
479	в более	4	3
480	что можно	2	3
481	мы называем	2	3
482	не бывает	2	3
483	в большей	7	3
484	как нечто	8	3
485	следует что	2	3
486	не иначе	2	3
487	в центре	4	3
488	уже и	10	3
489	и должно	2	3
490	а также	3	3
491	на котором	2	3
492	какой бы	2	3
493	стоит в	2	3
494	ни к	2	3
495	чаще всего	2	3
496	речь в	4	3
497	понять что	3	3
498	на почве	5	3
499	уже знаем	2	3
500	о них	2	3
501	своего материала	2	3
502	ближе к	2	3
503	в §	7	3
504	о которой	2	3
505	но с	5	3
506	бы с	2	3
507	такого рода	3	3
508	обратить внимание	2	3
509	выводу что	7	3
510	применительно к	2	3
511	здесь нет	4	3
512	мере в	6	3
513	в руки	6	3
514	в разных	7	3
515	что нет	2	3
516	материалом и	2	3
517	быть в	5	3
518	в прямом	4	3
519	том или	2	3
520	есть еще	3	3
521	и др	2	3
522	тем более	2	3
523	приходим к	5	3
524	две части	2	3
525	связь между	5	3
526	прямом смысле	4	3
527	случае не	2	3
528	этом случае	6	3
529	он сам	3	3
530	двоякого рода	2	3
531	к самой	2	3
532	не трудно	7	3
533	хотя в	2	3
534	собой в	2	3
535	как говорят	2	3
536	в этот	2	3
537	в таких	2	3
538	к делу	4	3
539	связана с	4	3
540	него в	2	3
541	слова как	2	3
542	не столько	2	3
543	отношению к	4	3
544	но уже	2	3
545	или иначе	4	3
546	быть и	2	3
547	он и	2	3
548	бы ее	2	3
549	нельзя не	6	3
550	в форме	2	3
551	русский язык	3	2
552	деле как	2	2
553	не совпадает	2	2
554	что уже	3	2
555	или нет	2	2
556	преимущественно в	2	2
557	что сказано	3	2
558	и далее	2	2
559	с чисто	3	2
560	с историей	3	2
561	в следующем	2	2
562	следовательно и	2	2
563	большей мере	4	2
564	задний план	2	2
565	как уже	5	2
566	имеет свою	2	2
567	вопросу о	2	2
568	на этой	3	2
569	взгляде на	3	2
570	другое дело	3	2
571	и изучение	4	2
572	смысле как	3	2
573	а если	2	2
574	так называемое	2	2
575	времени в	3	2
576	во втором	2	2
577	при том	5	2
578	для них	2	2
579	до наших	2	2
580	но вместе	2	2
581	своей природе	3	2
582	тем или	2	2
583	значительной мере	2	2
584	до того	2	2
585	это однако	2	2
586	как такового	3	2
587	первом случае	2	2
588	можно только	2	2
589	д все	2	2
590	время не	2	2
591	в значительной	3	2
592	иной раз	2	2
593	и со	2	2
594	по крайней	4	2
595	так называемые	2	2
596	есть лишь	2	2
597	вообще не	3	2
598	в соответствующих	2	2
599	своему значению	2	2
600	с понятием	3	2
601	или иных	3	2
602	не вполне	4	2
603	за собой	3	2
604	жизни как	2	2
605	спросить себя	3	2
606	от которых	2	2
607	в изучении	3	2
608	на задний	2	2
609	или иной	3	2
610	крайней мере	4	2
611	разбираться в	3	2
612	исторической действительности	2	2
613	и т.д	5	2
614	этой работы	3	2
615	и представить	2	2
616	в свое	3	2
617	истории литературы	3	2
618	как история	3	2
619	философии и	2	2
620	имеют дело	2	2
621	когда говорил	2	2
622	любовь к	4	2
623	на такие	2	2
624	даже и	4	2
625	xviii в	6	2
626	смысле и	2	2
627	той или	3	2
628	к какому	2	2
629	тех или	3	2
630	что каждая	2	2
631	этот процесс	4	2
632	как оно	3	2
633	в начале	3	2
634	что могло	4	2
635	виде в	2	2
636	как о	4	2
637	здесь все	3	2
638	самой своей	2	2
639	литературное произведение	3	2
640	на протяжении	2	2
641	когда под	2	2
642	как будет	2	2
643	язык и	3	2
644	как искусство	2	2
645	или иным	2	2
646	труда и	2	2
647	в достаточной	2	2
648	об искусстве	4	2
649	влечет за	2	2
650	так или	4	2
651	может оказаться	3	2
652	убеждаемся что	2	2
653	чем же	3	2
654	учение о	2	2
