N	2gram	Tiupa_Disk	Tvorches
222	свидетельствует о	2	3
223	в ней	2	3
224	одного из	5	3
225	на себя	2	3
226	другой стороны	5	3
227	всяком случае	2	3
228	во мне	4	3
229	не то	2	3
230	и др	3	3
231	должны быть	3	3
232	что с	2	3
233	и до	2	3
234	писателя в	2	3
235	в первом	4	3
236	можно сказать	7	3
237	заключается в	3	3
238	как мы	2	3
239	но зато	2	3
240	да и	2	3
241	сказать что	4	3
242	если в	2	3
243	сами по	2	3
244	его с	2	3
245	из этих	3	3
246	в начале	2	3
247	это в	4	3
248	его как	3	3
249	с ее	3	3
250	отличается от	3	3
251	мысль о	3	3
252	автора в	2	3
253	я и	3	3
254	лишь в	4	3
255	не является	5	3
256	себе не	4	3
257	на протяжении	2	3
258	не с	4	3
259	живет в	3	3
260	в жизни	2	3
261	но уже	3	3
262	в себя	7	3
263	жизни не	2	3
264	и к	4	3
265	а по	2	3
266	на этом	3	3
267	по себе	3	3
268	жизни и	2	3
269	перед ним	2	3
270	сводится к	7	3
271	и что	2	3
272	во всяком	3	3
273	или в	2	3
274	нельзя не	2	3
275	тому же	5	3
276	жизни но	2	3
277	в одном	5	3
278	самому себе	3	2
279	данном случае	6	2
280	к одному	2	2
281	в первую	3	2
282	не могут	2	2
283	слова не	3	2
284	в построении	2	2
285	однако уже	2	2
286	но как	2	2
287	о чем	4	2
288	в тех	2	2
289	в силу	5	2
290	по своей	15	2
291	никого не	2	2
292	он всегда	2	2
293	свою очередь	3	2
294	одном из	2	2
295	в одно	2	2
296	в современной	2	2
297	в формах	2	2
298	но отнюдь	2	2
299	о нем	3	2
300	е годы	2	2
301	может и	4	2
302	на том	2	2
303	того же	5	2
304	точка зрения	3	2
305	которая в	3	2
306	приходит в	2	2
307	и без	2	2
308	общения с	4	2
309	между собой	2	2
310	что же	4	2
311	по бахтину	4	2
312	только через	2	2
313	числе и	3	2
314	по выражению	3	2
315	представляют собой	2	2
316	связи с	4	2
317	одновременно и	3	2
318	первую очередь	3	2
319	в сущности	3	2
320	в качестве	45	2
321	в действительности	3	2
322	и того	6	2
323	в литературу	3	2
324	на ранних	2	2
325	содержит в	3	2
326	не столь	2	2
327	и вообще	2	2
328	это еще	2	2
329	но она	3	2
330	не от	2	2
331	в эпоху	5	2
332	но при	3	2
333	в данном	9	2
334	только то	2	2
335	а к	3	2
336	во всех	6	2
337	не нужно	2	2
338	по мере	2	2
339	в е	3	2
340	переход от	2	2
341	не сводится	7	2
342	образ человека	2	2
343	мира в	6	2
344	чем у	2	2
345	на смену	3	2
346	в результате	3	2
347	традиции в	2	2
348	и о	4	2
349	указывает на	2	2
350	и вследствие	2	2
351	ни к	11	2
352	одновременно с	2	2
353	х гг	2	2
354	с одной	12	2
355	и должно	2	2
356	в сферу	3	2
357	по словам	4	2
358	говорили о	2	2
359	ни в	7	2
360	столь же	6	2
361	их в	2	2
362	я в	2	2
363	в произведении	3	2
364	входит в	2	2
365	к его	5	2
366	в прозе	2	2
367	героев а	2	2
368	но для	2	2
369	жизни а	2	2
370	всякий раз	2	2
371	внимание на	5	2
372	с их	3	2
373	мы все	2	2
374	пока еще	7	2
375	или даже	2	2
376	своей собственной	3	2
377	том числе	3	2
378	натуральной школы	2	2
379	как его	2	2
380	не к	3	2
381	восходят к	2	2
