N	2gram	Ircho_Kome	Dialekti
101	еще не	7	12
102	именно в	5	12
103	и если	2	12
104	даже не	4	12
105	а в	9	12
106	с этим	5	12
107	но не	3	12
108	от того	3	11
109	и тем	2	11
110	только на	2	11
111	в них	7	11
112	из них	16	11
113	или в	5	11
114	от этого	2	10
115	к тому	15	10
116	в ее	2	10
117	е в	2	10
118	как мы	5	10
119	в его	8	10
120	за пределы	2	10
121	это было	5	10
122	для того	3	10
123	с этой	3	10
124	и для	4	10
125	и можно	2	10
126	в их	6	10
127	в частности	7	10
128	только потому	2	10
129	во всяком	4	10
130	и уже	2	10
131	то и	3	10
132	в результате	5	10
133	времени и	2	10
134	как будто	3	10
135	как он	2	9
136	и по	6	9
137	в истории	10	9
138	в этих	5	9
139	и более	2	9
140	в котором	6	9
141	той же	3	9
142	в одном	10	9
143	и от	2	9
144	тому что	4	9
145	или по	3	9
146	же как	3	9
147	с ними	2	9
148	при этом	5	9
149	в противоположность	2	9
150	то время	8	9
151	бы в	3	9
152	мы можем	6	9
153	на этом	3	9
154	и на	9	9
155	в отношении	6	8
156	и без	3	8
157	в этой	9	8
158	все время	2	8
159	по одному	2	8
160	у нас	3	8
161	и из	2	8
162	с одной	5	8
163	но все	4	8
164	даже в	3	8
165	уже о	4	8
166	один из	9	8
167	нет и	2	8
168	или иначе	4	8
169	этом смысле	2	8
170	себя в	2	8
171	в конце	7	7
172	из этих	5	7
173	об отношении	2	7
174	думаю что	2	7
175	не говоря	4	7
176	связи с	3	7
177	его с	2	7
178	тем что	5	7
179	в связи	3	7
180	все что	3	7
181	нуждается в	2	7
182	со стороны	3	7
183	не всегда	2	7
184	говоря уже	4	7
185	и я	2	7
186	с его	4	7
187	и их	3	7
188	как в	8	7
189	так или	4	7
190	в мире	3	7
191	даже если	3	7
192	из которых	5	7
193	то ни	4	7
194	как на	2	7
195	но он	2	7
196	еще и	2	6
197	в другом	5	6
198	отношение к	3	6
199	на основании	7	6
200	в один	2	6
201	с тем	5	6
202	для своего	2	6
203	того чтобы	4	6
204	при всем	3	6
205	никто не	3	6
206	на всю	3	6
207	одна из	4	6
208	для этого	2	6
209	тут же	2	6
210	в которой	9	6
211	по своей	2	6
212	но они	2	6
213	друг другу	2	6
214	в себя	3	6
215	вместе с	8	6
216	его в	6	6
217	о чем	2	6
218	или менее	2	6
219	по своему	5	6
220	больше того	4	6
221	одной стороны	5	6
222	можно было	5	6
223	того как	3	6
224	с их	4	6
225	во всех	4	6
226	ее в	2	6
227	мог бы	3	6
228	уже в	9	6
229	всяком случае	4	6
230	из того	2	5
231	с целью	2	5
232	с той	2	5
233	надо было	3	5
234	гораздо более	2	5
235	чаще всего	3	5
236	что на	4	5
237	почти не	2	5
238	же не	2	5
239	речь идет	6	5
240	и во	4	5
241	только один	2	5
242	если в	3	5
243	ли это	2	5
244	не является	2	5
245	сих пор	3	5
246	или на	2	5
247	едва ли	16	5
248	что у	6	5
249	в своих	2	5
250	если это	2	5
251	из этого	2	5
252	конце концов	4	5
253	в это	3	5
254	не раз	3	5
255	и у	3	5
256	в области	3	5
257	после этого	3	5
258	тех пор	2	5
259	в качестве	8	5
260	и еще	5	5
261	независимо от	5	5
262	к этому	8	5
263	к ней	2	5
264	в течение	5	5
265	тому же	14	5
266	что по	3	5
267	на нем	2	5
268	я думаю	2	5
269	в той	2	5
270	известно что	4	5
271	до сих	3	5
272	в каждом	2	4
273	мы знаем	5	4
274	это уже	2	4
275	что касается	5	4
276	представить себе	3	4
277	здесь в	4	4
278	из самых	2	4
279	в состоянии	3	4
280	нас в	3	4
281	связанные с	2	4
282	еще более	2	4
283	главным образом	4	4
284	сразу же	5	4
285	из всего	2	4
286	на все	3	4
287	т п	7	4
288	и очень	2	4
289	в общем	2	4
290	а мы	2	4
291	на себя	5	4
292	почти всегда	2	4
293	бы то	4	4
294	этом отношении	3	4
295	из двух	2	4
296	у него	6	4
297	такой же	2	4
298	не по	5	4
299	точек зрения	2	4
300	и здесь	6	4
301	будто бы	2	4
302	время и	3	4
303	меньше всего	3	4
304	это время	5	4
305	друг друга	2	4
306	же в	7	4
307	же самое	2	4
308	чем же	2	4
309	представление о	3	4
310	в первую	5	3
311	возможно что	4	3
312	как из	3	3
313	к ее	2	3
314	сказать о	2	3
315	а из	2	3
316	отличие от	4	3
317	всего в	5	3
318	самого начала	2	3
319	одной из	6	3
320	идет о	5	3
321	с самого	3	3
322	место в	7	3
323	находим в	2	3
324	в первом	2	3
325	тот же	5	3
326	не могли	2	3
327	тех же	4	3
328	времени а	2	3
329	всего этого	2	3
330	на него	4	3
331	целый ряд	2	3
332	же она	2	3
333	раз на	3	3
334	как известно	4	3
335	обоих случаях	3	3
336	можно судить	4	3
337	в свою	2	3
338	является не	2	3
339	нового времени	7	3
340	тем же	2	3
341	о которых	6	3
342	указывает на	2	3
343	для всех	5	3
344	вслед за	4	3
345	для себя	2	3
346	нас не	2	3
347	а то	3	3
348	так в	6	3
349	на сцене	5	3
350	совсем не	2	3
351	во время	11	3
352	меньше чем	2	3
353	в сознании	4	3
354	больше чем	5	3
355	силу этого	3	3
356	не более	2	3
357	в разной	2	3
358	да еще	2	3
359	ни было	4	3
360	в какой	2	3
361	не к	2	3
362	важно что	3	3
363	ко всему	2	3
364	когда же	5	3
365	по его	2	3
366	не мог	4	3
367	можно найти	2	3
368	однако не	2	3
369	между тем	9	3
370	или к	2	2
371	в тех	5	2
372	и поэтому	2	2
373	и формы	2	2
374	наряду с	7	2
375	роль в	2	2
376	и других	7	2
377	к выводу	2	2
378	ни одной	3	2
379	друг от	2	2
380	всем том	2	2
381	в древней	5	2
382	представления о	2	2
383	к сожалению	2	2
384	сомневаться в	3	2
385	на его	5	2
386	только при	3	2
387	ни одна	2	2
388	не могла	2	2
389	это однако	2	2
390	однако в	4	2
391	в образе	4	2
392	ни одного	2	2
393	с такой	2	2
394	на землю	3	2
395	в полном	2	2
396	ничуть не	3	2
397	и самого	3	2
398	относится к	2	2
399	также что	2	2
400	только два	2	2
401	и опять	4	2
402	в духе	3	2
403	у нее	2	2
404	и вовсе	3	2
405	он был	4	2
406	наконец в	3	2
407	не вполне	2	2
408	от друга	2	2
409	новое время	3	2
410	земли и	2	2
411	еще в	9	2
412	находится в	2	2
413	и теперь	3	2
414	в других	3	2
415	в нашем	2	2
416	от которой	2	2
417	или может	2	2
418	которые в	3	2
419	в обоих	3	2
420	жизни так	2	2
421	остановиться на	2	2
422	в облаках	8	2
423	времени в	2	2
424	к которому	4	2
425	вывод что	3	2
426	образом в	2	2
427	от них	3	2
428	в античном	2	2
429	которые были	2	2
430	одного из	7	2
431	когда в	3	2
432	и мир	2	2
433	это еще	2	2
434	могла бы	2	2
435	которую можно	2	2
436	ведь мы	2	2
437	в целом	6	2
438	на это	3	2
439	на сцену	3	2
440	в порядке	2	2
441	человека в	2	2
442	в изображении	2	2
443	больше всего	2	2
444	перед лицом	5	2
445	на этот	5	2
446	раз в	2	2
447	надо считать	2	2
448	к его	3	2
449	как видим	2	2
450	слова о	2	2
451	именно на	2	2
452	и сам	5	2
453	в пользу	3	2
454	мира в	5	2
