N	2gram	Bakhtin_Pr	FransuaR
123	там где	12	22
124	поэтому и	4	22
125	тем что	6	22
126	не было	5	22
127	именно в	5	21
128	в своих	4	21
129	в себя	6	21
130	что это	2	21
131	в отношении	5	21
132	и наконец	7	21
133	ни в	5	21
134	одним из	7	21
135	есть в	2	21
136	и как	9	21
137	уже в	5	21
138	в образе	2	20
139	как раз	9	20
140	этом отношении	3	20
141	в виду	3	20
142	с точки	21	20
143	самом деле	10	20
144	и это	8	20
145	в форме	8	19
146	того же	3	19
147	их в	8	19
148	хотя и	5	19
149	было бы	8	19
150	за пределы	7	19
151	далеко не	7	19
152	с другой	7	19
153	это в	2	18
154	со всеми	2	18
155	на этом	2	18
156	на мир	6	18
157	здесь не	7	18
158	превращается в	5	18
159	но они	2	18
160	это и	5	18
161	перед нами	12	18
162	одна из	5	18
163	конечно и	3	18
164	в плане	6	17
165	своего времени	2	17
166	но все	6	17
167	того что	3	17
168	можно было	3	17
169	в результате	7	17
170	на его	2	17
171	меньшей степени	2	17
172	еще более	2	17
173	такой же	4	17
174	конечно не	4	17
175	большей или	2	17
176	а не	29	17
177	в большей	2	17
178	между тем	7	16
179	или меньшей	2	16
180	тот же	2	16
181	ничего не	8	16
182	в свете	4	16
183	между ними	6	16
184	в другом	3	16
185	начала и	2	16
186	они не	5	16
187	дело в	2	16
188	и одновременно	3	16
189	одно из	2	15
190	в истории	2	15
191	мысли и	6	15
192	в нашем	2	15
193	особенно в	2	15
194	как на	4	15
195	в первой	3	15
196	с их	7	15
197	в которой	2	15
198	в самой	9	15
199	с начала	2	15
200	из этих	3	15
201	мы не	4	14
202	все что	4	14
203	по существу	6	14
204	слов и	2	14
205	в данном	2	14
206	и он	5	14
207	несмотря на	7	14
208	в котором	7	14
209	как он	3	13
210	отличие от	4	13
211	что все	2	13
212	о мире	7	13
213	на языке	2	13
214	в других	2	13
215	здесь нет	4	13
216	или в	7	13
217	с этим	3	13
218	и еще	2	13
219	бы в	7	13
220	в жизни	5	13
221	в мире	7	13
222	и есть	3	13
223	и сам	6	13
224	мира в	5	13
225	в книге	2	13
226	более того	8	13
227	не на	7	13
228	и эта	2	13
229	во все	2	13
230	его к	4	13
231	в одной	8	13
232	в основном	2	13
233	только на	3	13
234	не знает	6	13
235	мир и	5	13
236	лишь в	4	12
237	у нас	3	12
238	здесь с	5	12
239	не могут	10	12
240	во всей	3	12
241	все то	5	12
242	менее всего	7	12
243	в пределах	24	12
244	благодаря этому	3	12
245	и ее	5	12
246	но именно	3	12
247	те же	3	12
248	в приведенном	2	12
249	не был	2	12
250	он в	3	12
251	но здесь	4	12
252	можно сказать	2	12
253	о нем	15	12
254	другой стороны	6	12
255	об этом	3	12
256	в творчестве	6	12
257	наконец в	4	11
258	все время	3	11
259	на фоне	5	11
260	зрения на	8	11
261	он говорит	2	11
262	тело и	2	11
263	того как	3	11
264	уже не	15	11
265	и что	5	11
266	в узком	2	11
267	слова и	8	11
268	между собою	5	11
269	и особенно	2	11
270	с ними	2	11
271	в отличие	4	11
272	и так	2	11
273	данном случае	2	10
274	мы здесь	2	10
275	сочетается с	5	10
276	и они	2	10
277	образом и	4	10
278	на котором	3	10
279	для понимания	4	10
280	по преимуществу	2	10
281	в изображении	2	10
282	на этот	4	10
283	поэтому в	3	10
284	в процессе	6	10
285	человека и	2	10
286	конце концов	7	10
287	к тому	4	10
288	ту же	2	10
289	его как	5	10
290	целый ряд	2	10
291	во второй	2	10
292	мы остановимся	3	10
293	что для	2	10
294	выражение в	6	10
295	по отношению	12	10
296	к которому	2	10
297	в целом	8	10
298	да и	2	10
299	все его	3	10
300	что не	3	9
301	весь этот	2	9
302	со всею	5	9
303	именно на	3	9
304	вполне понятно	2	9
305	но как	4	9
306	отношению к	12	9
307	романа в	4	9
308	для нас	2	9
309	и со	4	9
310	как к	3	9
311	том же	4	9
312	в формах	3	9
313	нашей работы	2	9
314	не имеет	2	9
315	в которых	4	9
316	же в	2	9
317	ведь это	4	9
318	известной степени	2	9
319	конечно в	2	9
320	но на	3	9
321	отношения к	5	9
322	с этой	2	8
323	следовательно и	3	8
324	так что	6	8
325	здесь мы	4	8
326	от этого	2	8
327	для этого	3	8
328	если бы	12	8
329	значение в	2	8
330	его романе	2	8
331	но эта	5	8
332	в другое	2	8
333	в него	6	8
334	мы сказали	3	8
335	ведь и	4	8
336	это очень	2	8
337	но эти	4	8
338	мы увидим	6	8
339	перестает быть	4	8
340	все те	3	8
341	одном из	2	8
342	и при	2	8
343	всего в	2	8
344	более или	4	8
345	понятно что	2	8
346	но с	4	8
347	его целом	6	8
348	или менее	4	8
349	не менее	3	8
350	речи и	4	8
351	всего этого	2	8
352	тому же	2	8
353	то время	2	8
354	переходим к	4	8
355	к этим	2	7
356	а как	11	7
357	точку зрения	7	7
358	точка зрения	13	7
359	никак не	4	7
360	не как	20	7
361	последнее слово	8	7
362	себе и	5	7
363	что у	2	7
364	тому как	3	7
365	мы будем	2	7
366	правда в	2	7
367	на том	2	7
368	весь роман	2	7
369	мир в	4	7
370	во всяком	7	7
371	себя в	3	7
372	вот как	3	7
373	подобно тому	3	7
374	из которых	3	7
375	в таком	3	7
376	как его	4	7
377	был бы	6	7
378	на него	6	7
379	и если	2	7
380	от них	3	7
381	к себе	6	7
382	в настоящее	3	7
383	его творчество	2	7
384	в различных	3	7
385	которые были	2	7
386	настоящее время	3	7
387	узком смысле	2	7
388	и этим	5	7
389	же и	5	7
390	и самая	2	6
391	смысле слова	2	6
392	вот это	2	6
393	не была	4	6
394	на их	2	6
395	нет ни	2	6
396	он может	4	6
397	входит в	9	6
398	и глубоко	2	6
399	или даже	2	6
400	не дает	3	6
401	ее в	3	6
402	жизнь в	2	6
403	могут быть	9	6
404	что она	7	6
405	в противоположность	2	6
406	совершенно не	5	6
407	а именно	2	6
408	и перед	2	6
409	во времени	3	6
410	и следовательно	7	6
411	его на	2	6
412	его и	3	6
413	друг друга	4	6
414	в один	2	6
415	и вы	2	6
416	самого начала	2	6
417	в руках	3	6
418	для своего	2	6
419	этого слова	3	6
420	уже и	2	6
421	хотя бы	4	6
422	и слово	4	6
423	от того	4	6
424	то он	3	6
425	находится в	2	6
426	как будто	4	6
427	тем же	3	6
428	поэтому он	2	6
429	например у	3	6
430	ведь в	2	6
431	приведенном нами	2	6
432	в обычном	2	6
433	и пр	5	6
434	со своими	2	6
435	таким же	3	6
436	он понимает	2	5
437	к своему	2	5
438	своей жизни	2	5
439	к самому	2	5
440	почти не	3	5
441	нисколько не	3	5
442	и самого	4	5
443	в первом	2	5
444	должна быть	8	5
445	которую он	3	5
446	из его	3	5
447	друг с	4	5
448	с собой	3	5
449	когда он	2	5
450	в другой	4	5
451	чем в	3	5
452	мире в	3	5
453	ему не	2	5
454	для его	4	5
455	в человеке	6	5
456	в произведении	7	5
457	в едином	4	5
458	с другими	8	5
459	с другом	3	5
460	его романа	2	5
461	сливается с	6	5
462	с нею	2	5
463	почти всегда	2	5
464	ведь он	2	5
465	как например	2	5
466	должно быть	8	5
467	словом и	3	5
468	и самое	4	5
469	ни было	4	5
470	а за	3	5
471	дело здесь	2	5
472	автора и	7	5
473	слова в	12	5
474	если мы	3	5
475	бы и	6	5
476	до настоящего	2	5
477	всяком случае	4	5
478	он сам	5	5
479	что было	6	5
480	и только	3	5
481	в слове	3	5
482	а следовательно	2	5
483	бы не	2	5
484	и сама	2	5
485	и всегда	2	5
486	себя и	5	5
487	входят в	2	5
488	отсюда и	3	5
489	из одного	8	5
490	вообще не	2	5
491	раз и	6	5
492	все в	3	5
493	дано в	3	5
494	не во	5	5
495	видеть в	2	5
496	настоящего времени	2	5
497	то в	2	5
498	стороны и	4	5
499	всем этим	2	5
500	он пишет	2	5
501	слово в	10	5
502	же как	2	5
503	и оценок	2	5
504	только то	3	5
505	человека в	8	5
506	к миру	3	5
507	этот мир	3	5
508	на то	5	5
509	он знает	3	5
510	в каждом	15	4
511	он должен	2	4
512	этого мира	6	4
513	значение для	3	4
514	форме в	2	4
515	что этот	2	4
516	нельзя сказать	2	4
517	в уста	4	4
518	в мировоззрении	3	4
519	речи как	3	4
520	оно ни	2	4
521	ведь они	2	4
522	о себе	19	4
523	увидим дальше	2	4
524	я не	6	4
525	по ту	2	4
526	оно и	2	4
527	кажется что	4	4
528	друг другу	3	4
529	что из	2	4
530	образ в	2	4
531	образом все	2	4
532	при всех	2	4
533	говорит он	6	4
534	в контексте	2	4
535	только его	2	4
536	представляется нам	2	4
537	дело идет	6	4
538	как один	2	4
539	ее как	4	4
540	но ведь	3	4
541	если же	7	4
542	точек зрения	7	4
543	романа но	3	4
544	но для	3	4
545	ряде других	2	4
546	со своим	2	4
547	их и	2	4
548	ту сторону	2	4
549	и слова	2	4
550	не хочет	3	4
551	находит свое	2	4
552	даны в	3	4
553	заметить что	2	4
554	и само	2	4
555	самого автора	8	4
556	же не	4	4
557	ни одного	3	4
558	быть и	2	4
559	в чисто	3	4
560	это вовсе	2	4
561	его жизни	2	4
562	или же	2	4
563	оно не	3	4
564	этот вопрос	4	4
565	видеть и	5	4
566	только не	2	4
567	он только	2	4
568	что я	7	4
569	у меня	6	4
570	мы и	2	4
571	не раз	2	4
572	есть нечто	2	4
573	разобранные нами	3	4
574	и различные	2	4
575	не входит	5	4
576	из тех	2	4
577	не исчерпывается	2	4
578	в словах	4	4
579	бы ни	3	4
580	и вполне	2	4
581	нами в	3	4
582	не могло	2	4
583	всего на	2	4
584	ни на	3	4
585	в смысле	3	4
586	по себе	16	4
587	свою речь	2	4
588	и понимания	4	3
589	он есть	6	3
590	при всей	2	3
591	в речи	3	3
592	бы оно	2	3
593	роман в	2	3
594	в точке	2	3
595	она не	10	3
596	его творчестве	3	3
597	функций в	2	3
598	в дантовском	2	3
599	в художественном	6	3
600	устной речи	3	3
601	на ней	2	3
602	переходит к	2	3
603	нам важно	2	3
604	же она	2	3
605	не о	3	3
606	материал и	4	3
607	именно потому	2	3
608	идет не	2	3
609	совершенно иной	2	3
610	это слово	6	3
611	также не	2	3
612	в каждой	2	3
613	указывает на	2	3
614	ни одной	2	3
615	не потому	2	3
616	в произведениях	6	3
617	для других	2	3
618	у вас	2	3
619	не всегда	2	3
620	в одно	4	3
621	никому не	2	3
622	ко второму	2	3
623	тому что	3	3
624	видения и	11	3
625	в стиле	4	3
626	целом ряде	3	3
627	в поэзии	2	3
628	как вы	3	3
629	его творчества	5	3
630	бы то	3	3
631	в мир	4	3
632	одной плоскости	7	3
633	есть то	3	3
634	но при	4	3
635	они могут	4	3
636	как во	2	3
637	дантовском мире	3	3
638	вводит в	3	3
639	бы к	2	3
640	явления в	2	3
641	именно и	3	3
642	между отдельными	2	3
643	него в	5	3
644	ее с	2	3
645	вследствие этого	2	3
646	лишь как	9	3
647	он является	3	3
648	время как	2	3
649	не из	3	3
650	основная особенность	2	3
651	к одному	7	3
652	слова но	4	3
653	как человек	3	3
654	от своего	2	3
655	между собой	2	3
656	а с	2	3
657	здесь конечно	3	3
658	друг за	2	3
659	а потому	2	3
660	то ни	3	3
661	на материале	5	3
662	слово и	9	3
663	какой бы	2	3
664	такой образ	3	3
665	за ним	4	3
666	в такие	3	3
667	по своим	4	3
668	и благодаря	2	3
669	выражения в	2	3
670	является не	2	3
671	эта тема	2	3
672	особый тип	2	3
673	этом смысле	12	3
674	остается в	2	3
675	как выражение	2	3
676	но есть	2	3
677	воспринимается как	3	3
678	может стать	5	3
679	тем как	5	3
680	бы он	4	3
681	с которой	2	3
682	и мы	2	3
683	и уже	3	3
684	то это	3	3
685	себя самого	3	3
686	как целое	3	3
687	и тон	3	3
688	него не	4	3
689	не есть	4	3
690	в первых	2	3
691	знает только	3	3
692	не укладывается	4	3
693	приводит к	8	3
694	в устах	2	3
695	в лучшем	2	3
696	так чтобы	7	3
697	себя на	2	3
698	и сами	3	3
699	он все	3	2
700	как же	6	2
701	мы должны	3	2
702	в построении	4	2
703	функции в	2	2
704	совершенно неправильно	2	2
705	приводит его	2	2
706	с самим	3	2
707	нем в	3	2
708	должна была	4	2
709	к различным	2	2
710	сводить к	2	2
711	в пространстве	3	2
712	для самого	2	2
713	роман с	2	2
714	и построения	3	2
715	о своем	3	2
716	прямой и	3	2
717	по мере	4	2
718	случаев в	2	2
719	за всеми	2	2
720	но у	4	2
721	в разрезе	6	2
722	мир где	2	2
723	всей его	2	2
724	данте и	2	2
725	что такое	2	2
726	за другом	2	2
727	в настоящем	2	2
728	же что	5	2
729	уже после	2	2
730	ибо в	2	2
731	внешнее и	2	2
732	нам важна	3	2
733	лишь один	2	2
734	в разгаре	2	2
735	и явления	2	2
736	если оно	3	2
737	при всякой	2	2
738	приведенном отрывке	2	2
739	именно как	2	2
740	на вопрос	2	2
741	речь и	2	2
742	к слову	2	2
743	к сожалению	2	2
744	мы его	2	2
745	том или	2	2
746	они уже	3	2
747	как образ	3	2
748	вы и	2	2
749	себе самому	6	2
750	мира но	2	2
751	что если	3	2
752	человек с	2	2
753	нам кажется	7	2
754	время оно	2	2
755	слова с	7	2
756	в какой	2	2
757	и свой	2	2
758	или наоборот	2	2
759	нами отрывке	2	2
760	совпадает с	2	2
761	последним словом	2	2
762	говорит сам	2	2
763	точкой зрения	2	2
764	или к	3	2
765	что ж	4	2
766	дан в	2	2
767	я вам	2	2
768	всеми своими	3	2
769	и внутренне	4	2
770	знает что	2	2
771	а его	2	2
772	от ее	3	2
773	то оно	2	2
774	не проникает	2	2
775	они действительно	2	2
776	именно к	2	2
777	должны быть	3	2
778	далее и	2	2
779	чтобы в	2	2
780	что вся	2	2
781	сознания и	8	2
782	была для	3	2
783	и нет	6	2
784	время не	3	2
785	но этого	2	2
786	в которые	2	2
787	отличается от	5	2
788	кажется нам	2	2
789	к каждому	2	2
790	в рамки	3	2
791	остается вне	2	2
792	или как	8	2
793	заключено в	2	2
794	все остальное	2	2
795	том и	2	2
796	за пределами	2	2
797	на почве	5	2
798	он воспринимает	4	2
799	лежащие в	2	2
800	в сторону	2	2
801	тон и	4	2
802	сам по	2	2
803	образом как	3	2
804	его произведениях	2	2
805	другом случае	2	2
806	мира не	2	2
807	но зато	2	2
808	и земли	2	2
809	же явления	2	2
810	ибо все	2	2
811	в единстве	9	2
812	героя в	7	2
813	подхода к	2	2
814	что может	4	2
815	и иногда	2	2
816	себе самом	12	2
817	только он	2	2
818	самое слово	2	2
819	лишь там	2	2
820	на свой	6	2
821	если б	2	2
822	что оно	2	2
823	даны здесь	2	2
824	недопустимо сводить	2	2
825	в речах	2	2
826	он определяет	2	2
827	особенности его	3	2
828	художественном творчестве	3	2
829	чем у	2	2
830	вне его	4	2
831	нему и	2	2
832	и всякое	3	2
833	героев и	4	2
834	мысли в	2	2
835	диалога в	2	2
836	и является	2	2
837	дух и	2	2
838	оно может	2	2
839	души в	2	2
840	жизни а	3	2
841	для романтизма	2	2
842	глубокое и	3	2
843	только как	2	2
844	и единого	2	2
845	они ни	2	2
846	ни был	2	2
847	однако не	3	2
