N	2gram	Vygotskiy_	Stilisti
172	целый ряд	6	3
173	во второй	5	3
174	в виду	5	3
175	та же	2	3
176	в том	38	3
177	в частности	4	3
178	у них	2	3
179	еще не	5	3
180	только на	5	3
181	совершенно не	2	3
182	его и	2	3
183	может стать	2	3
184	как в	7	3
185	свое выражение	8	3
186	не знает	3	3
187	в разных	6	3
188	для него	6	3
189	не с	3	3
190	по своему	11	3
191	и для	5	3
192	нет и	4	3
193	нам в	2	3
194	видели что	3	3
195	что у	4	3
196	что всякое	2	3
197	в котором	6	3
198	их в	2	3
199	зрения как	2	3
200	короче говоря	2	3
201	мы легко	2	3
202	должно было	2	3
203	ответ на	3	3
204	что оно	9	3
205	выражение в	6	3
206	между ними	8	3
207	из которых	3	3
208	но что	2	3
209	из них	2	3
210	для нас	4	3
211	представить себе	5	3
212	хотя и	4	3
213	несмотря на	2	3
214	что и	4	3
215	необходимо чтобы	2	3
216	в ее	7	3
217	мы в	3	3
218	все эти	7	3
219	конечно не	2	3
220	связи с	4	3
221	что было	2	3
222	до того	2	3
223	отношения к	5	3
224	что эти	3	3
225	этом случае	15	3
226	между тем	2	3
227	связь между	10	3
228	в основе	5	3
229	не мог	2	3
230	здесь мы	2	3
231	до конца	8	2
232	в каком	2	2
233	в отношении	9	2
234	для этого	4	2
235	и вообще	3	2
236	вопрос о	9	2
237	речи не	7	2
238	очевидно что	6	2
239	одном и	4	2
240	и потому	3	2
241	которые в	5	2
242	с этим	5	2
243	для всех	2	2
244	относится к	5	2
245	с другими	5	2
246	в нашей	4	2
247	мы имеем	3	2
248	из этих	6	2
249	но как	3	2
250	речи то	4	2
251	в первой	3	2
252	но даже	2	2
253	должно быть	3	2
254	к этому	2	2
255	эти три	2	2
256	с ней	3	2
257	по отношению	10	2
258	и больше	2	2
259	с развитием	6	2
260	должны были	2	2
261	отношение к	8	2
262	ли не	3	2
263	друг друга	9	2
264	есть не	3	2
265	к которому	3	2
266	все больше	3	2
267	в середине	2	2
268	речь есть	7	2
269	но эта	2	2
270	в разговоре	2	2
271	т.е от	3	2
272	тем что	14	2
273	этом отношении	7	2
274	находятся в	2	2
275	из двух	3	2
276	речи но	12	2
277	в их	4	2
278	том же	7	2
279	в значительной	3	2
280	уяснить себе	3	2
281	и при	2	2
282	в этих	2	2
283	что он	13	2
284	что то	4	2
285	по своей	12	2
286	в наших	8	2
287	связано с	4	2
288	отношению к	9	2
289	себе и	2	2
290	сих пор	6	2
291	в пределах	3	2
292	значений слов	8	2
293	совершенно иначе	2	2
294	нашего исследования	10	2
295	в какой	6	2
296	нужно было	4	2
297	различие в	2	2
298	же самая	2	2
299	себе в	5	2
300	который мы	6	2
301	одной из	4	2
302	на этот	2	2
303	мы как	2	2
304	только потому	3	2
305	но не	13	2
306	для каждого	2	2
307	про себя	2	2
308	также и	2	2
309	и речь	3	2
310	к нему	5	2
311	тому же	2	2
312	но мы	5	2
313	прежде чем	3	2
314	гораздо более	4	2
315	можем не	2	2
316	связанные с	3	2
317	зависит от	3	2
318	не из	2	2
319	в своих	2	2
320	с собой	3	2
321	ту же	4	2
322	не есть	4	2
323	этот вопрос	2	2
324	в которых	3	2
325	находит свое	3	2
326	представляет собой	23	2
327	между собой	15	2
328	и он	4	2
329	развития в	5	2
330	о чем	8	2
331	как таковое	2	2
332	смысле этого	4	2
333	между двумя	5	2
334	больше и	2	2
335	и том	3	2
336	языка в	2	2
337	но это	4	2
338	это же	2	2
339	в своей	4	2
340	и тогда	3	2
341	вне которой	2	2
342	или в	2	2
343	таким же	3	2
344	он не	5	2
345	друг другу	5	2
346	значение и	2	2
347	речи это	4	2
348	перейти к	6	2
349	с ним	5	2
350	мы говорили	3	2
351	вовсе не	3	2
352	не смогли	3	2
353	тем и	2	2
354	ясно что	4	2
