N	2gram	Vygotskiy_	Problema
471	первую очередь	2	5
472	к этому	5	5
473	больше чем	2	5
474	это же	2	5
475	должно быть	3	5
476	обстоятельство что	4	5
477	и мышления	4	5
478	в свете	2	5
479	смысле что	2	5
480	одним из	6	5
481	от одного	2	5
482	от тех	2	5
483	они не	4	5
484	поэтому в	3	5
485	которая не	5	5
486	этот предмет	2	5
487	в каждом	2	5
488	собственном смысле	12	5
489	что является	2	4
490	предмета к	2	4
491	к другим	2	4
492	у человека	2	4
493	мы называем	4	4
494	наряду с	3	4
495	но всегда	2	4
496	вещи как	2	4
497	этого понятия	3	4
498	а как	2	4
499	нас к	2	4
500	это понятие	2	4
501	у них	3	4
502	друг от	2	4
503	отличие от	8	4
504	одно из	2	4
505	в эту	3	4
506	это обстоятельство	4	4
507	к одной	3	4
508	могло бы	4	4
509	указывают на	4	4
510	ряд отдельных	2	4
511	вообще как	2	4
512	числе и	3	4
513	собой и	2	4
514	не могли	3	4
515	и понятием	2	4
516	человеческой речи	9	4
517	и часто	2	4
518	на отдельные	2	4
519	не стоит	2	4
520	с целью	2	4
521	если это	2	4
522	иное чем	2	4
523	им в	3	4
524	то обстоятельство	4	4
525	которые являются	3	4
526	которых мы	2	4
527	от друга	2	4
528	от нее	4	4
529	только после	2	4
530	той же	8	4
531	тем и	5	4
532	начиная с	2	4
533	предметы в	5	4
534	на который	2	4
535	и которая	3	4
536	в глаза	2	4
537	но на	3	4
538	является то	7	4
539	остановиться на	3	4
540	для построения	2	4
541	связаны между	2	4
542	на котором	3	4
543	в корне	2	4
544	понятий в	10	4
545	тем как	4	4
546	дело с	3	4
547	одного из	3	4
548	говорит и	2	4
549	этой точки	4	4
550	и вместе	2	4
551	и те	3	4
552	их с	3	4
553	с нею	2	4
554	в сущности	3	4
555	не отличается	2	4
556	свое значение	2	4
557	например в	2	4
558	что эти	4	4
559	образов и	2	4
560	очень часто	4	4
561	на одном	2	4
562	с их	3	4
563	бы к	2	4
564	мы увидим	4	4
565	от другого	2	4
566	бы что	4	4
567	в свою	4	4
568	при всем	2	4
569	но они	4	4
570	без которого	2	4
571	с которым	2	4
572	огромное значение	3	4
573	мог бы	5	4
574	так чтобы	2	4
575	в человеческом	2	4
576	смысле и	2	4
577	теми или	2	4
578	самые разнообразные	2	4
579	значения слова	9	4
580	сейчас в	2	4
581	это мы	3	4
582	значение слова	7	4
583	имеем дело	2	4
584	этот вывод	3	3
585	для человека	2	3
586	всем этом	2	3
587	из того	4	3
588	что уже	3	3
589	одного и	5	3
590	поэтому мы	2	3
591	к выводу	2	3
592	том же	3	3
593	относятся к	4	3
594	от других	2	3
595	которой они	2	3
596	но так	2	3
597	понятие не	3	3
598	этом же	2	3
599	в отличие	8	3
600	нет никаких	6	3
601	сравнению с	4	3
602	видит в	2	3
603	и заключается	2	3
604	предметов с	2	3
605	что вся	2	3
606	чтобы они	2	3
607	к проблеме	2	3
608	того и	2	3
609	данным словом	2	3
610	развития и	2	3
611	и другим	2	3
612	именно с	2	3
613	то как	2	3
614	вообще в	2	3
615	известном смысле	2	3
616	по сравнению	6	3
617	в чисто	2	3
618	указать на	2	3
619	и которое	2	3
620	значение как	3	3
621	поэтому не	2	3
622	эти последние	2	3
623	но тем	2	3
624	не тем	2	3
625	они являются	8	3
626	столь же	7	3
627	говорит не	3	3
628	значением слова	5	3
629	и другой	4	3
630	в конкретной	2	3
631	связанные с	3	3
632	мы никогда	3	3
633	типа и	3	3
634	зрения на	2	3
635	это так	2	3
636	представляет собой	6	3
637	ряд и	2	3
638	как она	4	3
639	совершенно ясно	3	3
640	свое место	2	3
641	находится в	4	3
642	выражается в	2	3
643	же типа	2	3
644	и других	4	3
645	с помощью	64	3
646	многих других	3	3
647	чем в	4	3
648	бы с	3	3
649	или понятие	3	3
650	тот факт	7	3
651	его к	6	3
652	каждый из	2	3
653	выводу что	4	3
654	не во	2	3
655	мышления в	29	3
656	как показывает	4	3
657	отражение в	2	3
658	так называемая	4	3
659	ни один	5	3
660	оно является	3	3
661	понятия но	3	3
662	может ли	2	3
663	со всей	5	3
664	речь не	4	3
665	от этих	2	3
666	одной и	6	3
667	наше исследование	2	3
668	оно стало	3	3
669	которого оно	2	3
670	не столько	4	3
671	на другой	2	3
672	есть еще	2	3
673	к той	2	3
674	с ними	3	3
675	мы видим	13	3
676	отношение между	3	3
677	понятий не	2	3
678	что каждая	2	3
679	от понятия	5	3
680	от той	2	3
681	конечно в	2	3
682	образом что	6	3
683	и мы	2	3
684	который не	3	3
685	из нее	2	3
686	но этот	2	3
687	он стоит	2	3
688	не обладает	2	3
689	должен был	2	3
690	на основании	11	3
691	формы и	3	3
692	связан с	2	3
693	новых и	2	3
694	один и	6	3
695	знаков в	2	3
696	речь идет	4	3
697	образом как	2	3
698	основана на	2	3
699	на этом	3	3
700	в процессе	33	3
701	речи или	3	3
702	указывать на	2	3
703	представляется в	2	3
704	место в	3	3
705	в совершенно	5	3
706	что нам	3	3
707	форме и	2	3
708	все более	2	2
709	и могут	2	2
710	в плане	2	2
711	не станем	5	2
712	значении слова	3	2
713	тому чтобы	2	2
714	действия и	2	2
715	другие предметы	2	2
716	на одни	2	2
717	приходит к	7	2
718	момента в	2	2
719	как отражение	2	2
720	подходит к	2	2
721	в следующем	4	2
722	ни были	2	2
723	и эти	2	2
724	значения для	2	2
725	вообще является	2	2
726	возникает в	2	2
727	на друга	3	2
728	которое является	2	2
729	такое же	2	2
730	в другую	3	2
731	в один	4	2
732	такой же	4	2
733	они обозначают	2	2
734	при анализе	2	2
735	стороны он	2	2
736	с и	2	2
737	мы наблюдаем	3	2
738	своего возникновения	2	2
739	оно возникает	2	2
740	определения и	2	2
741	ту же	2	2
742	на которые	3	2
743	отличаются от	5	2
744	тому или	4	2
745	между этими	2	2
746	исследования в	2	2
747	слова мы	5	2
748	и другого	2	2
749	иначе чем	2	2
750	отвлеченных понятий	2	2
751	исторического развития	2	2
752	этот момент	4	2
753	и эта	4	2
754	основой для	3	2
755	это значение	2	2
756	на каждом	4	2
757	известно что	2	2
758	или иному	4	2
759	всеми своими	2	2
760	как у	2	2
761	это обобщение	4	2
762	когда они	2	2
763	одновременно с	2	2
764	понятий а	2	2
765	обе эти	5	2
766	заключается только	2	2
767	всеми другими	2	2
768	прав в	2	2
769	называем его	2	2
770	слова которые	2	2
771	формы в	3	2
772	рассматриваться как	4	2
773	видели что	4	2
774	от всех	2	2
775	на одной	2	2
776	на которой	2	2
777	отношения между	6	2
778	вступает в	3	2
779	а по	3	2
780	роль в	5	2
781	же что	2	2
782	между значением	2	2
783	ни при	3	2
784	нам думается	2	2
785	и отдельных	2	2
786	в стороне	2	2
787	и мышление	4	2
788	целом и	2	2
789	не дает	2	2
790	мы имели	7	2
791	остается в	2	2
792	бы они	2	2
793	вслед за	4	2
794	этим последним	2	2
795	по отношению	4	2
796	в обоих	2	2
797	свою очередь	3	2
798	на один	5	2
799	понятия то	2	2
800	данный предмет	2	2
801	эти предметы	2	2
802	говоря о	2	2
803	слово в	4	2
804	имеет свое	4	2
805	к которым	8	2
806	значения слов	5	2
807	на все	2	2
808	в другое	2	2
809	в свое	2	2
810	может стать	2	2
811	мы ограничимся	2	2
812	как например	2	2
813	они могут	3	2
814	что каждый	2	2
815	все его	2	2
816	говорит об	2	2
817	никакому сомнению	2	2
818	смысле мы	3	2
819	часто в	2	2
820	синего цвета	2	2
821	и совершенно	2	2
822	слова или	5	2
823	не представляет	4	2
824	на более	3	2
825	в значении	2	2
826	и частного	3	2
827	по типу	5	2
828	показывает исследование	2	2
829	следующем виде	3	2
830	конкретных вещей	2	2
831	имеет в	2	2
832	и между	4	2
833	что такие	2	2
834	развитии и	2	2
835	для возникновения	4	2
836	каждая вещь	2	2
837	по пути	5	2
838	в последнее	4	2
839	образом не	2	2
840	словом и	3	2
841	принять во	2	2
842	том случае	2	2
843	имеет дело	2	2
844	в общей	2	2
845	случае если	2	2
846	также в	2	2
847	если принять	2	2
848	почти исключительно	2	2
849	следовательно не	2	2
850	речи в	7	2
851	не означает	2	2
852	отношению к	3	2
853	друг на	3	2
854	нас сейчас	3	2
855	что по	2	2
856	выше что	3	2
857	понятие и	3	2
858	в роли	4	2
859	слова в	8	2
860	как с	4	2
861	цели и	2	2
862	отношении является	2	2
863	встречаются в	3	2
864	совпадает с	7	2
865	этой ступени	6	2
866	что перед	4	2
867	они относятся	2	2
868	бы ни	2	2
869	является по	2	2
870	в живом	3	2
871	эти функции	2	2
872	или об	2	2
873	последнее время	6	2
874	на основе	29	2
